sequence,frame,target_gt_id,inherited_track_id,source_track_id,source_line_index,source_line_sha256,mechanism,action_type,box_choice,candidate_row_index,global_pre_idx,candidate_track_id,candidate_score,candidate_target_iou,source_target_iou,source_best_other_iou,source_best_other_gt_id,candidate_host_iou,gap_frames,minimum_segment_purity,matched_segment_support
MOT20-02,2011,81,380,335,103186,8be755eee6a265bfb8d96a1acdd4b7c9fcfb6636cf7f929b65c65ec7acfb6bf9,other_target,dual_retention_add,candidate,48382,970999,335,0.6424463987350464,0.5093713211149573,0.4390958466810832,0.7236331976449961,180,0.8728320204032142,1,0.9655172413793104,157
MOT20-02,2011,107,312,328,103188,458d0c3b3a1a58d42c8ae266bef1b8c35c5e204713b3210c9f33e9ec086ad3b2,same_target,migrate_replace,source,48371,970398,328,0.7836863994598389,0.866827243816263,0.9173246144303459,0.5209259184793703,100,0.9042919052955207,9,1.0,35
MOT20-02,2012,158,464,452,103249,156e4ed2fe29cddf8c5f0bb6237a5ddc954d3e2e9e34840d4b3b30ba3309ebef,other_target,dual_retention_add,candidate,48385,971061,452,0.39494645595550537,0.8217800710894633,0.5948120291603424,0.6028467077342623,109,0.7049890904360668,1,0.98,55
MOT20-02,2019,189,398,433,103850,03210fd07e1bb9182ede69dc1b52f5fb189b4921b0c3205cf3e22127ab62c954,other_target,dual_retention_add,candidate,48545,976968,433,0.22690585255622864,0.7043900215138454,0.5654455650957607,0.9327640855454197,174,0.6813872701432359,3,0.9259259259259259,76
MOT20-02,2029,18,514,507,104734,9c989e246ac79b87da17aad9d51dd91177633d8003ca45d46747e5e3621669f4,other_target,dual_retention_add,candidate,48742,984640,507,0.5957082509994507,0.6992325948504982,0.5768791893440107,0.9065631467727012,184,0.7652211455364546,1,1.0,84
MOT20-02,2031,89,485,257,104851,6b640f6beb7f82f7281b39b5f2f3c59581d5033be026585d6caf9af5323ea16d,other_target,dual_retention_add,candidate,48797,986526,257,0.19465398788452148,0.8291973279463636,0.6435327553517077,0.8822062807813722,84,0.5765986565332738,6,1.0,700
MOT20-02,2032,89,485,257,104938,cd2d5f16aeb6a214ebe4277b1858a988661a3611b574eb5e86f4168dab65c426,other_target,dual_retention_add,candidate,48818,987345,257,0.5261273384094238,0.8203969550595317,0.6423370284053816,0.8941742689338972,84,0.7164604284545497,6,1.0,700
MOT20-02,2045,111,525,329,106082,759207c43285576ae1e3e5b14eab172be54676b32867a7776b3535250d3f4197,other_target,dual_retention_add,candidate,49096,998269,329,0.6113096475601196,0.7791463142071322,0.7392541798270471,0.7733188541718085,107,0.8809103836810712,3,1.0,56
MOT20-02,2046,79,496,328,106150,e0d4e46f29a4d2166d696b56baf429852b51f62af81d4f5dddbccf4083f72e1a,other_target,dual_retention_add,candidate,49116,999050,328,0.6927632689476013,0.6030608299763052,0.6030608243493178,0.8093647304970631,100,0.9999999882610459,4,0.9830508474576272,71
MOT20-02,2046,111,525,329,106161,6d37d7df256be535b903c03ea14e84d0ca20b035fc0f9c51c3f72a10792b9290,other_target,dual_retention_add,candidate,49109,998593,329,0.6394950151443481,0.5749307713632977,0.6992867767576638,0.7968459874371425,107,0.731687645290631,3,1.0,56
MOT20-02,2047,79,496,328,106229,05187a51679a98fe5b53bb25d6597243fda60d4ea8fc08a3ade58908fe48a742,other_target,dual_retention_add,candidate,49138,999853,328,0.6715265512466431,0.7204220650760764,0.7204220623425228,0.859293180680877,100,0.999999991686982,4,0.9830508474576272,71
MOT20-02,2047,111,525,329,106240,39ed7a2ac21aacbde8a6dffdcb4cd9643e4d291b4036691df49fe827d29d5f29,other_target,dual_retention_add,candidate,49131,999493,329,0.6430145502090454,0.5854596376373389,0.5854596358185377,0.8276311005221422,107,0.9999999945431428,3,1.0,56
MOT20-02,2048,79,496,328,106309,96c116bfcecd13a3ee3a568f81cb44e8d81b5d2ca8f382ed9e01c1c2d552ed76,other_target,dual_retention_add,candidate,49148,1000057,328,0.7316853404045105,0.7862198150710169,0.781509485571381,0.8812950342552054,100,0.8778040820136008,4,0.9830508474576272,71
MOT20-02,2049,79,496,328,106392,acd37e2d23fe2cdf471f870bff405d9bac1f70353cf02f3a2ea610fbb45e6a20,same_target,migrate_replace,candidate,49167,1000888,328,0.7208889722824097,0.8678902099247732,0.8151594851896526,0.8078418233699277,100,0.834656556615591,4,0.9830508474576272,71
MOT20-02,2056,97,255,433,106976,541aaa5ddd9c3aadde98483845f0e3baccfcdedbb9bb30f002150b5ca6845de0,other_target,dual_retention_add,candidate,49315,1006697,433,0.3308434784412384,0.5465211501841881,0.546521154158689,0.8032599783425182,174,0.9999999904220054,2,1.0,124
MOT20-02,2064,79,496,532,107718,6e4c4b0239569fe7522a2be9e713f09007222c0143e1a8565ab9e744fd8576d2,same_target,migrate_replace,candidate,49482,1013137,532,0.6911262273788452,0.7690554067521169,0.7690554063481252,0.5027902504861941,107,0.9999999911156614,1,1.0,14
MOT20-02,2077,97,433,255,108854,5cf90d81e833730ca078b717c7eb1a49065001a3f530bd2edfe1783ca6c08f69,other_target,dual_retention_add,candidate,49762,1023891,255,0.749110996723175,0.6409131871146594,0.5954538411799017,0.7761170432889751,174,0.9312544144781126,3,1.0,8
MOT20-02,2078,97,433,255,108939,11d5d17f46b87d769101b51500b1ff383a90a317e36983feeab3ee7e1c967f3a,other_target,dual_retention_add,candidate,49784,1024735,255,0.7454944252967834,0.6455245217583556,0.593642105995842,0.8092727882579454,174,0.9238647201274326,3,1.0,8
MOT20-02,2083,97,433,255,109378,790f7301400ca7dbf8d4cb692c114bc21254434eea899e7a6089331d3bf0ae19,other_target,dual_retention_add,candidate,49892,1028849,255,0.8108251690864563,0.6951655944094539,0.6951655934588473,0.851508907773034,174,0.9999999913501628,1,1.0,12
MOT20-02,2084,174,255,433,109472,5d88078da4f6bc153354c4fc7f83899ec0a13c0e9780668486af39510740ada9,other_target,dual_retention_add,candidate,49912,1029688,433,0.7966880202293396,0.699117524406043,0.638569367089774,0.8861195840435749,97,0.894895892727432,1,1.0,22
MOT20-02,2101,18,514,548,110959,14be8d6d073eae990b8122c403a8e7b17db112641428086de0f59fab6a5c5285,same_target,migrate_replace,candidate,50258,1043368,548,0.5790398120880127,0.64967611187707,0.6496761065301005,0.3966582575819207,127,0.9999999918676763,4,1.0,76
MOT20-02,2102,18,514,548,111044,785473f5daaac9fbbd5033035d59bd973ca715d41a475d6460fda7627da030ae,same_target,migrate_replace,source,50278,1044168,548,0.5016559362411499,0.7061651940841353,0.7061652031407019,0.38710542067089265,127,0.9999999862004839,4,1.0,76
MOT20-02,2103,18,514,548,111129,7e7a716147d7a07456eba03491a8eeacca24a101bb2d85ff26e7c1a898fb85c1,same_target,migrate_replace,source,50294,1044783,548,0.3728988766670227,0.6422870362277094,0.7368745971536415,0.4213712426933854,127,0.8696825567665197,4,1.0,76
MOT20-02,2103,111,525,442,111132,5206444d7b3942178c7bb862732abf3cdbd1874094ea3b69145d436a3403f7fe,same_target,migrate_replace,source,50313,1045504,442,0.5836772322654724,0.7792339201887344,0.8415848890904829,0.5737612739567941,107,0.904619599687015,4,1.0,524
MOT20-02,2104,111,525,519,111199,c41bdafa2845176c2561147e96317785483e4e41d03dc6cfae0e1ff7842f8505,other_target,dual_retention_add,candidate,50331,1045947,519,0.7779133915901184,0.5912851757080629,0.5912851825203913,0.7947594717515577,107,0.9999999870460631,4,1.0,524
MOT20-02,2104,18,514,550,111213,4d288f9ed90b289158f4e39d1d21b4e690f7342c93362abe0ee5f1fcc6a5a5ce,other_target,dual_retention_add,candidate,50316,1045599,550,0.4672844111919403,0.7641059165324864,0.38246995234433395,0.8685396641838957,127,0.5031883395611182,4,1.0,76
MOT20-02,2105,111,525,442,111299,779ebc2e615c4f076010ea8e713970b04e16b26d40d0d42c0e1e1796f2353afa,same_target,migrate_replace,source,50350,1046620,442,0.8112171292304993,0.7874778452889,0.8259646120926432,0.4927061662925766,107,0.9225011697899689,4,1.0,524
MOT20-02,2106,111,525,442,111383,ac148da11c46224f45b72b0e04c907b8a60caf944bcd3d40c495ec9759b17fed,same_target,migrate_replace,source,50369,1047402,442,0.8014327883720398,0.7593718083268698,0.8110283431560645,0.4603295779171981,107,0.9107393402121577,4,1.0,524
MOT20-02,2110,97,255,551,111723,0d0d38c6698e68ac8fdf6511ca25599b28aa71a22342ef9d68972fb0faa80e27,other_target,dual_retention_add,candidate,50459,1050613,551,0.38488131761550903,0.8031098581127414,0.517987593205092,0.7685089134147812,174,0.650011592563458,3,0.8823529411764706,20
MOT20-02,2111,96,378,423,111753,26beeb4f2e4cccddbee88456e3b420ef79f150794f9b59379c478bd2c024ffd5,other_target,dual_retention_add,candidate,50477,1051388,423,0.8340298533439636,0.8809799129246838,0.7462505557615552,0.89723092533149,95,0.7391843812864034,1,1.0,146
MOT20-02,2113,101,471,328,111979,8251503d22af1d1ffe9130a1dac2b9badd5ddcf18bc9fb43cc4c773b0476e5e1,same_target,migrate_replace,candidate,50519,1052831,328,0.6834719777107239,0.8619132251264034,0.8619132212355349,0.6937249326030936,100,0.9999999799091782,1,0.9405405405405406,550
MOT20-02,2114,97,255,551,112056,4661eb66448d775596f07279456b1c9b1e45e312618d00f2ce79d8a08f97f822,other_target,dual_retention_add,candidate,50540,1053680,551,0.7684237957000732,0.8791498945362378,0.6333968277266212,0.8268613394427171,174,0.7169993431935693,1,1.0,14
MOT20-02,2114,100,328,471,112062,a5d7a5795daa3dfb4ba014f0168e7e8fc6e028dddfcaad7c1f80363dda960046,other_target,dual_retention_add,candidate,50534,1053522,471,0.8167131543159485,0.7442708564343273,0.7442708664182542,0.8182430645397771,101,0.9999999791492703,5,0.7142857142857143,21
MOT20-02,2116,100,328,471,112228,959dfe945db539823b7953cc65c9218ff543f57ab8e580b25f67e33474614667,other_target,dual_retention_add,candidate,50575,1054978,471,0.5710058808326721,0.7179846816454285,0.6551173735592346,0.7715753759480278,101,0.8857597935068381,5,0.7142857142857143,21
MOT20-02,2117,100,328,471,112312,22a9a640eb0e2f6cee373f85f535cdc53a7d45ecfc257f8d505ba92f4caed9ed,other_target,dual_retention_add,candidate,50601,1055907,471,0.41723743081092834,0.9004720884375275,0.5207291296600401,0.7774248732695255,101,0.5532062284064013,5,0.7142857142857143,21
MOT20-02,2119,105,459,370,112464,6459db723ed2f21508f14a9e55ffe250cf79492f9c7979945e32f3bc9963df16,other_target,dual_retention_add,candidate,50638,1057327,370,0.7629968523979187,0.5715105378630411,0.5715105244773457,0.8338503257357608,126,0.99999997500487,2,0.8947368421052632,225
MOT20-02,2127,187,312,519,113133,7dfccab95b3fdd9a4452dfedba8275aea67b340b2d801c7f8e9e176abdbc25c0,other_target,dual_retention_add,candidate,50817,1063814,519,0.7778428792953491,0.6854666625910528,0.6854666579097302,0.8999079472594445,107,0.9999999881624199,13,0.9411764705882353,139
MOT20-02,2127,80,335,560,113153,d540a99611153d0fac73c9aaaad502e701f7b858ae621ecc9b377afd6014c8e0,same_target,migrate_replace,source,50807,1063543,560,0.3484458327293396,0.611564870760577,0.7478387242502608,0.43564908747287234,81,0.7659682124787759,2,1.0,52
MOT20-02,2131,133,563,459,113476,03eb8d27924648d6972de9367b40445e9eb4f6e7774e2efc7f455b9eee7224e6,other_target,dual_retention_add,candidate,50893,1066592,459,0.8122550249099731,0.698433504093486,0.7134546394809113,0.7553108084154019,105,0.9549473139888843,2,1.0,652
MOT20-02,2132,133,563,459,113556,1c8e1da01210ad5957ee2ecbe2f4ad1592eaaa70d43bc8070c88d71ac7f8a056,same_target,migrate_replace,source,50916,1067346,459,0.7786247730255127,0.792472783029611,0.8347489545981803,0.7541284252730539,105,0.931870355372993,2,1.0,652
MOT20-02,2133,100,328,505,113601,1d8c61e845cd9d8f38891296814ab679808ef3782b885a25a7655908529500a7,other_target,dual_retention_add,candidate,50941,1068211,505,0.672864556312561,0.8739760282114144,0.7308193970211467,0.7902446564882094,102,0.8339817936539075,1,1.0,81
MOT20-02,2138,87,284,361,114004,6ee21b3bc25dc6dbe60e561ebd9d264942b8901b31bc4a3df1e77a208c2a66c3,other_target,dual_retention_add,candidate,51047,1072353,361,0.6577025055885315,0.8072024336320551,0.5889044156500532,0.9549729699966361,88,0.7165091707365557,1,1.0,863
MOT20-02,2140,105,459,261,114169,f07c7ddc02f91101f7cd4be61655fee4c324e5d71169a907b9431d2923b8013e,same_target,migrate_replace,source,51076,1073461,261,0.8187310099601746,0.8807975520720939,0.8807975565611388,0.8760708506893762,106,0.999999987456738,3,0.8947368421052632,45
MOT20-02,2161,93,534,284,115853,01dbf1d04e3096399ac66b9e22e9dc6b4d52d199f8f1b3a071e36d431935e2bd,other_target,dual_retention_add,candidate,51530,1089532,284,0.477107971906662,0.7604227957958232,0.6162521937628787,0.9256038404468065,87,0.7804883699082791,4,1.0,240
MOT20-02,2162,93,534,567,115924,a130c540af27776c9ba3381515bf1fea3c0ae4b5417c9604bdcc3a08b5a8451d,other_target,dual_retention_add,candidate,51550,1090197,567,0.774442195892334,0.5229525740338534,0.506949423198121,0.5843028908775365,97,0.7762386291451099,4,1.0,240
MOT20-02,2163,93,534,567,115998,181afa74316b28077ea0971a33df6358d5f4b72e6db40584c3724e4a92998ea0,other_target,dual_retention_add,candidate,51572,1090965,567,0.5081002116203308,0.5386127856517131,0.4410171862534196,0.5816538671099019,97,0.8331966201322184,4,1.0,240
MOT20-02,2169,99,369,505,116421,8ca3d5ef5e4a8ed7729a8b94ba25dbb131459f3db297d96f1d1a0282fd69cb46,same_target,migrate_replace,source,51689,1095011,505,0.3891766667366028,0.6614689132233762,0.8587965318049761,0.7516925799962146,102,0.6267036705384131,4,1.0,46
MOT20-02,2170,99,369,505,116496,c22bf03e7b0933653c67210c0d4fb3b3812b8e854a51bd40d42a81bafb657e65,other_target,dual_retention_add,candidate,51706,1095675,505,0.7984424233436584,0.7431079523426054,0.7431079486078259,0.7683084398901792,102,0.9999999912205019,4,1.0,46
MOT20-02,2171,99,369,505,116572,ef125d27cf05811c015e838dc301c676b6b74f08c3df4a0f16fdb1ca4f809d65,other_target,dual_retention_add,candidate,51730,1096402,505,0.7750238180160522,0.7406519002796341,0.7406518967800405,0.7846215897119048,102,0.9999999938455342,4,1.0,46
MOT20-02,2172,80,335,329,116669,9797fb3d8eef518025ee5ed98b90480809fbf7c1c63536787ed8f33c33c67de8,other_target,dual_retention_add,candidate,51762,1097477,329,0.7154218554496765,0.6261682844318169,0.6261682856136949,0.8382380671555957,81,0.9999999942618274,21,1.0,2
MOT20-02,2173,108,493,406,116707,73cc51d73db3ff293e3855337dc5f5fb73a2ad24e846817e82588b42b50ed21b,other_target,dual_retention_add,candidate,51780,1097994,406,0.21823136508464813,0.7963124608884805,0.6356738589921144,0.6869842623447381,104,0.6949016308824607,3,1.0,312
MOT20-02,2174,108,493,406,116785,b495beb2b2094f43cb98330594ac82ba3afd92e5912ac3da9c1cce85c58754fc,other_target,dual_retention_add,candidate,51800,1098736,406,0.2158939093351364,0.8037836373086954,0.6429363022652279,0.6795181507828029,104,0.7123531071576109,3,1.0,312
MOT20-02,2175,108,493,406,116863,9c4f101f8f205a95cb099b6862ee96e544f8618fa48a626b69a17fda9c1b6d91,other_target,dual_retention_add,candidate,51818,1099466,406,0.6594451665878296,0.7573231032147376,0.6564686067710845,0.6754593634859266,104,0.8171678706455476,3,1.0,312
MOT20-02,2178,80,335,329,117134,e685eda4cce4086b4809c3583907869dd8bc80a5de84c7c9486c683c366f2476,other_target,dual_retention_add,candidate,51888,1101949,329,0.6443953514099121,0.8376936165454155,0.6979876993993321,0.8579433732421814,81,0.8297684381423956,21,1.0,2
MOT20-02,2180,80,335,329,117290,f876d2ab0f4cd0a5793c434a8f8da33eb361c9f25d0a2341cd7cd29c20805699,other_target,dual_retention_add,candidate,51926,1103326,329,0.25548267364501953,0.809198092244511,0.6952517334381738,0.8432267586633755,81,0.7388844868372572,21,1.0,2
MOT20-02,2181,99,369,505,117347,0fe5ccb61065f7a21802892abb6d8fb734ebdce0936e96a73313aeb970e56912,other_target,dual_retention_add,candidate,51943,1103869,505,0.46054983139038086,0.8017956855782822,0.4372501590615535,0.7457691813696347,102,0.518926629936166,2,1.0,53
MOT20-02,2183,129,577,328,117530,1e714bfc873b2f973ca08f8a8a850404fa3e0d7108aded6b3912b400c6ba6a8b,other_target,dual_retention_add,candidate,51983,1105253,328,0.6966875195503235,0.7364053224642274,0.5936185892653137,0.8859895734292564,100,0.7489708070817179,2,0.968421052631579,107
MOT20-02,2183,128,578,573,117544,09da6a122376480d2cb767812eda7a16eacf678417057d19503a2a78a818afd3,same_target,migrate_replace,source,51974,1105068,573,0.3610515892505646,0.7971441391518138,0.8349267956900449,0.3755422999243505,141,0.7471627689031032,1,0.8888888888888888,25
MOT20-02,2184,80,335,329,117593,072219089746023a32f701c3e956c200554ba3e5656edf7fed17ea153e030904,other_target,dual_retention_add,candidate,52013,1106271,329,0.8080580234527588,0.7988219187316122,0.6710711773667124,0.9535725053769162,81,0.7873575242091353,21,1.0,2
MOT20-02,2184,129,577,328,117605,817f1692c329b8f80a3044a0d75ec70485752bae36f760d80e16f2723a7d6868,other_target,dual_retention_add,candidate,52005,1106016,328,0.7953081727027893,0.7403423389011713,0.5947509214725198,0.8519397249236048,100,0.7540452155560446,2,0.968421052631579,107
MOT20-02,2185,96,378,568,117680,c90dd3df2d1a7c9ea2c93c076d98bdf3d1550e39a4fca0cb2f928d6dedb56b25,other_target,dual_retention_add,candidate,52032,1106977,568,0.6996450424194336,0.8230338927710091,0.7410294680103412,0.9091019642400421,186,0.7859154551075589,2,1.0,130
MOT20-02,2186,80,335,329,117742,42e1da25e76f84653ee18cf0750d43040e2c0457f4b5fcafdbd98ca2e35fc407,other_target,dual_retention_add,candidate,52055,1107766,329,0.36788520216941833,0.8534107794830311,0.6685543308170865,0.8976921084314597,81,0.6608367846359744,21,1.0,2
MOT20-02,2186,96,378,568,117754,a925b5f79b02e570e8b76c949f4dc5bbd5231bbf35e66cf547802704eb1ea361,other_target,dual_retention_add,candidate,52054,1107730,568,0.7983566522598267,0.7668021193251738,0.6822784887121502,0.9283161898898595,186,0.7772334135053962,2,1.0,130
MOT20-02,2188,80,335,329,117893,d1abb4b12a5c3569d64d542602a62a9a6d9a15c7eff248ed2a6fd0c2475c77eb,other_target,dual_retention_add,candidate,52098,1109183,329,0.4377383291721344,0.7938263347444319,0.7041957166075408,0.9116150693876606,81,0.7258483153207517,21,1.0,2
MOT20-02,2189,80,335,329,117970,7ebfa9b41649d21740015a82b0c6e76f7b347f09b70ccbacd1a7deefab09b203,other_target,dual_retention_add,candidate,52118,1109909,329,0.7609553337097168,0.8327600482959606,0.6970919300748242,0.9164435459429676,81,0.7277436079054143,21,1.0,2
MOT20-02,2195,127,550,578,118452,402328da7176378d70199826f0b2da70c870e8ba85318312812970d7e8edf305,other_target,dual_retention_add,candidate,52226,1113768,578,0.5942404866218567,0.7753829720427398,0.5661987266563093,0.8788039370078743,128,0.707938786858848,1,0.9583333333333334,518
MOT20-02,2196,113,579,581,118530,bf9b3a1677c50ef1716e2219f2c67b4ec6fb1b93f2a467fc2c8453af5050ee13,other_target,dual_retention_add,candidate,52260,1114734,581,0.8096922039985657,0.8295139471091076,0.6585472437257741,0.9190350383454925,112,0.7280197359851791,1,1.0,12
MOT20-02,2200,161,553,566,118821,f3f6c56150f167e6baaabbdf7bd18dfe42e3dab256258d9a38026aacfb9803ad,other_target,dual_retention_add,candidate,52343,1117464,566,0.8814219236373901,0.7778641161741627,0.7632857678632556,0.9042763094465619,124,0.9516395364874992,9,1.0,503
MOT20-02,2200,128,578,586,118831,461f1ded50922ce6d3656d82cd23098ef9ae6515295a24f022b39125f79fcc07,same_target,migrate_replace,source,52331,1117295,586,0.7078081369400024,0.733760126492673,0.8055523273776759,0.5037024075251705,141,0.8346031095210703,2,0.5238095238095238,37
MOT20-02,2201,161,553,566,118891,a6adf9974de9fc8136aa7afdbe4d66d7bc88d13a602df009bdbf42103cecbd36,other_target,dual_retention_add,candidate,52357,1118056,566,0.876265823841095,0.7564972374119688,0.7747570759615354,0.8954356361248265,124,0.9561742779071762,9,1.0,503
MOT20-02,2201,128,578,550,118899,404f45777af93dc8b21fd6fa953b73f88d2ccee0cb40a5e47b2a8525ab7af23e,same_target,migrate_replace,candidate,52352,1117976,550,0.5033383965492249,0.8955302237584702,0.6489875201120439,0.5459530275697435,127,0.5884178447932523,2,0.5238095238095238,37
MOT20-02,2202,161,553,566,118960,4f391054197182b672f4108073280dca9e4d887a65f77514f33fe67eb23e6f53,other_target,dual_retention_add,candidate,52378,1118749,566,0.8591289520263672,0.7710395768950302,0.7859190404446637,0.8671115468028382,124,0.9552553440080034,9,1.0,503
MOT20-02,2203,161,553,566,119030,35385544d2c7a0f2468eaeb2aba3c85394d8a77520fc6773abcc365a831467d4,other_target,dual_retention_add,candidate,52398,1119420,566,0.851652204990387,0.7946026383605473,0.8078377141166159,0.8500398232133786,124,0.9470956693388795,9,1.0,503
MOT20-02,2204,161,553,566,119098,171f11911b436f672f4831311ea7cc90e2bb6c291b378a634a57d834cc3b3a05,other_target,dual_retention_add,candidate,52430,1120200,566,0.8673293590545654,0.8232178838458049,0.8037840684524536,0.8368782138132421,124,0.9675776568027754,9,1.0,503
MOT20-02,2206,161,553,566,119233,f928097699c77923be5a0be3f8c8b25bb729246bae785deee6518eeb4a88e4e0,other_target,dual_retention_add,candidate,52468,1121512,566,0.8557616472244263,0.7547662505979168,0.7446573104157076,0.8449316976626063,124,0.9427498933818018,9,1.0,503
MOT20-02,2207,161,553,566,119300,65137445c86027d3dfee836cd588e819a320f8ee3927ff596b7be56cb215ea70,other_target,dual_retention_add,candidate,52490,1122155,566,0.1885063350200653,0.8603481729544102,0.696098619976001,0.8459326578295254,124,0.7210865213314668,9,1.0,503
MOT20-02,2208,161,553,566,119367,976ea286a7566a6d5a0569653db32b0d19e555cf4d7eae33ab707b3fdbf383dd,other_target,dual_retention_add,candidate,52499,1122708,566,0.8495697975158691,0.6938208797582522,0.6938208851598108,0.7973397123048492,124,0.9999999775248618,9,1.0,503
MOT20-02,2208,113,579,581,119373,5dffefca91f69a133677191dc0a6506a150082cd107bff9e4d426237d4d69e0a,other_target,dual_retention_add,candidate,52514,1122936,581,0.8410742282867432,0.8122526750969205,0.703317886777999,0.8904366496683255,112,0.731092964170867,1,1.0,13
MOT20-02,2211,113,579,581,119574,f963d115ec17061c59be13f221265fe6834b04970a44cddfa23c99a7e793cec7,other_target,dual_retention_add,candidate,52580,1124948,581,0.8543064594268799,0.7979681635410855,0.6841144098310183,0.8998632288589586,112,0.7158961906163547,4,1.0,153
MOT20-02,2212,113,579,581,119641,7df05c60b4e5061ede9a62ebd3ecb34d4139979f83b581682db678e6f1d17f0c,other_target,dual_retention_add,candidate,52600,1125618,581,0.860518217086792,0.7699465320765861,0.6662309098126042,0.8800069567485902,112,0.7190890713146273,4,1.0,153
MOT20-02,2213,113,579,581,119708,153b6b27fed596c623ed67eede9b13a511847551938590502508c3f1560db2f5,other_target,dual_retention_add,candidate,52621,1126275,581,0.8681334257125854,0.7794032086477203,0.6780807248467863,0.8780466385127469,112,0.7170449828831391,4,1.0,153
MOT20-02,2214,113,579,581,119775,e602218a81cf2508afdf0226f6d081fa6148fd0d4e4847221c298c0f7a497803,other_target,dual_retention_add,candidate,52639,1126869,581,0.8747007250785828,0.7767916234772759,0.6563001866406293,0.8792644271911727,112,0.7157227288240439,4,1.0,153
MOT20-02,2227,99,369,538,120616,004c4b67593cc004b1c22f0046d6d5a4723e0d474e10ce559d0ec51d4e3d6977,other_target,dual_retention_add,candidate,52908,1135210,538,0.7447013854980469,0.7209335029060183,0.5668090186719645,0.8510099174695028,123,0.7710941598925233,4,1.0,46
MOT20-02,2228,99,369,538,120682,15921373235a2dff661a3b54bbdb942718cfa94218f0b6cd8af9061bb246ca67,other_target,dual_retention_add,candidate,52929,1135865,538,0.7350142002105713,0.7420502092015765,0.5586546697645945,0.8543639408311074,123,0.7448011218698445,4,1.0,46
MOT20-02,2229,99,369,538,120748,8707d7eed7cdc5d4c8a85b99a18605598d3d776993510904e1f35e32b902948d,other_target,dual_retention_add,candidate,52942,1136433,538,0.6270236968994141,0.594925110788486,0.5396690436863596,0.8926095417486318,123,0.8997758328113356,4,1.0,46
MOT20-02,2230,99,369,370,120813,d4968ad72d467b0386684a52fb2c1d5624951ac21fe1e20312c8982b182aac46,other_target,dual_retention_add,candidate,52965,1137102,370,0.8405436277389526,0.632877498612433,0.6429228482313738,0.8902137430968717,126,0.9765470673642064,4,1.0,46
MOT20-02,2241,189,576,367,121513,fb4ca97bf1870d6a4569f8fba23c62d2595cfb2e9e39bf12cda1c1c6f57af3e1,other_target,dual_retention_add,candidate,53210,1144289,367,0.2140851467847824,0.6726140760157748,0.600230757657157,0.8963557706830549,86,0.8919130577325548,8,1.0,220
MOT20-02,2243,189,576,542,121651,5eb2a5ebfd098503f141832b6a0b77bf73217c60b65c5d245d3afe92d33a5e31,other_target,dual_retention_add,candidate,53252,1145469,542,0.8211969137191772,0.5470178597245247,0.5470178556762421,0.8867725246509903,83,0.9999999903543296,8,1.0,220
MOT20-02,2244,189,576,542,121714,086a449a9b6553c64aecd1db605ef24b9dcddc234246c6d840906fba815f6350,other_target,dual_retention_add,candidate,53274,1146064,542,0.7659454941749573,0.5616294098311213,0.5616294156503063,0.8723441399958219,83,0.9999999899600471,8,1.0,220
MOT20-02,2248,120,572,430,121933,e0dab72f76d3dc4be6b04060b32b3500e6da8824da3307462764ac49b9643685,other_target,dual_retention_add,candidate,53343,1148119,430,0.5708351135253906,0.6479951457848958,0.7752541279230383,0.9294793047882152,118,0.559144697662112,9,1.0,98
MOT20-02,2253,120,572,430,122236,b3d15672c8f9da8a09d6bfb3ce03fa952ae1e720eca4a57fd02a3c8d0f60fe75,other_target,dual_retention_add,candidate,53454,1151219,430,0.2929988503456116,0.814842897175945,0.7492832739010482,0.8859313009604936,118,0.8755285376396702,9,1.0,98
MOT20-02,2268,173,580,255,123197,8af9f29cd8ffce339284a0ed8e2bf9ca8896f1b78a253e25d5834fa1a1c4fca6,other_target,dual_retention_add,candidate,53773,1159814,255,0.1939081996679306,0.5996382948575831,0.35662000090270446,0.9453207789221376,97,0.5392145729685291,19,1.0,87
MOT20-02,2287,174,614,255,124373,9fdc6e04c1b8fa930cbd42438837d283ac8b1bd62c2b5ddc4829cf32de1b6ecf,other_target,dual_retention_add,candidate,54175,1171182,255,0.7456032037734985,0.7836170564581849,0.6413632936829455,0.8469944672293835,97,0.8129503512501853,8,1.0,10
MOT20-02,2289,174,614,255,124498,5dbcebef17ab7c0a5583fd2977884fd3c575184f801c5670d97d4464879f31b7,other_target,dual_retention_add,candidate,54220,1172536,255,0.33728572726249695,0.7882191953751342,0.6395897741882484,0.8787981706122778,97,0.7983601132299458,8,1.0,10
MOT20-02,2290,174,614,255,124561,bf520ccaade35779b4dee4cfeab142b6528a9b18265cd0e26b68a7959080509a,other_target,dual_retention_add,candidate,54238,1172927,255,0.7219781279563904,0.8174712167904423,0.8174712075327714,0.8689138427527776,97,0.9999999882285971,8,1.0,10
MOT20-02,2291,174,614,255,124624,bbb5ae212c6520501378ec1f850fa4dac1321dd91140eebb72f2bfc1f74508b9,other_target,dual_retention_add,candidate,54256,1173514,255,0.8213933706283569,0.7664234762071698,0.7664234756944098,0.8717040531500048,97,0.9999999924570308,8,1.0,10
MOT20-02,2292,174,614,255,124688,be6b2e013ed7d7520ece3646aca8c10b2a1a8cd98234370846c261b59856a5d7,other_target,dual_retention_add,candidate,54282,1174158,255,0.83525151014328,0.6494361799103516,0.6799359795910214,0.8109780055457783,97,0.9463773056852582,8,1.0,10
