seq,canonical_rank,u,v,boundary_frame,transaction_type,temporal_block,full_idtp_delta_norm,receiver_split_label,same_identity_merge_label,receiver_split_score,same_identity_merge_score,receiver_split_rank,same_identity_merge_rank,base_member,rescue_reason,outer_sequence
MOT17-02-FRCNN,3643,140,152,562,u_to_v,3,0.372093023256,0,1,0.0,0.697128773412,844,1,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,3666,126,147,563,u_to_v,3,-0.043165467626,0,0,0.0,0.271139639319,866,14,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,3668,126,149,563,u_to_v,3,-0.221556886228,0,0,0.0,0.108207141934,868,19,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,3691,143,147,571,v_to_u,3,-0.09375,0,0,0.003442098313,0.053991247593,454,23,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,3694,147,149,571,u_to_v,3,-0.345238095238,0,0,0.0,0.034535333751,879,24,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,3697,147,154,571,u_to_v,3,-0.483333333333,0,0,0.0,0.263390306195,880,15,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,3704,65,156,573,v_to_u,3,-0.006230529595,0,0,0.832307617499,0.0,30,778,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3708,79,156,573,v_to_u,3,0.07012195122,1,0,0.837105359895,0.0,25,782,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3710,81,156,573,v_to_u,3,0.091836734694,1,0,0.909064384589,0.0,3,783,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3712,89,156,573,v_to_u,3,0.092150170648,1,0,0.823439396808,0.0,40,785,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3726,131,156,573,v_to_u,3,-0.194244604317,0,0,0.741810888199,0.0,81,799,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3728,132,156,573,v_to_u,3,-0.047619047619,0,0,0.73098446477,0.0,87,800,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3730,134,156,573,v_to_u,3,-0.2,0,0,0.6587943804,0.0,125,802,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3732,135,156,573,v_to_u,3,-0.2,0,0,0.729852344311,0.0,88,804,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3734,137,156,573,v_to_u,3,-0.238938053097,0,0,0.694374795753,0.0,108,806,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3736,141,156,573,v_to_u,3,-0.29347826087,0,0,0.661513970037,0.0,123,808,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3740,143,156,573,v_to_u,3,-0.102941176471,0,0,0.770050690454,0.0,66,812,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3742,146,156,573,v_to_u,3,-0.412698412698,0,0,0.818664297851,0.0,41,814,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3745,149,150,573,v_to_u,3,-0.391304347826,0,0,0.003344927157,0.026784519278,462,30,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,3746,149,156,573,v_to_u,3,-0.482142857143,0,0,0.72095950199,0.0,93,817,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3749,150,155,573,u_to_v,3,0.2,0,1,0.0,0.386700754148,891,11,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,3755,65,157,577,v_to_u,3,-0.021739130435,0,0,0.823881085999,0.0,38,824,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3756,73,157,577,v_to_u,3,-0.065340909091,0,0,0.828093125439,0.0,33,825,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3757,79,157,577,v_to_u,3,0.054711246201,0,0,0.886147862522,0.0,8,826,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3758,81,157,577,v_to_u,3,0.074576271186,0,0,0.901651645315,0.0,5,827,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3759,89,157,577,v_to_u,3,0.074829931973,0,0,0.786479029141,0.0,58,828,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3766,131,157,577,v_to_u,3,-0.164285714286,0,0,0.722771120288,0.0,91,835,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3767,132,157,577,v_to_u,3,-0.011764705882,0,0,0.740903716061,0.0,82,836,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3768,134,157,577,v_to_u,3,-0.169117647059,0,0,0.65209230931,0.0,128,837,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3769,135,157,577,v_to_u,3,-0.169117647059,0,0,0.749175089187,0.0,77,838,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3770,137,157,577,v_to_u,3,-0.201754385965,0,0,0.687930197335,0.0,112,839,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3771,141,157,577,v_to_u,3,-0.247311827957,0,0,0.661781337245,0.0,122,840,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3773,143,157,577,v_to_u,3,-0.04347826087,0,0,0.762952849625,0.0,70,842,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3774,146,157,577,v_to_u,3,-0.34375,0,0,0.811900625858,0.0,43,843,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3776,149,157,577,v_to_u,3,-0.40350877193,0,0,0.69216359329,0.0,109,845,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,3852,148,152,584,u_to_v,3,-0.133333333333,0,0,0.006901944345,0.026790002324,380,29,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,3855,148,158,584,u_to_v,3,-0.020833333333,0,0,0.013434683817,0.030769619088,327,25,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,3877,143,154,585,u_to_v,3,-0.15,0,0,0.001094807815,0.258965520438,489,16,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,3897,142,158,587,v_to_u,3,-0.134020618557,0,0,0.08519735305,0.030695766561,244,26,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,3900,152,158,587,v_to_u,3,-0.170731707317,0,0,0.031128419093,0.084319911403,284,21,0,same_identity_merge,MOT17-02-FRCNN
MOT17-04-FRCNN,2,2,30,28,v_to_u,0,-0.051948051948,0,0,0.00417279913,0.226469625317,178,6,0,same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,9,9,30,28,v_to_u,0,-0.102376599634,0,0,0.008830241764,0.0,63,52,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,12,12,30,28,v_to_u,0,-0.051948051948,0,0,0.000494957999,0.111240401073,249,12,0,same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,16,16,30,28,v_to_u,0,-0.051948051948,0,0,0.008019327866,0.261279720594,76,2,0,receiver_split+same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,17,17,30,28,v_to_u,0,-0.051948051948,0,0,0.008131541208,0.0,70,57,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,18,18,30,28,v_to_u,0,-0.051948051948,0,0,0.006761641035,0.252691581147,145,3,0,same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,20,20,30,28,v_to_u,0,-0.084720121029,0,0,0.011036988862,0.0,37,59,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,22,22,30,28,v_to_u,0,-0.082595870206,0,0,0.01066839884,0.0,45,60,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,23,23,30,28,v_to_u,0,-0.077994428969,0,0,0.009716715199,0.0,55,61,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,24,24,30,28,v_to_u,0,-0.091954022989,0,0,0.011402305561,0.299764675676,31,1,0,receiver_split+same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,26,26,30,28,v_to_u,0,-0.079096045198,0,0,0.008123344342,0.0,71,63,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,30,30,31,28,u_to_v,0,-0.095238095238,0,0,0.00786810445,0.045531551016,87,19,0,receiver_split+same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,32,30,33,28,u_to_v,0,-0.102003642987,0,0,0.010681308531,0.0,44,67,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,42,30,43,28,u_to_v,0,-0.044973544974,0,0,0.036003095511,0.0,3,77,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,43,1,34,39,v_to_u,0,-0.063888888889,0,0,0.011391553787,0.0,33,78,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,44,2,34,39,v_to_u,0,-0.063888888889,0,0,0.00772446443,0.0,93,79,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,45,3,34,39,v_to_u,0,-0.063888888889,0,0,0.011391553787,0.0,34,80,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,47,5,34,39,v_to_u,0,-0.101470588235,0,0,0.007922782644,0.0,80,82,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,48,6,34,39,v_to_u,0,-0.063888888889,0,0,0.00772446443,0.0,94,83,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,49,7,34,39,v_to_u,0,-0.13967611336,0,0,0.014734729406,0.0,17,84,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,50,8,34,39,v_to_u,0,-0.063888888889,0,0,0.017716798936,0.0,8,85,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,56,14,34,39,v_to_u,0,-0.063888888889,0,0,0.00772446443,0.0,95,90,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,57,15,34,39,v_to_u,0,-0.063888888889,0,0,0.017716798936,0.0,9,91,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,58,16,34,39,v_to_u,0,-0.063888888889,0,0,0.015069394918,0.0,14,92,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,60,18,34,39,v_to_u,0,-0.063888888889,0,0,0.00772446443,0.0,96,94,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,63,21,34,39,v_to_u,0,-0.063888888889,0,0,0.015069394918,0.0,15,97,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,64,22,34,39,v_to_u,0,-0.101470588235,0,0,0.01446129883,0.0,18,98,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,65,23,34,39,v_to_u,0,-0.095833333333,0,0,0.011610481315,0.0,30,99,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,66,24,34,39,v_to_u,0,-0.112929623568,0,0,0.00754502505,0.0,101,100,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,67,25,34,39,v_to_u,0,-0.063888888889,0,0,0.019280771558,0.0,7,101,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,78,34,38,39,u_to_v,0,-0.075740944018,0,0,0.008048958475,0.0,74,112,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,81,34,41,39,u_to_v,0,-0.063888888889,0,0,0.01139183297,0.0,32,115,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,83,34,43,39,u_to_v,0,-0.062005277045,0,0,0.016800002741,0.0,11,117,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,86,3,35,49,v_to_u,0,-0.085009140768,0,0,0.00754502505,0.0,102,120,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,87,4,35,49,v_to_u,0,-0.128453038674,0,0,0.010371868447,0.0,48,121,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,88,5,35,49,v_to_u,0,-0.134005763689,0,0,0.007835229387,0.0,89,122,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,91,8,35,49,v_to_u,0,-0.085009140768,0,0,0.011333631139,0.0,35,125,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,92,9,35,49,v_to_u,0,-0.165186500888,0,0,0.011771809385,0.0,27,126,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,93,10,35,49,v_to_u,0,-0.16847826087,0,0,0.015212709728,0.011530511642,13,32,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,95,12,35,49,v_to_u,0,-0.085009140768,0,0,0.016858300586,0.0,10,128,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,96,13,35,49,v_to_u,0,-0.085009140768,0,0,0.00754502505,0.0,103,129,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,97,14,35,49,v_to_u,0,-0.085009140768,0,0,0.009571292745,0.0,56,130,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,103,20,35,49,v_to_u,0,-0.137370753323,0,0,0.013359898834,0.0,22,136,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,108,25,35,49,v_to_u,0,-0.085009140768,0,0,0.010712494817,0.0,42,141,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,109,26,35,49,v_to_u,0,-0.128453038674,0,0,0.010371868447,0.0,49,142,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,113,31,35,49,v_to_u,0,-0.153973509934,0,0,0.009383468084,0.0,58,146,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,121,35,41,49,u_to_v,0,-0.085009140768,0,0,0.007713991838,0.0,97,154,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,122,35,42,49,u_to_v,0,-0.085009140768,0,0,0.014390335948,0.0,20,155,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,131,8,32,81,v_to_u,0,-0.142477876106,0,0,0.010881182422,0.0,39,163,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,137,14,32,81,v_to_u,0,-0.142477876106,0,0,0.007893152035,0.0,81,169,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,138,15,32,81,v_to_u,0,-0.142477876106,0,0,0.007835229387,0.0,90,170,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,140,17,32,81,v_to_u,0,-0.142477876106,0,0,0.007893152035,0.0,82,172,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,141,18,32,81,v_to_u,0,-0.142477876106,0,0,0.007893152035,0.0,83,173,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,142,19,32,81,v_to_u,0,-0.142477876106,0,0,0.007713991838,0.0,98,174,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,148,25,32,81,v_to_u,0,-0.142477876106,0,0,0.007893152035,0.0,84,180,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,157,32,38,81,u_to_v,0,-0.167533818939,0,0,0.008052740975,0.0,73,189,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,161,32,42,81,u_to_v,0,-0.142477876106,0,0,0.007893152035,0.0,85,193,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,171,8,39,84,v_to_u,0,-0.145132743363,0,0,0.007835229387,0.0,91,203,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,182,19,39,84,v_to_u,0,-0.145132743363,0,0,0.010702022225,0.0,43,214,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,202,39,44,84,u_to_v,0,-0.087818696884,0,0,0.037013165282,0.0,1,233,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,210,8,40,88,v_to_u,0,-0.14183764496,0,0,0.010823259774,0.0,41,241,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,221,19,40,88,v_to_u,0,-0.14183764496,0,0,0.010909157507,0.0,38,252,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,236,38,40,88,v_to_u,0,-0.167016806723,0,0,0.008087893214,0.0,72,267,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,242,2,46,139,v_to_u,0,-0.146204311153,0,0,0.008656518992,0.0,65,272,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,246,6,46,139,v_to_u,0,-0.146204311153,0,0,0.008773535158,0.0,64,276,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,248,8,46,139,v_to_u,0,-0.146204311153,0,0,0.007478599773,0.0,105,278,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,256,16,46,139,v_to_u,0,-0.146204311153,0,0,0.009209478178,0.0,59,285,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,259,19,46,139,v_to_u,0,-0.146204311153,0,0,0.011852322879,0.0,26,288,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,262,22,46,139,v_to_u,0,-0.233883058471,0,0,0.00731004896,0.0,106,291,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,263,23,46,139,v_to_u,0,-0.220650636492,0,0,0.008039431359,0.0,75,292,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,264,24,46,139,v_to_u,0,-0.260869565217,0,0,0.007256681487,0.0,108,293,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,266,26,46,139,v_to_u,0,-0.223816355811,0,0,0.009052897401,0.0,60,295,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,270,31,46,139,v_to_u,0,-0.270363951473,0,0,0.009555931085,0.0,57,299,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,272,36,46,139,v_to_u,0,-0.146204311153,0,0,0.010864823599,0.003870301716,40,44,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,273,37,46,139,v_to_u,0,-0.146204311153,0,0,0.007275768966,0.0,107,301,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,279,45,46,139,v_to_u,0,-0.123861566485,0,0,0.013129760019,0.0,23,307,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,280,46,47,139,u_to_v,0,-0.372549019608,0,0,0.008839184956,0.0,62,308,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,282,2,47,158,v_to_u,0,-0.177121771218,0,0,0.007850640261,0.197489612124,88,9,0,receiver_split+same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,283,3,47,158,v_to_u,0,-0.177121771218,0,0,0.007962032964,0.0,79,310,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,285,5,47,158,v_to_u,0,-0.280701754386,0,0,0.013662337269,0.0,21,312,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,288,8,47,158,v_to_u,0,-0.177121771218,0,0,0.007663647535,0.0,99,315,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,292,12,47,158,v_to_u,0,-0.177121771218,0,0,0.00417279913,0.072948432555,181,13,0,same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,293,13,47,158,v_to_u,0,-0.177121771218,0,0,0.000602093177,0.019414703155,246,26,0,same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,294,14,47,158,v_to_u,0,-0.177121771218,0,0,0.003805943748,0.048417601483,218,18,0,same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,296,16,47,158,v_to_u,0,-0.177121771218,0,0,0.007483784879,0.049697626619,104,17,0,receiver_split+same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,298,18,47,158,v_to_u,0,-0.177121771218,0,0,0.007999251128,0.242107801516,77,5,0,receiver_split+same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,300,20,47,158,v_to_u,0,-0.287856071964,0,0,0.009786177923,0.0,54,322,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,301,21,47,158,v_to_u,0,-0.173431734317,0,0,0.007999251128,0.250553054397,78,4,0,receiver_split+same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,303,23,47,158,v_to_u,0,-0.265193370166,0,0,0.01261047492,0.0,24,324,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,304,24,47,158,v_to_u,0,-0.312195121951,0,0,0.002622516396,0.052818150522,235,15,0,same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,306,26,47,158,v_to_u,0,-0.268907563025,0,0,0.009966700682,0.0,52,326,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,313,37,47,158,v_to_u,0,-0.177121771218,0,0,0.009907348185,0.0,53,333,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,314,38,47,158,v_to_u,0,-0.209836065574,0,0,0.008460702469,0.0,66,334,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,317,43,47,158,v_to_u,0,-0.223097112861,0,0,0.00787669998,0.0,86,337,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,319,45,47,158,v_to_u,0,-0.183745583039,0,0,0.008932707583,0.0,61,339,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,332,13,28,311,v_to_u,0,-0.452592592593,0,0,0.0,0.023184589197,357,25,0,same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,344,25,28,311,v_to_u,0,-0.452592592593,0,0,0.0,0.015591570304,369,27,0,same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,364,28,54,311,u_to_v,0,-0.317005545287,0,0,0.0,0.038869508658,388,21,0,same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,366,28,56,311,u_to_v,0,-0.315106580167,0,0,0.0,0.111984722206,390,11,0,same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,410,29,54,315,u_to_v,0,-0.326923076923,0,0,0.0,0.061738200957,432,14,0,same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,412,29,56,315,u_to_v,0,-0.325068870523,0,0,0.0,0.162193405213,434,10,0,same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,414,2,49,368,v_to_u,0,-0.443719412724,0,0,0.000494957999,0.038951913422,307,20,0,same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,424,12,49,368,v_to_u,0,-0.443719412724,0,0,0.000494957999,0.023218173016,311,24,0,same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,428,16,49,368,v_to_u,0,-0.443719412724,0,0,0.000494957999,0.03110084288,315,22,0,same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,433,21,49,368,v_to_u,0,-0.440456769984,0,0,0.000494957999,0.050331982345,319,16,0,same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,447,43,49,368,v_to_u,1,-0.422566371681,0,0,0.0,0.0,31,35,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,448,44,49,368,v_to_u,1,-0.409523809524,0,0,0.000494957999,0.011664578309,21,6,0,receiver_split+same_identity_merge,MOT17-04-FRCNN
MOT17-04-FRCNN,451,49,50,368,u_to_v,1,-0.106493506494,0,0,0.0,0.0,34,38,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,452,49,51,368,u_to_v,1,-0.313883299799,0,0,0.000494957999,0.0,22,39,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,455,49,54,368,u_to_v,1,-0.288100208768,0,0,0.000494957999,0.0,23,42,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,456,49,55,368,u_to_v,1,-0.325123152709,0,0,0.0,0.0,37,43,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,457,49,56,368,u_to_v,1,-0.285863874346,0,0,0.000494957999,0.0,24,44,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,460,1,48,382,v_to_u,1,-0.468575974543,0,0,0.0,0.0,39,46,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,461,2,48,382,v_to_u,1,-0.468575974543,0,0,0.0,0.0,40,47,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,462,3,48,382,v_to_u,1,-0.468575974543,0,0,0.0,0.0,41,48,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,463,4,48,382,v_to_u,1,-0.335963923337,0,0,0.0,0.0,42,49,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,464,5,48,382,v_to_u,1,-0.312718786464,0,0,0.000107135178,0.0,25,50,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,466,7,48,382,v_to_u,1,-0.122205663189,0,0,0.0,0.0,43,52,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,467,8,48,382,v_to_u,1,-0.468575974543,0,0,0.0,0.0,44,53,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,468,9,48,382,v_to_u,1,-0.18870523416,0,0,0.0,0.0,45,54,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,469,10,48,382,v_to_u,1,-0.176223776224,0,0,0.0,0.0,46,55,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,470,11,48,382,v_to_u,1,-0.341899441341,0,0,0.0,0.0,47,56,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,471,12,48,382,v_to_u,1,-0.468575974543,0,0,0.0,0.0,48,57,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,472,13,48,382,v_to_u,1,-0.468575974543,0,0,0.0,0.0,49,58,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,473,14,48,382,v_to_u,1,-0.468575974543,0,0,0.0,0.0,50,59,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,474,15,48,382,v_to_u,1,-0.468575974543,0,0,0.0,0.0,51,60,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,475,16,48,382,v_to_u,1,-0.468575974543,0,0,0.0,0.0,52,61,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,476,17,48,382,v_to_u,1,-0.468575974543,0,0,0.0,0.0,53,62,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,477,18,48,382,v_to_u,1,-0.468575974543,0,0,0.0,0.0,54,63,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,478,19,48,382,v_to_u,1,-0.465393794749,0,0,0.0,0.0,55,64,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,479,20,48,382,v_to_u,1,-0.29880952381,0,0,0.000107135178,0.0,27,65,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,480,21,48,382,v_to_u,1,-0.465393794749,0,0,0.0,0.0,56,66,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,481,22,48,382,v_to_u,1,-0.312718786464,0,0,0.0,0.0,57,67,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,482,23,48,382,v_to_u,1,-0.343366778149,0,0,0.0,0.0,58,68,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,483,24,48,382,v_to_u,1,-0.252538071066,0,0,0.0,0.0,59,69,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,484,25,48,382,v_to_u,1,-0.468575974543,0,0,0.0,0.0,60,70,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,485,26,48,382,v_to_u,1,-0.335963923337,0,0,0.0,0.0,61,71,0,receiver_split,MOT17-04-FRCNN
MOT17-04-FRCNN,486,27,48,382,v_to_u,1,-0.465393794749,0,0,0.0,0.0,62,72,0,receiver_split,MOT17-04-FRCNN
