exp,epoch,dataset,path,HOTA,DetA,AssA,DetRe,DetPr,AssRe,AssPr,LocA,RHOTA,HOTA(0),LocA(0),HOTALocA(0),MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,sMOTA,Dets,GT_Dets,IDs,GT_IDs,IDF1,IDR,IDP,IDTP,IDFN,IDFP
fa_mot_v2_train_0112_mot17_val02_10,5.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_5_default/tracker/tracker_default/pedestrian_summary.txt,24.632,27.241,22.649,29.168,70.275,25.059,71.741,80.515,25.572,31.014,74.337,23.055,26.165,77.263,30.372,35.939,86.588,16.807,30.252,52.941,11292.0,20128.0,1749.0,1322.0,20.0,36.0,63.0,820.0,17.993,13041.0,31420.0,1306.0,119.0,28.51,20.172,48.601,6338.0,25082.0,6703.0
fa_mot_v2_train_0112_mot17_val02_10,5.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_5_diagthr/tracker/tracker_default/pedestrian_summary.txt,15.8,22.049,12.132,41.12,29.79,12.716,70.882,76.607,21.752,20.625,61.28,12.639,-51.489,74.531,-40.045,48.994,35.495,24.37,42.017,33.613,15394.0,16026.0,27976.0,3596.0,29.0,50.0,40.0,1305.0,-63.968,43370.0,31420.0,17631.0,119.0,13.02,15.496,11.227,4869.0,26551.0,38501.0
fa_mot_v2_train_0112_mot17_val02_10,6.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_6_default/tracker/tracker_default/pedestrian_summary.txt,25.712,29.048,23.185,32.217,65.839,25.016,70.561,80.23,27.181,32.798,72.28,23.707,22.833,77.979,28.17,38.552,78.784,15.126,36.975,47.899,12113.0,19307.0,3262.0,1677.0,18.0,44.0,57.0,898.0,14.343,15375.0,31420.0,1786.0,119.0,28.721,21.388,43.707,6720.0,24700.0,8655.0
fa_mot_v2_train_0112_mot17_val02_10,6.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_6_diagthr/tracker/tracker_default/pedestrian_summary.txt,18.003,24.678,14.192,43.344,33.379,15.012,68.567,76.765,24.09,23.412,61.574,14.416,-41.54,75.351,-28.046,50.904,39.201,23.529,43.697,32.773,15994.0,15426.0,24806.0,4240.0,28.0,52.0,39.0,1379.0,-54.088,40800.0,31420.0,14880.0,119.0,15.622,17.954,13.826,5641.0,25779.0,35159.0
fa_mot_v2_train_0112_mot17_val02_10,7.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_7_default/tracker/tracker_default/pedestrian_summary.txt,27.1,28.782,25.939,31.267,68.618,28.543,71.048,80.303,28.343,34.33,73.121,25.102,26.709,77.88,30.398,37.982,83.355,16.807,34.454,48.739,11934.0,19486.0,2383.0,1159.0,20.0,41.0,58.0,914.0,18.307,14317.0,31420.0,1214.0,119.0,31.511,22.934,50.332,7206.0,24214.0,7111.0
fa_mot_v2_train_0112_mot17_val02_10,7.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_7_diagthr/tracker/tracker_default/pedestrian_summary.txt,18.774,25.074,14.986,41.488,35.488,15.743,68.861,77.183,24.352,24.251,63.438,15.384,-28.141,75.276,-17.304,49.803,42.599,22.689,42.857,34.454,15648.0,15772.0,21085.0,3405.0,27.0,51.0,41.0,1396.0,-40.454,36733.0,31420.0,10909.0,119.0,16.718,18.132,15.509,5697.0,25723.0,31036.0
fa_mot_v2_train_0112_mot17_val02_10,8.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_8_default/tracker/tracker_default/pedestrian_summary.txt,27.3,27.629,27.364,29.413,71.663,30.128,69.041,80.624,28.253,34.271,73.758,25.278,28.1,78.084,30.185,35.614,86.771,15.966,30.252,53.782,11190.0,20230.0,1706.0,655.0,19.0,36.0,64.0,865.0,20.295,12896.0,31420.0,469.0,119.0,31.474,22.196,54.079,6974.0,24446.0,5922.0
fa_mot_v2_train_0112_mot17_val02_10,8.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_8_diagthr/tracker/tracker_default/pedestrian_summary.txt,22.779,27.622,19.585,35.87,48.783,20.478,71.345,78.253,26.131,29.34,66.201,19.423,6.1871,76.3,12.212,42.871,58.304,21.849,35.294,42.857,13470.0,17950.0,9633.0,1893.0,26.0,42.0,51.0,1176.0,-3.9733,23103.0,31420.0,3750.0,119.0,22.757,19.745,26.854,6204.0,25216.0,16899.0
fa_mot_v2_train_0112_mot17_val02_10,9.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_9_default/tracker/tracker_default/pedestrian_summary.txt,27.905,27.439,28.772,29.279,71.164,31.216,69.38,80.572,28.909,35.182,73.53,25.87,27.661,78.039,29.742,35.442,86.145,16.807,31.092,52.101,11136.0,20284.0,1791.0,654.0,20.0,37.0,62.0,893.0,19.877,12927.0,31420.0,500.0,119.0,32.449,22.899,55.659,7195.0,24225.0,5732.0
fa_mot_v2_train_0112_mot17_val02_10,9.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_9_diagthr/tracker/tracker_default/pedestrian_summary.txt,23.92,27.73,21.635,35.997,48.841,22.726,70.637,78.165,27.449,30.59,66.174,20.243,6.4067,76.046,12.594,43.148,58.544,21.008,35.294,43.697,13557.0,17863.0,9600.0,1944.0,25.0,42.0,52.0,1186.0,-3.9287,23157.0,31420.0,3512.0,119.0,23.75,20.627,27.987,6481.0,24939.0,16676.0
fa_mot_v3_smoke,1.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v3_smoke/train/eval_during_train/epoch_1/tracker/tracker_default/pedestrian_summary.txt,31.792,71.962,14.196,83.445,79.622,16.666,78.774,88.834,34.345,36.636,85.923,31.479,45.447,87.749,80.599,92.7,88.453,90.045,8.5973,1.3575,85719.0,6750.0,11190.0,32505.0,597.0,57.0,9.0,1989.0,34.089,96909.0,92469.0,35496.0,663.0,28.327,29.008,27.679,26823.0,65646.0,70086.0
fa_mot_v3_smoke,2.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v3_smoke/train/eval_during_train/epoch_2/tracker/tracker_default/pedestrian_summary.txt,37.946,63.537,22.921,81.464,70.37,26.769,73.961,87.825,43.109,44.166,84.232,37.202,51.861,86.487,67.125,91.445,78.992,84.615,14.027,1.3575,84558.0,7911.0,22488.0,14115.0,561.0,93.0,9.0,2397.0,39.504,107046.0,92469.0,24309.0,663.0,35.814,38.637,33.375,35727.0,56742.0,71319.0
fa_mot_v3_smoke,3.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v3_smoke/train/eval_during_train/epoch_3/tracker/tracker_default/pedestrian_summary.txt,37.859,64.202,22.618,79.352,72.446,25.586,73.983,87.137,42.25,44.386,83.249,36.95,55.193,85.846,70.275,89.904,82.08,79.186,17.647,3.1674,83133.0,9336.0,18150.0,13947.0,525.0,117.0,21.0,2658.0,42.468,101283.0,92469.0,19947.0,663.0,35.154,36.83,33.625,34056.0,58413.0,67227.0
fa_mot_v3_smoke,4.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v3_smoke/train/eval_during_train/epoch_4/tracker/tracker_default/pedestrian_summary.txt,42.44,65.603,27.799,77.121,76.077,31.155,74.599,86.88,46.19,50.061,82.819,41.46,63.696,85.408,73.465,87.418,86.235,72.851,24.434,2.7149,80835.0,11634.0,12903.0,9033.0,483.0,162.0,18.0,2835.0,50.939,93738.0,92469.0,10374.0,663.0,42.227,42.517,41.941,39315.0,53154.0,54423.0
fa_mot_v3_smoke,5.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v3_smoke/train/eval_during_train/epoch_5/tracker/tracker_default/pedestrian_summary.txt,41.543,64.77,26.999,74.759,77.557,30.864,72.145,87.196,44.806,48.698,83.333,40.581,61.762,86.013,72.417,84.405,87.564,75.113,22.172,2.7149,78048.0,14421.0,11085.0,9852.0,498.0,147.0,18.0,3024.0,49.956,89133.0,92469.0,9603.0,663.0,41.501,40.752,42.277,37683.0,54786.0,51450.0
fa_mot_v3_smoke,6.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v3_smoke/train/eval_during_train/epoch_6/tracker/tracker_default/pedestrian_summary.txt,39.757,64.164,24.994,73.173,78.09,27.594,76.244,86.784,42.633,46.584,82.942,38.637,61.577,85.42,72.459,83.081,88.664,70.588,26.244,3.1674,76824.0,15645.0,9822.0,10062.0,468.0,174.0,21.0,3102.0,49.464,86646.0,92469.0,8790.0,663.0,39.447,38.205,40.773,35328.0,57141.0,51318.0
fa_mot_v3_smoke,7.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v3_smoke/train/eval_during_train/epoch_7/tracker/tracker_default/pedestrian_summary.txt,38.931,60.798,25.36,73.684,72.29,27.07,77.308,86.142,43.057,45.977,81.607,37.52,55.105,84.51,66.395,84.161,82.57,74.661,23.077,2.2624,77823.0,14646.0,16428.0,10440.0,495.0,153.0,15.0,3036.0,42.068,94251.0,92469.0,11643.0,663.0,38.335,38.705,37.973,35790.0,56679.0,58461.0
generalization_test_mot20,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/generalization_test_mot20/evaluate/default/MOT20/train/checkpoint_30/tracker/tracker_default/pedestrian_summary.txt,14.836,21.329,10.697,22.043,72.267,11.578,55.263,78.349,15.139,19.326,72.272,13.967,24.446,74.494,27.584,29.043,95.217,3.9278,48.939,47.133,329528.0,805086.0,16553.0,35606.0,87.0,1084.0,1044.0,38055.0,17.038,346081.0,1134614.0,15070.0,2215.0,16.26,10.61,34.785,120384.0,1014230.0,225697.0
public_eval_mot17_train_ep28,,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/public_eval_mot17_train_ep28/tracker/tracker_default/pedestrian_summary.txt,39.958,41.393,39.109,43.594,81.465,42.652,78.696,85.452,41.133,46.849,81.694,38.273,42.145,83.678,47.982,50.747,94.832,21.429,43.834,34.737,170963.0,165928.0,9316.0,19664.0,351.0,718.0,569.0,7354.0,33.862,180279.0,336891.0,12536.0,1638.0,45.295,34.767,64.969,117126.0,219765.0,63153.0
round1_minimal_change,0.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/round1_minimal_change/train/eval_during_train/epoch_0_diagthr/tracker/tracker_default/pedestrian_summary.txt,5.1919,16.524,1.9283,38.843,20.137,3.1404,78.451,69.802,8.0565,8.1212,51.321,4.1679,-143.01,67.286,-103.65,44.621,23.132,15.966,48.739,35.294,42060.0,52200.0,139764.0,37101.0,57.0,174.0,126.0,5451.0,-157.61,181824.0,94260.0,160992.0,357.0,2.6774,3.9211,2.0327,3696.0,90564.0,178128.0
round1_minimal_change_3det_backup_20260111_142242,0.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/round1_minimal_change_3det_backup_20260111_142242/train/eval_during_train/epoch_0_default/tracker/tracker_default/pedestrian_summary.txt,9.1167,21.538,3.9161,23.235,65.817,5.1281,57.077,80.386,9.4904,11.803,73.647,8.6928,4.8727,77.986,21.954,28.628,81.094,3.3613,43.697,52.941,26985.0,67275.0,6291.0,16101.0,12.0,156.0,189.0,4644.0,-1.4297,33276.0,94260.0,12993.0,357.0,9.3715,6.3399,17.959,5976.0,88284.0,27300.0
round1_minimal_change_3det_backup_20260111_142242,0.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/round1_minimal_change_3det_backup_20260111_142242/train/eval_during_train/epoch_0_diagthr/tracker/tracker_default/pedestrian_summary.txt,5.1657,21.06,1.3517,48.656,25.238,1.6602,81.998,75.973,7.9103,7.1691,60.209,4.3164,-129.0,74.963,-78.775,57.008,29.57,28.571,46.218,25.21,53736.0,40524.0,127989.0,47346.0,102.0,165.0,90.0,4443.0,-143.28,181725.0,94260.0,161352.0,357.0,3.4045,4.9841,2.5852,4698.0,89562.0,177027.0
