sequence,frame,variant,gt_id,source,source_uid,score,iou,operation,score_bin
MOT20-02,1185,expanded_additive_oracle,281,phase0_postnms,10054811,0.260842055082,0.817335256995,add_missing,low_0p10_0p60
MOT20-02,1185,expanded_replace_add_oracle,177,phase0_postnms,10054813,0.20552803576,0.502257350788,add_missing,low_0p10_0p60
MOT20-02,1185,expanded_replace_add_oracle,281,phase0_postnms,10054811,0.260842055082,0.817335256995,add_missing,low_0p10_0p60
MOT20-02,1186,expanded_additive_oracle,177,phase0_postnms,10054861,0.228836074471,0.516051514159,add_missing,low_0p10_0p60
MOT20-02,1186,expanded_additive_oracle,281,phase0_postnms,10054860,0.342832237482,0.799482040948,add_missing,low_0p10_0p60
MOT20-02,1186,expanded_replace_add_oracle,177,phase0_postnms,10054861,0.228836074471,0.516051514159,add_missing,low_0p10_0p60
MOT20-02,1186,expanded_replace_add_oracle,281,phase0_postnms,10054860,0.342832237482,0.799482040948,add_missing,low_0p10_0p60
MOT20-02,1187,expanded_additive_oracle,177,phase0_postnms,10054910,0.212502941489,0.536958722395,add_missing,low_0p10_0p60
MOT20-02,1187,expanded_additive_oracle,281,phase0_postnms,10054909,0.323582440615,0.801682125868,add_missing,low_0p10_0p60
MOT20-02,1187,expanded_replace_add_oracle,177,phase0_postnms,10054910,0.212502941489,0.536958722395,add_missing,low_0p10_0p60
MOT20-02,1187,expanded_replace_add_oracle,281,phase0_postnms,10054909,0.323582440615,0.801682125868,add_missing,low_0p10_0p60
MOT20-02,1188,expanded_additive_oracle,177,phase0_postnms,10054961,0.213201835752,0.525455454152,add_missing,low_0p10_0p60
MOT20-02,1188,expanded_additive_oracle,281,phase0_postnms,10054958,0.437996774912,0.821294991035,add_missing,low_0p10_0p60
MOT20-02,1188,expanded_replace_add_oracle,177,phase0_postnms,10054961,0.213201835752,0.525455454152,add_missing,low_0p10_0p60
MOT20-02,1188,expanded_replace_add_oracle,281,phase0_postnms,10054958,0.437996774912,0.821294991035,add_missing,low_0p10_0p60
MOT20-02,1189,expanded_additive_oracle,177,phase0_postnms,10055011,0.157244235277,0.502423924323,add_missing,low_0p10_0p60
MOT20-02,1189,expanded_additive_oracle,281,phase0_postnms,10055006,0.59241682291,0.830198149807,add_missing,low_0p10_0p60
MOT20-02,1189,expanded_replace_add_oracle,177,phase0_postnms,10055011,0.157244235277,0.502423924323,add_missing,low_0p10_0p60
MOT20-02,1189,expanded_replace_add_oracle,281,phase0_postnms,10055006,0.59241682291,0.830198149807,add_missing,low_0p10_0p60
MOT20-02,1190,expanded_additive_oracle,177,phase0_postnms,10055062,0.123495131731,0.526967745413,add_missing,low_0p10_0p60
MOT20-02,1190,expanded_additive_oracle,281,phase0_postnms,10055055,0.767289578915,0.810359209103,add_missing,high_ge_0p60
MOT20-02,1190,expanded_replace_add_oracle,177,phase0_postnms,10055062,0.123495131731,0.526967745413,add_missing,low_0p10_0p60
MOT20-02,1190,expanded_replace_add_oracle,281,phase0_postnms,10055055,0.767289578915,0.810359209103,add_missing,high_ge_0p60
MOT20-02,1191,expanded_additive_oracle,177,phase0_postnms,10055109,0.235066398978,0.63122835252,add_missing,low_0p10_0p60
MOT20-02,1191,expanded_replace_add_oracle,177,phase0_postnms,10055109,0.235066398978,0.63122835252,add_missing,low_0p10_0p60
MOT20-02,1192,expanded_additive_oracle,177,phase0_postnms,10055159,0.15223313868,0.546062592351,add_missing,low_0p10_0p60
MOT20-02,1192,expanded_replace_add_oracle,177,phase0_postnms,10055159,0.15223313868,0.546062592351,add_missing,low_0p10_0p60
MOT20-02,1193,expanded_additive_oracle,177,phase0_postnms,10055205,0.329235881567,0.588717246142,add_missing,low_0p10_0p60
MOT20-02,1193,expanded_replace_add_oracle,177,phase0_postnms,10055205,0.329235881567,0.588717246142,add_missing,low_0p10_0p60
MOT20-02,1194,expanded_additive_oracle,177,phase0_postnms,10055256,0.317005246878,0.592866476781,add_missing,low_0p10_0p60
MOT20-02,1194,expanded_replace_add_oracle,177,phase0_postnms,10055256,0.317005246878,0.592866476781,add_missing,low_0p10_0p60
MOT20-02,1195,expanded_additive_oracle,177,phase0_postnms,10055306,0.204003706574,0.635064141754,add_missing,low_0p10_0p60
MOT20-02,1195,expanded_replace_add_oracle,177,phase0_postnms,10055306,0.204003706574,0.635064141754,add_missing,low_0p10_0p60
MOT20-02,1196,expanded_additive_oracle,32,phase0_postnms,10055354,0.445785939693,0.795513454847,add_missing,low_0p10_0p60
MOT20-02,1196,expanded_additive_oracle,177,phase0_postnms,10055356,0.205665588379,0.620795757133,add_missing,low_0p10_0p60
MOT20-02,1196,expanded_replace_add_oracle,32,phase0_postnms,10055354,0.445785939693,0.795513454847,add_missing,low_0p10_0p60
MOT20-02,1196,expanded_replace_add_oracle,177,phase0_postnms,10055356,0.205665588379,0.620795757133,add_missing,low_0p10_0p60
MOT20-02,1197,expanded_additive_oracle,30,phase0_postnms,10055402,0.705436944962,0.828623367437,add_missing,high_ge_0p60
MOT20-02,1197,expanded_additive_oracle,177,phase0_postnms,10055405,0.139908120036,0.549762714877,add_missing,low_0p10_0p60
MOT20-02,1197,expanded_replace_add_oracle,30,phase0_postnms,10055402,0.705436944962,0.828623367437,add_missing,high_ge_0p60
MOT20-02,1197,expanded_replace_add_oracle,177,phase0_postnms,10055405,0.139908120036,0.549762714877,add_missing,low_0p10_0p60
MOT20-02,1198,expanded_additive_oracle,177,phase0_postnms,10055452,0.184140369296,0.598078625824,add_missing,low_0p10_0p60
MOT20-02,1198,expanded_replace_add_oracle,177,phase0_postnms,10055452,0.184140369296,0.598078625824,add_missing,low_0p10_0p60
MOT20-02,1199,expanded_additive_oracle,177,phase0_postnms,10055502,0.226851806045,0.603308330997,add_missing,low_0p10_0p60
MOT20-02,1199,expanded_replace_add_oracle,177,phase0_postnms,10055502,0.226851806045,0.603308330997,add_missing,low_0p10_0p60
MOT20-02,1201,expanded_additive_oracle,177,phase0_postnms,10055606,0.104362100363,0.536857860299,add_missing,low_0p10_0p60
MOT20-02,1201,expanded_replace_add_oracle,177,phase0_postnms,10055606,0.104362100363,0.536857860299,add_missing,low_0p10_0p60
MOT20-02,1202,expanded_additive_oracle,177,phase0_postnms,10055655,0.093189418316,0.511837827078,add_missing,fringe_0p09_0p10
MOT20-02,1202,expanded_replace_add_oracle,177,phase0_postnms,10055655,0.093189418316,0.511837827078,add_missing,fringe_0p09_0p10
MOT20-02,1204,expanded_additive_oracle,32,phase0_postnms,10055751,0.116025559604,0.593912472217,add_missing,low_0p10_0p60
MOT20-02,1204,expanded_additive_oracle,177,phase0_postnms,10055754,0.093327410519,0.505803907299,add_missing,fringe_0p09_0p10
MOT20-02,1204,expanded_replace_add_oracle,5,phase0_postnms,10055747,0.336245507002,0.822183732931,replace_baseline,low_0p10_0p60
MOT20-02,1204,expanded_replace_add_oracle,32,phase0_postnms,10055751,0.116025559604,0.593912472217,add_missing,low_0p10_0p60
MOT20-02,1204,expanded_replace_add_oracle,177,phase0_postnms,10055754,0.093327410519,0.505803907299,add_missing,fringe_0p09_0p10
MOT20-02,1205,expanded_additive_oracle,32,phase0_postnms,10055798,0.16356742382,0.597081775701,add_missing,low_0p10_0p60
MOT20-02,1205,expanded_replace_add_oracle,32,phase0_postnms,10055798,0.16356742382,0.597081775701,add_missing,low_0p10_0p60
MOT20-02,1206,expanded_additive_oracle,32,phase0_postnms,10055844,0.458842933178,0.644277859611,add_missing,low_0p10_0p60
MOT20-02,1206,expanded_additive_oracle,55,phase0_postnms,10055850,0.092786677182,0.865588385557,add_missing,fringe_0p09_0p10
MOT20-02,1206,expanded_replace_add_oracle,32,phase0_postnms,10055844,0.458842933178,0.644277859611,add_missing,low_0p10_0p60
MOT20-02,1206,expanded_replace_add_oracle,55,phase0_postnms,10055850,0.092786677182,0.865588385557,add_missing,fringe_0p09_0p10
MOT20-02,1207,expanded_additive_oracle,32,phase0_postnms,10055892,0.54617112875,0.5537012451,add_missing,low_0p10_0p60
MOT20-02,1207,expanded_additive_oracle,177,phase0_postnms,10055895,0.107312373817,0.50872749364,add_missing,low_0p10_0p60
MOT20-02,1207,expanded_replace_add_oracle,32,phase0_postnms,10055892,0.54617112875,0.5537012451,add_missing,low_0p10_0p60
MOT20-02,1207,expanded_replace_add_oracle,177,phase0_postnms,10055895,0.107312373817,0.50872749364,add_missing,low_0p10_0p60
MOT20-02,1208,expanded_additive_oracle,55,phase0_postnms,10055941,0.187506005168,0.842278140631,add_missing,low_0p10_0p60
MOT20-02,1208,expanded_additive_oracle,177,phase0_postnms,10055943,0.094874978065,0.503198656046,add_missing,fringe_0p09_0p10
MOT20-02,1208,expanded_replace_add_oracle,30,phase0_postnms,10055939,0.275119245052,0.565290720657,replace_baseline,low_0p10_0p60
MOT20-02,1208,expanded_replace_add_oracle,55,phase0_postnms,10055941,0.187506005168,0.842278140631,add_missing,low_0p10_0p60
MOT20-02,1208,expanded_replace_add_oracle,177,phase0_postnms,10055943,0.094874978065,0.503198656046,add_missing,fringe_0p09_0p10
MOT20-02,1209,expanded_additive_oracle,32,phase0_postnms,10055985,0.319559127092,0.571172864403,add_missing,low_0p10_0p60
MOT20-02,1209,expanded_additive_oracle,55,phase0_postnms,10055987,0.14562959969,0.853702369137,add_missing,low_0p10_0p60
MOT20-02,1209,expanded_replace_add_oracle,32,phase0_postnms,10055985,0.319559127092,0.571172864403,add_missing,low_0p10_0p60
MOT20-02,1209,expanded_replace_add_oracle,55,phase0_postnms,10055987,0.14562959969,0.853702369137,add_missing,low_0p10_0p60
MOT20-02,1210,expanded_additive_oracle,32,phase0_postnms,10056031,0.298993587494,0.637700747334,add_missing,low_0p10_0p60
MOT20-02,1210,expanded_additive_oracle,177,phase0_postnms,10056034,0.100073546171,0.523060288187,add_missing,low_0p10_0p60
MOT20-02,1210,expanded_replace_add_oracle,32,phase0_postnms,10056031,0.298993587494,0.637700747334,add_missing,low_0p10_0p60
MOT20-02,1210,expanded_replace_add_oracle,177,phase0_postnms,10056034,0.100073546171,0.523060288187,add_missing,low_0p10_0p60
MOT20-02,1211,expanded_additive_oracle,177,phase0_postnms,10056078,0.095849700272,0.524986564977,add_missing,fringe_0p09_0p10
MOT20-02,1211,expanded_replace_add_oracle,177,phase0_postnms,10056078,0.095849700272,0.524986564977,add_missing,fringe_0p09_0p10
MOT20-02,1212,expanded_additive_oracle,177,phase0_postnms,10056120,0.177589699626,0.597697164329,add_missing,low_0p10_0p60
MOT20-02,1212,expanded_replace_add_oracle,177,phase0_postnms,10056120,0.177589699626,0.597697164329,add_missing,low_0p10_0p60
MOT20-02,1213,expanded_additive_oracle,177,phase0_postnms,10056164,0.20731048286,0.566937098352,add_missing,low_0p10_0p60
MOT20-02,1213,expanded_replace_add_oracle,177,phase0_postnms,10056164,0.20731048286,0.566937098352,add_missing,low_0p10_0p60
MOT20-02,1214,expanded_additive_oracle,177,phase0_postnms,10056208,0.180101439357,0.543794654237,add_missing,low_0p10_0p60
MOT20-02,1214,expanded_replace_add_oracle,177,phase0_postnms,10056208,0.180101439357,0.543794654237,add_missing,low_0p10_0p60
MOT20-02,1215,expanded_additive_oracle,32,phase0_postnms,10056252,0.16775599122,0.545716226517,add_missing,low_0p10_0p60
MOT20-02,1215,expanded_replace_add_oracle,32,phase0_postnms,10056252,0.16775599122,0.545716226517,add_missing,low_0p10_0p60
MOT20-02,1217,expanded_additive_oracle,177,phase0_postnms,10056335,0.126307800412,0.52232392479,add_missing,low_0p10_0p60
MOT20-02,1217,expanded_replace_add_oracle,177,phase0_postnms,10056335,0.126307800412,0.52232392479,add_missing,low_0p10_0p60
MOT20-02,1220,expanded_additive_oracle,32,phase0_postnms,10056464,0.24574585259,0.627900452201,add_missing,low_0p10_0p60
MOT20-02,1220,expanded_additive_oracle,177,phase0_postnms,10056469,0.093553967774,0.500667138307,add_missing,fringe_0p09_0p10
MOT20-02,1220,expanded_replace_add_oracle,30,phase0_postnms,10056464,0.24574585259,0.741426676795,replace_baseline,low_0p10_0p60
MOT20-02,1220,expanded_replace_add_oracle,177,phase0_postnms,10056469,0.093553967774,0.500667138307,add_missing,fringe_0p09_0p10
MOT20-02,1222,expanded_additive_oracle,55,phase0_postnms,10056554,0.117665447295,0.786572007383,add_missing,low_0p10_0p60
MOT20-02,1222,expanded_replace_add_oracle,55,phase0_postnms,10056554,0.117665447295,0.786572007383,add_missing,low_0p10_0p60
MOT20-02,1223,expanded_replace_add_oracle,4,phase0_postnms,10056591,0.852809488773,0.909791719411,replace_baseline,high_ge_0p60
MOT20-02,1224,expanded_additive_oracle,55,phase0_postnms,10056641,0.257222384214,0.765350659909,add_missing,low_0p10_0p60
MOT20-02,1224,expanded_replace_add_oracle,55,phase0_postnms,10056641,0.257222384214,0.765350659909,add_missing,low_0p10_0p60
MOT20-02,1228,expanded_additive_oracle,55,phase0_postnms,10056812,0.296990275383,0.852889777265,add_missing,low_0p10_0p60
MOT20-02,1228,expanded_replace_add_oracle,33,phase0_postnms,10056809,0.769514918327,0.847248025322,replace_baseline,high_ge_0p60
MOT20-02,1228,expanded_replace_add_oracle,55,phase0_postnms,10056812,0.296990275383,0.852889777265,add_missing,low_0p10_0p60
MOT20-02,1238,expanded_additive_oracle,55,phase0_postnms,10057243,0.598866224289,0.849852466872,add_missing,low_0p10_0p60
MOT20-02,1238,expanded_additive_oracle,177,phase0_postnms,10057246,0.102537944913,0.524018235788,add_missing,low_0p10_0p60
MOT20-02,1238,expanded_replace_add_oracle,55,phase0_postnms,10057243,0.598866224289,0.849852466872,add_missing,low_0p10_0p60
MOT20-02,1238,expanded_replace_add_oracle,177,phase0_postnms,10057246,0.102537944913,0.524018235788,add_missing,low_0p10_0p60
MOT20-02,1239,expanded_additive_oracle,177,phase0_postnms,10057291,0.172747820616,0.55007629057,add_missing,low_0p10_0p60
MOT20-02,1239,expanded_replace_add_oracle,177,phase0_postnms,10057291,0.172747820616,0.55007629057,add_missing,low_0p10_0p60
MOT20-02,1240,expanded_additive_oracle,32,phase0_postnms,10057334,0.456452727318,0.741456459172,add_missing,low_0p10_0p60
MOT20-02,1240,expanded_additive_oracle,177,phase0_postnms,10057337,0.208971947432,0.553400766186,add_missing,low_0p10_0p60
MOT20-02,1240,expanded_replace_add_oracle,32,phase0_postnms,10057334,0.456452727318,0.741456459172,add_missing,low_0p10_0p60
MOT20-02,1240,expanded_replace_add_oracle,177,phase0_postnms,10057337,0.208971947432,0.553400766186,add_missing,low_0p10_0p60
MOT20-02,1241,expanded_additive_oracle,32,phase0_postnms,10057380,0.75045478344,0.843535809336,add_missing,high_ge_0p60
MOT20-02,1241,expanded_additive_oracle,177,phase0_postnms,10057383,0.267020702362,0.565298864698,add_missing,low_0p10_0p60
MOT20-02,1241,expanded_replace_add_oracle,32,phase0_postnms,10057380,0.75045478344,0.843535809336,add_missing,high_ge_0p60
MOT20-02,1241,expanded_replace_add_oracle,177,phase0_postnms,10057383,0.267020702362,0.565298864698,add_missing,low_0p10_0p60
MOT20-02,1242,expanded_additive_oracle,177,phase0_postnms,10057428,0.240990757942,0.573532279966,add_missing,low_0p10_0p60
MOT20-02,1242,expanded_replace_add_oracle,177,phase0_postnms,10057428,0.240990757942,0.573532279966,add_missing,low_0p10_0p60
MOT20-02,1243,expanded_additive_oracle,177,phase0_postnms,10057470,0.262798339128,0.542371473897,add_missing,low_0p10_0p60
MOT20-02,1243,expanded_replace_add_oracle,177,phase0_postnms,10057470,0.262798339128,0.542371473897,add_missing,low_0p10_0p60
MOT20-02,1244,expanded_additive_oracle,177,phase0_postnms,10057516,0.206863343716,0.562352577658,add_missing,low_0p10_0p60
MOT20-02,1244,expanded_replace_add_oracle,177,phase0_postnms,10057516,0.206863343716,0.562352577658,add_missing,low_0p10_0p60
MOT20-02,1245,expanded_additive_oracle,55,phase0_postnms,10057558,0.525703430176,0.821197101991,add_missing,low_0p10_0p60
MOT20-02,1245,expanded_additive_oracle,177,phase0_postnms,10057561,0.191592678428,0.568139290833,add_missing,low_0p10_0p60
MOT20-02,1245,expanded_replace_add_oracle,55,phase0_postnms,10057558,0.525703430176,0.821197101991,add_missing,low_0p10_0p60
MOT20-02,1245,expanded_replace_add_oracle,177,phase0_postnms,10057561,0.191592678428,0.568139290833,add_missing,low_0p10_0p60
MOT20-02,1246,expanded_additive_oracle,177,phase0_postnms,10057606,0.200096160173,0.585764100438,add_missing,low_0p10_0p60
MOT20-02,1246,expanded_replace_add_oracle,177,phase0_postnms,10057606,0.200096160173,0.585764100438,add_missing,low_0p10_0p60
MOT20-02,1247,expanded_additive_oracle,55,phase0_postnms,10057649,0.560444176197,0.853458622358,add_missing,low_0p10_0p60
MOT20-02,1247,expanded_additive_oracle,177,phase0_postnms,10057653,0.204602897167,0.591991943049,add_missing,low_0p10_0p60
MOT20-02,1247,expanded_replace_add_oracle,55,phase0_postnms,10057649,0.560444176197,0.853458622358,add_missing,low_0p10_0p60
MOT20-02,1247,expanded_replace_add_oracle,177,phase0_postnms,10057653,0.204602897167,0.591991943049,add_missing,low_0p10_0p60
MOT20-02,1248,expanded_additive_oracle,55,phase0_postnms,10057694,0.470522642136,0.882699419311,add_missing,low_0p10_0p60
MOT20-02,1248,expanded_additive_oracle,177,phase0_postnms,10057697,0.195569336414,0.627731101887,add_missing,low_0p10_0p60
MOT20-02,1248,expanded_replace_add_oracle,55,phase0_postnms,10057694,0.470522642136,0.882699419311,add_missing,low_0p10_0p60
MOT20-02,1248,expanded_replace_add_oracle,177,phase0_postnms,10057697,0.195569336414,0.627731101887,add_missing,low_0p10_0p60
MOT20-02,1249,expanded_additive_oracle,177,phase0_postnms,10057745,0.117960527539,0.778748579229,add_missing,low_0p10_0p60
MOT20-02,1249,expanded_replace_add_oracle,177,phase0_postnms,10057745,0.117960527539,0.778748579229,add_missing,low_0p10_0p60
MOT20-02,1250,expanded_additive_oracle,177,phase0_postnms,10057788,0.275014102459,0.587528231475,add_missing,low_0p10_0p60
MOT20-02,1250,expanded_replace_add_oracle,177,phase0_postnms,10057788,0.275014102459,0.587528231475,add_missing,low_0p10_0p60
MOT20-02,1251,expanded_additive_oracle,177,phase0_postnms,10057833,0.293500930071,0.568682166732,add_missing,low_0p10_0p60
MOT20-02,1251,expanded_replace_add_oracle,177,phase0_postnms,10057833,0.293500930071,0.568682166732,add_missing,low_0p10_0p60
MOT20-02,1252,expanded_additive_oracle,177,phase0_postnms,10057883,0.136084675789,0.538130239765,add_missing,low_0p10_0p60
MOT20-02,1252,expanded_replace_add_oracle,177,phase0_postnms,10057883,0.136084675789,0.538130239765,add_missing,low_0p10_0p60
MOT20-02,1253,expanded_additive_oracle,177,phase0_postnms,10057927,0.178916722536,0.63700999709,add_missing,low_0p10_0p60
MOT20-02,1253,expanded_replace_add_oracle,177,phase0_postnms,10057927,0.178916722536,0.63700999709,add_missing,low_0p10_0p60
MOT20-02,1254,expanded_additive_oracle,26,phase0_postnms,10057970,0.397821128368,0.915982359933,add_missing,low_0p10_0p60
MOT20-02,1254,expanded_replace_add_oracle,26,phase0_postnms,10057970,0.397821128368,0.915982359933,add_missing,low_0p10_0p60
MOT20-02,1255,expanded_additive_oracle,26,phase0_postnms,10058015,0.559338212013,0.954436577799,add_missing,low_0p10_0p60
MOT20-02,1255,expanded_additive_oracle,177,phase0_postnms,10058016,0.215749248862,0.776872984059,add_missing,low_0p10_0p60
MOT20-02,1255,expanded_replace_add_oracle,26,phase0_postnms,10058015,0.559338212013,0.954436577799,add_missing,low_0p10_0p60
MOT20-02,1255,expanded_replace_add_oracle,177,phase0_postnms,10058016,0.215749248862,0.776872984059,add_missing,low_0p10_0p60
MOT20-02,1256,expanded_additive_oracle,26,phase0_postnms,10058061,0.590204715729,0.93251410669,add_missing,low_0p10_0p60
MOT20-02,1256,expanded_additive_oracle,177,phase0_postnms,10058062,0.236507251859,0.645215276465,add_missing,low_0p10_0p60
MOT20-02,1256,expanded_replace_add_oracle,26,phase0_postnms,10058061,0.590204715729,0.93251410669,add_missing,low_0p10_0p60
MOT20-02,1256,expanded_replace_add_oracle,177,phase0_postnms,10058062,0.236507251859,0.645215276465,add_missing,low_0p10_0p60
MOT20-02,1257,expanded_additive_oracle,26,phase0_postnms,10058106,0.685685038567,0.876974459492,add_missing,high_ge_0p60
MOT20-02,1257,expanded_additive_oracle,177,phase0_postnms,10058110,0.12137747556,0.500143295664,add_missing,low_0p10_0p60
MOT20-02,1257,expanded_replace_add_oracle,26,phase0_postnms,10058106,0.685685038567,0.876974459492,add_missing,high_ge_0p60
MOT20-02,1257,expanded_replace_add_oracle,177,phase0_postnms,10058110,0.12137747556,0.500143295664,add_missing,low_0p10_0p60
MOT20-02,1258,expanded_replace_add_oracle,281,phase0_postnms,10058152,0.585546374321,0.812116434664,replace_baseline,low_0p10_0p60
MOT20-02,1261,expanded_additive_oracle,11,phase0_postnms,10058293,0.097411267459,0.5328397379,add_missing,fringe_0p09_0p10
MOT20-02,1261,expanded_replace_add_oracle,11,phase0_postnms,10058293,0.097411267459,0.5328397379,add_missing,fringe_0p09_0p10
MOT20-02,1262,expanded_additive_oracle,11,phase0_postnms,10058338,0.117569193244,0.578412484935,add_missing,low_0p10_0p60
MOT20-02,1262,expanded_replace_add_oracle,11,phase0_postnms,10058338,0.117569193244,0.578412484935,add_missing,low_0p10_0p60
MOT20-02,1264,expanded_additive_oracle,11,phase0_postnms,10058428,0.115120559931,0.66458354495,add_missing,low_0p10_0p60
MOT20-02,1264,expanded_replace_add_oracle,11,phase0_postnms,10058428,0.115120559931,0.66458354495,add_missing,low_0p10_0p60
MOT20-02,1265,expanded_additive_oracle,11,phase0_postnms,10058472,0.12584477663,0.712029062228,add_missing,low_0p10_0p60
MOT20-02,1265,expanded_replace_add_oracle,11,phase0_postnms,10058472,0.12584477663,0.712029062228,add_missing,low_0p10_0p60
MOT20-02,1266,expanded_additive_oracle,11,phase0_postnms,10058520,0.110765375197,0.725309127532,add_missing,low_0p10_0p60
MOT20-02,1266,expanded_replace_add_oracle,11,phase0_postnms,10058520,0.110765375197,0.725309127532,add_missing,low_0p10_0p60
MOT20-02,1267,expanded_additive_oracle,11,phase0_postnms,10058565,0.177173092961,0.554145722531,add_missing,low_0p10_0p60
MOT20-02,1267,expanded_additive_oracle,27,phase0_postnms,10058560,0.744314610958,0.800618882244,add_missing,high_ge_0p60
MOT20-02,1267,expanded_additive_oracle,55,phase0_postnms,10058564,0.21118183434,0.917183390345,add_missing,low_0p10_0p60
MOT20-02,1267,expanded_replace_add_oracle,11,phase0_postnms,10058565,0.177173092961,0.554145722531,add_missing,low_0p10_0p60
MOT20-02,1267,expanded_replace_add_oracle,27,phase0_postnms,10058560,0.744314610958,0.800618882244,add_missing,high_ge_0p60
MOT20-02,1267,expanded_replace_add_oracle,55,phase0_postnms,10058564,0.21118183434,0.917183390345,add_missing,low_0p10_0p60
MOT20-02,1268,expanded_additive_oracle,11,phase0_postnms,10058610,0.18327383697,0.601827280959,add_missing,low_0p10_0p60
MOT20-02,1268,expanded_additive_oracle,31,phase0_postnms,10058608,0.56410741806,0.889315130116,add_missing,low_0p10_0p60
MOT20-02,1268,expanded_additive_oracle,55,phase0_postnms,10058609,0.516343832016,0.886832671087,add_missing,low_0p10_0p60
MOT20-02,1268,expanded_replace_add_oracle,11,phase0_postnms,10058610,0.18327383697,0.601827280959,add_missing,low_0p10_0p60
MOT20-02,1268,expanded_replace_add_oracle,31,phase0_postnms,10058608,0.56410741806,0.889315130116,add_missing,low_0p10_0p60
MOT20-02,1268,expanded_replace_add_oracle,55,phase0_postnms,10058609,0.516343832016,0.886832671087,add_missing,low_0p10_0p60
MOT20-02,1269,expanded_additive_oracle,11,phase0_postnms,10058656,0.224100723863,0.62839095971,add_missing,low_0p10_0p60
MOT20-02,1269,expanded_additive_oracle,31,phase0_postnms,10058652,0.772772669792,0.826530969429,add_missing,high_ge_0p60
MOT20-02,1269,expanded_additive_oracle,55,phase0_postnms,10058655,0.476269036531,0.902844094678,add_missing,low_0p10_0p60
MOT20-02,1269,expanded_replace_add_oracle,11,phase0_postnms,10058656,0.224100723863,0.62839095971,add_missing,low_0p10_0p60
MOT20-02,1269,expanded_replace_add_oracle,31,phase0_postnms,10058652,0.772772669792,0.826530969429,add_missing,high_ge_0p60
MOT20-02,1269,expanded_replace_add_oracle,55,phase0_postnms,10058655,0.476269036531,0.902844094678,add_missing,low_0p10_0p60
MOT20-02,1270,expanded_additive_oracle,11,phase0_postnms,10058702,0.17268794775,0.681927864781,add_missing,low_0p10_0p60
MOT20-02,1270,expanded_additive_oracle,55,phase0_postnms,10058700,0.383307158947,0.89711049427,add_missing,low_0p10_0p60
MOT20-02,1270,expanded_replace_add_oracle,11,phase0_postnms,10058702,0.17268794775,0.681927864781,add_missing,low_0p10_0p60
MOT20-02,1270,expanded_replace_add_oracle,55,phase0_postnms,10058700,0.383307158947,0.89711049427,add_missing,low_0p10_0p60
MOT20-02,1271,expanded_additive_oracle,11,phase0_postnms,10058746,0.185448765755,0.824447744174,add_missing,low_0p10_0p60
MOT20-02,1271,expanded_additive_oracle,55,phase0_postnms,10058745,0.452098369598,0.890227648688,add_missing,low_0p10_0p60
MOT20-02,1271,expanded_replace_add_oracle,11,phase0_postnms,10058746,0.185448765755,0.824447744174,add_missing,low_0p10_0p60
MOT20-02,1271,expanded_replace_add_oracle,55,phase0_postnms,10058745,0.452098369598,0.890227648688,add_missing,low_0p10_0p60
MOT20-02,1272,expanded_additive_oracle,11,phase0_postnms,10058790,0.218936920166,0.851301631707,add_missing,low_0p10_0p60
MOT20-02,1272,expanded_additive_oracle,55,phase0_postnms,10058789,0.363687992096,0.89480815647,add_missing,low_0p10_0p60
MOT20-02,1272,expanded_replace_add_oracle,11,phase0_postnms,10058790,0.218936920166,0.851301631707,add_missing,low_0p10_0p60
MOT20-02,1272,expanded_replace_add_oracle,55,phase0_postnms,10058789,0.363687992096,0.89480815647,add_missing,low_0p10_0p60
MOT20-02,1273,expanded_additive_oracle,11,phase0_postnms,10058834,0.226664498448,0.801937377851,add_missing,low_0p10_0p60
MOT20-02,1273,expanded_replace_add_oracle,11,phase0_postnms,10058834,0.226664498448,0.801937377851,add_missing,low_0p10_0p60
MOT20-02,1274,expanded_additive_oracle,11,phase0_postnms,10058880,0.218396604061,0.849640899482,add_missing,low_0p10_0p60
MOT20-02,1274,expanded_replace_add_oracle,11,phase0_postnms,10058880,0.218396604061,0.849640899482,add_missing,low_0p10_0p60
MOT20-02,1275,expanded_additive_oracle,11,phase0_postnms,10058924,0.2624309659,0.858243788944,add_missing,low_0p10_0p60
MOT20-02,1275,expanded_replace_add_oracle,11,phase0_postnms,10058924,0.2624309659,0.858243788944,add_missing,low_0p10_0p60
MOT20-02,1276,expanded_additive_oracle,11,phase0_postnms,10058969,0.245347872376,0.799112540737,add_missing,low_0p10_0p60
MOT20-02,1276,expanded_replace_add_oracle,11,phase0_postnms,10058969,0.245347872376,0.799112540737,add_missing,low_0p10_0p60
MOT20-02,1277,expanded_additive_oracle,11,phase0_postnms,10059014,0.197966173291,0.744785995779,add_missing,low_0p10_0p60
MOT20-02,1277,expanded_additive_oracle,55,phase0_postnms,10059012,0.346253573895,0.897708533899,add_missing,low_0p10_0p60
MOT20-02,1277,expanded_replace_add_oracle,11,phase0_postnms,10059014,0.197966173291,0.744785995779,add_missing,low_0p10_0p60
MOT20-02,1277,expanded_replace_add_oracle,55,phase0_postnms,10059012,0.346253573895,0.897708533899,add_missing,low_0p10_0p60
MOT20-02,1278,expanded_additive_oracle,11,phase0_postnms,10059058,0.217346519232,0.733357271242,add_missing,low_0p10_0p60
MOT20-02,1278,expanded_replace_add_oracle,11,phase0_postnms,10059058,0.217346519232,0.733357271242,add_missing,low_0p10_0p60
