seq,u,v,boundary_frame,transaction_type,donor_raw_tid,receiver_raw_tid,accepted,reject_reason,effective_start_frame,changed_rows,pair_common_frames,pair_common_span,canonical_rank,enumeration_rank,candidate_priority,selected_for_teacher
MOT17-02-FRCNN,46,76,305,v_to_u,76,46,0,no_post_boundary_handoff_frame,,0,40,40,0,0,,0
MOT17-02-FRCNN,46,78,305,u_to_v,46,78,1,,306.0,92,35,35,0,1550,6.597400632057,0
MOT17-02-FRCNN,46,78,305,v_to_u,78,46,0,no_post_boundary_handoff_frame,,0,35,35,0,0,,0
MOT17-02-FRCNN,46,79,305,u_to_v,46,79,1,,306.0,295,35,35,0,1551,1.234180885411,0
MOT17-02-FRCNN,46,79,305,v_to_u,79,46,0,no_post_boundary_handoff_frame,,0,35,35,0,0,,0
MOT17-02-FRCNN,46,80,305,u_to_v,46,80,1,,306.0,5,34,34,0,1552,12.378091288742,0
MOT17-02-FRCNN,46,80,305,v_to_u,80,46,0,no_post_boundary_handoff_frame,,0,34,34,0,0,,0
MOT17-02-FRCNN,46,81,305,u_to_v,46,81,1,,306.0,295,24,24,0,1553,8.010773005509,0
MOT17-02-FRCNN,46,81,305,v_to_u,81,46,0,no_post_boundary_handoff_frame,,0,24,24,0,0,,0
MOT17-02-FRCNN,46,82,305,u_to_v,46,82,1,,306.0,253,23,23,0,1554,10.472506100148,0
MOT17-02-FRCNN,46,82,305,v_to_u,82,46,0,no_post_boundary_handoff_frame,,0,23,23,0,0,,0
MOT17-02-FRCNN,46,87,305,u_to_v,46,87,1,,306.0,147,1,1,0,1555,6.516263658878,0
MOT17-02-FRCNN,46,87,305,v_to_u,87,46,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,46,88,305,u_to_v,46,88,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,46,88,305,v_to_u,88,46,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,48,88,305,u_to_v,48,88,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,48,88,305,v_to_u,88,48,1,,306.0,140,1,1,0,1556,5.579431006434,0
MOT17-02-FRCNN,53,88,305,u_to_v,53,88,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,53,88,305,v_to_u,88,53,1,,306.0,61,1,1,0,1557,4.091297706058,0
MOT17-02-FRCNN,57,88,305,u_to_v,57,88,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,57,88,305,v_to_u,88,57,1,,306.0,114,1,1,0,1558,0.62414300607,0
MOT17-02-FRCNN,59,88,305,u_to_v,59,88,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,59,88,305,v_to_u,88,59,1,,306.0,3,1,1,0,1559,2.098031400639,0
MOT17-02-FRCNN,60,88,305,u_to_v,60,88,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,60,88,305,v_to_u,88,60,1,,306.0,98,1,1,0,1560,2.727311795324,0
MOT17-02-FRCNN,65,88,305,u_to_v,65,88,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,65,88,305,v_to_u,88,65,1,,306.0,295,1,1,0,1561,11.245527023258,0
MOT17-02-FRCNN,67,88,305,u_to_v,67,88,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,67,88,305,v_to_u,88,67,1,,306.0,85,1,1,0,1562,10.040005285327,0
MOT17-02-FRCNN,69,88,305,u_to_v,69,88,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,69,88,305,v_to_u,88,69,1,,306.0,126,1,1,0,1563,13.147860589045,0
MOT17-02-FRCNN,73,88,305,u_to_v,73,88,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,73,88,305,v_to_u,88,73,1,,306.0,295,1,1,0,1564,1.133701718835,0
MOT17-02-FRCNN,74,88,305,u_to_v,74,88,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,74,88,305,v_to_u,88,74,1,,306.0,45,1,1,0,1565,11.328972162919,0
MOT17-02-FRCNN,76,88,305,u_to_v,76,88,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,76,88,305,v_to_u,88,76,1,,306.0,48,1,1,0,1566,4.323832843791,0
MOT17-02-FRCNN,78,88,305,u_to_v,78,88,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,78,88,305,v_to_u,88,78,1,,306.0,92,1,1,0,1567,5.909984358161,0
MOT17-02-FRCNN,79,88,305,u_to_v,79,88,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,79,88,305,v_to_u,88,79,1,,306.0,295,1,1,62,1568,0.117497324138,1
MOT17-02-FRCNN,80,88,305,u_to_v,80,88,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,80,88,305,v_to_u,88,80,1,,306.0,5,1,1,0,1569,12.094258019175,0
MOT17-02-FRCNN,81,88,305,u_to_v,81,88,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,81,88,305,v_to_u,88,81,1,,306.0,295,1,1,0,1570,7.296050234416,0
MOT17-02-FRCNN,82,88,305,u_to_v,82,88,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,82,88,305,v_to_u,88,82,1,,306.0,253,1,1,0,1571,9.967747248136,0
MOT17-02-FRCNN,87,88,305,u_to_v,87,88,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,87,88,305,v_to_u,88,87,1,,306.0,147,1,1,0,1572,7.220573318692,0
MOT17-02-FRCNN,1,59,308,u_to_v,1,59,0,no_post_boundary_handoff_frame,,0,108,108,0,0,,0
MOT17-02-FRCNN,1,59,308,v_to_u,59,1,1,,309.0,251,108,108,0,1573,6.098833849697,0
MOT17-02-FRCNN,3,59,308,u_to_v,3,59,0,no_post_boundary_handoff_frame,,0,108,108,0,0,,0
MOT17-02-FRCNN,3,59,308,v_to_u,59,3,1,,309.0,137,108,108,0,1574,5.992722502595,0
MOT17-02-FRCNN,4,59,308,u_to_v,4,59,0,no_post_boundary_handoff_frame,,0,108,108,0,0,,0
MOT17-02-FRCNN,4,59,308,v_to_u,59,4,1,,309.0,23,108,108,0,1575,9.943307660579,0
MOT17-02-FRCNN,6,59,308,u_to_v,6,59,0,no_post_boundary_handoff_frame,,0,108,108,0,0,,0
MOT17-02-FRCNN,6,59,308,v_to_u,59,6,1,,309.0,103,108,108,0,1576,10.476805193699,0
MOT17-02-FRCNN,8,59,308,u_to_v,8,59,0,no_post_boundary_handoff_frame,,0,108,108,0,0,,0
MOT17-02-FRCNN,8,59,308,v_to_u,59,8,1,,309.0,21,108,108,0,1577,12.245830191827,0
MOT17-02-FRCNN,13,59,308,u_to_v,13,59,0,no_post_boundary_handoff_frame,,0,108,108,0,0,,0
MOT17-02-FRCNN,13,59,308,v_to_u,59,13,1,,309.0,85,108,108,0,1578,9.366364491324,0
MOT17-02-FRCNN,14,59,308,u_to_v,14,59,0,no_post_boundary_handoff_frame,,0,108,108,0,0,,0
MOT17-02-FRCNN,14,59,308,v_to_u,59,14,1,,309.0,52,108,108,0,1579,6.496677505674,0
MOT17-02-FRCNN,16,59,308,u_to_v,16,59,0,no_post_boundary_handoff_frame,,0,108,108,0,0,,0
MOT17-02-FRCNN,16,59,308,v_to_u,59,16,1,,309.0,15,108,108,0,1580,2.530838264902,0
MOT17-02-FRCNN,20,59,308,u_to_v,20,59,0,no_post_boundary_handoff_frame,,0,108,108,0,0,,0
MOT17-02-FRCNN,20,59,308,v_to_u,59,20,1,,309.0,70,108,108,0,1581,15.712193053038,0
MOT17-02-FRCNN,24,59,308,u_to_v,24,59,0,no_post_boundary_handoff_frame,,0,108,108,0,0,,0
MOT17-02-FRCNN,24,59,308,v_to_u,59,24,1,,309.0,292,108,108,0,1582,3.701010303001,0
MOT17-02-FRCNN,31,59,308,u_to_v,31,59,0,no_post_boundary_handoff_frame,,0,79,108,0,0,,0
MOT17-02-FRCNN,31,59,308,v_to_u,59,31,1,,309.0,92,79,108,0,1583,6.072125687025,0
MOT17-02-FRCNN,32,59,308,u_to_v,32,59,0,no_post_boundary_handoff_frame,,0,108,108,0,0,,0
MOT17-02-FRCNN,32,59,308,v_to_u,59,32,1,,309.0,30,108,108,0,1584,12.325421756852,0
MOT17-02-FRCNN,36,59,308,u_to_v,36,59,0,no_post_boundary_handoff_frame,,0,108,108,0,0,,0
MOT17-02-FRCNN,36,59,308,v_to_u,59,36,1,,309.0,101,108,108,0,1585,3.256365381908,0
MOT17-02-FRCNN,38,59,308,u_to_v,38,59,0,no_post_boundary_handoff_frame,,0,108,108,0,0,,0
MOT17-02-FRCNN,38,59,308,v_to_u,59,38,1,,309.0,136,108,108,0,1586,3.127855073171,0
MOT17-02-FRCNN,40,59,308,u_to_v,40,59,0,no_post_boundary_handoff_frame,,0,108,108,0,0,,0
MOT17-02-FRCNN,40,59,308,v_to_u,59,40,1,,309.0,106,108,108,0,1587,3.613101480325,0
MOT17-02-FRCNN,48,59,308,u_to_v,48,59,0,no_post_boundary_handoff_frame,,0,108,108,0,0,,0
MOT17-02-FRCNN,48,59,308,v_to_u,59,48,1,,309.0,137,108,108,0,1588,4.961485104235,0
MOT17-02-FRCNN,53,59,308,u_to_v,53,59,0,no_post_boundary_handoff_frame,,0,108,108,0,0,,0
MOT17-02-FRCNN,53,59,308,v_to_u,59,53,1,,309.0,58,108,108,0,1589,5.620911617514,0
MOT17-02-FRCNN,57,59,308,u_to_v,57,59,0,no_post_boundary_handoff_frame,,0,108,108,0,0,,0
MOT17-02-FRCNN,57,59,308,v_to_u,59,57,1,,309.0,111,108,108,0,1590,2.38328922952,0
MOT17-02-FRCNN,59,60,308,u_to_v,59,60,1,,309.0,95,102,102,0,1591,4.248807601083,0
MOT17-02-FRCNN,59,60,308,v_to_u,60,59,0,no_post_boundary_handoff_frame,,0,102,102,0,0,,0
MOT17-02-FRCNN,59,65,308,u_to_v,59,65,1,,309.0,292,93,93,0,1592,9.826827159022,0
MOT17-02-FRCNN,59,65,308,v_to_u,65,59,0,no_post_boundary_handoff_frame,,0,93,93,0,0,,0
MOT17-02-FRCNN,59,67,308,u_to_v,59,67,1,,309.0,82,84,84,0,1593,8.211909808943,0
MOT17-02-FRCNN,59,67,308,v_to_u,67,59,0,no_post_boundary_handoff_frame,,0,84,84,0,0,,0
MOT17-02-FRCNN,59,69,308,u_to_v,59,69,1,,309.0,123,80,80,0,1594,12.065205951568,0
MOT17-02-FRCNN,59,69,308,v_to_u,69,59,0,no_post_boundary_handoff_frame,,0,80,80,0,0,,0
MOT17-02-FRCNN,59,73,308,u_to_v,59,73,1,,309.0,292,59,59,0,1595,0.880079796495,0
MOT17-02-FRCNN,59,73,308,v_to_u,73,59,0,no_post_boundary_handoff_frame,,0,59,59,0,0,,0
MOT17-02-FRCNN,59,74,308,u_to_v,59,74,1,,309.0,42,55,55,0,1596,9.81954158472,0
MOT17-02-FRCNN,59,74,308,v_to_u,74,59,0,no_post_boundary_handoff_frame,,0,55,55,0,0,,0
MOT17-02-FRCNN,59,76,308,u_to_v,59,76,1,,309.0,45,43,43,0,1597,5.621408547828,0
MOT17-02-FRCNN,59,76,308,v_to_u,76,59,0,no_post_boundary_handoff_frame,,0,43,43,0,0,,0
MOT17-02-FRCNN,59,78,308,u_to_v,59,78,1,,309.0,89,38,38,0,1598,4.218085011582,0
MOT17-02-FRCNN,59,78,308,v_to_u,78,59,0,no_post_boundary_handoff_frame,,0,38,38,0,0,,0
MOT17-02-FRCNN,59,79,308,u_to_v,59,79,1,,309.0,292,38,38,0,1599,1.913891090183,0
MOT17-02-FRCNN,59,79,308,v_to_u,79,59,0,no_post_boundary_handoff_frame,,0,38,38,0,0,,0
MOT17-02-FRCNN,59,80,308,u_to_v,59,80,1,,309.0,2,37,37,0,1600,10.800693212239,0
MOT17-02-FRCNN,59,80,308,v_to_u,80,59,0,no_post_boundary_handoff_frame,,0,37,37,0,0,,0
MOT17-02-FRCNN,59,81,308,u_to_v,59,81,1,,309.0,292,27,27,0,1601,5.707722182873,0
MOT17-02-FRCNN,59,81,308,v_to_u,81,59,0,no_post_boundary_handoff_frame,,0,27,27,0,0,,0
MOT17-02-FRCNN,59,82,308,u_to_v,59,82,1,,309.0,250,26,26,0,1602,8.562285769018,0
MOT17-02-FRCNN,59,82,308,v_to_u,82,59,0,no_post_boundary_handoff_frame,,0,26,26,0,0,,0
MOT17-02-FRCNN,59,87,308,u_to_v,59,87,1,,309.0,144,4,4,0,1603,7.825812352547,0
MOT17-02-FRCNN,59,87,308,v_to_u,87,59,0,no_post_boundary_handoff_frame,,0,4,4,0,0,,0
MOT17-02-FRCNN,59,89,308,u_to_v,59,89,1,,309.0,292,3,3,63,1604,0.427106938389,1
MOT17-02-FRCNN,59,89,308,v_to_u,89,59,0,no_post_boundary_handoff_frame,,0,3,3,0,0,,0
MOT17-02-FRCNN,1,80,310,u_to_v,1,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,1,80,310,v_to_u,80,1,1,,311.0,249,39,39,0,1605,1.968193856566,0
MOT17-02-FRCNN,3,80,310,u_to_v,3,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,3,80,310,v_to_u,80,3,1,,311.0,135,39,39,0,1606,2.262840111661,0
MOT17-02-FRCNN,4,80,310,u_to_v,4,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,4,80,310,v_to_u,80,4,1,,311.0,21,39,39,0,1607,0.970810729423,0
MOT17-02-FRCNN,6,80,310,u_to_v,6,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,6,80,310,v_to_u,80,6,1,,311.0,101,39,39,64,1608,0.049966986737,1
MOT17-02-FRCNN,8,80,310,u_to_v,8,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,8,80,310,v_to_u,80,8,1,,311.0,19,39,39,0,1609,5.504351374759,0
MOT17-02-FRCNN,13,80,310,u_to_v,13,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,13,80,310,v_to_u,80,13,1,,311.0,83,39,39,0,1610,1.982873185156,0
MOT17-02-FRCNN,14,80,310,u_to_v,14,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,14,80,310,v_to_u,80,14,1,,311.0,50,39,39,0,1611,12.871271913359,0
MOT17-02-FRCNN,16,80,310,u_to_v,16,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,16,80,310,v_to_u,80,16,1,,311.0,13,39,39,0,1612,13.129807343009,0
MOT17-02-FRCNN,20,80,310,u_to_v,20,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,20,80,310,v_to_u,80,20,1,,311.0,68,39,39,0,1613,4.340566572396,0
MOT17-02-FRCNN,24,80,310,u_to_v,24,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,24,80,310,v_to_u,80,24,1,,311.0,290,39,39,0,1614,9.681810500729,0
MOT17-02-FRCNN,31,80,310,u_to_v,31,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,31,80,310,v_to_u,80,31,1,,311.0,90,39,39,0,1615,11.223168809649,0
MOT17-02-FRCNN,32,80,310,u_to_v,32,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,32,80,310,v_to_u,80,32,1,,311.0,28,39,39,0,1616,5.154538410527,0
MOT17-02-FRCNN,36,80,310,u_to_v,36,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,36,80,310,v_to_u,80,36,1,,311.0,99,39,39,0,1617,3.984352538875,0
MOT17-02-FRCNN,38,80,310,u_to_v,38,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,38,80,310,v_to_u,80,38,1,,311.0,134,39,39,0,1618,12.622256813716,0
MOT17-02-FRCNN,40,80,310,u_to_v,40,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,40,80,310,v_to_u,80,40,1,,311.0,104,39,39,0,1619,12.550529524667,0
MOT17-02-FRCNN,48,80,310,u_to_v,48,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,48,80,310,v_to_u,80,48,1,,311.0,135,39,39,0,1620,2.723332326239,0
MOT17-02-FRCNN,53,80,310,u_to_v,53,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,53,80,310,v_to_u,80,53,1,,311.0,56,39,39,0,1621,11.771163191997,0
MOT17-02-FRCNN,57,80,310,u_to_v,57,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,57,80,310,v_to_u,80,57,1,,311.0,109,39,39,0,1622,11.613113654649,0
MOT17-02-FRCNN,60,80,310,u_to_v,60,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,60,80,310,v_to_u,80,60,1,,311.0,93,39,39,0,1623,11.445431497063,0
MOT17-02-FRCNN,65,80,310,u_to_v,65,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,65,80,310,v_to_u,80,65,1,,311.0,290,39,39,0,1624,1.077075563211,0
MOT17-02-FRCNN,67,80,310,u_to_v,67,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,67,80,310,v_to_u,80,67,1,,311.0,80,39,39,0,1625,2.075939067619,0
MOT17-02-FRCNN,69,80,310,u_to_v,69,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,69,80,310,v_to_u,80,69,1,,311.0,121,39,39,0,1626,1.259588033953,0
MOT17-02-FRCNN,73,80,310,u_to_v,73,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,73,80,310,v_to_u,80,73,1,,311.0,290,39,39,0,1627,10.520175548653,0
MOT17-02-FRCNN,74,80,310,u_to_v,74,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,74,80,310,v_to_u,80,74,1,,311.0,40,39,39,0,1628,2.58756228116,0
MOT17-02-FRCNN,76,80,310,u_to_v,76,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,76,80,310,v_to_u,80,76,1,,311.0,43,39,39,0,1629,11.013984720899,0
MOT17-02-FRCNN,78,80,310,u_to_v,78,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,78,80,310,v_to_u,80,78,1,,311.0,87,39,39,0,1630,6.171144265263,0
MOT17-02-FRCNN,79,80,310,u_to_v,79,80,0,no_post_boundary_handoff_frame,,0,39,39,0,0,,0
MOT17-02-FRCNN,79,80,310,v_to_u,80,79,1,,311.0,290,39,39,0,1631,11.761113227062,0
MOT17-02-FRCNN,80,81,310,u_to_v,80,81,1,,311.0,290,29,29,0,1632,5.591732879149,0
MOT17-02-FRCNN,80,81,310,v_to_u,81,80,0,no_post_boundary_handoff_frame,,0,29,29,0,0,,0
MOT17-02-FRCNN,80,82,310,u_to_v,80,82,1,,311.0,248,28,28,0,1633,3.074399119645,0
MOT17-02-FRCNN,80,82,310,v_to_u,82,80,0,no_post_boundary_handoff_frame,,0,28,28,0,0,,0
MOT17-02-FRCNN,80,87,310,u_to_v,80,87,1,,311.0,142,6,6,0,1634,8.927191883168,0
MOT17-02-FRCNN,80,87,310,v_to_u,87,80,0,no_post_boundary_handoff_frame,,0,6,6,0,0,,0
MOT17-02-FRCNN,80,89,310,u_to_v,80,89,1,,311.0,290,5,5,0,1635,9.987010214377,0
MOT17-02-FRCNN,80,89,310,v_to_u,89,80,0,no_post_boundary_handoff_frame,,0,5,5,0,0,,0
MOT17-02-FRCNN,1,61,311,u_to_v,1,61,0,no_post_boundary_handoff_frame,,0,73,102,0,0,,0
MOT17-02-FRCNN,1,61,311,v_to_u,61,1,1,,312.0,248,73,102,0,1636,3.999468925571,0
MOT17-02-FRCNN,3,61,311,u_to_v,3,61,0,no_post_boundary_handoff_frame,,0,73,102,0,0,,0
MOT17-02-FRCNN,3,61,311,v_to_u,61,3,1,,312.0,134,73,102,0,1637,4.137513270156,0
MOT17-02-FRCNN,4,61,311,u_to_v,4,61,0,no_post_boundary_handoff_frame,,0,73,102,0,0,,0
MOT17-02-FRCNN,4,61,311,v_to_u,61,4,1,,312.0,20,73,102,0,1638,5.573149775277,0
MOT17-02-FRCNN,6,61,311,u_to_v,6,61,0,no_post_boundary_handoff_frame,,0,73,102,0,0,,0
MOT17-02-FRCNN,6,61,311,v_to_u,61,6,1,,312.0,100,73,102,0,1639,6.036006305271,0
MOT17-02-FRCNN,8,61,311,u_to_v,8,61,0,no_post_boundary_handoff_frame,,0,73,102,0,0,,0
MOT17-02-FRCNN,8,61,311,v_to_u,61,8,1,,312.0,18,73,102,0,1640,9.29564136226,0
MOT17-02-FRCNN,13,61,311,u_to_v,13,61,0,no_post_boundary_handoff_frame,,0,73,102,0,0,,0
MOT17-02-FRCNN,13,61,311,v_to_u,61,13,1,,312.0,82,73,102,0,1641,4.470396552619,0
MOT17-02-FRCNN,14,61,311,u_to_v,14,61,0,no_post_boundary_handoff_frame,,0,73,102,0,0,,0
MOT17-02-FRCNN,14,61,311,v_to_u,61,14,1,,312.0,49,73,102,0,1642,9.366400757383,0
MOT17-02-FRCNN,16,61,311,u_to_v,16,61,0,no_post_boundary_handoff_frame,,0,73,102,0,0,,0
MOT17-02-FRCNN,16,61,311,v_to_u,61,16,1,,312.0,12,73,102,0,1643,6.974803220183,0
MOT17-02-FRCNN,20,61,311,u_to_v,20,61,0,no_post_boundary_handoff_frame,,0,73,102,0,0,,0
MOT17-02-FRCNN,20,61,311,v_to_u,61,20,1,,312.0,67,73,102,0,1644,10.998732804415,0
MOT17-02-FRCNN,24,61,311,u_to_v,24,61,0,no_post_boundary_handoff_frame,,0,73,102,0,0,,0
MOT17-02-FRCNN,24,61,311,v_to_u,61,24,1,,312.0,289,73,102,0,1645,6.403129845633,0
MOT17-02-FRCNN,31,61,311,u_to_v,31,61,0,no_post_boundary_handoff_frame,,0,44,102,0,0,,0
MOT17-02-FRCNN,31,61,311,v_to_u,61,31,1,,312.0,89,44,102,0,1646,8.496067935729,0
MOT17-02-FRCNN,32,61,311,u_to_v,32,61,0,no_post_boundary_handoff_frame,,0,73,102,0,0,,0
MOT17-02-FRCNN,32,61,311,v_to_u,61,32,1,,312.0,27,73,102,0,1647,9.207688065896,0
MOT17-02-FRCNN,36,61,311,u_to_v,36,61,0,no_post_boundary_handoff_frame,,0,73,102,0,0,,0
MOT17-02-FRCNN,36,61,311,v_to_u,61,36,1,,312.0,98,73,102,0,1648,1.424594858962,0
MOT17-02-FRCNN,38,61,311,u_to_v,38,61,0,no_post_boundary_handoff_frame,,0,73,102,0,0,,0
MOT17-02-FRCNN,38,61,311,v_to_u,61,38,1,,312.0,133,73,102,0,1649,7.217434455987,0
MOT17-02-FRCNN,40,61,311,u_to_v,40,61,0,no_post_boundary_handoff_frame,,0,73,102,0,0,,0
MOT17-02-FRCNN,40,61,311,v_to_u,61,40,1,,312.0,103,73,102,0,1650,7.441578568123,0
MOT17-02-FRCNN,48,61,311,u_to_v,48,61,0,no_post_boundary_handoff_frame,,0,73,102,0,0,,0
MOT17-02-FRCNN,48,61,311,v_to_u,61,48,1,,312.0,134,73,102,0,1651,3.239143097686,0
MOT17-02-FRCNN,53,61,311,u_to_v,53,61,0,no_post_boundary_handoff_frame,,0,73,102,0,0,,0
MOT17-02-FRCNN,53,61,311,v_to_u,61,53,1,,312.0,55,73,102,0,1652,8.409269100401,0
MOT17-02-FRCNN,57,61,311,u_to_v,57,61,0,no_post_boundary_handoff_frame,,0,73,102,0,0,,0
MOT17-02-FRCNN,57,61,311,v_to_u,61,57,1,,312.0,108,73,102,0,1653,6.387761910854,0
MOT17-02-FRCNN,60,61,311,u_to_v,60,61,0,no_post_boundary_handoff_frame,,0,73,102,0,0,,0
MOT17-02-FRCNN,60,61,311,v_to_u,61,60,1,,312.0,92,73,102,0,1654,7.344583338863,0
MOT17-02-FRCNN,61,65,311,u_to_v,61,65,1,,312.0,289,67,96,0,1655,5.41826165009,0
MOT17-02-FRCNN,61,65,311,v_to_u,65,61,0,no_post_boundary_handoff_frame,,0,67,96,0,0,,0
MOT17-02-FRCNN,61,67,311,u_to_v,61,67,1,,312.0,79,58,87,0,1656,3.630566372703,0
MOT17-02-FRCNN,61,67,311,v_to_u,67,61,0,no_post_boundary_handoff_frame,,0,58,87,0,0,,0
MOT17-02-FRCNN,61,69,311,u_to_v,61,69,1,,312.0,120,54,83,0,1657,7.523405927093,0
MOT17-02-FRCNN,61,69,311,v_to_u,69,61,0,no_post_boundary_handoff_frame,,0,54,83,0,0,,0
MOT17-02-FRCNN,61,73,311,u_to_v,61,73,1,,312.0,289,33,62,0,1658,4.977021054205,0
MOT17-02-FRCNN,61,73,311,v_to_u,73,61,0,no_post_boundary_handoff_frame,,0,33,62,0,0,,0
MOT17-02-FRCNN,61,74,311,u_to_v,61,74,1,,312.0,39,29,58,0,1659,6.543151548746,0
MOT17-02-FRCNN,61,74,311,v_to_u,74,61,0,no_post_boundary_handoff_frame,,0,29,58,0,0,,0
MOT17-02-FRCNN,61,76,311,u_to_v,61,76,1,,312.0,42,17,46,0,1660,8.087965723338,0
MOT17-02-FRCNN,61,76,311,v_to_u,76,61,0,no_post_boundary_handoff_frame,,0,17,46,0,0,,0
MOT17-02-FRCNN,61,78,311,u_to_v,61,78,1,,312.0,86,12,41,65,1661,0.163988977198,1
MOT17-02-FRCNN,61,78,311,v_to_u,78,61,0,no_post_boundary_handoff_frame,,0,12,41,0,0,,0
MOT17-02-FRCNN,61,79,311,u_to_v,61,79,1,,312.0,289,12,41,0,1662,6.23155863091,0
MOT17-02-FRCNN,61,79,311,v_to_u,79,61,0,no_post_boundary_handoff_frame,,0,12,41,0,0,,0
MOT17-02-FRCNN,61,81,311,u_to_v,61,81,1,,312.0,289,1,1,0,1663,0.952399755184,0
MOT17-02-FRCNN,61,81,311,v_to_u,81,61,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,61,82,311,u_to_v,61,82,1,,312.0,247,1,1,0,1664,3.514475127293,0
MOT17-02-FRCNN,61,82,311,v_to_u,82,61,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,61,87,311,u_to_v,61,87,1,,312.0,141,1,1,0,1665,8.460386141852,0
MOT17-02-FRCNN,61,87,311,v_to_u,87,61,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,61,89,311,u_to_v,61,89,1,,312.0,289,1,1,0,1666,4.081246791595,0
MOT17-02-FRCNN,61,89,311,v_to_u,89,61,0,no_post_boundary_handoff_frame,,0,1,1,0,0,,0
MOT17-02-FRCNN,1,4,315,u_to_v,1,4,1,,316.0,16,315,315,66,1667,1.465495858278,1
MOT17-02-FRCNN,1,4,315,v_to_u,4,1,1,,335.0,244,315,315,0,1668,1.465495858278,0
