seq,u,v,boundary_frame,transaction_type,donor_raw_tid,receiver_raw_tid,accepted,effective_start_frame,changed_rows,pair_common_frames,pair_common_span,donor_anchor,receiver_anchor,candidate_policy_version,donor_first_frame,donor_last_frame,receiver_first_frame,receiver_last_frame,donor_track_rows,receiver_track_rows,donor_history_rows,receiver_history_rows,handoff_gap,future_receiver_rows,future_receiver_unique_frames,future_receiver_span,future_receiver_density,boundary_center_distance_norm,boundary_bottom_gap_norm,boundary_iou,boundary_log_width_ratio_abs,boundary_log_height_ratio_abs,boundary_donor_score,boundary_receiver_score,canonical_rank,enumeration_rank,candidate_priority,receiver_anchor_count,receiver_anchor_counts,target_rows_with_receiver_anchor,h30_history_donor_rows,h30_history_receiver_rows,h30_receiver_anchor_count,h30_future_rows,h30_history_donor_matched,h30_history_receiver_matched,h30_future_matched,h30_future_match_rate,h30_future_mean_match_iou,h30_donor_dominant_gt,h30_receiver_dominant_gt,h30_future_dominant_gt,h30_donor_gt_purity,h30_receiver_gt_purity,h30_future_gt_purity,h30_future_gt_entropy,h30_future_unique_gt,h30_history_dominant_same_gt,h30_donor_future_support_rows,h30_receiver_future_support_rows,h30_benefit_rows,h30_harm_rows,h30_row_net,h30_donor_minus_receiver_support_frac,h30_donor_same_pairs,h30_donor_different_pairs,h30_receiver_same_pairs,h30_receiver_different_pairs,h30_pairwise_net_pairs,h30_pairwise_affected_pairs,h30_pairwise_net_norm,h30_baseline_local_idtp,h30_edited_local_idtp,h30_idtp_delta,h30_idtp_delta_norm,h30_future_span_frames,h30_future_density,h60_history_donor_rows,h60_history_receiver_rows,h60_receiver_anchor_count,h60_future_rows,h60_history_donor_matched,h60_history_receiver_matched,h60_future_matched,h60_future_match_rate,h60_future_mean_match_iou,h60_donor_dominant_gt,h60_receiver_dominant_gt,h60_future_dominant_gt,h60_donor_gt_purity,h60_receiver_gt_purity,h60_future_gt_purity,h60_future_gt_entropy,h60_future_unique_gt,h60_history_dominant_same_gt,h60_donor_future_support_rows,h60_receiver_future_support_rows,h60_benefit_rows,h60_harm_rows,h60_row_net,h60_donor_minus_receiver_support_frac,h60_donor_same_pairs,h60_donor_different_pairs,h60_receiver_same_pairs,h60_receiver_different_pairs,h60_pairwise_net_pairs,h60_pairwise_affected_pairs,h60_pairwise_net_norm,h60_baseline_local_idtp,h60_edited_local_idtp,h60_idtp_delta,h60_idtp_delta_norm,h60_future_span_frames,h60_future_density,h120_history_donor_rows,h120_history_receiver_rows,h120_receiver_anchor_count,h120_future_rows,h120_history_donor_matched,h120_history_receiver_matched,h120_future_matched,h120_future_match_rate,h120_future_mean_match_iou,h120_donor_dominant_gt,h120_receiver_dominant_gt,h120_future_dominant_gt,h120_donor_gt_purity,h120_receiver_gt_purity,h120_future_gt_purity,h120_future_gt_entropy,h120_future_unique_gt,h120_history_dominant_same_gt,h120_donor_future_support_rows,h120_receiver_future_support_rows,h120_benefit_rows,h120_harm_rows,h120_row_net,h120_donor_minus_receiver_support_frac,h120_donor_same_pairs,h120_donor_different_pairs,h120_receiver_same_pairs,h120_receiver_different_pairs,h120_pairwise_net_pairs,h120_pairwise_affected_pairs,h120_pairwise_net_norm,h120_baseline_local_idtp,h120_edited_local_idtp,h120_idtp_delta,h120_idtp_delta_norm,h120_future_span_frames,h120_future_density,h300_history_donor_rows,h300_history_receiver_rows,h300_receiver_anchor_count,h300_future_rows,h300_history_donor_matched,h300_history_receiver_matched,h300_future_matched,h300_future_match_rate,h300_future_mean_match_iou,h300_donor_dominant_gt,h300_receiver_dominant_gt,h300_future_dominant_gt,h300_donor_gt_purity,h300_receiver_gt_purity,h300_future_gt_purity,h300_future_gt_entropy,h300_future_unique_gt,h300_history_dominant_same_gt,h300_donor_future_support_rows,h300_receiver_future_support_rows,h300_benefit_rows,h300_harm_rows,h300_row_net,h300_donor_minus_receiver_support_frac,h300_donor_same_pairs,h300_donor_different_pairs,h300_receiver_same_pairs,h300_receiver_different_pairs,h300_pairwise_net_pairs,h300_pairwise_affected_pairs,h300_pairwise_net_norm,h300_baseline_local_idtp,h300_edited_local_idtp,h300_idtp_delta,h300_idtp_delta_norm,h300_future_span_frames,h300_future_density,full_history_donor_rows,full_history_receiver_rows,full_receiver_anchor_count,full_future_rows,full_history_donor_matched,full_history_receiver_matched,full_future_matched,full_future_match_rate,full_future_mean_match_iou,full_donor_dominant_gt,full_receiver_dominant_gt,full_future_dominant_gt,full_donor_gt_purity,full_receiver_gt_purity,full_future_gt_purity,full_future_gt_entropy,full_future_unique_gt,full_history_dominant_same_gt,full_donor_future_support_rows,full_receiver_future_support_rows,full_benefit_rows,full_harm_rows,full_row_net,full_donor_minus_receiver_support_frac,full_donor_same_pairs,full_donor_different_pairs,full_receiver_same_pairs,full_receiver_different_pairs,full_pairwise_net_pairs,full_pairwise_affected_pairs,full_pairwise_net_norm,full_baseline_local_idtp,full_edited_local_idtp,full_idtp_delta,full_idtp_delta_norm,full_future_span_frames,full_future_density
MOT17-05-FRCNN,110,132,741,u_to_v,110,132,1,742,94,86,86,110,132,1,506,741,656,835,236,180,236,86,1,94,94,94,1.0,0.320504906662,0.50258066463,0.224461342222,0.766565153836,0.727486627792,-1.0,-1.0,131,1109,0.539439915427,1,"{""132"": 94}",94,30,30,1,30,25,30,30,1.0,0.863772341899,66,71,71,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,750,900,0,-1650,1650,-1.0,85,55,-30,-0.352941176471,30,1.0,60,60,1,60,55,60,59,0.983333333333,0.804988041818,66,71,71,1.0,1.0,1.0,-0.0,1,0,0,59,0,59,-1.0,-1.0,0,3245,3540,0,-6785,6785,-1.0,174,115,-59,-0.33908045977,60,1.0,120,86,1,94,115,85,91,0.968085106383,0.830670409761,66,71,71,1.0,1.0,0.659340659341,0.641471846381,2,0,0,60,0,60,-0.659340659341,-0.659340659341,0,10465,5100,2635,-12930,18200,-0.71043956044,260,200,-60,-0.20618556701,94,1.0,236,86,1,94,191,85,91,0.968085106383,0.830670409761,66,71,71,0.628272251309,1.0,0.659340659341,0.641471846381,2,0,0,60,0,60,-0.659340659341,-0.659340659341,0,17381,5100,2635,-19846,25116,-0.790173594521,265,205,-60,-0.16348773842,94,1.0,236,86,1,94,191,85,91,0.968085106383,0.830670409761,66,71,71,0.628272251309,1.0,0.659340659341,0.641471846381,2,0,0,60,0,60,-0.659340659341,-0.659340659341,0,17381,5100,2635,-19846,25116,-0.790173594521,265,205,-60,-0.16348773842,94,1.0
MOT17-05-FRCNN,110,152,741,u_to_v,110,152,1,742,34,9,9,110,152,1,506,741,733,775,236,43,236,9,1,34,34,34,1.0,1.079186682166,0.035542119412,0.0,0.011309199804,0.002755202184,-1.0,-1.0,132,1113,1.089478652218,1,"{""152"": 34}",34,30,9,1,30,25,9,30,1.0,0.83994051595,66,87,87,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,750,270,0,-1020,1020,-1.0,64,34,-30,-0.46875,30,1.0,60,9,1,34,55,9,34,1.0,0.834395400098,66,87,87,1.0,1.0,1.0,-0.0,1,0,0,34,0,34,-1.0,-1.0,0,1870,306,0,-2176,2176,-1.0,98,64,-34,-0.34693877551,34,1.0,120,9,1,34,115,9,34,1.0,0.834395400098,66,87,87,1.0,1.0,1.0,-0.0,1,0,0,34,0,34,-1.0,-1.0,0,3910,306,0,-4216,4216,-1.0,158,124,-34,-0.215189873418,34,1.0,236,9,1,34,191,9,34,1.0,0.834395400098,66,87,87,0.628272251309,1.0,1.0,-0.0,1,0,0,34,0,34,-1.0,-1.0,0,6494,306,0,-6800,6800,-1.0,163,129,-34,-0.145299145299,34,1.0,236,9,1,34,191,9,34,1.0,0.834395400098,66,87,87,0.628272251309,1.0,1.0,-0.0,1,0,0,34,0,34,-1.0,-1.0,0,6494,306,0,-6800,6800,-1.0,163,129,-34,-0.145299145299,34,1.0
MOT17-05-FRCNN,148,153,743,v_to_u,153,148,1,744,3,1,1,153,148,1,743,743,721,746,1,26,1,23,1,3,3,3,1.0,0.517609254364,0.138750157632,0.082510409005,0.373704818614,0.190369889977,-1.0,-1.0,133,1118,0.58807666238,1,"{""148"": 3}",3,1,23,1,3,0,21,3,1.0,0.728151072815,-1,85,85,,1.0,1.0,-0.0,1,0,0,3,0,0,0.0,-1.0,0,0,63,0,-63,63,-1.0,24,21,-3,-0.125,3,1.0,1,23,1,3,0,21,3,1.0,0.728151072815,-1,85,85,,1.0,1.0,-0.0,1,0,0,3,0,0,0.0,-1.0,0,0,63,0,-63,63,-1.0,24,21,-3,-0.125,3,1.0,1,23,1,3,0,21,3,1.0,0.728151072815,-1,85,85,,1.0,1.0,-0.0,1,0,0,3,0,0,0.0,-1.0,0,0,63,0,-63,63,-1.0,24,21,-3,-0.125,3,1.0,1,23,1,3,0,21,3,1.0,0.728151072815,-1,85,85,,1.0,1.0,-0.0,1,0,0,3,0,0,0.0,-1.0,0,0,63,0,-63,63,-1.0,24,21,-3,-0.125,3,1.0,1,23,1,3,0,21,3,1.0,0.728151072815,-1,85,85,,1.0,1.0,-0.0,1,0,0,3,0,0,0.0,-1.0,0,0,63,0,-63,63,-1.0,24,21,-3,-0.125,3,1.0
MOT17-05-FRCNN,155,156,751,v_to_u,156,155,1,752,40,1,1,156,155,1,751,751,748,791,1,44,1,4,1,40,40,40,1.0,1.27271215543,0.133471783401,0.0,0.257437029313,0.253649513989,-1.0,-1.0,134,1135,1.35718875561,1,"{""155"": 40}",40,1,4,1,30,0,4,24,0.8,0.725125664315,-1,84,84,,1.0,0.791666666667,0.615990578321,3,0,0,19,0,0,0.0,-0.791666666667,0,0,76,20,-56,96,-0.583333333333,23,19,-4,-0.142857142857,30,1.0,1,4,1,40,0,4,31,0.775,0.751682480052,-1,84,84,,1.0,0.612903225806,0.778464991422,3,0,0,19,0,0,0.0,-0.612903225806,0,0,76,48,-28,124,-0.225806451613,23,19,-4,-0.114285714286,40,1.0,1,4,1,40,0,4,31,0.775,0.751682480052,-1,84,84,,1.0,0.612903225806,0.778464991422,3,0,0,19,0,0,0.0,-0.612903225806,0,0,76,48,-28,124,-0.225806451613,23,19,-4,-0.114285714286,40,1.0,1,4,1,40,0,4,31,0.775,0.751682480052,-1,84,84,,1.0,0.612903225806,0.778464991422,3,0,0,19,0,0,0.0,-0.612903225806,0,0,76,48,-28,124,-0.225806451613,23,19,-4,-0.114285714286,40,1.0,1,4,1,40,0,4,31,0.775,0.751682480052,-1,84,84,,1.0,0.612903225806,0.778464991422,3,0,0,19,0,0,0.0,-0.612903225806,0,0,76,48,-28,124,-0.225806451613,23,19,-4,-0.114285714286,40,1.0
MOT17-05-FRCNN,154,157,752,v_to_u,157,154,1,753,12,1,1,157,154,1,752,752,744,764,1,21,1,9,1,12,12,12,1.0,1.106084374499,0.506133539472,0.0,0.913235221094,0.877921688468,-1.0,-1.0,135,1142,1.411733450323,1,"{""154"": 12}",12,1,9,1,12,1,8,11,0.916666666667,0.902281745783,89,88,88,1.0,1.0,1.0,-0.0,1,0,0,11,0,11,-1.0,-1.0,0,11,88,0,-99,99,-1.0,20,11,-9,-0.45,12,1.0,1,9,1,12,1,8,11,0.916666666667,0.902281745783,89,88,88,1.0,1.0,1.0,-0.0,1,0,0,11,0,11,-1.0,-1.0,0,11,88,0,-99,99,-1.0,20,11,-9,-0.45,12,1.0,1,9,1,12,1,8,11,0.916666666667,0.902281745783,89,88,88,1.0,1.0,1.0,-0.0,1,0,0,11,0,11,-1.0,-1.0,0,11,88,0,-99,99,-1.0,20,11,-9,-0.45,12,1.0,1,9,1,12,1,8,11,0.916666666667,0.902281745783,89,88,88,1.0,1.0,1.0,-0.0,1,0,0,11,0,11,-1.0,-1.0,0,11,88,0,-99,99,-1.0,20,11,-9,-0.45,12,1.0,1,9,1,12,1,8,11,0.916666666667,0.902281745783,89,88,88,1.0,1.0,1.0,-0.0,1,0,0,11,0,11,-1.0,-1.0,0,11,88,0,-99,99,-1.0,20,11,-9,-0.45,12,1.0
MOT17-05-FRCNN,158,159,757,v_to_u,159,158,1,758,32,4,4,159,158,1,754,757,753,789,4,37,4,5,1,32,32,32,1.0,0.264990564763,0.081437400034,0.422486381833,0.003389239497,0.055542874719,-1.0,-1.0,136,1161,0.185621530735,1,"{""158"": 32}",32,4,5,1,30,4,5,25,0.833333333333,0.790561983475,89,98,89,1.0,1.0,0.68,0.626869457572,2,0,17,0,17,0,0.68,0.68,68,32,0,125,161,225,0.715555555556,17,26,9,0.264705882353,30,1.0,4,5,1,32,4,5,26,0.8125,0.787876343669,89,98,89,1.0,1.0,0.653846153846,0.645033151676,2,0,17,0,17,0,0.653846153846,0.653846153846,68,36,0,130,162,234,0.692307692308,17,26,9,0.257142857143,32,1.0,4,5,1,32,4,5,26,0.8125,0.787876343669,89,98,89,1.0,1.0,0.653846153846,0.645033151676,2,0,17,0,17,0,0.653846153846,0.653846153846,68,36,0,130,162,234,0.692307692308,17,26,9,0.257142857143,32,1.0,4,5,1,32,4,5,26,0.8125,0.787876343669,89,98,89,1.0,1.0,0.653846153846,0.645033151676,2,0,17,0,17,0,0.653846153846,0.653846153846,68,36,0,130,162,234,0.692307692308,17,26,9,0.257142857143,32,1.0,4,5,1,32,4,5,26,0.8125,0.787876343669,89,98,89,1.0,1.0,0.653846153846,0.645033151676,2,0,17,0,17,0,0.653846153846,0.653846153846,68,36,0,130,162,234,0.692307692308,17,26,9,0.257142857143,32,1.0
MOT17-05-FRCNN,160,161,763,u_to_v,160,161,1,764,25,6,6,160,161,1,754,763,758,788,10,31,10,6,1,25,25,25,1.0,0.106156786446,0.342591779003,0.3328039557,0.519895980736,0.580305703253,-1.0,-1.0,137,1171,0.218623910671,1,"{""161"": 25}",25,10,6,1,25,7,6,23,0.92,0.8298305047,141,90,90,1.0,1.0,1.0,-0.0,1,0,0,23,0,23,-1.0,-1.0,0,161,138,0,-299,299,-1.0,36,23,-13,-0.361111111111,25,1.0,10,6,1,25,7,6,23,0.92,0.8298305047,141,90,90,1.0,1.0,1.0,-0.0,1,0,0,23,0,23,-1.0,-1.0,0,161,138,0,-299,299,-1.0,36,23,-13,-0.361111111111,25,1.0,10,6,1,25,7,6,23,0.92,0.8298305047,141,90,90,1.0,1.0,1.0,-0.0,1,0,0,23,0,23,-1.0,-1.0,0,161,138,0,-299,299,-1.0,36,23,-13,-0.361111111111,25,1.0,10,6,1,25,7,6,23,0.92,0.8298305047,141,90,90,1.0,1.0,1.0,-0.0,1,0,0,23,0,23,-1.0,-1.0,0,161,138,0,-299,299,-1.0,36,23,-13,-0.361111111111,25,1.0,10,6,1,25,7,6,23,0.92,0.8298305047,141,90,90,1.0,1.0,1.0,-0.0,1,0,0,23,0,23,-1.0,-1.0,0,161,138,0,-299,299,-1.0,36,23,-13,-0.361111111111,25,1.0
MOT17-05-FRCNN,118,165,767,v_to_u,165,118,1,768,70,1,1,165,118,1,767,767,553,837,1,285,1,215,1,70,70,70,1.0,1.082200984558,1.242963950242,0.0,1.74205080427,1.856858223701,-1.0,-1.0,138,1187,1.752832874915,1,"{""118"": 70}",70,1,30,1,30,1,30,30,1.0,0.868900469485,141,129,129,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,30,900,0,-930,930,-1.0,61,31,-30,-0.491803278689,30,1.0,1,60,1,60,1,60,60,1.0,0.86921735173,141,129,129,1.0,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,60,3600,0,-3660,3660,-1.0,121,61,-60,-0.495867768595,60,1.0,1,120,1,70,1,120,70,1.0,0.874185475327,141,129,129,1.0,1.0,1.0,-0.0,1,0,0,70,0,70,-1.0,-1.0,0,70,8400,0,-8470,8470,-1.0,191,121,-70,-0.366492146597,70,1.0,1,215,1,70,1,210,70,1.0,0.874185475327,141,129,129,1.0,0.77619047619,1.0,-0.0,1,0,0,70,0,70,-1.0,-1.0,0,70,11410,3290,-8190,14770,-0.554502369668,234,164,-70,-0.249110320285,70,1.0,1,215,1,70,1,210,70,1.0,0.874185475327,141,129,129,1.0,0.77619047619,1.0,-0.0,1,0,0,70,0,70,-1.0,-1.0,0,70,11410,3290,-8190,14770,-0.554502369668,234,164,-70,-0.249110320285,70,1.0
MOT17-05-FRCNN,103,152,775,v_to_u,152,103,1,776,33,43,43,152,103,1,733,775,417,808,43,392,43,359,1,33,33,33,1.0,1.878823179037,1.029649309075,0.0,1.838288966367,1.702606281795,-1.0,-1.0,139,1197,2.490325031122,1,"{""103"": 33}",33,30,30,1,30,30,30,30,1.0,0.886403775904,87,128,128,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,900,900,0,-1800,1800,-1.0,90,60,-30,-0.333333333333,30,1.0,43,60,1,33,43,60,32,0.969696969697,0.884363605314,87,128,128,1.0,1.0,1.0,-0.0,1,0,0,32,0,32,-1.0,-1.0,0,1376,1920,0,-3296,3296,-1.0,135,103,-32,-0.237037037037,33,1.0,43,120,1,33,43,120,32,0.969696969697,0.884363605314,87,128,128,1.0,1.0,1.0,-0.0,1,0,0,32,0,32,-1.0,-1.0,0,1376,3840,0,-5216,5216,-1.0,195,163,-32,-0.164102564103,33,1.0,43,300,1,33,43,298,32,0.969696969697,0.884363605314,87,128,128,1.0,1.0,1.0,-0.0,1,0,0,32,0,32,-1.0,-1.0,0,1376,9536,0,-10912,10912,-1.0,373,341,-32,-0.085790884718,33,1.0,43,359,1,33,43,357,32,0.969696969697,0.884363605314,87,128,128,1.0,1.0,1.0,-0.0,1,0,0,32,0,32,-1.0,-1.0,0,1376,11424,0,-12800,12800,-1.0,432,400,-32,-0.074074074074,33,1.0
MOT17-05-FRCNN,118,152,775,v_to_u,152,118,1,776,62,43,43,152,118,1,733,775,553,837,43,285,43,223,1,62,62,62,1.0,0.302575512958,0.475304793788,0.188837678039,0.744576051906,0.776516797222,-1.0,-1.0,140,1198,0.526301576808,1,"{""118"": 62}",62,30,30,1,30,30,30,30,1.0,0.843103435193,87,129,129,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,900,900,0,-1800,1800,-1.0,90,60,-30,-0.333333333333,30,1.0,43,60,1,60,43,60,60,1.0,0.869254704163,87,129,129,1.0,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,2580,3600,0,-6180,6180,-1.0,163,103,-60,-0.368098159509,60,1.0,43,120,1,62,43,120,62,1.0,0.869750549766,87,129,129,1.0,1.0,1.0,-0.0,1,0,0,62,0,62,-1.0,-1.0,0,2666,7440,0,-10106,10106,-1.0,225,163,-62,-0.275555555556,62,1.0,43,223,1,62,43,218,62,1.0,0.869750549766,87,129,129,1.0,0.784403669725,1.0,-0.0,1,0,0,62,0,62,-1.0,-1.0,0,2666,10602,2914,-10354,16182,-0.639846743295,276,214,-62,-0.191950464396,62,1.0,43,223,1,62,43,218,62,1.0,0.869750549766,87,129,129,1.0,0.784403669725,1.0,-0.0,1,0,0,62,0,62,-1.0,-1.0,0,2666,10602,2914,-10354,16182,-0.639846743295,276,214,-62,-0.191950464396,62,1.0
MOT17-05-FRCNN,132,169,781,v_to_u,169,132,1,782,54,3,3,169,132,1,779,781,656,835,3,180,3,126,1,54,54,54,1.0,2.903199087751,1.228952336757,0.0,1.742443158485,1.834619570868,-1.0,-1.0,141,1211,3.568143444876,1,"{""132"": 54}",54,3,30,1,30,2,30,28,0.933333333333,0.734255144975,141,71,71,1.0,1.0,0.714285714286,0.598269588585,2,0,0,20,0,20,-0.714285714286,-0.714285714286,0,56,600,240,-416,896,-0.464285714286,52,38,-14,-0.233333333333,30,1.0,3,60,1,54,2,60,51,0.944444444444,0.801271819007,141,71,93,1.0,1.0,0.607843137255,0.669703107036,2,0,0,20,0,20,-0.392156862745,-0.392156862745,0,102,1200,1860,558,3162,0.176470588235,82,91,9,0.079646017699,54,1.0,3,120,1,54,2,120,51,0.944444444444,0.801271819007,141,71,93,1.0,1.0,0.607843137255,0.669703107036,2,0,0,20,0,20,-0.392156862745,-0.392156862745,0,102,2400,3720,1218,6222,0.195756991321,142,151,9,0.052023121387,54,1.0,3,126,1,54,2,125,51,0.944444444444,0.801271819007,141,71,93,1.0,1.0,0.607843137255,0.669703107036,2,0,0,20,0,20,-0.392156862745,-0.392156862745,0,102,2500,3875,1273,6477,0.196541608769,147,156,9,0.050561797753,54,1.0,3,126,1,54,2,125,51,0.944444444444,0.801271819007,141,71,93,1.0,1.0,0.607843137255,0.669703107036,2,0,0,20,0,20,-0.392156862745,-0.392156862745,0,102,2500,3875,1273,6477,0.196541608769,147,156,9,0.050561797753,54,1.0
MOT17-05-FRCNN,155,162,786,v_to_u,162,155,1,787,5,29,29,162,155,1,758,786,748,791,29,44,29,39,1,5,5,5,1.0,0.41618089359,0.074397633514,0.17384944974,0.158488590479,0.113099137043,-1.0,-1.0,142,1227,0.418476712285,1,"{""155"": 5}",5,29,30,1,5,27,24,2,0.4,0.851648912761,96,84,96,0.703703703704,0.583333333333,1.0,-0.0,1,0,2,0,2,0,1.0,1.0,38,16,18,30,34,102,0.333333333333,33,35,2,0.037735849057,5,1.0,29,39,1,5,27,33,2,0.4,0.851648912761,96,84,96,0.703703703704,0.69696969697,1.0,-0.0,1,0,2,0,2,0,1.0,1.0,38,16,18,48,52,120,0.433333333333,42,44,2,0.032258064516,5,1.0,29,39,1,5,27,33,2,0.4,0.851648912761,96,84,96,0.703703703704,0.69696969697,1.0,-0.0,1,0,2,0,2,0,1.0,1.0,38,16,18,48,52,120,0.433333333333,42,44,2,0.032258064516,5,1.0,29,39,1,5,27,33,2,0.4,0.851648912761,96,84,96,0.703703703704,0.69696969697,1.0,-0.0,1,0,2,0,2,0,1.0,1.0,38,16,18,48,52,120,0.433333333333,42,44,2,0.032258064516,5,1.0,29,39,1,5,27,33,2,0.4,0.851648912761,96,84,96,0.703703703704,0.69696969697,1.0,-0.0,1,0,2,0,2,0,1.0,1.0,38,16,18,48,52,120,0.433333333333,42,44,2,0.032258064516,5,1.0
MOT17-05-FRCNN,118,166,787,v_to_u,166,118,1,788,50,18,18,166,118,1,770,787,553,837,18,285,18,235,1,50,50,50,1.0,0.626728076374,0.913146251388,0.03186640065,1.361613698745,1.389167869759,-1.0,-1.0,143,1239,1.122126195909,1,"{""118"": 50}",50,18,30,1,30,17,30,30,1.0,0.851274417767,92,129,129,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,510,900,0,-1410,1410,-1.0,77,47,-30,-0.38961038961,30,1.0,18,60,1,50,17,60,50,1.0,0.87130968652,92,129,129,1.0,1.0,1.0,-0.0,1,0,0,50,0,50,-1.0,-1.0,0,850,3000,0,-3850,3850,-1.0,127,77,-50,-0.393700787402,50,1.0,18,120,1,50,17,120,50,1.0,0.87130968652,92,129,129,1.0,1.0,1.0,-0.0,1,0,0,50,0,50,-1.0,-1.0,0,850,6000,0,-6850,6850,-1.0,187,137,-50,-0.267379679144,50,1.0,18,235,1,50,17,230,50,1.0,0.87130968652,92,129,129,1.0,0.795652173913,1.0,-0.0,1,0,0,50,0,50,-1.0,-1.0,0,850,9150,2350,-7650,12350,-0.619433198381,250,200,-50,-0.16835016835,50,1.0,18,235,1,50,17,230,50,1.0,0.87130968652,92,129,129,1.0,0.795652173913,1.0,-0.0,1,0,0,50,0,50,-1.0,-1.0,0,850,9150,2350,-7650,12350,-0.619433198381,250,200,-50,-0.16835016835,50,1.0
MOT17-05-FRCNN,132,147,787,v_to_u,147,132,1,788,48,67,67,147,132,1,721,787,656,835,67,180,67,132,1,48,48,48,1.0,0.429125181403,0.572347562584,0.102704848921,1.092525313352,0.952083648372,-1.0,-1.0,144,1240,0.750996755991,1,"{""132"": 48}",48,30,30,1,30,27,30,28,0.933333333333,0.761085428046,83,71,71,1.0,1.0,0.5,0.69314718056,2,0,0,14,0,14,-0.5,-0.5,0,756,420,420,-756,1596,-0.473684210526,71,57,-14,-0.164705882353,30,1.0,60,60,1,48,57,60,45,0.9375,0.800271633504,83,71,93,1.0,1.0,0.688888888889,0.619986801911,2,0,0,14,0,14,-0.311111111111,-0.311111111111,0,2565,840,1860,-1545,5265,-0.293447293447,131,117,-14,-0.086419753086,48,1.0,67,120,1,48,64,120,45,0.9375,0.800271633504,83,71,93,1.0,1.0,0.688888888889,0.619986801911,2,0,0,14,0,14,-0.311111111111,-0.311111111111,0,2880,1680,3720,-840,8280,-0.101449275362,198,184,-14,-0.061135371179,48,1.0,67,132,1,48,64,131,45,0.9375,0.800271633504,83,71,93,1.0,1.0,0.688888888889,0.619986801911,2,0,0,14,0,14,-0.311111111111,-0.311111111111,0,2880,1834,4061,-653,8775,-0.074415954416,209,195,-14,-0.058333333333,48,1.0,67,132,1,48,64,131,45,0.9375,0.800271633504,83,71,93,1.0,1.0,0.688888888889,0.619986801911,2,0,0,14,0,14,-0.311111111111,-0.311111111111,0,2880,1834,4061,-653,8775,-0.074415954416,209,195,-14,-0.058333333333,48,1.0
MOT17-05-FRCNN,158,171,789,u_to_v,158,171,1,790,47,2,2,158,171,1,753,789,788,836,37,49,37,2,1,47,47,47,1.0,3.746266971234,0.101843267286,0.0,0.282941122156,0.266599070889,-1.0,-1.0,145,1278,3.82668180736,1,"{""171"": 47}",47,30,2,1,30,24,1,30,1.0,0.852671432311,89,97,97,0.625,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,720,30,0,-750,750,-1.0,46,30,-16,-0.290909090909,30,1.0,37,2,1,47,31,1,46,0.978723404255,0.839490264238,89,97,97,0.548387096774,1.0,1.0,-0.0,1,0,0,46,0,46,-1.0,-1.0,0,1426,46,0,-1472,1472,-1.0,64,46,-18,-0.230769230769,47,1.0,37,2,1,47,31,1,46,0.978723404255,0.839490264238,89,97,97,0.548387096774,1.0,1.0,-0.0,1,0,0,46,0,46,-1.0,-1.0,0,1426,46,0,-1472,1472,-1.0,64,46,-18,-0.230769230769,47,1.0,37,2,1,47,31,1,46,0.978723404255,0.839490264238,89,97,97,0.548387096774,1.0,1.0,-0.0,1,0,0,46,0,46,-1.0,-1.0,0,1426,46,0,-1472,1472,-1.0,64,46,-18,-0.230769230769,47,1.0,37,2,1,47,31,1,46,0.978723404255,0.839490264238,89,97,97,0.548387096774,1.0,1.0,-0.0,1,0,0,46,0,46,-1.0,-1.0,0,1426,46,0,-1472,1472,-1.0,64,46,-18,-0.230769230769,47,1.0
