seq,u,v,boundary_frame,transaction_type,donor_raw_tid,receiver_raw_tid,accepted,reject_reason,effective_start_frame,changed_rows,pair_common_frames,pair_common_span,canonical_rank
MOT17-09-FRCNN,16,27,255,v_to_u,27,16,1,,256.0,82,1,1,140
MOT17-09-FRCNN,17,27,255,u_to_v,17,27,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,17,27,255,v_to_u,27,17,1,,256.0,127,1,1,141
MOT17-09-FRCNN,18,27,255,u_to_v,18,27,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,18,27,255,v_to_u,27,18,1,,256.0,146,1,1,142
MOT17-09-FRCNN,20,27,255,u_to_v,20,27,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,20,27,255,v_to_u,27,20,1,,256.0,270,1,1,143
MOT17-09-FRCNN,22,27,255,u_to_v,22,27,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,22,27,255,v_to_u,27,22,1,,256.0,94,1,1,144
MOT17-09-FRCNN,23,27,255,u_to_v,23,27,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,23,27,255,v_to_u,27,23,1,,256.0,232,1,1,145
MOT17-09-FRCNN,24,27,255,u_to_v,24,27,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,24,27,255,v_to_u,27,24,1,,256.0,19,1,1,146
MOT17-09-FRCNN,25,27,255,u_to_v,25,27,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,25,27,255,v_to_u,27,25,1,,256.0,30,1,1,147
MOT17-09-FRCNN,2,24,274,u_to_v,2,24,0,no_post_boundary_handoff_frame,,0,54,54,0
MOT17-09-FRCNN,2,24,274,v_to_u,24,2,1,,275.0,118,54,54,148
MOT17-09-FRCNN,4,24,274,u_to_v,4,24,0,no_post_boundary_handoff_frame,,0,54,54,0
MOT17-09-FRCNN,4,24,274,v_to_u,24,4,1,,275.0,251,54,54,149
MOT17-09-FRCNN,12,24,274,u_to_v,12,24,0,no_post_boundary_handoff_frame,,0,54,54,0
MOT17-09-FRCNN,12,24,274,v_to_u,24,12,1,,275.0,118,54,54,150
MOT17-09-FRCNN,14,24,274,u_to_v,14,24,0,no_post_boundary_handoff_frame,,0,54,54,0
MOT17-09-FRCNN,14,24,274,v_to_u,24,14,1,,275.0,66,54,54,151
MOT17-09-FRCNN,16,24,274,u_to_v,16,24,0,no_post_boundary_handoff_frame,,0,54,54,0
MOT17-09-FRCNN,16,24,274,v_to_u,24,16,1,,275.0,63,54,54,152
MOT17-09-FRCNN,17,24,274,u_to_v,17,24,0,no_post_boundary_handoff_frame,,0,54,54,0
MOT17-09-FRCNN,17,24,274,v_to_u,24,17,1,,275.0,108,54,54,153
MOT17-09-FRCNN,18,24,274,u_to_v,18,24,0,no_post_boundary_handoff_frame,,0,54,54,0
MOT17-09-FRCNN,18,24,274,v_to_u,24,18,1,,275.0,127,54,54,154
MOT17-09-FRCNN,20,24,274,u_to_v,20,24,0,no_post_boundary_handoff_frame,,0,54,54,0
MOT17-09-FRCNN,20,24,274,v_to_u,24,20,1,,275.0,251,54,54,155
MOT17-09-FRCNN,22,24,274,u_to_v,22,24,0,no_post_boundary_handoff_frame,,0,54,54,0
MOT17-09-FRCNN,22,24,274,v_to_u,24,22,1,,275.0,75,54,54,156
MOT17-09-FRCNN,23,24,274,u_to_v,23,24,0,no_post_boundary_handoff_frame,,0,54,54,0
MOT17-09-FRCNN,23,24,274,v_to_u,24,23,1,,275.0,213,54,54,157
MOT17-09-FRCNN,24,25,274,u_to_v,24,25,1,,275.0,11,52,52,158
MOT17-09-FRCNN,24,25,274,v_to_u,25,24,0,no_post_boundary_handoff_frame,,0,52,52,0
MOT17-09-FRCNN,2,28,277,u_to_v,2,28,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,2,28,277,v_to_u,28,2,1,,278.0,115,1,1,159
MOT17-09-FRCNN,4,28,277,u_to_v,4,28,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,4,28,277,v_to_u,28,4,1,,278.0,248,1,1,160
MOT17-09-FRCNN,12,28,277,u_to_v,12,28,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,12,28,277,v_to_u,28,12,1,,278.0,115,1,1,161
MOT17-09-FRCNN,14,28,277,u_to_v,14,28,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,14,28,277,v_to_u,28,14,1,,278.0,63,1,1,162
MOT17-09-FRCNN,16,28,277,u_to_v,16,28,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,16,28,277,v_to_u,28,16,1,,278.0,60,1,1,163
MOT17-09-FRCNN,17,28,277,u_to_v,17,28,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,17,28,277,v_to_u,28,17,1,,278.0,105,1,1,164
MOT17-09-FRCNN,18,28,277,u_to_v,18,28,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,18,28,277,v_to_u,28,18,1,,278.0,124,1,1,165
MOT17-09-FRCNN,20,28,277,u_to_v,20,28,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,20,28,277,v_to_u,28,20,1,,278.0,248,1,1,166
MOT17-09-FRCNN,22,28,277,u_to_v,22,28,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,22,28,277,v_to_u,28,22,1,,278.0,72,1,1,167
MOT17-09-FRCNN,23,28,277,u_to_v,23,28,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,23,28,277,v_to_u,28,23,1,,278.0,210,1,1,168
MOT17-09-FRCNN,25,28,277,u_to_v,25,28,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,25,28,277,v_to_u,28,25,1,,278.0,8,1,1,169
MOT17-09-FRCNN,2,25,285,u_to_v,2,25,0,no_post_boundary_handoff_frame,,0,63,63,0
MOT17-09-FRCNN,2,25,285,v_to_u,25,2,1,,286.0,107,63,63,170
MOT17-09-FRCNN,4,25,285,u_to_v,4,25,0,no_post_boundary_handoff_frame,,0,63,63,0
MOT17-09-FRCNN,4,25,285,v_to_u,25,4,1,,286.0,240,63,63,171
MOT17-09-FRCNN,12,25,285,u_to_v,12,25,0,no_post_boundary_handoff_frame,,0,63,63,0
MOT17-09-FRCNN,12,25,285,v_to_u,25,12,1,,286.0,107,63,63,172
MOT17-09-FRCNN,14,25,285,u_to_v,14,25,0,no_post_boundary_handoff_frame,,0,63,63,0
MOT17-09-FRCNN,14,25,285,v_to_u,25,14,1,,286.0,55,63,63,173
MOT17-09-FRCNN,16,25,285,u_to_v,16,25,0,no_post_boundary_handoff_frame,,0,63,63,0
MOT17-09-FRCNN,16,25,285,v_to_u,25,16,1,,286.0,52,63,63,174
MOT17-09-FRCNN,17,25,285,u_to_v,17,25,0,no_post_boundary_handoff_frame,,0,63,63,0
MOT17-09-FRCNN,17,25,285,v_to_u,25,17,1,,286.0,97,63,63,175
MOT17-09-FRCNN,18,25,285,u_to_v,18,25,0,no_post_boundary_handoff_frame,,0,63,63,0
MOT17-09-FRCNN,18,25,285,v_to_u,25,18,1,,286.0,116,63,63,176
MOT17-09-FRCNN,20,25,285,u_to_v,20,25,0,no_post_boundary_handoff_frame,,0,63,63,0
MOT17-09-FRCNN,20,25,285,v_to_u,25,20,1,,286.0,240,63,63,177
MOT17-09-FRCNN,22,25,285,u_to_v,22,25,0,no_post_boundary_handoff_frame,,0,63,63,0
MOT17-09-FRCNN,22,25,285,v_to_u,25,22,1,,286.0,64,63,63,178
MOT17-09-FRCNN,23,25,285,u_to_v,23,25,0,no_post_boundary_handoff_frame,,0,63,63,0
MOT17-09-FRCNN,23,25,285,v_to_u,25,23,1,,286.0,202,63,63,179
MOT17-09-FRCNN,2,29,331,u_to_v,2,29,0,no_post_boundary_handoff_frame,,0,46,46,0
MOT17-09-FRCNN,2,29,331,v_to_u,29,2,1,,332.0,61,46,46,180
MOT17-09-FRCNN,4,29,331,u_to_v,4,29,0,no_post_boundary_handoff_frame,,0,46,46,0
MOT17-09-FRCNN,4,29,331,v_to_u,29,4,1,,332.0,194,46,46,181
MOT17-09-FRCNN,12,29,331,u_to_v,12,29,0,no_post_boundary_handoff_frame,,0,46,46,0
MOT17-09-FRCNN,12,29,331,v_to_u,29,12,1,,332.0,61,46,46,182
MOT17-09-FRCNN,14,29,331,u_to_v,14,29,0,no_post_boundary_handoff_frame,,0,46,46,0
MOT17-09-FRCNN,14,29,331,v_to_u,29,14,1,,332.0,9,46,46,183
MOT17-09-FRCNN,16,29,331,u_to_v,16,29,0,no_post_boundary_handoff_frame,,0,46,46,0
MOT17-09-FRCNN,16,29,331,v_to_u,29,16,1,,332.0,6,46,46,184
MOT17-09-FRCNN,17,29,331,u_to_v,17,29,0,no_post_boundary_handoff_frame,,0,46,46,0
MOT17-09-FRCNN,17,29,331,v_to_u,29,17,1,,332.0,51,46,46,185
MOT17-09-FRCNN,18,29,331,u_to_v,18,29,0,no_post_boundary_handoff_frame,,0,46,46,0
MOT17-09-FRCNN,18,29,331,v_to_u,29,18,1,,332.0,70,46,46,186
MOT17-09-FRCNN,20,29,331,u_to_v,20,29,0,no_post_boundary_handoff_frame,,0,46,46,0
MOT17-09-FRCNN,20,29,331,v_to_u,29,20,1,,332.0,194,46,46,187
MOT17-09-FRCNN,22,29,331,u_to_v,22,29,0,no_post_boundary_handoff_frame,,0,46,46,0
MOT17-09-FRCNN,22,29,331,v_to_u,29,22,1,,332.0,18,46,46,188
MOT17-09-FRCNN,23,29,331,u_to_v,23,29,0,no_post_boundary_handoff_frame,,0,46,46,0
MOT17-09-FRCNN,23,29,331,v_to_u,29,23,1,,332.0,156,46,46,189
MOT17-09-FRCNN,29,30,331,u_to_v,29,30,1,,332.0,140,37,37,190
MOT17-09-FRCNN,29,30,331,v_to_u,30,29,0,no_post_boundary_handoff_frame,,0,37,37,0
MOT17-09-FRCNN,2,16,337,u_to_v,2,16,0,no_post_boundary_handoff_frame,,0,169,169,0
MOT17-09-FRCNN,2,16,337,v_to_u,16,2,1,,338.0,55,169,169,191
MOT17-09-FRCNN,4,16,337,u_to_v,4,16,0,no_post_boundary_handoff_frame,,0,169,169,0
MOT17-09-FRCNN,4,16,337,v_to_u,16,4,1,,338.0,188,169,169,192
MOT17-09-FRCNN,12,16,337,u_to_v,12,16,0,no_post_boundary_handoff_frame,,0,169,169,0
MOT17-09-FRCNN,12,16,337,v_to_u,16,12,1,,338.0,55,169,169,193
MOT17-09-FRCNN,14,16,337,u_to_v,14,16,0,no_post_boundary_handoff_frame,,0,169,169,0
MOT17-09-FRCNN,14,16,337,v_to_u,16,14,1,,338.0,3,169,169,194
MOT17-09-FRCNN,16,17,337,u_to_v,16,17,1,,338.0,45,168,168,195
MOT17-09-FRCNN,16,17,337,v_to_u,17,16,0,no_post_boundary_handoff_frame,,0,168,168,0
MOT17-09-FRCNN,16,18,337,u_to_v,16,18,1,,338.0,64,157,157,196
MOT17-09-FRCNN,16,18,337,v_to_u,18,16,0,no_post_boundary_handoff_frame,,0,157,157,0
MOT17-09-FRCNN,16,20,337,u_to_v,16,20,1,,338.0,188,140,140,197
MOT17-09-FRCNN,16,20,337,v_to_u,20,16,0,no_post_boundary_handoff_frame,,0,140,140,0
MOT17-09-FRCNN,16,22,337,u_to_v,16,22,1,,338.0,12,122,122,198
MOT17-09-FRCNN,16,22,337,v_to_u,22,16,0,no_post_boundary_handoff_frame,,0,122,122,0
MOT17-09-FRCNN,16,23,337,u_to_v,16,23,1,,338.0,150,119,119,199
MOT17-09-FRCNN,16,23,337,v_to_u,23,16,0,no_post_boundary_handoff_frame,,0,119,119,0
MOT17-09-FRCNN,16,30,337,u_to_v,16,30,1,,338.0,134,43,43,200
MOT17-09-FRCNN,16,30,337,v_to_u,30,16,0,no_post_boundary_handoff_frame,,0,43,43,0
MOT17-09-FRCNN,2,14,340,u_to_v,2,14,0,no_post_boundary_handoff_frame,,0,196,196,0
MOT17-09-FRCNN,2,14,340,v_to_u,14,2,1,,341.0,52,196,196,201
MOT17-09-FRCNN,4,14,340,u_to_v,4,14,0,no_post_boundary_handoff_frame,,0,196,196,0
MOT17-09-FRCNN,4,14,340,v_to_u,14,4,1,,341.0,185,196,196,202
MOT17-09-FRCNN,12,14,340,u_to_v,12,14,0,no_post_boundary_handoff_frame,,0,196,196,0
MOT17-09-FRCNN,12,14,340,v_to_u,14,12,1,,341.0,52,196,196,203
MOT17-09-FRCNN,14,17,340,u_to_v,14,17,1,,341.0,42,171,171,204
MOT17-09-FRCNN,14,17,340,v_to_u,17,14,0,no_post_boundary_handoff_frame,,0,171,171,0
MOT17-09-FRCNN,14,18,340,u_to_v,14,18,1,,341.0,61,160,160,205
MOT17-09-FRCNN,14,18,340,v_to_u,18,14,0,no_post_boundary_handoff_frame,,0,160,160,0
MOT17-09-FRCNN,14,20,340,u_to_v,14,20,1,,341.0,185,143,143,206
MOT17-09-FRCNN,14,20,340,v_to_u,20,14,0,no_post_boundary_handoff_frame,,0,143,143,0
MOT17-09-FRCNN,14,22,340,u_to_v,14,22,1,,341.0,9,125,125,207
MOT17-09-FRCNN,14,22,340,v_to_u,22,14,0,no_post_boundary_handoff_frame,,0,125,125,0
MOT17-09-FRCNN,14,23,340,u_to_v,14,23,1,,341.0,147,122,122,208
MOT17-09-FRCNN,14,23,340,v_to_u,23,14,0,no_post_boundary_handoff_frame,,0,122,122,0
MOT17-09-FRCNN,14,30,340,u_to_v,14,30,1,,341.0,131,46,46,209
MOT17-09-FRCNN,14,30,340,v_to_u,30,14,0,no_post_boundary_handoff_frame,,0,46,46,0
MOT17-09-FRCNN,2,22,349,u_to_v,2,22,0,no_post_boundary_handoff_frame,,0,134,134,0
MOT17-09-FRCNN,2,22,349,v_to_u,22,2,1,,350.0,43,134,134,210
MOT17-09-FRCNN,4,22,349,u_to_v,4,22,0,no_post_boundary_handoff_frame,,0,134,134,0
MOT17-09-FRCNN,4,22,349,v_to_u,22,4,1,,350.0,176,134,134,211
MOT17-09-FRCNN,12,22,349,u_to_v,12,22,0,no_post_boundary_handoff_frame,,0,134,134,0
MOT17-09-FRCNN,12,22,349,v_to_u,22,12,1,,350.0,43,134,134,212
MOT17-09-FRCNN,17,22,349,u_to_v,17,22,0,no_post_boundary_handoff_frame,,0,134,134,0
MOT17-09-FRCNN,17,22,349,v_to_u,22,17,1,,350.0,33,134,134,213
MOT17-09-FRCNN,18,22,349,u_to_v,18,22,0,no_post_boundary_handoff_frame,,0,134,134,0
MOT17-09-FRCNN,18,22,349,v_to_u,22,18,1,,350.0,52,134,134,214
MOT17-09-FRCNN,20,22,349,u_to_v,20,22,0,no_post_boundary_handoff_frame,,0,134,134,0
MOT17-09-FRCNN,20,22,349,v_to_u,22,20,1,,350.0,176,134,134,215
MOT17-09-FRCNN,22,23,349,u_to_v,22,23,1,,350.0,138,131,131,216
MOT17-09-FRCNN,22,23,349,v_to_u,23,22,0,no_post_boundary_handoff_frame,,0,131,131,0
MOT17-09-FRCNN,22,30,349,u_to_v,22,30,1,,350.0,122,55,55,217
MOT17-09-FRCNN,22,30,349,v_to_u,30,22,0,no_post_boundary_handoff_frame,,0,55,55,0
MOT17-09-FRCNN,22,31,349,u_to_v,22,31,1,,350.0,176,5,5,218
MOT17-09-FRCNN,22,31,349,v_to_u,31,22,0,no_post_boundary_handoff_frame,,0,5,5,0
MOT17-09-FRCNN,2,33,363,u_to_v,2,33,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,2,33,363,v_to_u,33,2,1,,364.0,29,1,1,219
MOT17-09-FRCNN,4,33,363,u_to_v,4,33,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,4,33,363,v_to_u,33,4,1,,364.0,162,1,1,220
MOT17-09-FRCNN,12,33,363,u_to_v,12,33,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,12,33,363,v_to_u,33,12,1,,364.0,29,1,1,221
MOT17-09-FRCNN,17,33,363,u_to_v,17,33,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,17,33,363,v_to_u,33,17,1,,364.0,19,1,1,222
MOT17-09-FRCNN,18,33,363,u_to_v,18,33,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,18,33,363,v_to_u,33,18,1,,364.0,38,1,1,223
MOT17-09-FRCNN,20,33,363,u_to_v,20,33,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,20,33,363,v_to_u,33,20,1,,364.0,162,1,1,224
MOT17-09-FRCNN,23,33,363,u_to_v,23,33,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,23,33,363,v_to_u,33,23,1,,364.0,124,1,1,225
MOT17-09-FRCNN,30,33,363,u_to_v,30,33,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,30,33,363,v_to_u,33,30,1,,364.0,108,1,1,226
MOT17-09-FRCNN,31,33,363,u_to_v,31,33,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,31,33,363,v_to_u,33,31,1,,364.0,162,1,1,227
MOT17-09-FRCNN,32,33,363,u_to_v,32,33,0,no_post_boundary_handoff_frame,,0,1,1,0
MOT17-09-FRCNN,32,33,363,v_to_u,33,32,1,,364.0,98,1,1,228
MOT17-09-FRCNN,2,35,366,u_to_v,2,35,0,no_post_boundary_handoff_frame,,0,2,2,0
MOT17-09-FRCNN,2,35,366,v_to_u,35,2,1,,367.0,26,2,2,229
MOT17-09-FRCNN,4,35,366,u_to_v,4,35,0,no_post_boundary_handoff_frame,,0,2,2,0
MOT17-09-FRCNN,4,35,366,v_to_u,35,4,1,,367.0,159,2,2,230
MOT17-09-FRCNN,12,35,366,u_to_v,12,35,0,no_post_boundary_handoff_frame,,0,2,2,0
MOT17-09-FRCNN,12,35,366,v_to_u,35,12,1,,367.0,26,2,2,231
MOT17-09-FRCNN,17,35,366,u_to_v,17,35,0,no_post_boundary_handoff_frame,,0,2,2,0
MOT17-09-FRCNN,17,35,366,v_to_u,35,17,1,,367.0,16,2,2,232
MOT17-09-FRCNN,18,35,366,u_to_v,18,35,0,no_post_boundary_handoff_frame,,0,2,2,0
MOT17-09-FRCNN,18,35,366,v_to_u,35,18,1,,367.0,35,2,2,233
MOT17-09-FRCNN,20,35,366,u_to_v,20,35,0,no_post_boundary_handoff_frame,,0,2,2,0
MOT17-09-FRCNN,20,35,366,v_to_u,35,20,1,,367.0,159,2,2,234
MOT17-09-FRCNN,23,35,366,u_to_v,23,35,0,no_post_boundary_handoff_frame,,0,2,2,0
MOT17-09-FRCNN,23,35,366,v_to_u,35,23,1,,367.0,121,2,2,235
MOT17-09-FRCNN,30,35,366,u_to_v,30,35,0,no_post_boundary_handoff_frame,,0,2,2,0
MOT17-09-FRCNN,30,35,366,v_to_u,35,30,1,,367.0,105,2,2,236
MOT17-09-FRCNN,31,35,366,u_to_v,31,35,0,no_post_boundary_handoff_frame,,0,2,2,0
MOT17-09-FRCNN,31,35,366,v_to_u,35,31,1,,367.0,159,2,2,237
MOT17-09-FRCNN,32,35,366,u_to_v,32,35,0,no_post_boundary_handoff_frame,,0,2,2,0
MOT17-09-FRCNN,32,35,366,v_to_u,35,32,1,,367.0,95,2,2,238
MOT17-09-FRCNN,34,35,366,u_to_v,34,35,0,no_post_boundary_handoff_frame,,0,2,2,0
MOT17-09-FRCNN,34,35,366,v_to_u,35,34,1,,367.0,159,2,2,239
MOT17-09-FRCNN,2,17,382,u_to_v,2,17,0,no_post_boundary_handoff_frame,,0,213,213,0
MOT17-09-FRCNN,2,17,382,v_to_u,17,2,1,,383.0,10,213,213,240
MOT17-09-FRCNN,4,17,382,u_to_v,4,17,0,no_post_boundary_handoff_frame,,0,213,213,0
MOT17-09-FRCNN,4,17,382,v_to_u,17,4,1,,383.0,143,213,213,241
MOT17-09-FRCNN,12,17,382,u_to_v,12,17,0,no_post_boundary_handoff_frame,,0,213,213,0
MOT17-09-FRCNN,12,17,382,v_to_u,17,12,1,,383.0,10,213,213,242
MOT17-09-FRCNN,17,18,382,u_to_v,17,18,1,,383.0,19,202,202,243
MOT17-09-FRCNN,17,18,382,v_to_u,18,17,0,no_post_boundary_handoff_frame,,0,202,202,0
MOT17-09-FRCNN,17,20,382,u_to_v,17,20,1,,383.0,143,185,185,244
MOT17-09-FRCNN,17,20,382,v_to_u,20,17,0,no_post_boundary_handoff_frame,,0,185,185,0
MOT17-09-FRCNN,17,23,382,u_to_v,17,23,1,,383.0,105,164,164,245
MOT17-09-FRCNN,17,23,382,v_to_u,23,17,0,no_post_boundary_handoff_frame,,0,164,164,0
MOT17-09-FRCNN,17,30,382,u_to_v,17,30,1,,383.0,89,88,88,246
MOT17-09-FRCNN,17,30,382,v_to_u,30,17,0,no_post_boundary_handoff_frame,,0,88,88,0
MOT17-09-FRCNN,17,31,382,u_to_v,17,31,1,,383.0,143,38,38,247
MOT17-09-FRCNN,17,31,382,v_to_u,31,17,0,no_post_boundary_handoff_frame,,0,38,38,0
MOT17-09-FRCNN,17,32,382,u_to_v,17,32,1,,383.0,79,26,26,248
MOT17-09-FRCNN,17,32,382,v_to_u,32,17,0,no_post_boundary_handoff_frame,,0,26,26,0
MOT17-09-FRCNN,17,34,382,u_to_v,17,34,1,,383.0,143,18,18,249
MOT17-09-FRCNN,17,34,382,v_to_u,34,17,0,no_post_boundary_handoff_frame,,0,18,18,0
MOT17-09-FRCNN,17,36,382,u_to_v,17,36,1,,383.0,143,2,2,250
MOT17-09-FRCNN,17,36,382,v_to_u,36,17,0,no_post_boundary_handoff_frame,,0,2,2,0
MOT17-09-FRCNN,2,4,392,u_to_v,2,4,1,,393.0,133,392,392,251
MOT17-09-FRCNN,2,4,392,v_to_u,4,2,0,no_post_boundary_handoff_frame,,0,392,392,0
MOT17-09-FRCNN,2,12,392,u_to_v,2,12,0,no_post_boundary_handoff_frame,,0,256,256,0
MOT17-09-FRCNN,2,12,392,v_to_u,12,2,0,no_post_boundary_handoff_frame,,0,256,256,0
MOT17-09-FRCNN,2,18,392,u_to_v,2,18,1,,393.0,9,212,212,252
MOT17-09-FRCNN,2,18,392,v_to_u,18,2,0,no_post_boundary_handoff_frame,,0,212,212,0
MOT17-09-FRCNN,2,20,392,u_to_v,2,20,1,,393.0,133,195,195,253
MOT17-09-FRCNN,2,20,392,v_to_u,20,2,0,no_post_boundary_handoff_frame,,0,195,195,0
MOT17-09-FRCNN,2,23,392,u_to_v,2,23,1,,393.0,95,174,174,254
MOT17-09-FRCNN,2,23,392,v_to_u,23,2,0,no_post_boundary_handoff_frame,,0,174,174,0
MOT17-09-FRCNN,2,30,392,u_to_v,2,30,1,,393.0,79,98,98,255
MOT17-09-FRCNN,2,30,392,v_to_u,30,2,0,no_post_boundary_handoff_frame,,0,98,98,0
MOT17-09-FRCNN,2,31,392,u_to_v,2,31,1,,393.0,133,48,48,256
MOT17-09-FRCNN,2,31,392,v_to_u,31,2,0,no_post_boundary_handoff_frame,,0,48,48,0
MOT17-09-FRCNN,2,32,392,u_to_v,2,32,1,,393.0,69,36,36,257
MOT17-09-FRCNN,2,32,392,v_to_u,32,2,0,no_post_boundary_handoff_frame,,0,36,36,0
MOT17-09-FRCNN,2,34,392,u_to_v,2,34,1,,393.0,133,28,28,258
MOT17-09-FRCNN,2,34,392,v_to_u,34,2,0,no_post_boundary_handoff_frame,,0,28,28,0
MOT17-09-FRCNN,2,36,392,u_to_v,2,36,1,,393.0,133,12,12,259
MOT17-09-FRCNN,2,36,392,v_to_u,36,2,0,no_post_boundary_handoff_frame,,0,12,12,0
MOT17-09-FRCNN,4,12,392,u_to_v,4,12,0,no_post_boundary_handoff_frame,,0,256,256,0
MOT17-09-FRCNN,4,12,392,v_to_u,12,4,1,,393.0,133,256,256,260
MOT17-09-FRCNN,12,18,392,u_to_v,12,18,1,,393.0,9,212,212,261
MOT17-09-FRCNN,12,18,392,v_to_u,18,12,0,no_post_boundary_handoff_frame,,0,212,212,0
MOT17-09-FRCNN,12,20,392,u_to_v,12,20,1,,393.0,133,195,195,262
MOT17-09-FRCNN,12,20,392,v_to_u,20,12,0,no_post_boundary_handoff_frame,,0,195,195,0
MOT17-09-FRCNN,12,23,392,u_to_v,12,23,1,,393.0,95,174,174,263
MOT17-09-FRCNN,12,23,392,v_to_u,23,12,0,no_post_boundary_handoff_frame,,0,174,174,0
MOT17-09-FRCNN,12,30,392,u_to_v,12,30,1,,393.0,79,98,98,264
MOT17-09-FRCNN,12,30,392,v_to_u,30,12,0,no_post_boundary_handoff_frame,,0,98,98,0
MOT17-09-FRCNN,12,31,392,u_to_v,12,31,1,,393.0,133,48,48,265
MOT17-09-FRCNN,12,31,392,v_to_u,31,12,0,no_post_boundary_handoff_frame,,0,48,48,0
MOT17-09-FRCNN,12,32,392,u_to_v,12,32,1,,393.0,69,36,36,266
MOT17-09-FRCNN,12,32,392,v_to_u,32,12,0,no_post_boundary_handoff_frame,,0,36,36,0
MOT17-09-FRCNN,12,34,392,u_to_v,12,34,1,,393.0,133,28,28,267
MOT17-09-FRCNN,12,34,392,v_to_u,34,12,0,no_post_boundary_handoff_frame,,0,28,28,0
MOT17-09-FRCNN,12,36,392,u_to_v,12,36,1,,393.0,133,12,12,268
MOT17-09-FRCNN,12,36,392,v_to_u,36,12,0,no_post_boundary_handoff_frame,,0,12,12,0
MOT17-09-FRCNN,4,18,401,u_to_v,4,18,0,no_post_boundary_handoff_frame,,0,221,221,0
MOT17-09-FRCNN,4,18,401,v_to_u,18,4,1,,402.0,124,221,221,269
MOT17-09-FRCNN,18,20,401,u_to_v,18,20,1,,402.0,124,204,204,270
MOT17-09-FRCNN,18,20,401,v_to_u,20,18,0,no_post_boundary_handoff_frame,,0,204,204,0
MOT17-09-FRCNN,18,23,401,u_to_v,18,23,1,,402.0,86,183,183,271
MOT17-09-FRCNN,18,23,401,v_to_u,23,18,0,no_post_boundary_handoff_frame,,0,183,183,0
MOT17-09-FRCNN,18,30,401,u_to_v,18,30,1,,402.0,70,107,107,272
MOT17-09-FRCNN,18,30,401,v_to_u,30,18,0,no_post_boundary_handoff_frame,,0,107,107,0
MOT17-09-FRCNN,18,31,401,u_to_v,18,31,1,,402.0,124,57,57,273
MOT17-09-FRCNN,18,31,401,v_to_u,31,18,0,no_post_boundary_handoff_frame,,0,57,57,0
MOT17-09-FRCNN,18,32,401,u_to_v,18,32,1,,402.0,60,45,45,274
MOT17-09-FRCNN,18,32,401,v_to_u,32,18,0,no_post_boundary_handoff_frame,,0,45,45,0
MOT17-09-FRCNN,18,34,401,u_to_v,18,34,1,,402.0,124,37,37,275
MOT17-09-FRCNN,18,34,401,v_to_u,34,18,0,no_post_boundary_handoff_frame,,0,37,37,0
MOT17-09-FRCNN,18,36,401,u_to_v,18,36,1,,402.0,124,21,21,276
MOT17-09-FRCNN,18,36,401,v_to_u,36,18,0,no_post_boundary_handoff_frame,,0,21,21,0
MOT17-09-FRCNN,4,32,461,u_to_v,4,32,0,no_post_boundary_handoff_frame,,0,105,105,0
MOT17-09-FRCNN,4,32,461,v_to_u,32,4,1,,462.0,64,105,105,277
MOT17-09-FRCNN,20,32,461,u_to_v,20,32,0,no_post_boundary_handoff_frame,,0,105,105,0
MOT17-09-FRCNN,20,32,461,v_to_u,32,20,1,,462.0,64,105,105,278
MOT17-09-FRCNN,23,32,461,u_to_v,23,32,0,no_post_boundary_handoff_frame,,0,105,105,0
MOT17-09-FRCNN,23,32,461,v_to_u,32,23,1,,462.0,26,105,105,279
