seq,canonical_rank,u,v,boundary_frame,transaction_type,accepted,changed_rows,effective_start_frame,reject_reason,donor_raw_tid,receiver_raw_tid,donor_anchor,receiver_anchor
MOT17-09-FRCNN,330,31,43,504,v_to_u,1,21,505,,43,31,43,31
MOT17-09-FRCNN,331,34,43,504,v_to_u,1,21,505,,43,34,43,34
MOT17-09-FRCNN,332,36,43,504,v_to_u,1,21,505,,43,36,43,36
MOT17-09-FRCNN,333,37,43,504,v_to_u,1,6,505,,43,37,43,37
MOT17-09-FRCNN,334,39,43,504,v_to_u,1,21,505,,43,39,43,39
MOT17-09-FRCNN,335,41,43,504,v_to_u,1,21,505,,43,41,43,41
MOT17-09-FRCNN,336,42,43,504,v_to_u,1,21,505,,43,42,43,42
MOT17-09-FRCNN,337,4,37,510,v_to_u,1,15,511,,37,4,37,4
MOT17-09-FRCNN,338,20,37,510,v_to_u,1,15,511,,37,20,37,20
MOT17-09-FRCNN,339,31,37,510,v_to_u,1,15,511,,37,31,37,31
MOT17-09-FRCNN,340,34,37,510,v_to_u,1,15,511,,37,34,37,34
MOT17-09-FRCNN,341,36,37,510,v_to_u,1,15,511,,37,36,37,36
MOT17-09-FRCNN,342,37,39,510,u_to_v,1,15,511,,37,39,37,39
MOT17-09-FRCNN,343,37,41,510,u_to_v,1,15,511,,37,41,37,41
MOT17-09-FRCNN,344,37,42,510,u_to_v,1,15,511,,37,42,37,42
MOT17-09-FRCNN,345,37,44,510,u_to_v,1,2,511,,37,44,37,44
MOT17-09-FRCNN,346,4,44,512,v_to_u,1,13,513,,44,4,44,4
MOT17-09-FRCNN,347,20,44,512,v_to_u,1,13,513,,44,20,44,20
MOT17-09-FRCNN,348,31,44,512,v_to_u,1,13,513,,44,31,44,31
MOT17-09-FRCNN,349,34,44,512,v_to_u,1,13,513,,44,34,44,34
MOT17-09-FRCNN,350,36,44,512,v_to_u,1,13,513,,44,36,44,36
MOT17-09-FRCNN,351,39,44,512,v_to_u,1,13,513,,44,39,44,39
MOT17-09-FRCNN,352,41,44,512,v_to_u,1,13,513,,44,41,44,41
MOT17-09-FRCNN,353,42,44,512,v_to_u,1,13,513,,44,42,44,42
MOT17-09-FRCNN,354,44,45,512,u_to_v,1,13,513,,44,45,44,45
MOT17-09-FRCNN,355,4,46,524,v_to_u,1,1,525,,46,4,46,4
MOT17-09-FRCNN,356,20,46,524,v_to_u,1,1,525,,46,20,46,20
MOT17-09-FRCNN,357,31,46,524,v_to_u,1,1,525,,46,31,46,31
MOT17-09-FRCNN,358,34,46,524,v_to_u,1,1,525,,46,34,46,34
MOT17-09-FRCNN,359,36,46,524,v_to_u,1,1,525,,46,36,46,36
MOT17-09-FRCNN,360,39,46,524,v_to_u,1,1,525,,46,39,46,39
MOT17-09-FRCNN,361,41,46,524,v_to_u,1,1,525,,46,41,46,41
MOT17-09-FRCNN,362,42,46,524,v_to_u,1,1,525,,46,42,46,42
MOT17-09-FRCNN,363,45,46,524,v_to_u,1,1,525,,46,45,46,45
