edited_path,edited_sha256,geometry_rows,changed_rows,receiver_anchor,receiver_anchor_count,receiver_anchor_counts,donor_anchor,name,seq
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0060_249_282_f1588_v_to_u/track_results/MOT20-02.txt,d8933c4cf15d6120f7c36b135536c24f578504f798ef7aa40173f461097928e3,151152,82,249,1,"{""249"": 82}",282,mot20_02_r0060_249_282_f1588_v_to_u,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0061_314_420_f2009_u_to_v/track_results/MOT20-02.txt,6b77282399285ccf4538063b8d31551c7cd465f5d3520799e241e2ce0a0b9b3e,151152,162,420,1,"{""420"": 162}",314,mot20_02_r0061_314_420_f2009_u_to_v,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0062_223_371_f2236_u_to_v/track_results/MOT20-02.txt,39bfabdbd79fe5802e54c4176b898dfbeeb76897c07727c33508f457a4b896a3,151152,39,371,1,"{""371"": 39}",223,mot20_02_r0062_223_371_f2236_u_to_v,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0063_347_477_f2185_u_to_v/track_results/MOT20-02.txt,95161d4d60a969dbf0b91596bfcf631030c960f7cb4eaff0d5d025129c54d5cd,151152,8,477,1,"{""477"": 8}",347,mot20_02_r0063_347_477_f2185_u_to_v,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0064_283_332_f2106_v_to_u/track_results/MOT20-02.txt,7c24568840a45e2dd04829e40bf731afad9ed697445adb2652f1c067812740a3,151152,456,283,1,"{""283"": 456}",332,mot20_02_r0064_283_332_f2106_v_to_u,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0065_9_67_f162_v_to_u/track_results/MOT20-02.txt,371938662459a8808a11cb0d0852c7403b7afc09a5c9054bb0bca0df60552f6b,151152,153,9,1,"{""9"": 153}",67,mot20_02_r0065_9_67_f162_v_to_u,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0066_289_311_f1897_u_to_v/track_results/MOT20-02.txt,5834d0f3362d63e4bbb7d74ba9ee86637bd4d0e5d0a4872871462404490a73ed,151152,62,311,1,"{""311"": 62}",289,mot20_02_r0066_289_311_f1897_u_to_v,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0067_289_292_f1960_u_to_v/track_results/MOT20-02.txt,d1d582e9c6133ac5f048da14366fd26541b31901158e612708ccb0741bf0c10d,151152,290,292,1,"{""292"": 290}",289,mot20_02_r0067_289_292_f1960_u_to_v,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0068_26_188_f1483_v_to_u/track_results/MOT20-02.txt,fc65dd371c9bd1072f5d0d4761badcc652565e91eb58a191485b8300d7c72fca,151152,52,26,1,"{""26"": 52}",188,mot20_02_r0068_26_188_f1483_v_to_u,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0069_223_371_f2134_u_to_v/track_results/MOT20-02.txt,39bfabdbd79fe5802e54c4176b898dfbeeb76897c07727c33508f457a4b896a3,151152,39,371,1,"{""371"": 39}",223,mot20_02_r0069_223_371_f2134_u_to_v,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0070_238_283_f2026_u_to_v/track_results/MOT20-02.txt,def1a44dda1a81b78847696b05a7b575d490fb2c40212e817f7ee789f5dbc23f,151152,380,283,1,"{""283"": 380}",238,mot20_02_r0070_238_283_f2026_u_to_v,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0071_262_317_f2231_u_to_v/track_results/MOT20-02.txt,72ff621a2e1e38aec62ecbca56645e32af3c632d40944484c68cc671ea514e86,151152,54,317,1,"{""317"": 54}",262,mot20_02_r0071_262_317_f2231_u_to_v,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0072_254_261_f1678_v_to_u/track_results/MOT20-02.txt,93c831e7ea81e617af7e837a9f7950bde4ca5722c50e1888be9c9124a27ddf06,151152,189,254,1,"{""254"": 189}",261,mot20_02_r0072_254_261_f1678_v_to_u,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0073_312_412_f2043_v_to_u/track_results/MOT20-02.txt,c22043ec5e065479994107d8260ef373d2037d1baabce033d7c67665ed98d374,151152,29,312,1,"{""312"": 29}",412,mot20_02_r0073_312_412_f2043_v_to_u,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0076_431_470_f2351_v_to_u/track_results/MOT20-02.txt,6ae55cbf9b12df6173826f9cc6b3e28d8924173cc0911570835e21a1df0e33df,151152,114,431,1,"{""431"": 114}",470,mot20_02_r0076_431_470_f2351_v_to_u,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0077_104_117_f513_v_to_u/track_results/MOT20-02.txt,97957c1832032d6380a488ab2b24bf38ade22161390195085c225acfe58add9d,151152,617,104,1,"{""104"": 617}",117,mot20_02_r0077_104_117_f513_v_to_u,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0078_306_337_f2025_u_to_v/track_results/MOT20-02.txt,fd62d0287a7397334c124fb0f4af5a4facdd264d223e01697d49173332e605a6,151152,311,337,1,"{""337"": 311}",306,mot20_02_r0078_306_337_f2025_u_to_v,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0079_223_371_f2057_u_to_v/track_results/MOT20-02.txt,39bfabdbd79fe5802e54c4176b898dfbeeb76897c07727c33508f457a4b896a3,151152,39,371,1,"{""371"": 39}",223,mot20_02_r0079_223_371_f2057_u_to_v,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0080_413_531_f2556_v_to_u/track_results/MOT20-02.txt,df26fe19ff163054a479fe92507b510c71529d0b3558f70431c5c70f7b380667,151152,101,413,1,"{""413"": 101}",526,mot20_02_r0080_413_531_f2556_v_to_u,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0081_225_251_f1710_v_to_u/track_results/MOT20-02.txt,7f23516ef23b05b1f053c6b39568453e32909252aa3e3de4fd267da561d7da94,151152,665,225,1,"{""225"": 665}",251,mot20_02_r0081_225_251_f1710_v_to_u,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0082_140_146_f793_v_to_u/track_results/MOT20-02.txt,6ab21a5def6762290adefcf1022af841c92938e9024e7c7d6c8e8ecfaad8b4ef,151152,420,140,1,"{""140"": 420}",146,mot20_02_r0082_140_146_f793_v_to_u,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0083_223_371_f2154_u_to_v/track_results/MOT20-02.txt,39bfabdbd79fe5802e54c4176b898dfbeeb76897c07727c33508f457a4b896a3,151152,39,371,1,"{""371"": 39}",223,mot20_02_r0083_223_371_f2154_u_to_v,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0084_418_431_f2082_v_to_u/track_results/MOT20-02.txt,ccdf21fe6b598ee0639b7a249beb44e49531a459a6ff81570c43c8e1d107e704,151152,25,418,1,"{""418"": 25}",431,mot20_02_r0084_418_431_f2082_v_to_u,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0085_470_477_f2429_u_to_v/track_results/MOT20-02.txt,b71655480b79d20f75442b8f4c75f874950563f0192f4ec5836baebbe0e38d30,151152,203,477,1,"{""477"": 203}",470,mot20_02_r0085_470_477_f2429_u_to_v,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0086_233_249_f1784_u_to_v/track_results/MOT20-02.txt,3d9d178bf7a74fb7595eafed0381e0a60c42b5f1af33f4647e6af6c08527ac30,151152,374,249,1,"{""249"": 374}",233,mot20_02_r0086_233_249_f1784_u_to_v,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0087_235_344_f1813_u_to_v/track_results/MOT20-02.txt,90a99a095188e748b89d381fcd767ba1ab7db59e558c1344fd977e102cb42a75,151152,3,344,1,"{""344"": 3}",235,mot20_02_r0087_235_344_f1813_u_to_v,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0088_325_374_f1961_v_to_u/track_results/MOT20-02.txt,7416493c978d64ff26af9bc251ce47523f88b25e74a30f65d5be2a7d6ca13822,151152,161,325,1,"{""325"": 161}",374,mot20_02_r0088_325_374_f1961_v_to_u,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0089_107_138_f700_u_to_v/track_results/MOT20-02.txt,5f379a79bf3b45e0fc630e3a2f0612709a89d6fa59b8f670ad201506efef2599,151152,172,138,1,"{""138"": 172}",107,mot20_02_r0089_107_138_f700_u_to_v,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0090_146_160_f831_v_to_u/track_results/MOT20-02.txt,95ab717dcf28f0ec9da696ebc2797ecc7b016b0d5ad47b22a927fd90d8bfc6c8,151152,600,146,1,"{""146"": 600}",160,mot20_02_r0090_146_160_f831_v_to_u,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0091_262_454_f2111_v_to_u/track_results/MOT20-02.txt,a71d4999d3179e1d6cf47c0040c08ccf20e1e4b6001c3a9c7e031afbdcb328e8,151152,593,262,1,"{""262"": 593}",454,mot20_02_r0091_262_454_f2111_v_to_u,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0092_270_341_f2130_v_to_u/track_results/MOT20-02.txt,c781fc0e0807c3558409270ff52aca545f1003de3f65becb9841b06e68f01f70,151152,12,270,1,"{""270"": 12}",341,mot20_02_r0092_270_341_f2130_v_to_u,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0093_342_356_f1829_v_to_u/track_results/MOT20-02.txt,26737abb675615ad025dfba8f1d0416516f5a3158842683541431308d4da3503,151152,273,342,1,"{""342"": 273}",356,mot20_02_r0093_342_356_f1829_v_to_u,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0094_223_361_f1837_u_to_v/track_results/MOT20-02.txt,c9ea7ba99767a66bcf61711710b36b28870f01295de97dacdc855767e701c637,151152,299,361,1,"{""361"": 299}",223,mot20_02_r0094_223_361_f1837_u_to_v,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0096_289_294_f1641_u_to_v/track_results/MOT20-02.txt,c0d6105916f6ea3468ef646ebd84fa576136030b862e3e9a0b6f7b050ef0bb63,151152,19,294,1,"{""294"": 19}",289,mot20_02_r0096_289_294_f1641_u_to_v,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0098_294_312_f1918_v_to_u/track_results/MOT20-02.txt,a2666e2fcb26011631e7175a793b5e9ab716de387632e85eaec077a938c9b830,151152,66,294,1,"{""294"": 66}",312,mot20_02_r0098_294_312_f1918_v_to_u,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-02/mot20_02_r0099_413_431_f2438_u_to_v/track_results/MOT20-02.txt,bf8054ab5f5cc6a6c29343bf86f92508f3234a028c3b4ee56064946d9f0344b8,151152,15,431,1,"{""431"": 15}",413,mot20_02_r0099_413_431_f2438_u_to_v,MOT20-02
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0021_295_328_f1941_u_to_v/track_results/MOT20-03.txt,d02f5b2e94de4505b51d88c40f02c9b92e420aac1c3d93b4358e062225415a58,305937,2,328,1,"{""328"": 2}",295,mot20_03_r0021_295_328_f1941_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0022_273_281_f1205_u_to_v/track_results/MOT20-03.txt,c04c66759a640e0d04eed7a67556a68063b6f85df35bd9fcd54b83b4a901213f,305937,369,281,1,"{""281"": 369}",273,mot20_03_r0022_273_281_f1205_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0024_260_338_f1703_v_to_u/track_results/MOT20-03.txt,aa202637a889e72be181a21ead6440bfb9371a7ae69d966cc69551de27c39735,305937,59,260,1,"{""260"": 59}",338,mot20_03_r0024_260_338_f1703_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0025_399_402_f2183_v_to_u/track_results/MOT20-03.txt,bc55db604cc3c64681866f3b2adc0e979f57c2e3a4a3e95905254aec7868768c,305937,54,399,1,"{""399"": 54}",402,mot20_03_r0025_399_402_f2183_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0027_355_403_f2122_v_to_u/track_results/MOT20-03.txt,b5a40d8a0d96b4e749486a9fe1e8fdb2b2644e923bf9a95d83f99cf2981a9a8a,305937,24,355,1,"{""355"": 24}",403,mot20_03_r0027_355_403_f2122_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0028_365_407_f1885_u_to_v/track_results/MOT20-03.txt,0b8986f4124a11da6e3229cd1c16c54aa95bdc5b7859cd29ac3bb7c2c7698d4b,305937,76,407,1,"{""407"": 76}",365,mot20_03_r0028_365_407_f1885_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0029_423_578_f1898_u_to_v/track_results/MOT20-03.txt,b426582c72678ed83578ac1ef2b89d845e803ec6c7a17d5684903251e1a87461,305937,120,578,1,"{""578"": 120}",423,mot20_03_r0029_423_578_f1898_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0031_527_574_f2324_u_to_v/track_results/MOT20-03.txt,48da6fd15635f1f6795c4031ceef549d72fe31279860616692c086dbfbece87e,305937,10,574,1,"{""574"": 10}",527,mot20_03_r0031_527_574_f2324_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0032_542_557_f2229_v_to_u/track_results/MOT20-03.txt,ca10ab805998e43bd2e43700f9cdf8cb7b32c1e8729ceace729efcd346c2b647,305937,80,542,1,"{""542"": 80}",557,mot20_03_r0032_542_557_f2229_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0033_398_412_f2100_u_to_v/track_results/MOT20-03.txt,0bc498bfaee7fe6455dfc09402b15a667b6ba1cbbc1a0364fab77fbec64f82f6,305937,41,412,1,"{""412"": 41}",398,mot20_03_r0033_398_412_f2100_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0034_342_353_f1614_v_to_u/track_results/MOT20-03.txt,d1075f55e10d6488177f8f08cc717c7bf0709e13b3f051dafbfe76fb0db2e368,305937,241,342,1,"{""342"": 241}",353,mot20_03_r0034_342_353_f1614_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0036_251_266_f1327_u_to_v/track_results/MOT20-03.txt,ebffd1e21131d75d176d5443cdd3f53bd54326e951780450433d25650a3b7f8f,305937,24,266,1,"{""266"": 24}",251,mot20_03_r0036_251_266_f1327_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0037_371_407_f1740_v_to_u/track_results/MOT20-03.txt,530532a586064b5da127a526fda7c3d02e4d378b74b17319441260787137bde0,305937,192,371,1,"{""371"": 192}",407,mot20_03_r0037_371_407_f1740_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0038_355_403_f2048_v_to_u/track_results/MOT20-03.txt,b5a40d8a0d96b4e749486a9fe1e8fdb2b2644e923bf9a95d83f99cf2981a9a8a,305937,24,355,1,"{""355"": 24}",403,mot20_03_r0038_355_403_f2048_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0039_367_390_f1665_v_to_u/track_results/MOT20-03.txt,40f6fdd378a209f3bb0403472d1ad8e976962077039e2ee36e3f55da2fe2f6c6,305937,246,367,1,"{""367"": 246}",390,mot20_03_r0039_367_390_f1665_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0040_98_193_f632_v_to_u/track_results/MOT20-03.txt,3cb16f1985b57147011ccd7c5d0babb44d220f6a16df5a4af9afc165fc6b3d98,305937,143,98,1,"{""98"": 143}",193,mot20_03_r0040_98_193_f632_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0041_552_566_f2155_v_to_u/track_results/MOT20-03.txt,d51b9b3328f330899eef2ec589dbce30c16d0419d733ad73a0a9f27cdbe97b0a,305937,52,552,1,"{""552"": 52}",566,mot20_03_r0041_552_566_f2155_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0042_305_414_f1760_v_to_u/track_results/MOT20-03.txt,60ff07fe8ee7654434e597ac526046228e3b27f3ccf314074527e54562e9e0dd,305937,3,305,1,"{""305"": 3}",414,mot20_03_r0042_305_414_f1760_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0043_777_779_f2374_u_to_v/track_results/MOT20-03.txt,af6ab2e2c6ebcccf9055e131a7c15471575e17b3cc83a5adc0100c8e8b749df3,305937,9,779,1,"{""779"": 9}",777,mot20_03_r0043_777_779_f2374_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0044_603_622_f2119_u_to_v/track_results/MOT20-03.txt,5e38455f14b7cc285785db1024584576668af56d04ae8614959d3c1e6d47b376,305937,11,622,1,"{""622"": 11}",603,mot20_03_r0044_603_622_f2119_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0046_316_448_f1681_u_to_v/track_results/MOT20-03.txt,3a26231ecdb523adcee0fc98a999b32f2416b4d954650a874c5ed8ec1c1c70da,305937,275,448,1,"{""448"": 275}",316,mot20_03_r0046_316_448_f1681_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0048_607_717_f2243_u_to_v/track_results/MOT20-03.txt,9828ea50e1cbb7149e3251ce2215ed4a82703533370cfd406790e87ead699dea,305937,45,717,1,"{""717"": 45}",607,mot20_03_r0048_607_717_f2243_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0050_399_435_f1989_v_to_u/track_results/MOT20-03.txt,fdb47ba66c4cc2c94d58cb9d73c7c1a8604608bd46eb00eb6a06bd012909a839,305937,322,399,1,"{""399"": 322}",435,mot20_03_r0050_399_435_f1989_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0051_434_465_f2227_v_to_u/track_results/MOT20-03.txt,002810f5455c0664c309c5ec1bc34d0e6eb5e1d4ec430045892601b6ca3a1da8,305937,62,434,1,"{""434"": 62}",465,mot20_03_r0051_434_465_f2227_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0052_174_180_f1198_v_to_u/track_results/MOT20-03.txt,6df11f2b1f177a7c1a84b6e8f8acda151707771d0fae2f7afc02154cb65a3ba0,305937,19,174,1,"{""174"": 19}",180,mot20_03_r0052_174_180_f1198_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0054_388_429_f1640_u_to_v/track_results/MOT20-03.txt,5f08aa616f73f3621badb724138bcc46437aaf562fff799d152af264f445c702,305937,315,429,1,"{""429"": 315}",388,mot20_03_r0054_388_429_f1640_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0057_533_643_f2081_v_to_u/track_results/MOT20-03.txt,724f12d703dcab9781ef91f91385569b4d6347b79cc3188038d54ae79a8e5664,305937,97,533,1,"{""533"": 97}",643,mot20_03_r0057_533_643_f2081_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0059_448_557_f1928_u_to_v/track_results/MOT20-03.txt,1812b0857e41915e4721acfe2f9dd5877c95cc5ac4d2f4efbebcf7525d6286c2,305937,280,557,1,"{""557"": 280}",448,mot20_03_r0059_448_557_f1928_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0060_49_82_f446_v_to_u/track_results/MOT20-03.txt,97f3a3eda1925567014216cf621561aed76097523f10c7697691be202f509ffa,305937,30,49,1,"{""49"": 30}",82,mot20_03_r0060_49_82_f446_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0061_429_552_f1915_u_to_v/track_results/MOT20-03.txt,7319aad46288d36328d4edbab17a79d626fd4f61d7ec395a0daac95e9c6cd9ed,305937,48,552,1,"{""552"": 48}",429,mot20_03_r0061_429_552_f1915_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0062_422_570_f2162_u_to_v/track_results/MOT20-03.txt,ff52da35a1ed8cc6b4cb9a7766e7135aee834b80343779cd00a20b1b473d87dc,305937,81,570,1,"{""570"": 81}",422,mot20_03_r0062_422_570_f2162_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0064_288_337_f1994_v_to_u/track_results/MOT20-03.txt,353dc19716094984ba9449a3ed4a1ecde2d7b07f2c136cd25569a3579d48b649,305937,12,288,1,"{""288"": 12}",337,mot20_03_r0064_288_337_f1994_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0067_497_499_f2000_u_to_v/track_results/MOT20-03.txt,96afa84b760623ebe8a96fd3ca34a4b4e3e7724ad69115a59e86eb510be660ba,305937,67,499,1,"{""499"": 67}",497,mot20_03_r0067_497_499_f2000_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0070_509_513_f2358_v_to_u/track_results/MOT20-03.txt,36e1f3f6680635ca5fc8917f1ecd53391a36ae8c5aa3233a551efdb016df4c84,305937,39,509,1,"{""509"": 39}",513,mot20_03_r0070_509_513_f2358_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0071_422_431_f2125_u_to_v/track_results/MOT20-03.txt,c8bba0875535d29222675e77d1beb974b576f282ad338a47fb025d117409d8bb,305937,110,431,1,"{""431"": 110}",422,mot20_03_r0071_422_431_f2125_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0072_630_633_f2176_v_to_u/track_results/MOT20-03.txt,652024eb801a503300b5080e31adfeddac0202f3e9c55684f5b3afad8bb59f0e,305937,147,630,1,"{""630"": 147}",633,mot20_03_r0072_630_633_f2176_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0073_302_322_f1195_v_to_u/track_results/MOT20-03.txt,f4f0d47abe347cd222f57497a2bf52e294a9bdbf2e0c14a314d59a205ea441d3,305937,109,302,1,"{""302"": 109}",322,mot20_03_r0073_302_322_f1195_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0074_429_557_f2209_v_to_u/track_results/MOT20-03.txt,7058ff02fd9995529cfc5661b23683f443bf0473fbbeb8680f65a9a6ff38a991,305937,23,429,1,"{""429"": 23}",557,mot20_03_r0074_429_557_f2209_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0076_415_417_f2297_v_to_u/track_results/MOT20-03.txt,97757eb7e7967ebec92f0815a89f00ba3a7402e8ad5eba86efe07cd5295a1014,305937,4,415,1,"{""415"": 4}",417,mot20_03_r0076_415_417_f2297_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0079_270_276_f1104_v_to_u/track_results/MOT20-03.txt,5ea2843fee9fef2a6aaee797dc90144a43e48ce4fea906953c146befc2feee67,305937,39,270,1,"{""270"": 39}",276,mot20_03_r0079_270_276_f1104_v_to_u,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0080_342_533_f1746_u_to_v/track_results/MOT20-03.txt,8bf1fc59503c1b0a2bccd67b070b21a5a0f489533d6022348a68409fcc28dd0a,305937,260,533,1,"{""533"": 260}",342,mot20_03_r0080_342_533_f1746_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0081_397_402_f1637_u_to_v/track_results/MOT20-03.txt,c919485053c3347ee08425ef66954f572aacbabb2db85bc70bcf5cadf5e18d3c,305937,32,402,1,"{""402"": 32}",397,mot20_03_r0081_397_402_f1637_u_to_v,MOT20-03
outputs/assocriskbench_p15_20260715/directional_handoff_utility_train_rank21_100/MOT20-03/mot20_03_r0083_291_350_f1891_v_to_u/track_results/MOT20-03.txt,cf9c95d44d4a3a32cee9d88756e75db4e055380542075dffe06bc79bcd1fb3de,305937,154,291,1,"{""291"": 154}",350,mot20_03_r0083_291_350_f1891_v_to_u,MOT20-03
