seq,canonical_rank,u,v,boundary_frame,transaction_type,name,frame,frames_after_handoff,baseline_label,edited_label,matched_gt_id,matched_gt_iou,donor_dominant_gt_full,receiver_dominant_gt_full,aggregate_receiver_dominant_gt_full,row_class
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2666,232,385,398,121,0.901573081161,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2667,233,385,398,121,0.917590698832,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2668,234,385,398,121,0.903199261515,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2669,235,385,398,121,0.889293313929,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2670,236,385,398,121,0.864733636162,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2671,237,385,398,121,0.884932558005,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2672,238,385,398,121,0.899853635719,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2673,239,385,398,121,0.917474281751,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2674,240,385,398,121,0.922613299774,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2675,241,385,398,121,0.923075945807,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2676,242,385,398,121,0.966173904788,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2677,243,385,398,121,0.954566162085,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2678,244,385,398,121,0.935311685161,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2679,245,385,398,121,0.919055743011,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2680,246,385,398,121,0.92784040727,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2681,247,385,398,121,0.930526593031,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2682,248,385,398,121,0.913765513273,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2683,249,385,398,121,0.937950765866,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2684,250,385,398,121,0.949725572047,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2685,251,385,398,121,0.951982492237,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2686,252,385,398,121,0.930313606775,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2687,253,385,398,121,0.92265795207,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2688,254,385,398,121,0.922045831003,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2689,255,385,398,121,0.907662637845,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2690,256,385,398,121,0.920528565117,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2691,257,385,398,121,0.935318480541,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2692,258,385,398,121,0.91703141924,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2693,259,385,398,121,0.91502371655,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2694,260,385,398,121,0.897567942577,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2695,261,385,398,121,0.897498735148,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2696,262,385,398,121,0.910151412311,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2697,263,385,398,121,0.893537744318,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2698,264,385,398,121,0.913911065624,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2699,265,385,398,121,0.907871737903,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2700,266,385,398,121,0.904863272751,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2701,267,385,398,121,0.885485404265,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2702,268,385,398,121,0.871775914157,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2703,269,385,398,121,0.8697785816,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2704,270,385,398,121,0.879351684516,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2705,271,385,398,121,0.930867338952,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2706,272,385,398,121,0.933627461815,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2707,273,385,398,121,0.932530523376,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2708,274,385,398,121,0.927375527258,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2709,275,385,398,121,0.943782562194,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2710,276,385,398,121,0.924360152037,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2711,277,385,398,121,0.918206597081,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2712,278,385,398,121,0.908483338888,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2713,279,385,398,121,0.916208438986,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2714,280,385,398,121,0.905838343154,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2715,281,385,398,121,0.879022083732,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2716,282,385,398,121,0.88968021502,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2717,283,385,398,121,0.919386236483,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2718,284,385,398,121,0.896969616848,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2719,285,385,398,121,0.912940360484,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2720,286,385,398,121,0.923194238276,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2721,287,385,398,121,0.943399414376,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2722,288,385,398,121,0.96084093496,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2723,289,385,398,121,0.94862376436,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2724,290,385,398,121,0.968291054065,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2725,291,385,398,121,0.956883468014,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2726,292,385,398,121,0.967426868607,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2727,293,385,398,121,0.953826821021,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2728,294,385,398,121,0.952788718331,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2729,295,385,398,121,0.941792738602,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2730,296,385,398,121,0.943620611546,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2731,297,385,398,121,0.92846409515,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2732,298,385,398,121,0.913370363174,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2733,299,385,398,121,0.880681151032,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2734,300,385,398,121,0.88610822714,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2735,301,385,398,121,0.916045270622,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2736,302,385,398,121,0.923120603393,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2737,303,385,398,121,0.888776337846,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2738,304,385,398,121,0.882810661884,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2739,305,385,398,121,0.888106162094,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2740,306,385,398,121,0.897421647936,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2741,307,385,398,121,0.884539272375,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2742,308,385,398,121,0.899186795854,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2743,309,385,398,121,0.900609954902,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2744,310,385,398,121,0.904782232765,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2745,311,385,398,121,0.893992240532,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2746,312,385,398,121,0.912062233528,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2747,313,385,398,121,0.932193733602,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2748,314,385,398,121,0.97478440208,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2749,315,385,398,121,0.956849618705,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2750,316,385,398,121,0.954428285517,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2751,317,385,398,121,0.950679420379,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2752,318,385,398,121,0.979638342742,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2753,319,385,398,121,0.969255282489,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2754,320,385,398,121,0.97061430531,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2755,321,385,398,121,0.927487598699,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2756,322,385,398,121,0.918901699272,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2757,323,385,398,121,0.919770040218,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2758,324,385,398,121,0.921015593907,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2759,325,385,398,121,0.942219120536,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2760,326,385,398,121,0.950491437043,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2761,327,385,398,121,0.936186169679,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2762,328,385,398,121,0.938217674793,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2763,329,385,398,121,0.934122983601,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2764,330,385,398,121,0.928438028173,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2765,331,385,398,121,0.917964274774,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2766,332,385,398,121,0.93924359629,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2767,333,385,398,121,0.942182850668,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2768,334,385,398,121,0.906575992014,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2769,335,385,398,121,0.891665534034,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2770,336,385,398,121,0.880034287133,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2771,337,385,398,121,0.891963414602,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2772,338,385,398,121,0.942947131122,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2773,339,385,398,121,0.91919497398,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2774,340,385,398,121,0.934226294587,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2775,341,385,398,121,0.942457230389,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2776,342,385,398,121,0.911617234788,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2777,343,385,398,121,0.868507641143,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2778,344,385,398,121,0.83456954023,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2779,345,385,398,121,0.837661289561,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2780,346,385,398,121,0.827772324324,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2781,347,385,398,121,0.841381714286,172,121,121,harm
MOT20-02,32,385,398,2009,v_to_u,mot20_02_r0032_385_398_f2009_v_to_u,2782,348,385,398,121,0.843306511057,172,121,121,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2299,0,371,223,174,0.812225516538,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2300,1,371,223,174,0.849624379336,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2301,2,371,223,174,0.849942803072,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2302,3,371,223,174,0.813776514336,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2303,4,371,223,174,0.830517495358,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2304,5,371,223,97,0.845082505444,18,174,174,other_gt
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2305,6,371,223,97,0.859010096164,18,174,174,other_gt
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2306,7,371,223,97,0.826294234557,18,174,174,other_gt
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2307,8,371,223,174,0.761908027634,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2308,9,371,223,174,0.764995115157,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2309,10,371,223,174,0.797381630642,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2310,11,371,223,174,0.844601971077,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2311,12,371,223,174,0.779706525872,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2312,13,371,223,174,0.707303427619,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2313,14,371,223,174,0.753043630378,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2314,15,371,223,174,0.732591204648,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2315,16,371,223,174,0.726471657375,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2316,17,371,223,174,0.74957287583,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2317,18,371,223,174,0.76070565939,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2318,19,371,223,174,0.755187088964,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2319,20,371,223,174,0.76537929663,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2320,21,371,223,174,0.817022675447,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2321,22,371,223,174,0.790673961623,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2322,23,371,223,174,0.828193534181,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2323,24,371,223,174,0.845265680382,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2324,25,371,223,174,0.813794215345,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2325,26,371,223,174,0.8427623257,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2326,27,371,223,174,0.8465135417,18,174,174,harm
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2327,28,371,223,-1,0.0,18,174,174,unmatched
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2328,29,371,223,-1,0.0,18,174,174,unmatched
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2329,30,371,223,-1,0.0,18,174,174,unmatched
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2330,31,371,223,-1,0.0,18,174,174,unmatched
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2331,32,371,223,-1,0.0,18,174,174,unmatched
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2332,33,371,223,-1,0.0,18,174,174,unmatched
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2333,34,371,223,-1,0.0,18,174,174,unmatched
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2334,35,371,223,-1,0.0,18,174,174,unmatched
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2335,36,371,223,-1,0.0,18,174,174,unmatched
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2336,37,371,223,-1,0.0,18,174,174,unmatched
MOT20-02,33,223,371,2062,u_to_v,mot20_02_r0033_223_371_f2062_u_to_v,2337,38,371,223,-1,0.0,18,174,174,unmatched
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2131,0,453,440,78,0.834317157648,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2132,1,453,440,78,0.844205839737,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2133,2,453,440,78,0.923340831843,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2134,3,453,440,78,0.962191666431,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2135,4,453,440,78,0.961177753016,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2136,5,453,440,78,0.93771235425,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2137,6,453,440,78,0.93043908792,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2138,7,453,440,78,0.972870730525,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2139,8,453,440,78,0.940797006885,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2140,9,453,440,78,0.92693010795,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2141,10,453,440,78,0.929548394766,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2142,11,453,440,78,0.896176933811,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2143,12,453,440,78,0.860866898607,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2144,13,453,440,78,0.818724709327,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2145,14,453,440,78,0.89053106688,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2146,15,453,440,78,0.920942889179,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2147,16,453,440,78,0.902178734953,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2148,17,453,440,78,0.902177878674,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2149,18,453,440,78,0.941626270289,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2150,19,453,440,78,0.914699493912,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2151,20,453,440,78,0.866172603582,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2152,21,453,440,78,0.836172967989,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2153,22,453,440,78,0.807330695004,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2154,23,453,440,78,0.789023925086,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2155,24,453,440,78,0.787533816698,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2156,25,453,440,78,0.785432314948,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2157,26,453,440,78,0.802860059608,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2158,27,453,440,78,0.868236217347,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2159,28,453,440,78,0.912148855267,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2160,29,453,440,78,0.820299351004,78,78,78,shared_history_identity
MOT20-02,34,310,453,2119,u_to_v,mot20_02_r0034_310_453_f2119_u_to_v,2161,30,453,440,78,0.799339861109,78,78,78,shared_history_identity
