seq,u,v,boundary_frame,transaction_type,donor_raw_tid,receiver_raw_tid,accepted,reject_reason,effective_start_frame,changed_rows,pair_common_frames,pair_common_span,canonical_rank,selected_for_teacher
MOT17-02-FRCNN,32,65,338,v_to_u,65,32,0,no_post_boundary_handoff_frame,,0,123,123,0,0
MOT17-02-FRCNN,32,67,338,u_to_v,32,67,1,,339.0,52,114,114,1806,1
MOT17-02-FRCNN,32,67,338,v_to_u,67,32,0,no_post_boundary_handoff_frame,,0,114,114,0,0
MOT17-02-FRCNN,32,69,338,u_to_v,32,69,1,,339.0,93,110,110,1807,1
MOT17-02-FRCNN,32,69,338,v_to_u,69,32,0,no_post_boundary_handoff_frame,,0,110,110,0,0
MOT17-02-FRCNN,32,73,338,u_to_v,32,73,1,,339.0,262,89,89,1808,1
MOT17-02-FRCNN,32,73,338,v_to_u,73,32,0,no_post_boundary_handoff_frame,,0,89,89,0,0
MOT17-02-FRCNN,32,74,338,u_to_v,32,74,1,,339.0,12,85,85,1809,1
MOT17-02-FRCNN,32,74,338,v_to_u,74,32,0,no_post_boundary_handoff_frame,,0,85,85,0,0
MOT17-02-FRCNN,32,76,338,u_to_v,32,76,1,,339.0,15,73,73,1810,1
MOT17-02-FRCNN,32,76,338,v_to_u,76,32,0,no_post_boundary_handoff_frame,,0,73,73,0,0
MOT17-02-FRCNN,32,78,338,u_to_v,32,78,1,,339.0,59,68,68,1811,1
MOT17-02-FRCNN,32,78,338,v_to_u,78,32,0,no_post_boundary_handoff_frame,,0,68,68,0,0
MOT17-02-FRCNN,32,79,338,u_to_v,32,79,1,,339.0,262,68,68,1812,1
MOT17-02-FRCNN,32,79,338,v_to_u,79,32,0,no_post_boundary_handoff_frame,,0,68,68,0,0
MOT17-02-FRCNN,32,81,338,u_to_v,32,81,1,,339.0,262,57,57,1813,1
MOT17-02-FRCNN,32,81,338,v_to_u,81,32,0,no_post_boundary_handoff_frame,,0,57,57,0,0
MOT17-02-FRCNN,32,82,338,u_to_v,32,82,1,,339.0,220,56,56,1814,1
MOT17-02-FRCNN,32,82,338,v_to_u,82,32,0,no_post_boundary_handoff_frame,,0,56,56,0,0
MOT17-02-FRCNN,32,87,338,u_to_v,32,87,1,,339.0,114,34,34,1815,1
MOT17-02-FRCNN,32,87,338,v_to_u,87,32,0,no_post_boundary_handoff_frame,,0,34,34,0,0
MOT17-02-FRCNN,32,89,338,u_to_v,32,89,1,,339.0,262,33,33,1816,1
MOT17-02-FRCNN,32,89,338,v_to_u,89,32,0,no_post_boundary_handoff_frame,,0,33,33,0,0
MOT17-02-FRCNN,32,90,338,u_to_v,32,90,1,,339.0,29,20,20,1817,1
MOT17-02-FRCNN,32,90,338,v_to_u,90,32,0,no_post_boundary_handoff_frame,,0,20,20,0,0
MOT17-02-FRCNN,32,91,338,u_to_v,32,91,1,,339.0,124,9,9,1818,1
MOT17-02-FRCNN,32,91,338,v_to_u,91,32,0,no_post_boundary_handoff_frame,,0,9,9,0,0
MOT17-02-FRCNN,32,93,338,u_to_v,32,93,1,,339.0,262,3,3,1819,1
MOT17-02-FRCNN,32,93,338,v_to_u,93,32,0,no_post_boundary_handoff_frame,,0,3,3,0,0
MOT17-02-FRCNN,32,94,338,u_to_v,32,94,1,,339.0,106,3,3,1820,1
MOT17-02-FRCNN,32,94,338,v_to_u,94,32,0,no_post_boundary_handoff_frame,,0,3,3,0,0
MOT17-02-FRCNN,1,74,350,u_to_v,1,74,0,no_post_boundary_handoff_frame,,0,78,97,0,0
MOT17-02-FRCNN,1,74,350,v_to_u,74,1,1,,351.0,228,78,97,1821,1
MOT17-02-FRCNN,3,74,350,u_to_v,3,74,0,no_post_boundary_handoff_frame,,0,97,97,0,0
MOT17-02-FRCNN,3,74,350,v_to_u,74,3,1,,351.0,95,97,97,1822,1
MOT17-02-FRCNN,6,74,350,u_to_v,6,74,0,no_post_boundary_handoff_frame,,0,97,97,0,0
MOT17-02-FRCNN,6,74,350,v_to_u,74,6,1,,351.0,61,97,97,1823,1
MOT17-02-FRCNN,13,74,350,u_to_v,13,74,0,no_post_boundary_handoff_frame,,0,97,97,0,0
MOT17-02-FRCNN,13,74,350,v_to_u,74,13,1,,351.0,43,97,97,1824,1
MOT17-02-FRCNN,14,74,350,u_to_v,14,74,0,no_post_boundary_handoff_frame,,0,97,97,0,0
MOT17-02-FRCNN,14,74,350,v_to_u,74,14,1,,351.0,10,97,97,1825,1
MOT17-02-FRCNN,20,74,350,u_to_v,20,74,0,no_post_boundary_handoff_frame,,0,97,97,0,0
MOT17-02-FRCNN,20,74,350,v_to_u,74,20,1,,351.0,28,97,97,1826,1
MOT17-02-FRCNN,24,74,350,u_to_v,24,74,0,no_post_boundary_handoff_frame,,0,97,97,0,0
MOT17-02-FRCNN,24,74,350,v_to_u,74,24,1,,351.0,250,97,97,1827,1
MOT17-02-FRCNN,31,74,350,u_to_v,31,74,0,no_post_boundary_handoff_frame,,0,92,92,0,0
MOT17-02-FRCNN,31,74,350,v_to_u,74,31,1,,351.0,50,92,92,1828,1
MOT17-02-FRCNN,36,74,350,u_to_v,36,74,0,no_post_boundary_handoff_frame,,0,97,97,0,0
MOT17-02-FRCNN,36,74,350,v_to_u,74,36,1,,351.0,59,97,97,1829,1
MOT17-02-FRCNN,38,74,350,u_to_v,38,74,0,no_post_boundary_handoff_frame,,0,97,97,0,0
MOT17-02-FRCNN,38,74,350,v_to_u,74,38,1,,351.0,94,97,97,1830,1
MOT17-02-FRCNN,40,74,350,u_to_v,40,74,0,no_post_boundary_handoff_frame,,0,97,97,0,0
MOT17-02-FRCNN,40,74,350,v_to_u,74,40,1,,351.0,64,97,97,1831,1
MOT17-02-FRCNN,48,74,350,u_to_v,48,74,0,no_post_boundary_handoff_frame,,0,97,97,0,0
MOT17-02-FRCNN,48,74,350,v_to_u,74,48,1,,351.0,95,97,97,1832,1
MOT17-02-FRCNN,53,74,350,u_to_v,53,74,0,no_post_boundary_handoff_frame,,0,97,97,0,0
MOT17-02-FRCNN,53,74,350,v_to_u,74,53,1,,351.0,16,97,97,1833,1
MOT17-02-FRCNN,57,74,350,u_to_v,57,74,0,no_post_boundary_handoff_frame,,0,97,97,0,0
MOT17-02-FRCNN,57,74,350,v_to_u,74,57,1,,351.0,69,97,97,1834,1
MOT17-02-FRCNN,60,74,350,u_to_v,60,74,0,no_post_boundary_handoff_frame,,0,97,97,0,0
MOT17-02-FRCNN,60,74,350,v_to_u,74,60,1,,351.0,53,97,97,1835,1
MOT17-02-FRCNN,65,74,350,u_to_v,65,74,0,no_post_boundary_handoff_frame,,0,97,97,0,0
MOT17-02-FRCNN,65,74,350,v_to_u,74,65,1,,351.0,250,97,97,1836,1
MOT17-02-FRCNN,67,74,350,u_to_v,67,74,0,no_post_boundary_handoff_frame,,0,97,97,0,0
MOT17-02-FRCNN,67,74,350,v_to_u,74,67,1,,351.0,40,97,97,1837,1
MOT17-02-FRCNN,69,74,350,u_to_v,69,74,0,no_post_boundary_handoff_frame,,0,97,97,0,0
MOT17-02-FRCNN,69,74,350,v_to_u,74,69,1,,351.0,81,97,97,1838,1
MOT17-02-FRCNN,73,74,350,u_to_v,73,74,0,no_post_boundary_handoff_frame,,0,97,97,0,0
MOT17-02-FRCNN,73,74,350,v_to_u,74,73,1,,351.0,250,97,97,1839,1
MOT17-02-FRCNN,74,76,350,u_to_v,74,76,1,,351.0,3,85,85,1840,1
MOT17-02-FRCNN,74,76,350,v_to_u,76,74,0,no_post_boundary_handoff_frame,,0,85,85,0,0
MOT17-02-FRCNN,74,78,350,u_to_v,74,78,1,,351.0,47,80,80,1841,1
MOT17-02-FRCNN,74,78,350,v_to_u,78,74,0,no_post_boundary_handoff_frame,,0,80,80,0,0
MOT17-02-FRCNN,74,79,350,u_to_v,74,79,1,,351.0,250,80,80,1842,1
MOT17-02-FRCNN,74,79,350,v_to_u,79,74,0,no_post_boundary_handoff_frame,,0,80,80,0,0
MOT17-02-FRCNN,74,81,350,u_to_v,74,81,1,,351.0,250,69,69,1843,1
MOT17-02-FRCNN,74,81,350,v_to_u,81,74,0,no_post_boundary_handoff_frame,,0,69,69,0,0
MOT17-02-FRCNN,74,82,350,u_to_v,74,82,1,,351.0,208,68,68,1844,1
MOT17-02-FRCNN,74,82,350,v_to_u,82,74,0,no_post_boundary_handoff_frame,,0,68,68,0,0
MOT17-02-FRCNN,74,87,350,u_to_v,74,87,1,,351.0,102,46,46,1845,1
MOT17-02-FRCNN,74,87,350,v_to_u,87,74,0,no_post_boundary_handoff_frame,,0,46,46,0,0
MOT17-02-FRCNN,74,89,350,u_to_v,74,89,1,,351.0,250,45,45,1846,1
MOT17-02-FRCNN,74,89,350,v_to_u,89,74,0,no_post_boundary_handoff_frame,,0,45,45,0,0
MOT17-02-FRCNN,74,90,350,u_to_v,74,90,1,,351.0,17,32,32,1847,1
MOT17-02-FRCNN,74,90,350,v_to_u,90,74,0,no_post_boundary_handoff_frame,,0,32,32,0,0
MOT17-02-FRCNN,74,91,350,u_to_v,74,91,1,,351.0,112,21,21,1848,1
MOT17-02-FRCNN,74,91,350,v_to_u,91,74,0,no_post_boundary_handoff_frame,,0,21,21,0,0
MOT17-02-FRCNN,74,93,350,u_to_v,74,93,1,,351.0,250,15,15,1849,1
MOT17-02-FRCNN,74,93,350,v_to_u,93,74,0,no_post_boundary_handoff_frame,,0,15,15,0,0
MOT17-02-FRCNN,74,94,350,u_to_v,74,94,1,,351.0,94,15,15,1850,1
MOT17-02-FRCNN,74,94,350,v_to_u,94,74,0,no_post_boundary_handoff_frame,,0,15,15,0,0
MOT17-02-FRCNN,74,95,350,u_to_v,74,95,1,,351.0,146,4,4,1851,1
MOT17-02-FRCNN,74,95,350,v_to_u,95,74,0,no_post_boundary_handoff_frame,,0,4,4,0,0
MOT17-02-FRCNN,74,96,350,u_to_v,74,96,1,,351.0,31,2,2,1852,1
MOT17-02-FRCNN,74,96,350,v_to_u,96,74,0,no_post_boundary_handoff_frame,,0,2,2,0,0
MOT17-02-FRCNN,1,76,353,u_to_v,1,76,0,no_post_boundary_handoff_frame,,0,69,88,0,0
MOT17-02-FRCNN,1,76,353,v_to_u,76,1,1,,354.0,225,69,88,1853,1
MOT17-02-FRCNN,3,76,353,u_to_v,3,76,0,no_post_boundary_handoff_frame,,0,88,88,0,0
MOT17-02-FRCNN,3,76,353,v_to_u,76,3,1,,354.0,92,88,88,1854,1
MOT17-02-FRCNN,6,76,353,u_to_v,6,76,0,no_post_boundary_handoff_frame,,0,88,88,0,0
MOT17-02-FRCNN,6,76,353,v_to_u,76,6,1,,354.0,58,88,88,1855,1
MOT17-02-FRCNN,13,76,353,u_to_v,13,76,0,no_post_boundary_handoff_frame,,0,88,88,0,0
MOT17-02-FRCNN,13,76,353,v_to_u,76,13,1,,354.0,40,88,88,1856,1
MOT17-02-FRCNN,14,76,353,u_to_v,14,76,0,no_post_boundary_handoff_frame,,0,88,88,0,0
MOT17-02-FRCNN,14,76,353,v_to_u,76,14,1,,354.0,7,88,88,1857,1
MOT17-02-FRCNN,20,76,353,u_to_v,20,76,0,no_post_boundary_handoff_frame,,0,88,88,0,0
MOT17-02-FRCNN,20,76,353,v_to_u,76,20,1,,354.0,25,88,88,1858,1
MOT17-02-FRCNN,24,76,353,u_to_v,24,76,0,no_post_boundary_handoff_frame,,0,88,88,0,0
MOT17-02-FRCNN,24,76,353,v_to_u,76,24,1,,354.0,247,88,88,1859,1
MOT17-02-FRCNN,31,76,353,u_to_v,31,76,0,no_post_boundary_handoff_frame,,0,88,88,0,0
MOT17-02-FRCNN,31,76,353,v_to_u,76,31,1,,354.0,47,88,88,1860,1
MOT17-02-FRCNN,36,76,353,u_to_v,36,76,0,no_post_boundary_handoff_frame,,0,88,88,0,0
MOT17-02-FRCNN,36,76,353,v_to_u,76,36,1,,354.0,56,88,88,1861,1
MOT17-02-FRCNN,38,76,353,u_to_v,38,76,0,no_post_boundary_handoff_frame,,0,88,88,0,0
MOT17-02-FRCNN,38,76,353,v_to_u,76,38,1,,354.0,91,88,88,1862,1
MOT17-02-FRCNN,40,76,353,u_to_v,40,76,0,no_post_boundary_handoff_frame,,0,88,88,0,0
MOT17-02-FRCNN,40,76,353,v_to_u,76,40,1,,354.0,61,88,88,1863,1
MOT17-02-FRCNN,48,76,353,u_to_v,48,76,0,no_post_boundary_handoff_frame,,0,88,88,0,0
MOT17-02-FRCNN,48,76,353,v_to_u,76,48,1,,354.0,92,88,88,1864,1
MOT17-02-FRCNN,53,76,353,u_to_v,53,76,0,no_post_boundary_handoff_frame,,0,88,88,0,0
MOT17-02-FRCNN,53,76,353,v_to_u,76,53,1,,354.0,13,88,88,1865,1
MOT17-02-FRCNN,57,76,353,u_to_v,57,76,0,no_post_boundary_handoff_frame,,0,88,88,0,0
MOT17-02-FRCNN,57,76,353,v_to_u,76,57,1,,354.0,66,88,88,1866,1
MOT17-02-FRCNN,60,76,353,u_to_v,60,76,0,no_post_boundary_handoff_frame,,0,88,88,0,0
MOT17-02-FRCNN,60,76,353,v_to_u,76,60,1,,354.0,50,88,88,1867,1
MOT17-02-FRCNN,65,76,353,u_to_v,65,76,0,no_post_boundary_handoff_frame,,0,88,88,0,0
MOT17-02-FRCNN,65,76,353,v_to_u,76,65,1,,354.0,247,88,88,1868,1
MOT17-02-FRCNN,67,76,353,u_to_v,67,76,0,no_post_boundary_handoff_frame,,0,88,88,0,0
MOT17-02-FRCNN,67,76,353,v_to_u,76,67,1,,354.0,37,88,88,1869,1
MOT17-02-FRCNN,69,76,353,u_to_v,69,76,0,no_post_boundary_handoff_frame,,0,88,88,0,0
MOT17-02-FRCNN,69,76,353,v_to_u,76,69,1,,354.0,78,88,88,1870,1
MOT17-02-FRCNN,73,76,353,u_to_v,73,76,0,no_post_boundary_handoff_frame,,0,88,88,0,0
MOT17-02-FRCNN,73,76,353,v_to_u,76,73,1,,354.0,247,88,88,1871,1
MOT17-02-FRCNN,76,78,353,u_to_v,76,78,1,,354.0,44,83,83,1872,1
MOT17-02-FRCNN,76,78,353,v_to_u,78,76,0,no_post_boundary_handoff_frame,,0,83,83,0,0
MOT17-02-FRCNN,76,79,353,u_to_v,76,79,1,,354.0,247,83,83,1873,1
MOT17-02-FRCNN,76,79,353,v_to_u,79,76,0,no_post_boundary_handoff_frame,,0,83,83,0,0
MOT17-02-FRCNN,76,81,353,u_to_v,76,81,1,,354.0,247,72,72,1874,1
MOT17-02-FRCNN,76,81,353,v_to_u,81,76,0,no_post_boundary_handoff_frame,,0,72,72,0,0
MOT17-02-FRCNN,76,82,353,u_to_v,76,82,1,,354.0,205,71,71,1875,1
MOT17-02-FRCNN,76,82,353,v_to_u,82,76,0,no_post_boundary_handoff_frame,,0,71,71,0,0
MOT17-02-FRCNN,76,87,353,u_to_v,76,87,1,,354.0,99,49,49,1876,1
MOT17-02-FRCNN,76,87,353,v_to_u,87,76,0,no_post_boundary_handoff_frame,,0,49,49,0,0
MOT17-02-FRCNN,76,89,353,u_to_v,76,89,1,,354.0,247,48,48,1877,1
MOT17-02-FRCNN,76,89,353,v_to_u,89,76,0,no_post_boundary_handoff_frame,,0,48,48,0,0
MOT17-02-FRCNN,76,90,353,u_to_v,76,90,1,,354.0,14,35,35,1878,1
MOT17-02-FRCNN,76,90,353,v_to_u,90,76,0,no_post_boundary_handoff_frame,,0,35,35,0,0
MOT17-02-FRCNN,76,91,353,u_to_v,76,91,1,,354.0,109,24,24,1879,1
MOT17-02-FRCNN,76,91,353,v_to_u,91,76,0,no_post_boundary_handoff_frame,,0,24,24,0,0
MOT17-02-FRCNN,76,93,353,u_to_v,76,93,1,,354.0,247,18,18,1880,1
MOT17-02-FRCNN,76,93,353,v_to_u,93,76,0,no_post_boundary_handoff_frame,,0,18,18,0,0
MOT17-02-FRCNN,76,94,353,u_to_v,76,94,1,,354.0,91,18,18,1881,1
MOT17-02-FRCNN,76,94,353,v_to_u,94,76,0,no_post_boundary_handoff_frame,,0,18,18,0,0
MOT17-02-FRCNN,76,95,353,u_to_v,76,95,1,,354.0,143,7,7,1882,1
MOT17-02-FRCNN,76,95,353,v_to_u,95,76,0,no_post_boundary_handoff_frame,,0,7,7,0,0
MOT17-02-FRCNN,76,96,353,u_to_v,76,96,1,,354.0,28,5,5,1883,1
MOT17-02-FRCNN,76,96,353,v_to_u,96,76,0,no_post_boundary_handoff_frame,,0,5,5,0,0
MOT17-02-FRCNN,76,97,353,u_to_v,76,97,1,,354.0,247,2,2,1884,1
MOT17-02-FRCNN,76,97,353,v_to_u,97,76,0,no_post_boundary_handoff_frame,,0,2,2,0,0
MOT17-02-FRCNN,1,14,360,u_to_v,1,14,0,no_post_boundary_handoff_frame,,0,341,360,0,0
MOT17-02-FRCNN,1,14,360,v_to_u,14,1,1,,361.0,218,341,360,1885,1
MOT17-02-FRCNN,3,14,360,u_to_v,3,14,0,no_post_boundary_handoff_frame,,0,360,360,0,0
MOT17-02-FRCNN,3,14,360,v_to_u,14,3,1,,361.0,85,360,360,1886,1
MOT17-02-FRCNN,6,14,360,u_to_v,6,14,0,no_post_boundary_handoff_frame,,0,360,360,0,0
MOT17-02-FRCNN,6,14,360,v_to_u,14,6,1,,361.0,51,360,360,1887,1
MOT17-02-FRCNN,13,14,360,u_to_v,13,14,0,no_post_boundary_handoff_frame,,0,360,360,0,0
MOT17-02-FRCNN,13,14,360,v_to_u,14,13,1,,361.0,33,360,360,1888,1
MOT17-02-FRCNN,14,20,360,u_to_v,14,20,1,,361.0,18,360,360,1889,1
MOT17-02-FRCNN,14,20,360,v_to_u,20,14,0,no_post_boundary_handoff_frame,,0,360,360,0,0
MOT17-02-FRCNN,14,24,360,u_to_v,14,24,1,,361.0,240,331,331,1890,1
MOT17-02-FRCNN,14,24,360,v_to_u,24,14,0,no_post_boundary_handoff_frame,,0,331,331,0,0
MOT17-02-FRCNN,14,31,360,u_to_v,14,31,1,,361.0,40,269,298,1891,1
MOT17-02-FRCNN,14,31,360,v_to_u,31,14,0,no_post_boundary_handoff_frame,,0,269,298,0,0
MOT17-02-FRCNN,14,36,360,u_to_v,14,36,1,,361.0,49,285,285,1892,1
MOT17-02-FRCNN,14,36,360,v_to_u,36,14,0,no_post_boundary_handoff_frame,,0,285,285,0,0
MOT17-02-FRCNN,14,38,360,u_to_v,14,38,1,,361.0,84,249,249,1893,1
MOT17-02-FRCNN,14,38,360,v_to_u,38,14,0,no_post_boundary_handoff_frame,,0,249,249,0,0
MOT17-02-FRCNN,14,40,360,u_to_v,14,40,1,,361.0,54,248,248,1894,1
MOT17-02-FRCNN,14,40,360,v_to_u,40,14,0,no_post_boundary_handoff_frame,,0,248,248,0,0
MOT17-02-FRCNN,14,48,360,u_to_v,14,48,1,,361.0,85,218,218,1895,1
MOT17-02-FRCNN,14,48,360,v_to_u,48,14,0,no_post_boundary_handoff_frame,,0,218,218,0,0
MOT17-02-FRCNN,14,53,360,u_to_v,14,53,1,,361.0,6,207,207,1896,1
MOT17-02-FRCNN,14,53,360,v_to_u,53,14,0,no_post_boundary_handoff_frame,,0,207,207,0,0
MOT17-02-FRCNN,14,57,360,u_to_v,14,57,1,,361.0,59,173,173,1897,1
MOT17-02-FRCNN,14,57,360,v_to_u,57,14,0,no_post_boundary_handoff_frame,,0,173,173,0,0
MOT17-02-FRCNN,14,60,360,u_to_v,14,60,1,,361.0,43,154,154,1898,1
MOT17-02-FRCNN,14,60,360,v_to_u,60,14,0,no_post_boundary_handoff_frame,,0,154,154,0,0
MOT17-02-FRCNN,14,65,360,u_to_v,14,65,1,,361.0,240,145,145,1899,1
MOT17-02-FRCNN,14,65,360,v_to_u,65,14,0,no_post_boundary_handoff_frame,,0,145,145,0,0
MOT17-02-FRCNN,14,67,360,u_to_v,14,67,1,,361.0,30,136,136,1900,1
MOT17-02-FRCNN,14,67,360,v_to_u,67,14,0,no_post_boundary_handoff_frame,,0,136,136,0,0
MOT17-02-FRCNN,14,69,360,u_to_v,14,69,1,,361.0,71,132,132,1901,1
MOT17-02-FRCNN,14,69,360,v_to_u,69,14,0,no_post_boundary_handoff_frame,,0,132,132,0,0
MOT17-02-FRCNN,14,73,360,u_to_v,14,73,1,,361.0,240,111,111,1902,1
MOT17-02-FRCNN,14,73,360,v_to_u,73,14,0,no_post_boundary_handoff_frame,,0,111,111,0,0
MOT17-02-FRCNN,14,78,360,u_to_v,14,78,1,,361.0,37,90,90,1903,1
MOT17-02-FRCNN,14,78,360,v_to_u,78,14,0,no_post_boundary_handoff_frame,,0,90,90,0,0
MOT17-02-FRCNN,14,79,360,u_to_v,14,79,1,,361.0,240,90,90,1904,1
MOT17-02-FRCNN,14,79,360,v_to_u,79,14,0,no_post_boundary_handoff_frame,,0,90,90,0,0
MOT17-02-FRCNN,14,81,360,u_to_v,14,81,1,,361.0,240,79,79,1905,1
MOT17-02-FRCNN,14,81,360,v_to_u,81,14,0,no_post_boundary_handoff_frame,,0,79,79,0,0
MOT17-02-FRCNN,14,82,360,u_to_v,14,82,1,,361.0,198,78,78,1906,1
MOT17-02-FRCNN,14,82,360,v_to_u,82,14,0,no_post_boundary_handoff_frame,,0,78,78,0,0
MOT17-02-FRCNN,14,87,360,u_to_v,14,87,1,,361.0,92,56,56,1907,1
MOT17-02-FRCNN,14,87,360,v_to_u,87,14,0,no_post_boundary_handoff_frame,,0,56,56,0,0
MOT17-02-FRCNN,14,89,360,u_to_v,14,89,1,,361.0,240,55,55,1908,1
MOT17-02-FRCNN,14,89,360,v_to_u,89,14,0,no_post_boundary_handoff_frame,,0,55,55,0,0
MOT17-02-FRCNN,14,90,360,u_to_v,14,90,1,,361.0,7,42,42,1909,1
MOT17-02-FRCNN,14,90,360,v_to_u,90,14,0,no_post_boundary_handoff_frame,,0,42,42,0,0
MOT17-02-FRCNN,14,91,360,u_to_v,14,91,1,,361.0,102,31,31,1910,1
MOT17-02-FRCNN,14,91,360,v_to_u,91,14,0,no_post_boundary_handoff_frame,,0,31,31,0,0
MOT17-02-FRCNN,14,93,360,u_to_v,14,93,1,,361.0,240,25,25,1911,1
MOT17-02-FRCNN,14,93,360,v_to_u,93,14,0,no_post_boundary_handoff_frame,,0,25,25,0,0
MOT17-02-FRCNN,14,94,360,u_to_v,14,94,1,,361.0,84,25,25,1912,1
MOT17-02-FRCNN,14,94,360,v_to_u,94,14,0,no_post_boundary_handoff_frame,,0,25,25,0,0
MOT17-02-FRCNN,14,95,360,u_to_v,14,95,1,,361.0,136,14,14,1913,1
MOT17-02-FRCNN,14,95,360,v_to_u,95,14,0,no_post_boundary_handoff_frame,,0,14,14,0,0
MOT17-02-FRCNN,14,96,360,u_to_v,14,96,1,,361.0,21,12,12,1914,1
MOT17-02-FRCNN,14,96,360,v_to_u,96,14,0,no_post_boundary_handoff_frame,,0,12,12,0,0
MOT17-02-FRCNN,14,97,360,u_to_v,14,97,1,,361.0,240,9,9,1915,1
MOT17-02-FRCNN,14,97,360,v_to_u,97,14,0,no_post_boundary_handoff_frame,,0,9,9,0,0
MOT17-02-FRCNN,14,98,360,u_to_v,14,98,1,,361.0,240,3,3,1916,1
MOT17-02-FRCNN,14,98,360,v_to_u,98,14,0,no_post_boundary_handoff_frame,,0,3,3,0,0
MOT17-02-FRCNN,1,100,361,u_to_v,1,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,1,100,361,v_to_u,100,1,1,,362.0,217,1,1,1917,1
MOT17-02-FRCNN,3,100,361,u_to_v,3,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,3,100,361,v_to_u,100,3,1,,362.0,84,1,1,1918,1
MOT17-02-FRCNN,6,100,361,u_to_v,6,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,6,100,361,v_to_u,100,6,1,,362.0,50,1,1,1919,1
MOT17-02-FRCNN,13,100,361,u_to_v,13,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,13,100,361,v_to_u,100,13,1,,362.0,32,1,1,1920,1
MOT17-02-FRCNN,20,100,361,u_to_v,20,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,20,100,361,v_to_u,100,20,1,,362.0,17,1,1,1921,1
MOT17-02-FRCNN,24,100,361,u_to_v,24,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,24,100,361,v_to_u,100,24,1,,362.0,239,1,1,1922,1
MOT17-02-FRCNN,31,100,361,u_to_v,31,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,31,100,361,v_to_u,100,31,1,,362.0,39,1,1,1923,1
MOT17-02-FRCNN,36,100,361,u_to_v,36,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,36,100,361,v_to_u,100,36,1,,362.0,48,1,1,1924,1
MOT17-02-FRCNN,38,100,361,u_to_v,38,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,38,100,361,v_to_u,100,38,1,,362.0,83,1,1,1925,1
MOT17-02-FRCNN,40,100,361,u_to_v,40,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,40,100,361,v_to_u,100,40,1,,362.0,53,1,1,1926,1
MOT17-02-FRCNN,48,100,361,u_to_v,48,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,48,100,361,v_to_u,100,48,1,,362.0,84,1,1,1927,1
MOT17-02-FRCNN,53,100,361,u_to_v,53,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,53,100,361,v_to_u,100,53,1,,362.0,5,1,1,1928,1
MOT17-02-FRCNN,57,100,361,u_to_v,57,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,57,100,361,v_to_u,100,57,1,,362.0,58,1,1,1929,1
MOT17-02-FRCNN,60,100,361,u_to_v,60,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,60,100,361,v_to_u,100,60,1,,362.0,42,1,1,1930,1
MOT17-02-FRCNN,65,100,361,u_to_v,65,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,65,100,361,v_to_u,100,65,1,,362.0,239,1,1,1931,1
MOT17-02-FRCNN,67,100,361,u_to_v,67,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,67,100,361,v_to_u,100,67,1,,362.0,29,1,1,1932,1
MOT17-02-FRCNN,69,100,361,u_to_v,69,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,69,100,361,v_to_u,100,69,1,,362.0,70,1,1,1933,1
MOT17-02-FRCNN,73,100,361,u_to_v,73,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,73,100,361,v_to_u,100,73,1,,362.0,239,1,1,1934,1
MOT17-02-FRCNN,78,100,361,u_to_v,78,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,78,100,361,v_to_u,100,78,1,,362.0,36,1,1,1935,1
MOT17-02-FRCNN,79,100,361,u_to_v,79,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,79,100,361,v_to_u,100,79,1,,362.0,239,1,1,1936,1
MOT17-02-FRCNN,81,100,361,u_to_v,81,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,81,100,361,v_to_u,100,81,1,,362.0,239,1,1,1937,1
MOT17-02-FRCNN,82,100,361,u_to_v,82,100,0,no_post_boundary_handoff_frame,,0,1,1,0,0
MOT17-02-FRCNN,82,100,361,v_to_u,100,82,1,,362.0,197,1,1,1938,1
