seq,canonical_rank,u,v,boundary_frame,transaction_type,temporal_block,full_idtp_delta_norm,receiver_split_label,same_identity_merge_label,receiver_split_score,same_identity_merge_score,receiver_split_rank,same_identity_merge_rank,outer_sequence,base_member,rescue_member
MOT17-02-FRCNN,1969,40,102,364,v_to_u,1,-0.048275862069,0,0,0.831242238711,0.0,52,981,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1971,53,102,364,v_to_u,2,0.0,0,0,0.811672015395,0.0,56,188,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1972,57,102,364,v_to_u,2,0.186147186147,0,0,0.818444262004,0.0,46,189,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1977,73,102,364,v_to_u,2,-0.329545454545,0,0,0.806938305827,0.0,61,194,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1979,79,102,364,v_to_u,2,0.273556231003,0,0,0.809268492495,0.0,57,196,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1980,81,102,364,v_to_u,2,0.047457627119,0,0,0.91239753729,0.0,2,197,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1981,82,102,364,v_to_u,2,0.267782426778,0,0,0.89429284369,0.0,10,198,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1983,89,102,364,v_to_u,2,-0.105442176871,0,0,0.773587372675,0.0,77,200,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1999,31,53,366,v_to_u,2,0.053465346535,0,0,0.001361895356,0.003896636573,425,123,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2016,53,90,366,u_to_v,2,-0.00395256917,0,0,0.0,0.0,454,230,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2025,53,101,366,u_to_v,2,-0.016447368421,0,0,0.0,0.169950496653,463,23,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2026,53,103,366,u_to_v,2,-0.111111111111,0,0,0.0,0.39818920735,464,8,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,2084,20,96,378,u_to_v,2,0.0,0,0,0.003699154544,0.0,376,286,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2113,91,96,381,v_to_u,2,0.229813664596,0,0,0.0,0.007695000621,512,101,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2126,13,107,383,v_to_u,2,0.018181818182,0,0,0.904740694391,0.0,7,319,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,2128,31,107,383,v_to_u,2,0.029801324503,0,0,0.902669110536,0.0,8,321,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2137,69,107,383,v_to_u,2,-0.20618556701,0,0,0.784626177761,0.0,69,330,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2141,81,107,383,v_to_u,2,0.101694915254,0,0,0.902524906704,0.0,9,334,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,2142,82,107,383,v_to_u,2,0.276150627615,0,0,0.850163197264,0.0,25,335,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2147,94,107,383,v_to_u,2,-0.302752293578,0,0,0.521108867608,0.0,128,340,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2150,98,107,383,v_to_u,2,0.10460251046,0,0,0.86767425415,0.0,15,343,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2159,13,108,386,v_to_u,2,0.01038961039,0,0,0.904953132132,0.0,5,352,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,2161,31,108,386,v_to_u,2,0.019867549669,0,0,0.904881304422,0.0,6,354,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2168,65,108,386,v_to_u,2,0.006211180124,0,0,0.824127174859,0.003903178064,39,113,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2170,69,108,386,v_to_u,2,-0.190721649485,0,0,0.78305943078,0.0,71,362,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2174,81,108,386,v_to_u,2,0.11186440678,0,0,0.906594337514,0.0,4,366,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,2175,82,108,386,v_to_u,2,0.267782426778,0,0,0.859640907905,0.0,20,367,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2180,94,108,386,v_to_u,2,-0.275229357798,0,0,0.519158257446,0.0,129,372,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2183,98,108,386,v_to_u,2,0.117154811715,0,0,0.866907539996,0.0,16,375,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2192,13,109,389,v_to_u,2,0.002597402597,0,0,0.912238197685,0.0,3,384,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2196,38,109,389,v_to_u,2,0.151515151515,0,0,0.816668521793,0.0,47,388,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2197,40,109,389,v_to_u,2,-0.048275862069,0,0,0.859357882678,0.0,21,389,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2199,57,109,389,v_to_u,2,0.099567099567,0,0,0.527897528892,0.0,126,391,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2202,67,109,389,v_to_u,2,0.0,0,0,0.797689831316,0.0,67,394,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2204,73,109,389,v_to_u,2,-0.400568181818,0,0,0.836116794079,0.0,31,396,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2206,79,109,389,v_to_u,2,0.349544072948,0,0,0.807648455527,0.0,58,398,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2207,81,109,389,v_to_u,2,0.122033898305,0,0,0.918644656334,0.0,1,399,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,2212,93,109,389,v_to_u,2,0.199248120301,0,0,0.077614579025,0.0,197,404,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2225,13,67,390,v_to_u,2,0.0,0,0,0.00377017592,0.0,355,417,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2249,67,99,390,u_to_v,2,-0.118721461187,0,0,0.0,0.391104141566,540,9,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,2259,13,31,393,u_to_v,2,0.0,0,0,0.0,0.015564929382,549,66,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2269,13,78,393,u_to_v,2,0.0,0,0,0.007452635189,0.04680547258,299,39,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2272,13,82,393,u_to_v,2,-0.109324758842,0,0,0.0,0.0,560,450,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2287,13,110,393,u_to_v,2,-0.087264150943,0,0,0.00386594602,0.549356415148,328,5,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,2292,31,78,397,v_to_u,2,0.0,0,0,0.0,0.0,575,463,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2323,24,31,400,v_to_u,2,-0.072413793103,0,0,0.008303969399,0.007803916528,286,84,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2329,31,60,400,u_to_v,2,0.0,0,0,0.003619335072,0.015580322736,379,65,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2345,31,101,400,u_to_v,2,-0.057356608479,0,0,0.0,0.503284469176,616,6,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,2346,31,103,400,u_to_v,2,0.059945504087,0,0,0.0,0.654173220395,617,2,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,2355,36,60,403,v_to_u,2,-0.009578544061,0,0,0.0,0.0,624,508,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2379,60,106,403,u_to_v,2,-0.171875,0,0,0.004500776223,0.669834483937,317,1,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,2385,36,104,408,v_to_u,2,0.0,0,0,0.0,0.003829003684,647,173,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2417,36,40,409,u_to_v,2,0.0,0,0,0.00376480157,0.0,359,558,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2446,38,113,411,v_to_u,2,0.084848484848,0,0,0.832675689704,0.0,32,581,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2447,40,113,411,v_to_u,2,0.0,0,0,0.892776392826,0.0,11,582,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2449,57,113,411,v_to_u,2,0.030303030303,0,0,0.862768728159,0.0,17,584,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2453,79,113,411,v_to_u,2,0.419452887538,0,0,0.578672237858,0.0,119,588,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2476,38,40,414,v_to_u,2,0.0,0,0,0.001361895356,0.0,429,609,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2478,40,57,414,u_to_v,2,0.0,0,0,0.0,0.007680910682,693,103,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2545,69,103,430,v_to_u,2,0.0,0,0,0.0,0.0,747,659,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2546,69,110,430,v_to_u,2,0.0,0,0,0.002745592613,0.0,418,660,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2552,81,110,430,v_to_u,2,0.233532934132,0,0,0.0,0.003856732984,751,171,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2554,82,110,430,v_to_u,2,0.089928057554,0,0,0.008434598261,0.011579744246,285,82,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2569,98,103,430,v_to_u,2,0.203947368421,0,0,0.0,0.0,762,677,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2573,101,103,430,v_to_u,2,0.144578313253,0,0,0.003776345617,0.0,348,680,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2580,103,115,430,u_to_v,2,-0.317757009346,0,0,0.003758669506,0.623606070389,363,3,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2616,3,6,439,v_to_u,2,-0.004750593824,0,0,0.003803193176,0.011693464767,341,73,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2618,6,38,439,u_to_v,2,0.0,0,0,0.0,0.0,804,713,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2619,6,48,439,u_to_v,2,-0.008571428571,0,0,0.003803193176,0.007797327155,342,86,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2629,6,94,439,u_to_v,2,-0.003944773176,0,0,0.005165088532,0.019447546308,313,60,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2644,3,117,440,v_to_u,2,-0.006772009029,0,0,0.056030999121,0.0,220,727,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2646,38,117,440,v_to_u,2,0.0,0,0,0.044067607347,0.0,230,729,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2649,73,117,440,v_to_u,2,-0.45584045584,0,0,0.021660540667,0.0,258,732,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2654,89,117,440,v_to_u,2,0.153583617747,1,0,0.032572231218,0.0,239,737,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2672,3,38,444,v_to_u,2,0.0,0,0,0.0,0.0,831,750,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2673,3,94,444,v_to_u,2,0.0,0,0,0.0,0.0,832,751,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2676,38,48,444,u_to_v,2,-0.001587301587,0,0,0.0,0.007782448824,834,93,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2697,38,116,444,u_to_v,2,-0.111398963731,0,0,0.0,0.00778538245,851,90,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2698,38,118,444,u_to_v,2,-0.014836795252,0,0,0.0,0.584697719485,852,4,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,2700,48,94,444,v_to_u,2,-0.002444987775,0,0,0.0,0.0,854,767,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2721,94,116,444,u_to_v,2,-0.260606060606,0,0,0.0,0.0,872,786,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2739,3,99,445,u_to_v,2,-0.001893939394,0,0,0.018585740258,0.003895119278,262,134,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2747,3,116,445,u_to_v,2,-0.084,0,0,0.0,0.502569105856,894,7,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2749,3,119,445,u_to_v,2,0.18795620438,0,1,0.003872563111,0.139058637705,326,27,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2763,48,99,445,u_to_v,2,-0.002590673575,0,0,0.018585740258,0.0,263,819,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2771,48,116,445,u_to_v,2,-0.117318435754,0,0,0.003573763992,0.344008374076,386,11,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2773,48,119,445,u_to_v,2,-0.253694581281,0,0,0.003872563111,0.142955812028,327,26,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2796,116,121,447,v_to_u,2,-0.310344827586,0,0,0.054169836126,0.0,222,848,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2798,119,121,447,v_to_u,2,-0.018867924528,0,0,0.268319582556,0.0,152,850,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2799,120,121,447,v_to_u,2,-0.021126760563,0,0,0.261011964682,0.007773842915,153,97,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2810,79,118,449,v_to_u,2,0.366071428571,0,0,0.040769516083,0.003866827155,235,167,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2811,81,99,449,v_to_u,2,0.063324538259,0,0,0.001361895356,0.0,431,861,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2815,87,99,449,v_to_u,2,-0.004329004329,0,0,0.0,0.007777952856,918,96,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2856,73,125,451,v_to_u,2,-0.424501424501,0,0,0.827937911651,0.0,38,898,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2858,81,125,451,v_to_u,2,0.255102040816,1,0,0.844588163104,0.0,27,900,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2859,82,125,451,v_to_u,2,0.273109243697,1,0,0.81340642959,0.0,53,901,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2860,87,125,451,v_to_u,2,0.0,0,0,0.119699702367,0.0,180,902,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2861,89,125,451,v_to_u,2,0.191126279863,1,0,0.850276263572,0.0,24,903,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2895,87,106,452,u_to_v,2,0.0,0,0,0.0,0.0,948,936,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2943,97,129,457,v_to_u,2,-0.423387096774,0,0,0.557869108076,0.0,123,980,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2946,105,129,457,v_to_u,3,-0.372807017544,0,0,0.877124772744,0.0,10,76,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2962,65,130,459,v_to_u,3,0.04347826087,0,0,0.619006745565,0.0,135,92,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,2969,93,130,459,v_to_u,3,0.462406015038,0,0,0.877777838416,0.0,9,99,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,2983,123,130,459,v_to_u,3,0.142857142857,0,0,0.540248354233,0.0,156,112,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3000,91,101,462,u_to_v,3,0.0,0,0,0.011060426214,0.003893731611,337,56,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3013,91,127,462,u_to_v,3,0.0,0,0,0.0,0.611180714533,514,3,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,3015,91,131,462,u_to_v,3,-0.344444444444,0,0,0.0,0.630759515396,516,2,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,3020,73,133,463,v_to_u,3,-0.389204545455,0,0,0.869850407323,0.0,13,143,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3021,79,133,463,v_to_u,3,0.358662613982,0,0,0.811216765087,0.0,44,144,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3022,81,133,463,v_to_u,3,0.210169491525,0,0,0.829146924138,0.0,32,145,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3023,82,133,463,v_to_u,3,0.267782426778,0,0,0.914776783697,0.0,2,146,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3024,89,133,463,v_to_u,3,0.227891156463,0,0,0.840685187116,0.0,24,147,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3028,98,133,463,v_to_u,3,0.146443514644,0,0,0.801571244407,0.0,50,151,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3029,101,133,463,v_to_u,3,0.0,0,0,0.558923815495,0.0,149,152,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3044,131,133,463,v_to_u,3,-0.021428571429,0,0,0.607906357454,0.0,139,167,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3047,24,101,464,v_to_u,3,0.189835575486,0,0,0.001361895356,0.0,483,170,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3062,101,115,464,u_to_v,3,0.0,0,0,0.0,0.115957063587,532,18,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3075,24,115,465,v_to_u,3,0.144262295082,0,0,0.021451916468,0.0,301,194,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3085,98,115,465,v_to_u,3,-0.017921146953,0,0,0.010537987996,0.007787610196,342,42,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3165,89,95,496,v_to_u,3,0.225733634312,0,0,0.00386594602,0.0,402,280,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3188,24,139,499,v_to_u,3,0.170175438596,0,0,0.358298308092,0.0,180,301,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3189,65,139,499,v_to_u,3,0.037267080745,0,0,0.832551611382,0.0,29,302,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3190,73,139,499,v_to_u,3,-0.286931818182,0,0,0.867504009862,0.0,15,303,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3192,81,139,499,v_to_u,3,0.138983050847,0,0,0.806654406896,0.0,48,305,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3193,82,139,499,v_to_u,3,0.179916317992,0,0,0.812534419554,0.0,42,306,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3197,98,139,499,v_to_u,3,0.004184100418,0,0,0.763070890964,0.0,69,310,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3218,65,122,507,v_to_u,3,-0.03664921466,0,0,0.005237807794,0.0,391,331,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3241,122,136,507,u_to_v,3,0.0,0,0,0.0,0.490889778333,625,8,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3271,138,140,514,u_to_v,3,-0.383561643836,0,0,0.003803193176,0.521848719093,414,6,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3273,138,142,514,u_to_v,3,0.153153153153,0,1,0.003334003597,0.302324537685,463,13,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3282,73,144,520,v_to_u,3,-0.22792022792,0,0,0.823878519376,0.0,39,386,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3286,81,144,520,v_to_u,3,0.142857142857,1,0,0.896533823419,0.0,7,390,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,3290,89,144,520,v_to_u,3,0.273037542662,1,0,0.905859679743,0.0,4,394,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,3330,137,144,520,v_to_u,3,-0.29203539823,0,0,0.532703164052,0.0,161,434,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3337,65,145,523,v_to_u,3,0.046583850932,0,0,0.83575709185,0.0,27,441,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3338,73,145,523,v_to_u,3,-0.21875,0,0,0.827048506231,0.0,36,442,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3340,81,145,523,v_to_u,3,0.142372881356,0,0,0.899237302501,0.0,6,444,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3341,82,145,523,v_to_u,3,0.07949790795,0,0,0.844209865082,0.0,22,445,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3342,89,145,523,v_to_u,3,0.258503401361,0,0,0.920818330322,0.0,1,446,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3345,98,145,523,v_to_u,3,-0.096234309623,0,0,0.777794036873,0.0,61,449,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3351,123,145,523,v_to_u,3,0.153846153846,0,0,0.791147450196,0.0,53,455,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3386,132,136,531,v_to_u,3,0.104347826087,0,0,0.003803193176,0.003843189984,415,67,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3406,111,128,539,v_to_u,3,0.0,0,0,0.0,0.0,685,502,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3410,123,128,539,v_to_u,3,0.0,0,0,0.0,0.003826709145,689,73,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3411,124,128,539,v_to_u,3,0.0,0,0,0.0,0.007632742422,690,49,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3421,128,143,539,u_to_v,3,-0.269736842105,0,0,0.0,0.556714456629,700,5,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,3431,65,124,540,v_to_u,3,-0.041362530414,0,0,0.003664613458,0.0,441,524,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3464,111,132,540,u_to_v,3,-0.110526315789,0,0,0.0,0.0,735,557,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3488,123,143,540,u_to_v,3,-0.253164556962,0,0,0.0,0.498742034881,759,7,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,3499,124,143,540,u_to_v,3,-0.253164556962,0,0,0.0,0.56052821326,770,4,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,3533,73,151,554,v_to_u,3,-0.130681818182,0,0,0.808558261586,0.0,45,624,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3535,81,151,554,v_to_u,3,0.138983050847,0,0,0.616522353146,0.0,136,626,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3536,82,151,554,v_to_u,3,-0.016736401674,0,0,0.874756064675,0.0,11,627,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3537,89,151,554,v_to_u,3,0.15306122449,0,0,0.866891279276,0.0,16,628,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3540,98,151,554,v_to_u,3,-0.192468619247,0,0,0.790388878968,0.0,54,631,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3564,81,82,558,v_to_u,3,0.078947368421,0,0,0.0,0.011660166862,804,36,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3572,82,126,558,u_to_v,3,-0.014326647564,0,0,0.0,0.007770187585,812,45,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3578,82,140,558,u_to_v,3,-0.003448275862,0,0,0.003862710468,0.0,407,666,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3600,126,153,561,v_to_u,3,-0.017857142857,0,0,0.061096958565,0.0,252,685,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3606,140,153,561,v_to_u,3,0.0,0,0,0.4772253473,0.0,167,691,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3615,152,153,561,v_to_u,3,0.0,0,0,0.336812343682,0.0,182,700,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3629,126,140,562,v_to_u,3,-0.006134969325,0,0,0.0,0.0,835,714,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3636,140,142,562,u_to_v,3,-0.267605633803,0,0,0.008263839702,0.023147692819,357,32,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3643,140,152,562,u_to_v,3,0.372093023256,0,1,0.0,0.697128773412,844,1,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,3644,1,126,563,v_to_u,3,-0.017991004498,0,0,0.0,0.0,845,726,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3671,1,147,571,v_to_u,3,-0.006849315068,0,0,0.0,0.003895406768,871,54,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3699,1,150,573,v_to_u,3,-0.003514938489,0,0,0.023001441236,0.0,297,773,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3700,1,156,573,v_to_u,3,-0.003597122302,0,0,0.028316558829,0.0,287,774,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3702,24,156,573,v_to_u,3,0.040421792619,1,0,0.543682752513,0.0,153,776,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3706,73,156,573,v_to_u,3,-0.076923076923,0,0,0.827742763969,0.0,34,780,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3709,81,150,573,v_to_u,3,0.045602605863,0,0,0.021750113636,0.011552563823,299,38,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3710,81,156,573,v_to_u,3,0.091836734694,1,0,0.909064384589,0.0,3,783,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,3718,98,156,573,v_to_u,3,-0.113445378151,0,0,0.766522191242,0.0,67,791,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3722,112,156,573,v_to_u,3,-0.022857142857,0,0,0.699105920676,0.0,106,795,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3753,1,157,577,v_to_u,3,0.0,0,0,0.055159338091,0.0,261,822,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3754,24,157,577,v_to_u,3,0.036842105263,0,0,0.495153971119,0.0,165,823,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3757,79,157,577,v_to_u,3,0.054711246201,0,0,0.886147862522,0.0,8,826,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,3758,81,157,577,v_to_u,3,0.074576271186,0,0,0.901651645315,0.0,5,827,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,3762,98,157,577,v_to_u,3,-0.096234309623,0,0,0.777452128564,0.0,62,831,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3764,112,157,577,v_to_u,3,0.0,0,0,0.607137241715,0.0,140,833,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3790,1,112,578,u_to_v,3,0.0,0,0,0.0,0.0,901,859,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3806,24,112,579,v_to_u,3,0.0,0,0,0.00377017592,0.0,421,872,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3831,24,148,584,v_to_u,3,0.0,0,0,0.003749874445,0.0,435,894,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3849,143,148,584,v_to_u,3,0.0,0,0,0.0,0.0,941,911,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3856,24,143,585,v_to_u,3,0.0,0,0,0.003879965709,0.0,399,916,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3880,24,158,587,v_to_u,3,0.013888888889,0,0,0.020565330322,0.0,306,939,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3883,79,158,587,v_to_u,3,0.038805970149,0,0,0.044027892359,0.003903021615,269,52,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3903,24,120,594,v_to_u,3,0.0,0,0,0.0,0.0,960,959,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3904,65,120,594,v_to_u,3,-0.012987012987,0,0,0.003603862221,0.0,448,960,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,3905,73,120,594,v_to_u,3,-0.012195121951,0,0,0.0,0.0,961,961,MOT17-02-FRCNN,1,0
