seq,canonical_rank,u,v,boundary_frame,transaction_type,temporal_block,full_idtp_delta_norm,receiver_split_label,same_identity_merge_label,receiver_split_score,same_identity_merge_score,receiver_split_rank,same_identity_merge_rank,base_member,outer_sequence,union_rank,budget_rank,rescue_reason
MOT17-09-FRCNN,122,24,26,247,v_to_u,1,-0.490196078431,0,0,0.756455313852,0.0,9,55,0,MOT17-09-FRCNN,9,10,receiver_split
MOT17-09-FRCNN,108,5,22,221,u_to_v,1,-0.361581920904,0,0,0.0,0.119361833957,66,9,0,MOT17-09-FRCNN,9,11,same_identity_merge
MOT17-09-FRCNN,177,20,25,285,v_to_u,1,-0.364341085271,0,0,8.4813323e-05,0.103063185809,56,10,0,MOT17-09-FRCNN,10,12,same_identity_merge
MOT17-09-FRCNN,221,12,33,363,v_to_u,2,-0.076923076923,0,0,0.716113090487,0.0,2,62,0,MOT17-09-FRCNN,2,1,receiver_split
MOT17-09-FRCNN,265,12,31,392,u_to_v,2,-0.086746987952,0,0,0.0,0.330231823154,83,2,0,MOT17-09-FRCNN,2,2,same_identity_merge
MOT17-09-FRCNN,190,29,30,331,u_to_v,2,-0.372197309417,0,0,8.4813323e-05,0.314169640984,29,3,0,MOT17-09-FRCNN,3,3,same_identity_merge
MOT17-09-FRCNN,227,31,33,363,v_to_u,2,0.070588235294,0,0,0.68953397912,0.0,4,68,0,MOT17-09-FRCNN,4,4,receiver_split
MOT17-09-FRCNN,223,18,33,363,v_to_u,2,0.155963302752,0,0,0.662772302754,0.0,5,64,0,MOT17-09-FRCNN,5,5,receiver_split
MOT17-09-FRCNN,256,2,31,392,u_to_v,2,-0.064171122995,0,0,0.0,0.299503815902,75,5,0,MOT17-09-FRCNN,5,6,same_identity_merge
MOT17-09-FRCNN,228,32,33,363,v_to_u,2,-0.078431372549,0,0,0.637782268858,0.0,6,69,0,MOT17-09-FRCNN,6,7,receiver_split
MOT17-09-FRCNN,247,17,31,382,u_to_v,2,-0.120418848168,0,0,0.0,0.253729620765,67,6,0,MOT17-09-FRCNN,6,8,same_identity_merge
MOT17-09-FRCNN,220,4,33,363,v_to_u,2,0.158095238095,0,0,0.620702810632,0.0,7,61,0,MOT17-09-FRCNN,7,9,receiver_split
MOT17-09-FRCNN,217,22,30,349,u_to_v,2,-0.389067524116,0,0,8.4813323e-05,0.251806284511,34,7,0,MOT17-09-FRCNN,7,10,same_identity_merge
MOT17-09-FRCNN,219,2,33,363,v_to_u,2,-0.073791348601,0,0,0.451199706415,0.0,8,60,0,MOT17-09-FRCNN,8,11,receiver_split
MOT17-09-FRCNN,237,31,35,366,v_to_u,2,0.081871345029,0,0,0.223079022185,0.193973809794,13,9,0,MOT17-09-FRCNN,9,12,same_identity_merge
MOT17-09-FRCNN,287,32,40,461,u_to_v,3,-0.067796610169,0,0,8.4813323e-05,0.738176749997,48,1,0,MOT17-09-FRCNN,1,1,same_identity_merge
MOT17-09-FRCNN,332,36,43,504,v_to_u,3,-0.143835616438,0,0,0.763094251412,0.0,2,67,0,MOT17-09-FRCNN,2,2,receiver_split
MOT17-09-FRCNN,284,32,37,461,u_to_v,3,0.252631578947,0,0,8.4813323e-05,0.377498172935,47,2,0,MOT17-09-FRCNN,2,3,same_identity_merge
MOT17-09-FRCNN,296,30,39,471,u_to_v,3,-0.206106870229,0,0,0.0,0.373002601557,71,3,0,MOT17-09-FRCNN,3,4,same_identity_merge
MOT17-09-FRCNN,331,34,43,504,v_to_u,3,-0.12962962963,0,0,0.7062226826,0.0,4,66,0,MOT17-09-FRCNN,4,5,receiver_split
MOT17-09-FRCNN,305,37,40,473,v_to_u,3,0.037735849057,0,0,0.016712452864,0.180575093733,29,4,0,MOT17-09-FRCNN,4,6,same_identity_merge
MOT17-09-FRCNN,335,41,43,504,v_to_u,3,-0.338983050847,0,0,0.567141697522,0.0,5,70,0,MOT17-09-FRCNN,5,7,receiver_split
MOT17-09-FRCNN,349,34,44,512,v_to_u,3,-0.077844311377,0,0,0.157513282915,0.105756798646,16,5,0,MOT17-09-FRCNN,5,8,same_identity_merge
MOT17-09-FRCNN,326,38,41,501,u_to_v,3,-0.17037037037,0,0,0.0,0.08761126259,86,6,0,MOT17-09-FRCNN,6,9,same_identity_merge
MOT17-09-FRCNN,301,23,40,473,v_to_u,3,0.049645390071,0,0,0.037680265218,0.086625301114,25,7,0,MOT17-09-FRCNN,7,10,same_identity_merge
MOT17-09-FRCNN,348,31,44,512,v_to_u,3,0.034285714286,0,0,0.092858565625,0.082419346365,20,8,0,MOT17-09-FRCNN,8,11,same_identity_merge
MOT17-09-FRCNN,334,39,43,504,v_to_u,3,-0.244186046512,0,0,0.264356927868,0.0,9,69,0,MOT17-09-FRCNN,9,12,receiver_split
MOT17-10-FRCNN,205,7,28,63,v_to_u,0,-0.41059602649,0,0,0.515569185119,0.0,2,226,0,MOT17-10-FRCNN,2,1,receiver_split
MOT17-10-FRCNN,304,3,29,83,u_to_v,0,-0.247368421053,0,0,0.01233799278,0.288501341682,104,2,0,MOT17-10-FRCNN,2,2,same_identity_merge
MOT17-10-FRCNN,74,22,23,29,u_to_v,0,-0.032786885246,0,0,0.491158121291,0.0,3,111,0,MOT17-10-FRCNN,3,3,receiver_split
MOT17-10-FRCNN,322,4,34,99,u_to_v,0,-0.249376558603,0,0,0.018973309077,0.262405115282,93,4,0,MOT17-10-FRCNN,4,4,same_identity_merge
MOT17-10-FRCNN,201,13,27,60,u_to_v,0,-0.164179104478,0,0,0.000102945734,0.185093979762,183,5,0,MOT17-10-FRCNN,5,5,same_identity_merge
MOT17-10-FRCNN,11,11,20,17,v_to_u,0,-0.107438016529,0,0,0.451083236676,0.0,7,55,0,MOT17-10-FRCNN,7,6,receiver_split
MOT17-10-FRCNN,325,7,33,102,v_to_u,0,-0.282051282051,0,0,0.424367154343,0.0,8,325,0,MOT17-10-FRCNN,8,7,receiver_split
MOT17-10-FRCNN,209,11,28,63,v_to_u,0,-0.319672131148,0,0,0.404442485095,0.0,10,229,0,MOT17-10-FRCNN,10,8,receiver_split
MOT17-10-FRCNN,202,2,28,63,v_to_u,0,-0.101426307448,0,0,0.401146087082,0.0,12,224,0,MOT17-10-FRCNN,12,9,receiver_split
MOT17-10-FRCNN,122,5,10,54,u_to_v,0,-0.130081300813,0,0,0.0,0.028481346076,220,14,0,MOT17-10-FRCNN,14,10,same_identity_merge
MOT17-10-FRCNN,330,25,33,102,v_to_u,0,-0.294372294372,0,0,0.382196386336,0.0,15,329,0,MOT17-10-FRCNN,15,11,receiver_split
MOT17-10-FRCNN,300,3,9,83,u_to_v,0,-0.270142180095,0,0,0.0,0.027156218168,318,15,0,MOT17-10-FRCNN,15,12,same_identity_merge
MOT17-10-FRCNN,488,47,48,189,u_to_v,1,0.0,0,0,0.015422057037,0.261695262925,196,3,0,MOT17-10-FRCNN,3,1,same_identity_merge
MOT17-10-FRCNN,570,31,51,229,v_to_u,1,-0.34273318872,0,0,0.829934032939,0.0,4,251,0,MOT17-10-FRCNN,4,2,receiver_split
MOT17-10-FRCNN,562,49,50,225,v_to_u,1,-0.06798245614,0,0,0.112586269614,0.224828634747,132,4,0,MOT17-10-FRCNN,4,3,same_identity_merge
MOT17-10-FRCNN,594,40,55,255,v_to_u,1,0.162561576355,0,0,0.201909632642,0.13917739475,68,5,0,MOT17-10-FRCNN,5,4,same_identity_merge
MOT17-10-FRCNN,574,36,51,229,v_to_u,1,-0.495,0,0,0.761523708421,0.0,6,255,0,MOT17-10-FRCNN,6,5,receiver_split
MOT17-10-FRCNN,504,42,48,195,v_to_u,1,-0.068131868132,0,0,0.097211091422,0.129387240696,143,6,0,MOT17-10-FRCNN,6,6,same_identity_merge
MOT17-10-FRCNN,471,15,47,189,v_to_u,1,-0.458115183246,0,0,0.184026317437,0.101128394082,78,7,0,MOT17-10-FRCNN,7,7,same_identity_merge
MOT17-10-FRCNN,577,42,51,229,v_to_u,1,-0.061403508772,0,0,0.739775260243,0.0,8,258,0,MOT17-10-FRCNN,8,8,receiver_split
MOT17-10-FRCNN,503,40,48,195,v_to_u,1,0.268041237113,1,0,0.157815970784,0.099635783027,101,8,0,MOT17-10-FRCNN,8,9,same_identity_merge
MOT17-10-FRCNN,335,32,33,102,v_to_u,1,-0.07196969697,0,0,0.106468679457,0.097415637772,137,9,0,MOT17-10-FRCNN,9,10,same_identity_merge
MOT17-10-FRCNN,575,37,51,229,v_to_u,1,-0.464114832536,0,0,0.730481952248,0.0,10,256,0,MOT17-10-FRCNN,10,11,receiver_split
MOT17-10-FRCNN,580,49,51,229,v_to_u,1,-0.056053811659,0,0,0.720179229495,0.0,11,261,0,MOT17-10-FRCNN,11,12,receiver_split
MOT17-10-FRCNN,955,62,69,409,u_to_v,2,0.130952380952,0,1,0.000987397582,0.803067296255,64,1,0,MOT17-10-FRCNN,1,1,same_identity_merge
MOT17-10-FRCNN,847,29,62,375,u_to_v,2,-0.023598820059,0,0,0.0,0.355416958807,244,3,0,MOT17-10-FRCNN,3,2,same_identity_merge
MOT17-10-FRCNN,801,16,61,347,u_to_v,2,-0.115151515152,0,0,0.000129740123,0.265307285959,78,4,0,MOT17-10-FRCNN,4,3,same_identity_merge
MOT17-10-FRCNN,817,32,61,352,u_to_v,2,-0.111111111111,0,0,0.0,0.188811997326,216,5,0,MOT17-10-FRCNN,5,4,same_identity_merge
MOT17-10-FRCNN,842,29,54,375,u_to_v,2,-0.157094594595,0,0,0.0,0.031115880547,239,7,0,MOT17-10-FRCNN,7,5,same_identity_merge
MOT17-10-FRCNN,767,59,60,344,u_to_v,2,-0.262745098039,0,0,0.012696359572,0.030867058102,26,8,0,MOT17-10-FRCNN,8,6,same_identity_merge
MOT17-10-FRCNN,867,2,67,390,v_to_u,2,-0.380952380952,0,0,0.523742958808,0.0,9,230,0,MOT17-10-FRCNN,9,7,receiver_split
MOT17-10-FRCNN,848,29,63,375,u_to_v,2,-0.129380053908,0,0,0.0,0.023334123997,245,9,0,MOT17-10-FRCNN,9,8,same_identity_merge
MOT17-10-FRCNN,936,35,65,404,u_to_v,2,0.337690631808,0,1,0.0,0.023077023153,296,10,0,MOT17-10-FRCNN,10,9,same_identity_merge
MOT17-10-FRCNN,868,8,67,390,v_to_u,2,-0.405529953917,0,0,0.474432062736,0.0,11,231,0,MOT17-10-FRCNN,11,10,receiver_split
MOT17-10-FRCNN,966,30,63,411,u_to_v,2,-0.029411764706,0,0,0.0,0.01946640316,315,11,0,MOT17-10-FRCNN,11,11,same_identity_merge
MOT17-10-FRCNN,881,63,67,390,v_to_u,2,-0.492537313433,0,0,0.467915869447,0.0,12,242,0,MOT17-10-FRCNN,12,12,receiver_split
MOT17-10-FRCNN,1084,77,78,502,u_to_v,3,-0.166666666667,0,0,0.019004010995,0.366593987533,52,2,0,MOT17-10-FRCNN,2,1,same_identity_merge
MOT17-10-FRCNN,1222,76,85,589,u_to_v,3,-0.274390243902,0,0,0.0,0.252955010606,254,3,0,MOT17-10-FRCNN,3,2,same_identity_merge
MOT17-10-FRCNN,1146,78,79,554,u_to_v,3,-0.220779220779,0,0,0.007631733537,0.180051533568,64,5,0,MOT17-10-FRCNN,5,3,same_identity_merge
MOT17-10-FRCNN,1260,64,88,606,u_to_v,3,-0.16724738676,0,0,0.0,0.13897387866,288,7,0,MOT17-10-FRCNN,7,4,same_identity_merge
MOT17-10-FRCNN,1062,64,73,479,v_to_u,3,-0.450184501845,0,0,0.0,0.128037887854,149,8,0,MOT17-10-FRCNN,8,5,same_identity_merge
MOT17-10-FRCNN,1183,80,82,563,v_to_u,3,-0.330882352941,0,0,0.00364569324,0.094953081281,96,9,0,MOT17-10-FRCNN,9,6,same_identity_merge
MOT17-10-FRCNN,1032,69,71,449,u_to_v,3,-0.23,0,0,0.0,0.092120382736,137,10,0,MOT17-10-FRCNN,10,7,same_identity_merge
MOT17-10-FRCNN,1131,75,80,539,u_to_v,3,-0.396825396825,0,0,0.01027853272,0.064520751421,61,11,0,MOT17-10-FRCNN,11,8,same_identity_merge
MOT17-10-FRCNN,1026,65,74,449,v_to_u,3,-0.362244897959,0,0,0.58378840378,0.0,13,83,0,MOT17-10-FRCNN,13,9,receiver_split
MOT17-10-FRCNN,1022,60,74,449,v_to_u,3,0.408602150538,1,0,0.559317363022,0.0,15,79,0,MOT17-10-FRCNN,15,10,receiver_split
MOT17-10-FRCNN,1167,54,83,561,u_to_v,3,-0.233668341709,0,0,0.0,0.023348821841,219,15,0,MOT17-10-FRCNN,15,11,same_identity_merge
MOT17-10-FRCNN,1061,60,73,479,v_to_u,3,-0.004291845494,0,0,0.0,0.023032502903,148,16,0,MOT17-10-FRCNN,16,12,same_identity_merge
MOT17-11-FRCNN,99,9,20,34,u_to_v,0,-0.365079365079,0,0,0.0,0.365984431551,147,1,0,MOT17-11-FRCNN,1,1,same_identity_merge
MOT17-11-FRCNN,21,3,6,20,u_to_v,0,-0.057224606581,0,0,0.014403175263,0.144254462118,74,2,0,MOT17-11-FRCNN,2,2,same_identity_merge
MOT17-11-FRCNN,91,7,9,34,v_to_u,0,-0.225165562914,0,0,0.0034482184,0.078496495444,124,5,0,MOT17-11-FRCNN,5,3,same_identity_merge
MOT17-11-FRCNN,18,1,3,20,v_to_u,0,-0.054054054054,0,0,0.010932591734,0.068581394888,90,6,0,MOT17-11-FRCNN,6,4,same_identity_merge
MOT17-11-FRCNN,176,23,25,126,v_to_u,0,-0.301675977654,0,0,0.113855236517,0.059968941235,10,9,0,MOT17-11-FRCNN,9,5,same_identity_merge
MOT17-11-FRCNN,131,11,24,93,v_to_u,0,-0.359712230216,0,0,0.107778008394,0.0,13,137,0,MOT17-11-FRCNN,13,6,receiver_split
MOT17-11-FRCNN,133,13,24,93,v_to_u,0,-0.385135135135,0,0,0.104668773121,0.0,14,139,0,MOT17-11-FRCNN,14,7,receiver_split
MOT17-11-FRCNN,50,1,17,23,v_to_u,0,-0.054274084125,0,0,0.04418462913,0.027079703994,41,14,0,MOT17-11-FRCNN,14,8,same_identity_merge
MOT17-11-FRCNN,169,11,25,126,v_to_u,0,-0.108974358974,0,0,0.104653882782,0.0,15,171,0,MOT17-11-FRCNN,15,9,receiver_split
MOT17-11-FRCNN,24,3,9,20,u_to_v,0,-0.259259259259,0,0,0.003476864248,0.026176438943,123,15,0,MOT17-11-FRCNN,15,10,same_identity_merge
MOT17-11-FRCNN,70,13,17,23,v_to_u,0,-0.176829268293,0,0,0.101732100565,0.0,16,85,0,MOT17-11-FRCNN,16,11,receiver_split
MOT17-11-FRCNN,148,14,18,98,u_to_v,0,-0.082051282051,0,0,0.0,0.019428702366,163,16,0,MOT17-11-FRCNN,16,12,same_identity_merge
MOT17-11-FRCNN,327,6,37,327,v_to_u,1,-0.481590574374,0,0,0.234590995826,0.0,3,154,0,MOT17-11-FRCNN,3,1,receiver_split
MOT17-11-FRCNN,211,1,26,162,v_to_u,1,-0.262879788639,0,0,0.0,0.019375129264,81,6,0,MOT17-11-FRCNN,6,2,same_identity_merge
MOT17-11-FRCNN,219,23,26,162,v_to_u,1,-0.449494949495,0,0,0.001936934113,0.018100209327,37,7,0,MOT17-11-FRCNN,7,3,same_identity_merge
MOT17-11-FRCNN,343,21,35,336,v_to_u,1,-0.368421052632,0,0,0.000528059163,0.015597662622,43,8,0,MOT17-11-FRCNN,8,4,same_identity_merge
MOT17-11-FRCNN,279,7,34,273,u_to_v,1,-0.134730538922,0,0,0.018770180027,0.0,9,111,0,MOT17-11-FRCNN,9,5,receiver_split
MOT17-11-FRCNN,241,21,27,225,v_to_u,1,-0.25578831312,0,0,0.0,0.015353717911,106,9,0,MOT17-11-FRCNN,9,6,same_identity_merge
MOT17-11-FRCNN,324,33,36,324,v_to_u,1,-0.479797979798,0,0,0.015906629078,0.0,10,152,0,MOT17-11-FRCNN,10,7,receiver_split
MOT17-11-FRCNN,191,6,11,146,v_to_u,1,-0.347613219094,0,0,0.0,0.011603285443,62,11,0,MOT17-11-FRCNN,11,8,same_identity_merge
MOT17-11-FRCNN,217,21,26,162,v_to_u,1,-0.176339285714,0,0,0.0,0.011584619783,86,12,0,MOT17-11-FRCNN,12,9,same_identity_merge
MOT17-11-FRCNN,216,19,26,162,v_to_u,1,-0.120418848168,0,0,0.014977466241,0.0,13,61,0,MOT17-11-FRCNN,13,10,receiver_split
MOT17-11-FRCNN,318,1,36,324,v_to_u,1,-0.465587044534,0,0,0.004005488721,0.007800778406,19,13,0,MOT17-11-FRCNN,13,11,same_identity_merge
MOT17-11-FRCNN,341,1,35,336,v_to_u,1,-0.490716180371,0,0,0.002254564492,0.007793083227,35,14,0,MOT17-11-FRCNN,14,12,same_identity_merge
MOT17-11-FRCNN,423,38,49,539,u_to_v,2,0.21645021645,0,1,0.0,0.553781174279,93,2,0,MOT17-11-FRCNN,2,1,same_identity_merge
MOT17-11-FRCNN,401,43,47,494,u_to_v,2,-0.391304347826,0,0,0.003733444342,0.366393112698,30,3,0,MOT17-11-FRCNN,3,2,same_identity_merge
MOT17-11-FRCNN,471,51,53,630,u_to_v,2,-0.348684210526,0,0,0.008369703826,0.306292829026,24,4,0,MOT17-11-FRCNN,4,3,same_identity_merge
MOT17-11-FRCNN,391,44,46,483,v_to_u,2,-0.20942408377,0,0,0.27254270739,0.0,5,83,0,MOT17-11-FRCNN,5,4,receiver_split
MOT17-11-FRCNN,400,43,45,494,u_to_v,2,-0.130158730159,0,0,0.0,0.060399618226,72,6,0,MOT17-11-FRCNN,6,5,same_identity_merge
MOT17-11-FRCNN,480,52,54,669,u_to_v,2,-0.38431372549,0,0,0.0,0.057386297692,142,7,0,MOT17-11-FRCNN,7,6,same_identity_merge
MOT17-11-FRCNN,387,38,46,483,v_to_u,2,-0.095808383234,0,0,0.229065689863,0.0,8,81,0,MOT17-11-FRCNN,8,7,receiver_split
MOT17-11-FRCNN,411,31,47,513,u_to_v,2,-0.09219858156,0,0,0.0,0.046508804503,81,8,0,MOT17-11-FRCNN,8,8,same_identity_merge
MOT17-11-FRCNN,383,1,46,483,v_to_u,2,-0.323770491803,0,0,0.165952660777,0.003718289205,9,50,0,MOT17-11-FRCNN,9,9,receiver_split
MOT17-11-FRCNN,413,38,47,526,u_to_v,2,-0.0625,0,0,0.0,0.042714947523,83,9,0,MOT17-11-FRCNN,9,10,same_identity_merge
MOT17-11-FRCNN,357,6,40,351,v_to_u,2,-0.483063328424,0,0,0.159575822826,0.0,10,55,0,MOT17-11-FRCNN,10,11,receiver_split
MOT17-11-FRCNN,433,1,47,559,v_to_u,2,-0.208279430789,0,0,0.004663467523,0.034987078543,29,10,0,MOT17-11-FRCNN,10,12,same_identity_merge
MOT17-11-FRCNN,567,61,64,754,u_to_v,3,-0.217391304348,0,0,0.036756871137,0.56049874707,45,1,0,MOT17-11-FRCNN,1,1,same_identity_merge
MOT17-11-FRCNN,601,58,69,837,u_to_v,3,-0.203821656051,0,0,0.0,0.404476139217,133,2,0,MOT17-11-FRCNN,2,2,same_identity_merge
MOT17-11-FRCNN,609,64,69,845,u_to_v,3,-0.176470588235,0,0,0.0,0.37734552417,140,3,0,MOT17-11-FRCNN,3,3,same_identity_merge
MOT17-11-FRCNN,648,73,74,855,v_to_u,3,-0.307692307692,0,0,0.027059161741,0.221115012702,52,4,0,MOT17-11-FRCNN,4,4,same_identity_merge
MOT17-11-FRCNN,573,59,60,763,v_to_u,3,-0.328431372549,0,0,0.008157184989,0.15479998424,63,6,0,MOT17-11-FRCNN,6,5,same_identity_merge
MOT17-11-FRCNN,532,1,59,736,u_to_v,3,0.183035714286,0,1,0.00021972812,0.123294980473,88,7,0,MOT17-11-FRCNN,7,6,same_identity_merge
MOT17-11-FRCNN,696,72,83,897,v_to_u,3,-0.052631578947,0,0,0.134527633106,0.0,9,168,0,MOT17-11-FRCNN,9,7,receiver_split
MOT17-11-FRCNN,637,74,75,854,v_to_u,3,0.0,0,0,0.031395628724,0.080136958211,48,9,0,MOT17-11-FRCNN,9,8,same_identity_merge
MOT17-11-FRCNN,633,70,75,854,v_to_u,3,-0.404255319149,0,0,0.128829701152,0.0,10,109,0,MOT17-11-FRCNN,10,9,receiver_split
MOT17-11-FRCNN,574,60,64,763,u_to_v,3,-0.352,0,0,0.008054277263,0.060195352754,64,10,0,MOT17-11-FRCNN,10,10,same_identity_merge
MOT17-11-FRCNN,631,68,75,854,v_to_u,3,-0.429906542056,0,0,0.122769746217,0.0,12,107,0,MOT17-11-FRCNN,12,11,receiver_split
MOT17-11-FRCNN,572,58,60,763,v_to_u,3,-0.178082191781,0,0,0.003647513974,0.019329837294,77,12,0,MOT17-11-FRCNN,12,12,same_identity_merge
MOT17-13-FRCNN,457,9,49,87,v_to_u,0,-0.296928327645,0,0,0.880219594261,0.0,1,459,0,MOT17-13-FRCNN,1,1,receiver_split
MOT17-13-FRCNN,195,9,31,38,v_to_u,0,-0.132653061224,0,0,0.872712342199,0.003868945226,2,33,0,MOT17-13-FRCNN,2,2,receiver_split
MOT17-13-FRCNN,249,26,28,47,v_to_u,0,-0.142857142857,0,0,7.2406055e-05,0.283699851364,451,2,0,MOT17-13-FRCNN,2,3,same_identity_merge
MOT17-13-FRCNN,248,24,28,47,v_to_u,0,-0.25748502994,0,0,0.001918666709,0.156569370131,409,4,0,MOT17-13-FRCNN,4,4,same_identity_merge
MOT17-13-FRCNN,454,6,49,87,v_to_u,0,-0.355371900826,0,0,0.85816209945,0.0,5,456,0,MOT17-13-FRCNN,5,5,receiver_split
MOT17-13-FRCNN,512,6,54,107,v_to_u,0,-0.440329218107,0,0,0.854912132061,0.0,6,513,0,MOT17-13-FRCNN,6,6,receiver_split
MOT17-13-FRCNN,323,24,26,59,v_to_u,0,-0.397849462366,0,0,6.3733992e-05,0.133085843633,453,6,0,MOT17-13-FRCNN,6,7,same_identity_merge
MOT17-13-FRCNN,468,27,49,87,v_to_u,0,-0.244360902256,0,0,0.851484834791,0.0,7,470,0,MOT17-13-FRCNN,7,8,receiver_split
MOT17-13-FRCNN,146,19,27,31,u_to_v,0,-0.131756756757,0,0,0.040772083168,0.093942187456,304,7,0,MOT17-13-FRCNN,7,9,same_identity_merge
MOT17-13-FRCNN,87,5,10,22,v_to_u,0,-0.142857142857,0,0,7.2406055e-05,0.091841224475,447,8,0,MOT17-13-FRCNN,8,10,same_identity_merge
MOT17-13-FRCNN,443,38,45,75,v_to_u,0,-0.072,0,0,0.829506536885,0.0,9,446,0,MOT17-13-FRCNN,9,11,receiver_split
MOT17-13-FRCNN,169,1,2,35,u_to_v,0,-0.125,0,0,0.0,0.088068833205,476,9,0,MOT17-13-FRCNN,9,12,same_identity_merge
MOT17-13-FRCNN,972,38,62,147,v_to_u,1,0.216,0,0,0.821255977987,0.0,1,443,0,MOT17-13-FRCNN,1,1,receiver_split
MOT17-13-FRCNN,970,27,62,147,v_to_u,1,-0.47191011236,0,0,0.806818938265,0.0,2,441,0,MOT17-13-FRCNN,2,2,receiver_split
MOT17-13-FRCNN,812,47,56,132,u_to_v,1,-0.141304347826,0,0,0.0,0.499248549707,319,2,0,MOT17-13-FRCNN,2,3,same_identity_merge
MOT17-13-FRCNN,1068,61,63,155,u_to_v,1,-0.384615384615,0,0,0.000947084365,0.36003843897,149,3,0,MOT17-13-FRCNN,3,4,same_identity_merge
MOT17-13-FRCNN,749,38,60,131,v_to_u,1,0.152,0,0,0.797817365285,0.0,4,241,0,MOT17-13-FRCNN,4,5,receiver_split
MOT17-13-FRCNN,809,47,52,132,u_to_v,1,-0.266666666667,0,0,0.0,0.304002106246,316,4,0,MOT17-13-FRCNN,4,6,same_identity_merge
MOT17-13-FRCNN,1004,48,59,153,u_to_v,1,-0.083333333333,0,0,0.0,0.281607238427,485,5,0,MOT17-13-FRCNN,5,7,same_identity_merge
MOT17-13-FRCNN,935,32,55,144,u_to_v,1,-0.154471544715,0,0,0.0,0.26742601672,440,6,0,MOT17-13-FRCNN,6,8,same_identity_merge
MOT17-13-FRCNN,937,32,59,144,u_to_v,1,-0.137931034483,0,0,0.0,0.263580947079,442,7,0,MOT17-13-FRCNN,7,9,same_identity_merge
MOT17-13-FRCNN,962,9,62,147,v_to_u,1,-0.496598639456,0,0,0.777026468814,0.0,8,433,0,MOT17-13-FRCNN,8,10,receiver_split
MOT17-13-FRCNN,573,41,48,110,u_to_v,1,-0.347826086957,0,0,0.0,0.146147768332,177,8,0,MOT17-13-FRCNN,8,11,same_identity_merge
MOT17-13-FRCNN,961,6,62,147,v_to_u,1,-0.395061728395,0,0,0.77673637193,0.0,9,432,0,MOT17-13-FRCNN,9,12,receiver_split
MOT17-13-FRCNN,1552,13,88,293,v_to_u,2,-0.259445843829,0,0,0.766561687184,0.0,2,476,0,MOT17-13-FRCNN,2,1,receiver_split
MOT17-13-FRCNN,1593,75,85,300,u_to_v,2,-0.288288288288,0,0,0.0,0.945674662706,509,2,0,MOT17-13-FRCNN,2,2,same_identity_merge
MOT17-13-FRCNN,1336,59,75,220,u_to_v,2,-0.184397163121,0,0,0.0,0.922299742149,352,3,0,MOT17-13-FRCNN,3,3,same_identity_merge
MOT17-13-FRCNN,1206,55,68,185,u_to_v,2,0.184615384615,0,1,0.000103370586,0.847979089374,226,4,0,MOT17-13-FRCNN,4,4,same_identity_merge
MOT17-13-FRCNN,1266,13,73,208,v_to_u,2,-0.474747474747,0,0,0.718749024917,0.0,5,238,0,MOT17-13-FRCNN,5,5,receiver_split
MOT17-13-FRCNN,1595,75,89,300,u_to_v,2,-0.26511627907,0,0,0.005315399124,0.795211372078,189,5,0,MOT17-13-FRCNN,5,6,same_identity_merge
MOT17-13-FRCNN,1227,13,72,205,v_to_u,2,-0.481108312343,0,0,0.718620125321,0.0,6,199,0,MOT17-13-FRCNN,6,7,receiver_split
MOT17-13-FRCNN,1129,63,66,164,u_to_v,2,-0.037037037037,0,0,0.045998073727,0.598774809099,137,6,0,MOT17-13-FRCNN,6,8,same_identity_merge
MOT17-13-FRCNN,1186,24,66,184,u_to_v,2,-0.178571428571,0,0,0.0,0.520806997906,307,7,0,MOT17-13-FRCNN,7,9,same_identity_merge
MOT17-13-FRCNN,1335,59,70,220,u_to_v,2,-0.083044982699,0,0,6.3733992e-05,0.500014298651,237,8,0,MOT17-13-FRCNN,8,10,same_identity_merge
MOT17-13-FRCNN,1232,40,72,205,v_to_u,2,0.148148148148,0,0,0.700854740084,0.0,9,204,0,MOT17-13-FRCNN,9,11,receiver_split
MOT17-13-FRCNN,1205,55,67,185,u_to_v,2,-0.446043165468,0,0,0.0,0.493891648354,325,9,0,MOT17-13-FRCNN,9,12,same_identity_merge
MOT17-13-FRCNN,2178,123,127,657,v_to_u,3,-0.384105960265,0,0,0.416867326834,0.0,1,534,0,MOT17-13-FRCNN,1,1,receiver_split
MOT17-13-FRCNN,1968,96,107,433,u_to_v,3,-0.097222222222,0,0,0.0,0.273019190682,404,1,0,MOT17-13-FRCNN,1,2,same_identity_merge
MOT17-13-FRCNN,1654,84,91,338,u_to_v,3,-0.432558139535,0,0,0.0,0.114193122663,229,2,0,MOT17-13-FRCNN,2,3,same_identity_merge
MOT17-13-FRCNN,1858,104,105,382,v_to_u,3,-0.127659574468,0,0,0.312277820116,0.0,3,277,0,MOT17-13-FRCNN,3,4,receiver_split
MOT17-13-FRCNN,1736,82,103,354,u_to_v,3,-0.427083333333,0,0,0.000103370586,0.08461037852,195,3,0,MOT17-13-FRCNN,3,5,same_identity_merge
MOT17-13-FRCNN,1665,84,102,338,u_to_v,3,-0.380952380952,0,0,0.000103370586,0.073071018463,194,4,0,MOT17-13-FRCNN,4,6,same_identity_merge
MOT17-13-FRCNN,2179,124,127,657,v_to_u,3,-0.305970149254,0,0,0.253068212673,0.011625231104,5,29,0,MOT17-13-FRCNN,5,7,receiver_split
