seq,canonical_rank,u,v,boundary_frame,transaction_type,effective_start_frame,donor_anchor,receiver_anchor,role,role_position,crop_seq,crop_frame,crop_track_id,crop_id
MOT17-02-FRCNN,2277,13,94,393,u_to_v,394,13,94,donor_history,4,MOT17-02-FRCNN,392,13,9035
MOT17-02-FRCNN,2277,13,94,393,u_to_v,394,13,94,donor_history,5,MOT17-02-FRCNN,393,13,9069
MOT17-02-FRCNN,2277,13,94,393,u_to_v,394,13,94,receiver_future,1,MOT17-02-FRCNN,394,94,9122
MOT17-02-FRCNN,2277,13,94,393,u_to_v,394,13,94,receiver_future,2,MOT17-02-FRCNN,395,94,9155
MOT17-02-FRCNN,2277,13,94,393,u_to_v,394,13,94,receiver_future,3,MOT17-02-FRCNN,396,94,9188
MOT17-02-FRCNN,2277,13,94,393,u_to_v,394,13,94,receiver_future,4,MOT17-02-FRCNN,397,94,9221
MOT17-02-FRCNN,2277,13,94,393,u_to_v,394,13,94,receiver_future,5,MOT17-02-FRCNN,398,94,9253
MOT17-02-FRCNN,2277,13,94,393,u_to_v,394,13,94,receiver_history,1,MOT17-02-FRCNN,389,94,8956
MOT17-02-FRCNN,2277,13,94,393,u_to_v,394,13,94,receiver_history,2,MOT17-02-FRCNN,390,94,8990
MOT17-02-FRCNN,2277,13,94,393,u_to_v,394,13,94,receiver_history,3,MOT17-02-FRCNN,391,94,9022
MOT17-02-FRCNN,2277,13,94,393,u_to_v,394,13,94,receiver_history,4,MOT17-02-FRCNN,392,94,9055
MOT17-02-FRCNN,2277,13,94,393,u_to_v,394,13,94,receiver_history,5,MOT17-02-FRCNN,393,94,9089
MOT17-02-FRCNN,2278,13,95,393,u_to_v,394,13,95,donor_history,1,MOT17-02-FRCNN,389,13,8935
MOT17-02-FRCNN,2278,13,95,393,u_to_v,394,13,95,donor_history,2,MOT17-02-FRCNN,390,13,8969
MOT17-02-FRCNN,2278,13,95,393,u_to_v,394,13,95,donor_history,3,MOT17-02-FRCNN,391,13,9002
MOT17-02-FRCNN,2278,13,95,393,u_to_v,394,13,95,donor_history,4,MOT17-02-FRCNN,392,13,9035
MOT17-02-FRCNN,2278,13,95,393,u_to_v,394,13,95,donor_history,5,MOT17-02-FRCNN,393,13,9069
MOT17-02-FRCNN,2278,13,95,393,u_to_v,394,13,95,receiver_future,1,MOT17-02-FRCNN,394,95,9123
MOT17-02-FRCNN,2278,13,95,393,u_to_v,394,13,95,receiver_future,2,MOT17-02-FRCNN,395,95,9156
MOT17-02-FRCNN,2278,13,95,393,u_to_v,394,13,95,receiver_future,3,MOT17-02-FRCNN,396,95,9189
MOT17-02-FRCNN,2278,13,95,393,u_to_v,394,13,95,receiver_future,4,MOT17-02-FRCNN,397,95,9222
MOT17-02-FRCNN,2278,13,95,393,u_to_v,394,13,95,receiver_future,5,MOT17-02-FRCNN,398,95,9254
MOT17-02-FRCNN,2278,13,95,393,u_to_v,394,13,95,receiver_history,1,MOT17-02-FRCNN,389,95,8957
MOT17-02-FRCNN,2278,13,95,393,u_to_v,394,13,95,receiver_history,2,MOT17-02-FRCNN,390,95,8991
MOT17-02-FRCNN,2278,13,95,393,u_to_v,394,13,95,receiver_history,3,MOT17-02-FRCNN,391,95,9023
MOT17-02-FRCNN,2278,13,95,393,u_to_v,394,13,95,receiver_history,4,MOT17-02-FRCNN,392,95,9056
MOT17-02-FRCNN,2278,13,95,393,u_to_v,394,13,95,receiver_history,5,MOT17-02-FRCNN,393,95,9090
MOT17-02-FRCNN,2279,13,97,393,u_to_v,394,13,97,donor_history,1,MOT17-02-FRCNN,389,13,8935
MOT17-02-FRCNN,2279,13,97,393,u_to_v,394,13,97,donor_history,2,MOT17-02-FRCNN,390,13,8969
MOT17-02-FRCNN,2279,13,97,393,u_to_v,394,13,97,donor_history,3,MOT17-02-FRCNN,391,13,9002
MOT17-02-FRCNN,2279,13,97,393,u_to_v,394,13,97,donor_history,4,MOT17-02-FRCNN,392,13,9035
MOT17-02-FRCNN,2279,13,97,393,u_to_v,394,13,97,donor_history,5,MOT17-02-FRCNN,393,13,9069
MOT17-02-FRCNN,2279,13,97,393,u_to_v,394,13,97,receiver_future,1,MOT17-02-FRCNN,394,97,9124
MOT17-02-FRCNN,2279,13,97,393,u_to_v,394,13,97,receiver_future,2,MOT17-02-FRCNN,395,97,9157
MOT17-02-FRCNN,2279,13,97,393,u_to_v,394,13,97,receiver_future,3,MOT17-02-FRCNN,396,97,9190
MOT17-02-FRCNN,2279,13,97,393,u_to_v,394,13,97,receiver_future,4,MOT17-02-FRCNN,397,97,9223
MOT17-02-FRCNN,2279,13,97,393,u_to_v,394,13,97,receiver_future,5,MOT17-02-FRCNN,398,97,9255
MOT17-02-FRCNN,2279,13,97,393,u_to_v,394,13,97,receiver_history,1,MOT17-02-FRCNN,389,97,8958
MOT17-02-FRCNN,2279,13,97,393,u_to_v,394,13,97,receiver_history,2,MOT17-02-FRCNN,390,97,8992
MOT17-02-FRCNN,2279,13,97,393,u_to_v,394,13,97,receiver_history,3,MOT17-02-FRCNN,391,97,9024
MOT17-02-FRCNN,2279,13,97,393,u_to_v,394,13,97,receiver_history,4,MOT17-02-FRCNN,392,97,9057
MOT17-02-FRCNN,2279,13,97,393,u_to_v,394,13,97,receiver_history,5,MOT17-02-FRCNN,393,97,9091
MOT17-02-FRCNN,2280,13,98,393,u_to_v,394,13,98,donor_history,1,MOT17-02-FRCNN,389,13,8935
MOT17-02-FRCNN,2280,13,98,393,u_to_v,394,13,98,donor_history,2,MOT17-02-FRCNN,390,13,8969
MOT17-02-FRCNN,2280,13,98,393,u_to_v,394,13,98,donor_history,3,MOT17-02-FRCNN,391,13,9002
MOT17-02-FRCNN,2280,13,98,393,u_to_v,394,13,98,donor_history,4,MOT17-02-FRCNN,392,13,9035
MOT17-02-FRCNN,2280,13,98,393,u_to_v,394,13,98,donor_history,5,MOT17-02-FRCNN,393,13,9069
MOT17-02-FRCNN,2280,13,98,393,u_to_v,394,13,98,receiver_future,1,MOT17-02-FRCNN,394,98,9125
MOT17-02-FRCNN,2280,13,98,393,u_to_v,394,13,98,receiver_future,2,MOT17-02-FRCNN,395,98,9158
MOT17-02-FRCNN,2280,13,98,393,u_to_v,394,13,98,receiver_future,3,MOT17-02-FRCNN,396,98,9191
MOT17-02-FRCNN,2280,13,98,393,u_to_v,394,13,98,receiver_future,4,MOT17-02-FRCNN,397,98,9224
MOT17-02-FRCNN,2280,13,98,393,u_to_v,394,13,98,receiver_future,5,MOT17-02-FRCNN,398,98,9256
MOT17-02-FRCNN,2280,13,98,393,u_to_v,394,13,98,receiver_history,1,MOT17-02-FRCNN,389,98,8959
MOT17-02-FRCNN,2280,13,98,393,u_to_v,394,13,98,receiver_history,2,MOT17-02-FRCNN,390,98,8993
MOT17-02-FRCNN,2280,13,98,393,u_to_v,394,13,98,receiver_history,3,MOT17-02-FRCNN,391,98,9025
MOT17-02-FRCNN,2280,13,98,393,u_to_v,394,13,98,receiver_history,4,MOT17-02-FRCNN,392,98,9058
MOT17-02-FRCNN,2280,13,98,393,u_to_v,394,13,98,receiver_history,5,MOT17-02-FRCNN,393,98,9092
MOT17-02-FRCNN,2281,13,99,393,u_to_v,394,13,99,donor_history,1,MOT17-02-FRCNN,389,13,8935
MOT17-02-FRCNN,2281,13,99,393,u_to_v,394,13,99,donor_history,2,MOT17-02-FRCNN,390,13,8969
MOT17-02-FRCNN,2281,13,99,393,u_to_v,394,13,99,donor_history,3,MOT17-02-FRCNN,391,13,9002
MOT17-02-FRCNN,2281,13,99,393,u_to_v,394,13,99,donor_history,4,MOT17-02-FRCNN,392,13,9035
MOT17-02-FRCNN,2281,13,99,393,u_to_v,394,13,99,donor_history,5,MOT17-02-FRCNN,393,13,9069
MOT17-02-FRCNN,2281,13,99,393,u_to_v,394,13,99,receiver_future,1,MOT17-02-FRCNN,394,99,9126
MOT17-02-FRCNN,2281,13,99,393,u_to_v,394,13,99,receiver_future,2,MOT17-02-FRCNN,395,99,9159
MOT17-02-FRCNN,2281,13,99,393,u_to_v,394,13,99,receiver_future,3,MOT17-02-FRCNN,396,99,9192
MOT17-02-FRCNN,2281,13,99,393,u_to_v,394,13,99,receiver_future,4,MOT17-02-FRCNN,397,99,9225
MOT17-02-FRCNN,2281,13,99,393,u_to_v,394,13,99,receiver_future,5,MOT17-02-FRCNN,398,99,9257
MOT17-02-FRCNN,2281,13,99,393,u_to_v,394,13,99,receiver_history,1,MOT17-02-FRCNN,389,99,8960
MOT17-02-FRCNN,2281,13,99,393,u_to_v,394,13,99,receiver_history,2,MOT17-02-FRCNN,390,99,8994
MOT17-02-FRCNN,2281,13,99,393,u_to_v,394,13,99,receiver_history,3,MOT17-02-FRCNN,391,99,9026
MOT17-02-FRCNN,2281,13,99,393,u_to_v,394,13,99,receiver_history,4,MOT17-02-FRCNN,392,99,9059
MOT17-02-FRCNN,2281,13,99,393,u_to_v,394,13,99,receiver_history,5,MOT17-02-FRCNN,393,99,9093
MOT17-02-FRCNN,2282,13,101,393,u_to_v,394,13,101,donor_history,1,MOT17-02-FRCNN,389,13,8935
MOT17-02-FRCNN,2282,13,101,393,u_to_v,394,13,101,donor_history,2,MOT17-02-FRCNN,390,13,8969
MOT17-02-FRCNN,2282,13,101,393,u_to_v,394,13,101,donor_history,3,MOT17-02-FRCNN,391,13,9002
MOT17-02-FRCNN,2282,13,101,393,u_to_v,394,13,101,donor_history,4,MOT17-02-FRCNN,392,13,9035
MOT17-02-FRCNN,2282,13,101,393,u_to_v,394,13,101,donor_history,5,MOT17-02-FRCNN,393,13,9069
MOT17-02-FRCNN,2282,13,101,393,u_to_v,394,13,101,receiver_future,1,MOT17-02-FRCNN,394,101,9127
MOT17-02-FRCNN,2282,13,101,393,u_to_v,394,13,101,receiver_future,2,MOT17-02-FRCNN,395,101,9160
MOT17-02-FRCNN,2282,13,101,393,u_to_v,394,13,101,receiver_future,3,MOT17-02-FRCNN,396,101,9193
MOT17-02-FRCNN,2282,13,101,393,u_to_v,394,13,101,receiver_future,4,MOT17-02-FRCNN,397,101,9226
MOT17-02-FRCNN,2282,13,101,393,u_to_v,394,13,101,receiver_future,5,MOT17-02-FRCNN,398,101,9258
MOT17-02-FRCNN,2282,13,101,393,u_to_v,394,13,101,receiver_history,1,MOT17-02-FRCNN,389,101,8961
MOT17-02-FRCNN,2282,13,101,393,u_to_v,394,13,101,receiver_history,2,MOT17-02-FRCNN,390,101,8995
MOT17-02-FRCNN,2282,13,101,393,u_to_v,394,13,101,receiver_history,3,MOT17-02-FRCNN,391,101,9027
MOT17-02-FRCNN,2282,13,101,393,u_to_v,394,13,101,receiver_history,4,MOT17-02-FRCNN,392,101,9060
MOT17-02-FRCNN,2282,13,101,393,u_to_v,394,13,101,receiver_history,5,MOT17-02-FRCNN,393,101,9094
MOT17-02-FRCNN,2283,13,103,393,u_to_v,394,13,103,donor_history,1,MOT17-02-FRCNN,389,13,8935
MOT17-02-FRCNN,2283,13,103,393,u_to_v,394,13,103,donor_history,2,MOT17-02-FRCNN,390,13,8969
MOT17-02-FRCNN,2283,13,103,393,u_to_v,394,13,103,donor_history,3,MOT17-02-FRCNN,391,13,9002
MOT17-02-FRCNN,2283,13,103,393,u_to_v,394,13,103,donor_history,4,MOT17-02-FRCNN,392,13,9035
MOT17-02-FRCNN,2283,13,103,393,u_to_v,394,13,103,donor_history,5,MOT17-02-FRCNN,393,13,9069
MOT17-02-FRCNN,2283,13,103,393,u_to_v,394,13,103,receiver_future,1,MOT17-02-FRCNN,394,103,9128
MOT17-02-FRCNN,2283,13,103,393,u_to_v,394,13,103,receiver_future,2,MOT17-02-FRCNN,395,103,9161
MOT17-02-FRCNN,2283,13,103,393,u_to_v,394,13,103,receiver_future,3,MOT17-02-FRCNN,396,103,9194
MOT17-02-FRCNN,2283,13,103,393,u_to_v,394,13,103,receiver_future,4,MOT17-02-FRCNN,397,103,9227
MOT17-02-FRCNN,2283,13,103,393,u_to_v,394,13,103,receiver_future,5,MOT17-02-FRCNN,398,103,9259
MOT17-02-FRCNN,2283,13,103,393,u_to_v,394,13,103,receiver_history,1,MOT17-02-FRCNN,389,103,8962
MOT17-02-FRCNN,2283,13,103,393,u_to_v,394,13,103,receiver_history,2,MOT17-02-FRCNN,390,103,8996
MOT17-02-FRCNN,2283,13,103,393,u_to_v,394,13,103,receiver_history,3,MOT17-02-FRCNN,391,103,9028
MOT17-02-FRCNN,2283,13,103,393,u_to_v,394,13,103,receiver_history,4,MOT17-02-FRCNN,392,103,9061
MOT17-02-FRCNN,2283,13,103,393,u_to_v,394,13,103,receiver_history,5,MOT17-02-FRCNN,393,103,9095
MOT17-02-FRCNN,2284,13,104,393,u_to_v,394,13,104,donor_history,1,MOT17-02-FRCNN,389,13,8935
MOT17-02-FRCNN,2284,13,104,393,u_to_v,394,13,104,donor_history,2,MOT17-02-FRCNN,390,13,8969
MOT17-02-FRCNN,2284,13,104,393,u_to_v,394,13,104,donor_history,3,MOT17-02-FRCNN,391,13,9002
MOT17-02-FRCNN,2284,13,104,393,u_to_v,394,13,104,donor_history,4,MOT17-02-FRCNN,392,13,9035
MOT17-02-FRCNN,2284,13,104,393,u_to_v,394,13,104,donor_history,5,MOT17-02-FRCNN,393,13,9069
MOT17-02-FRCNN,2284,13,104,393,u_to_v,394,13,104,receiver_future,1,MOT17-02-FRCNN,394,104,9129
MOT17-02-FRCNN,2284,13,104,393,u_to_v,394,13,104,receiver_future,2,MOT17-02-FRCNN,395,104,9162
MOT17-02-FRCNN,2284,13,104,393,u_to_v,394,13,104,receiver_future,3,MOT17-02-FRCNN,396,104,9195
MOT17-02-FRCNN,2284,13,104,393,u_to_v,394,13,104,receiver_future,4,MOT17-02-FRCNN,397,104,9228
MOT17-02-FRCNN,2284,13,104,393,u_to_v,394,13,104,receiver_future,5,MOT17-02-FRCNN,398,104,9260
MOT17-02-FRCNN,2284,13,104,393,u_to_v,394,13,104,receiver_history,1,MOT17-02-FRCNN,389,104,8963
MOT17-02-FRCNN,2284,13,104,393,u_to_v,394,13,104,receiver_history,2,MOT17-02-FRCNN,390,104,8997
MOT17-02-FRCNN,2284,13,104,393,u_to_v,394,13,104,receiver_history,3,MOT17-02-FRCNN,391,104,9029
MOT17-02-FRCNN,2284,13,104,393,u_to_v,394,13,104,receiver_history,4,MOT17-02-FRCNN,392,104,9062
MOT17-02-FRCNN,2284,13,104,393,u_to_v,394,13,104,receiver_history,5,MOT17-02-FRCNN,393,104,9096
MOT17-02-FRCNN,2285,13,105,393,u_to_v,394,13,105,donor_history,1,MOT17-02-FRCNN,389,13,8935
MOT17-02-FRCNN,2285,13,105,393,u_to_v,394,13,105,donor_history,2,MOT17-02-FRCNN,390,13,8969
MOT17-02-FRCNN,2285,13,105,393,u_to_v,394,13,105,donor_history,3,MOT17-02-FRCNN,391,13,9002
MOT17-02-FRCNN,2285,13,105,393,u_to_v,394,13,105,donor_history,4,MOT17-02-FRCNN,392,13,9035
MOT17-02-FRCNN,2285,13,105,393,u_to_v,394,13,105,donor_history,5,MOT17-02-FRCNN,393,13,9069
MOT17-02-FRCNN,2285,13,105,393,u_to_v,394,13,105,receiver_future,1,MOT17-02-FRCNN,394,105,9130
MOT17-02-FRCNN,2285,13,105,393,u_to_v,394,13,105,receiver_future,2,MOT17-02-FRCNN,395,105,9163
MOT17-02-FRCNN,2285,13,105,393,u_to_v,394,13,105,receiver_future,3,MOT17-02-FRCNN,396,105,9196
MOT17-02-FRCNN,2285,13,105,393,u_to_v,394,13,105,receiver_future,4,MOT17-02-FRCNN,397,105,9229
MOT17-02-FRCNN,2285,13,105,393,u_to_v,394,13,105,receiver_future,5,MOT17-02-FRCNN,398,105,9261
MOT17-02-FRCNN,2285,13,105,393,u_to_v,394,13,105,receiver_history,1,MOT17-02-FRCNN,389,105,8964
MOT17-02-FRCNN,2285,13,105,393,u_to_v,394,13,105,receiver_history,2,MOT17-02-FRCNN,390,105,8998
MOT17-02-FRCNN,2285,13,105,393,u_to_v,394,13,105,receiver_history,3,MOT17-02-FRCNN,391,105,9030
MOT17-02-FRCNN,2285,13,105,393,u_to_v,394,13,105,receiver_history,4,MOT17-02-FRCNN,392,105,9063
MOT17-02-FRCNN,2285,13,105,393,u_to_v,394,13,105,receiver_history,5,MOT17-02-FRCNN,393,105,9097
MOT17-02-FRCNN,2286,13,106,393,u_to_v,394,13,106,donor_history,1,MOT17-02-FRCNN,389,13,8935
MOT17-02-FRCNN,2286,13,106,393,u_to_v,394,13,106,donor_history,2,MOT17-02-FRCNN,390,13,8969
MOT17-02-FRCNN,2286,13,106,393,u_to_v,394,13,106,donor_history,3,MOT17-02-FRCNN,391,13,9002
MOT17-02-FRCNN,2286,13,106,393,u_to_v,394,13,106,donor_history,4,MOT17-02-FRCNN,392,13,9035
MOT17-02-FRCNN,2286,13,106,393,u_to_v,394,13,106,donor_history,5,MOT17-02-FRCNN,393,13,9069
MOT17-02-FRCNN,2286,13,106,393,u_to_v,394,13,106,receiver_future,1,MOT17-02-FRCNN,394,106,9131
MOT17-02-FRCNN,2286,13,106,393,u_to_v,394,13,106,receiver_future,2,MOT17-02-FRCNN,395,106,9164
MOT17-02-FRCNN,2286,13,106,393,u_to_v,394,13,106,receiver_future,3,MOT17-02-FRCNN,396,106,9197
MOT17-02-FRCNN,2286,13,106,393,u_to_v,394,13,106,receiver_future,4,MOT17-02-FRCNN,397,106,9230
MOT17-02-FRCNN,2286,13,106,393,u_to_v,394,13,106,receiver_future,5,MOT17-02-FRCNN,398,106,9262
MOT17-02-FRCNN,2286,13,106,393,u_to_v,394,13,106,receiver_history,1,MOT17-02-FRCNN,389,106,8965
MOT17-02-FRCNN,2286,13,106,393,u_to_v,394,13,106,receiver_history,2,MOT17-02-FRCNN,390,106,8999
MOT17-02-FRCNN,2286,13,106,393,u_to_v,394,13,106,receiver_history,3,MOT17-02-FRCNN,391,106,9031
MOT17-02-FRCNN,2286,13,106,393,u_to_v,394,13,106,receiver_history,4,MOT17-02-FRCNN,392,106,9064
MOT17-02-FRCNN,2286,13,106,393,u_to_v,394,13,106,receiver_history,5,MOT17-02-FRCNN,393,106,9098
MOT17-02-FRCNN,2287,13,110,393,u_to_v,394,13,110,donor_history,1,MOT17-02-FRCNN,389,13,8935
MOT17-02-FRCNN,2287,13,110,393,u_to_v,394,13,110,donor_history,2,MOT17-02-FRCNN,390,13,8969
MOT17-02-FRCNN,2287,13,110,393,u_to_v,394,13,110,donor_history,3,MOT17-02-FRCNN,391,13,9002
MOT17-02-FRCNN,2287,13,110,393,u_to_v,394,13,110,donor_history,4,MOT17-02-FRCNN,392,13,9035
MOT17-02-FRCNN,2287,13,110,393,u_to_v,394,13,110,donor_history,5,MOT17-02-FRCNN,393,13,9069
MOT17-02-FRCNN,2287,13,110,393,u_to_v,394,13,110,receiver_future,1,MOT17-02-FRCNN,394,110,9132
MOT17-02-FRCNN,2287,13,110,393,u_to_v,394,13,110,receiver_future,2,MOT17-02-FRCNN,395,110,9165
MOT17-02-FRCNN,2287,13,110,393,u_to_v,394,13,110,receiver_future,3,MOT17-02-FRCNN,396,110,9198
MOT17-02-FRCNN,2287,13,110,393,u_to_v,394,13,110,receiver_future,4,MOT17-02-FRCNN,397,110,9231
MOT17-02-FRCNN,2287,13,110,393,u_to_v,394,13,110,receiver_future,5,MOT17-02-FRCNN,398,110,9263
MOT17-02-FRCNN,2287,13,110,393,u_to_v,394,13,110,receiver_history,1,MOT17-02-FRCNN,391,110,9032
MOT17-02-FRCNN,2287,13,110,393,u_to_v,394,13,110,receiver_history,2,MOT17-02-FRCNN,392,110,9065
MOT17-02-FRCNN,2287,13,110,393,u_to_v,394,13,110,receiver_history,3,MOT17-02-FRCNN,393,110,9099
MOT17-02-FRCNN,2288,1,78,397,v_to_u,398,78,1,donor_history,1,MOT17-02-FRCNN,393,78,9081
MOT17-02-FRCNN,2288,1,78,397,v_to_u,398,78,1,donor_history,2,MOT17-02-FRCNN,394,78,9114
MOT17-02-FRCNN,2288,1,78,397,v_to_u,398,78,1,donor_history,3,MOT17-02-FRCNN,395,78,9147
MOT17-02-FRCNN,2288,1,78,397,v_to_u,398,78,1,donor_history,4,MOT17-02-FRCNN,396,78,9180
MOT17-02-FRCNN,2288,1,78,397,v_to_u,398,78,1,donor_history,5,MOT17-02-FRCNN,397,78,9213
MOT17-02-FRCNN,2288,1,78,397,v_to_u,398,78,1,receiver_future,1,MOT17-02-FRCNN,398,1,9232
MOT17-02-FRCNN,2288,1,78,397,v_to_u,398,78,1,receiver_future,2,MOT17-02-FRCNN,399,1,9264
MOT17-02-FRCNN,2288,1,78,397,v_to_u,398,78,1,receiver_future,3,MOT17-02-FRCNN,400,1,9296
MOT17-02-FRCNN,2288,1,78,397,v_to_u,398,78,1,receiver_future,4,MOT17-02-FRCNN,401,1,9328
MOT17-02-FRCNN,2288,1,78,397,v_to_u,398,78,1,receiver_future,5,MOT17-02-FRCNN,402,1,9359
MOT17-02-FRCNN,2288,1,78,397,v_to_u,398,78,1,receiver_history,1,MOT17-02-FRCNN,393,1,9066
MOT17-02-FRCNN,2288,1,78,397,v_to_u,398,78,1,receiver_history,2,MOT17-02-FRCNN,394,1,9100
MOT17-02-FRCNN,2288,1,78,397,v_to_u,398,78,1,receiver_history,3,MOT17-02-FRCNN,395,1,9133
MOT17-02-FRCNN,2288,1,78,397,v_to_u,398,78,1,receiver_history,4,MOT17-02-FRCNN,396,1,9166
MOT17-02-FRCNN,2288,1,78,397,v_to_u,398,78,1,receiver_history,5,MOT17-02-FRCNN,397,1,9199
MOT17-02-FRCNN,2289,3,78,397,v_to_u,398,78,3,donor_history,1,MOT17-02-FRCNN,393,78,9081
MOT17-02-FRCNN,2289,3,78,397,v_to_u,398,78,3,donor_history,2,MOT17-02-FRCNN,394,78,9114
MOT17-02-FRCNN,2289,3,78,397,v_to_u,398,78,3,donor_history,3,MOT17-02-FRCNN,395,78,9147
MOT17-02-FRCNN,2289,3,78,397,v_to_u,398,78,3,donor_history,4,MOT17-02-FRCNN,396,78,9180
MOT17-02-FRCNN,2289,3,78,397,v_to_u,398,78,3,donor_history,5,MOT17-02-FRCNN,397,78,9213
MOT17-02-FRCNN,2289,3,78,397,v_to_u,398,78,3,receiver_future,1,MOT17-02-FRCNN,398,3,9233
MOT17-02-FRCNN,2289,3,78,397,v_to_u,398,78,3,receiver_future,2,MOT17-02-FRCNN,399,3,9265
MOT17-02-FRCNN,2289,3,78,397,v_to_u,398,78,3,receiver_future,3,MOT17-02-FRCNN,400,3,9297
MOT17-02-FRCNN,2289,3,78,397,v_to_u,398,78,3,receiver_future,4,MOT17-02-FRCNN,401,3,9329
MOT17-02-FRCNN,2289,3,78,397,v_to_u,398,78,3,receiver_future,5,MOT17-02-FRCNN,402,3,9360
MOT17-02-FRCNN,2289,3,78,397,v_to_u,398,78,3,receiver_history,1,MOT17-02-FRCNN,393,3,9067
MOT17-02-FRCNN,2289,3,78,397,v_to_u,398,78,3,receiver_history,2,MOT17-02-FRCNN,394,3,9101
MOT17-02-FRCNN,2289,3,78,397,v_to_u,398,78,3,receiver_history,3,MOT17-02-FRCNN,395,3,9134
MOT17-02-FRCNN,2289,3,78,397,v_to_u,398,78,3,receiver_history,4,MOT17-02-FRCNN,396,3,9167
MOT17-02-FRCNN,2289,3,78,397,v_to_u,398,78,3,receiver_history,5,MOT17-02-FRCNN,397,3,9200
MOT17-02-FRCNN,2290,6,78,397,v_to_u,398,78,6,donor_history,1,MOT17-02-FRCNN,393,78,9081
MOT17-02-FRCNN,2290,6,78,397,v_to_u,398,78,6,donor_history,2,MOT17-02-FRCNN,394,78,9114
MOT17-02-FRCNN,2290,6,78,397,v_to_u,398,78,6,donor_history,3,MOT17-02-FRCNN,395,78,9147
MOT17-02-FRCNN,2290,6,78,397,v_to_u,398,78,6,donor_history,4,MOT17-02-FRCNN,396,78,9180
MOT17-02-FRCNN,2290,6,78,397,v_to_u,398,78,6,donor_history,5,MOT17-02-FRCNN,397,78,9213
MOT17-02-FRCNN,2290,6,78,397,v_to_u,398,78,6,receiver_future,1,MOT17-02-FRCNN,398,6,9234
MOT17-02-FRCNN,2290,6,78,397,v_to_u,398,78,6,receiver_future,2,MOT17-02-FRCNN,399,6,9266
MOT17-02-FRCNN,2290,6,78,397,v_to_u,398,78,6,receiver_future,3,MOT17-02-FRCNN,400,6,9298
MOT17-02-FRCNN,2290,6,78,397,v_to_u,398,78,6,receiver_future,4,MOT17-02-FRCNN,401,6,9330
MOT17-02-FRCNN,2290,6,78,397,v_to_u,398,78,6,receiver_future,5,MOT17-02-FRCNN,402,6,9361
MOT17-02-FRCNN,2290,6,78,397,v_to_u,398,78,6,receiver_history,1,MOT17-02-FRCNN,393,6,9068
MOT17-02-FRCNN,2290,6,78,397,v_to_u,398,78,6,receiver_history,2,MOT17-02-FRCNN,394,6,9102
MOT17-02-FRCNN,2290,6,78,397,v_to_u,398,78,6,receiver_history,3,MOT17-02-FRCNN,395,6,9135
MOT17-02-FRCNN,2290,6,78,397,v_to_u,398,78,6,receiver_history,4,MOT17-02-FRCNN,396,6,9168
MOT17-02-FRCNN,2290,6,78,397,v_to_u,398,78,6,receiver_history,5,MOT17-02-FRCNN,397,6,9201
MOT17-02-FRCNN,2291,24,78,397,v_to_u,398,78,24,donor_history,1,MOT17-02-FRCNN,393,78,9081
MOT17-02-FRCNN,2291,24,78,397,v_to_u,398,78,24,donor_history,2,MOT17-02-FRCNN,394,78,9114
MOT17-02-FRCNN,2291,24,78,397,v_to_u,398,78,24,donor_history,3,MOT17-02-FRCNN,395,78,9147
MOT17-02-FRCNN,2291,24,78,397,v_to_u,398,78,24,donor_history,4,MOT17-02-FRCNN,396,78,9180
MOT17-02-FRCNN,2291,24,78,397,v_to_u,398,78,24,donor_history,5,MOT17-02-FRCNN,397,78,9213
MOT17-02-FRCNN,2291,24,78,397,v_to_u,398,78,24,receiver_future,1,MOT17-02-FRCNN,398,24,9235
MOT17-02-FRCNN,2291,24,78,397,v_to_u,398,78,24,receiver_future,2,MOT17-02-FRCNN,399,24,9267
MOT17-02-FRCNN,2291,24,78,397,v_to_u,398,78,24,receiver_future,3,MOT17-02-FRCNN,400,24,9299
MOT17-02-FRCNN,2291,24,78,397,v_to_u,398,78,24,receiver_future,4,MOT17-02-FRCNN,401,24,9331
MOT17-02-FRCNN,2291,24,78,397,v_to_u,398,78,24,receiver_future,5,MOT17-02-FRCNN,402,24,9362
MOT17-02-FRCNN,2291,24,78,397,v_to_u,398,78,24,receiver_history,1,MOT17-02-FRCNN,393,24,9070
MOT17-02-FRCNN,2291,24,78,397,v_to_u,398,78,24,receiver_history,2,MOT17-02-FRCNN,394,24,9103
MOT17-02-FRCNN,2291,24,78,397,v_to_u,398,78,24,receiver_history,3,MOT17-02-FRCNN,395,24,9136
MOT17-02-FRCNN,2291,24,78,397,v_to_u,398,78,24,receiver_history,4,MOT17-02-FRCNN,396,24,9169
MOT17-02-FRCNN,2291,24,78,397,v_to_u,398,78,24,receiver_history,5,MOT17-02-FRCNN,397,24,9202
MOT17-02-FRCNN,2292,31,78,397,v_to_u,398,78,31,donor_history,1,MOT17-02-FRCNN,393,78,9081
MOT17-02-FRCNN,2292,31,78,397,v_to_u,398,78,31,donor_history,2,MOT17-02-FRCNN,394,78,9114
MOT17-02-FRCNN,2292,31,78,397,v_to_u,398,78,31,donor_history,3,MOT17-02-FRCNN,395,78,9147
MOT17-02-FRCNN,2292,31,78,397,v_to_u,398,78,31,donor_history,4,MOT17-02-FRCNN,396,78,9180
MOT17-02-FRCNN,2292,31,78,397,v_to_u,398,78,31,donor_history,5,MOT17-02-FRCNN,397,78,9213
