sequence,target_gt_id,local_episode_index,spawn_episode_id,synthetic_tracker_id,first_frame,last_frame,span_frames,observed_frames,events,replacement_events,addition_events
MOT20-02,185,0,425,11000425,1765,1833,69,15,15,11,4
MOT20-02,185,1,426,11000426,2099,2189,91,24,24,13,11
MOT20-02,186,0,427,11000427,2662,2757,96,21,21,21,0
MOT20-02,187,0,428,11000428,1935,1951,17,8,8,7,1
MOT20-02,187,1,429,11000429,1988,1988,1,1,1,0,1
MOT20-02,187,2,430,11000430,2045,2093,49,9,9,3,6
MOT20-02,189,0,431,11000431,1894,1962,69,11,11,6,5
MOT20-02,189,1,432,11000432,2019,2019,1,1,1,1,0
MOT20-02,189,2,433,11000433,2163,2164,2,2,2,2,0
MOT20-02,189,3,434,11000434,2241,2244,4,3,3,0,3
MOT20-02,202,0,435,11000435,391,393,3,3,3,1,2
MOT20-02,203,0,436,11000436,394,399,6,6,6,1,5
MOT20-02,206,0,437,11000437,180,180,1,1,1,0,1
MOT20-02,211,0,438,11000438,160,176,17,6,6,0,6
MOT20-02,212,0,439,11000439,127,147,21,8,8,2,6
MOT20-02,212,1,440,11000440,179,179,1,1,1,1,0
MOT20-02,215,0,441,11000441,6,24,19,5,5,5,0
MOT20-02,215,1,442,11000442,63,147,85,14,14,14,0
MOT20-02,217,0,443,11000443,54,89,36,14,14,9,5
MOT20-02,217,1,444,11000444,205,205,1,1,1,1,0
MOT20-02,218,0,445,11000445,31,32,2,2,2,1,1
MOT20-02,219,0,446,11000446,29,29,1,1,1,0,1
MOT20-02,221,0,447,11000447,107,121,15,2,2,2,0
MOT20-02,221,1,448,11000448,174,174,1,1,1,1,0
MOT20-02,222,0,449,11000449,59,122,64,19,19,3,16
MOT20-02,222,1,450,11000450,181,181,1,1,1,1,0
MOT20-02,224,0,451,11000451,29,55,27,6,6,6,0
MOT20-02,224,1,452,11000452,111,134,24,3,3,1,2
MOT20-02,224,2,453,11000453,234,234,1,1,1,1,0
MOT20-02,227,0,454,11000454,51,52,2,2,2,2,0
MOT20-02,228,0,455,11000455,5,30,26,19,19,5,14
MOT20-02,229,0,456,11000456,22,39,18,5,5,2,3
MOT20-02,230,0,457,11000457,77,94,18,9,9,1,8
MOT20-02,230,1,458,11000458,141,143,3,2,2,0,2
MOT20-02,230,2,459,11000459,215,216,2,2,2,2,0
MOT20-02,230,3,460,11000460,301,306,6,4,4,0,4
MOT20-02,230,4,461,11000461,344,352,9,3,3,2,1
MOT20-02,233,0,462,11000462,79,79,1,1,1,1,0
MOT20-02,234,0,463,11000463,401,401,1,1,1,1,0
MOT20-02,235,0,464,11000464,478,525,48,7,7,4,3
MOT20-02,236,0,465,11000465,106,125,20,10,10,6,4
MOT20-02,236,1,466,11000466,501,533,33,13,13,2,11
MOT20-02,239,0,467,11000467,599,614,16,4,4,4,0
MOT20-02,243,0,468,11000468,88,92,5,3,3,3,0
MOT20-02,245,0,469,11000469,346,363,18,3,3,3,0
MOT20-02,246,0,470,11000470,275,295,21,9,9,5,4
MOT20-02,247,0,471,11000471,155,237,83,22,22,21,1
MOT20-02,247,1,472,11000472,365,366,2,2,2,2,0
MOT20-02,248,0,473,11000473,876,876,1,1,1,1,0
MOT20-02,250,0,474,11000474,658,658,1,1,1,0,1
MOT20-02,250,1,475,11000475,779,889,111,51,51,2,49
MOT20-02,251,0,476,11000476,657,659,3,2,2,0,2
MOT20-02,253,0,477,11000477,192,192,1,1,1,1,0
MOT20-02,254,0,478,11000478,196,279,84,37,37,15,22
MOT20-02,254,1,479,11000479,966,966,1,1,1,0,1
MOT20-02,255,0,480,11000480,338,342,5,4,4,0,4
MOT20-02,255,1,481,11000481,376,389,14,4,4,1,3
MOT20-02,257,0,482,11000482,236,260,25,14,14,1,13
MOT20-02,257,1,483,11000483,316,395,80,35,35,8,27
MOT20-02,257,2,484,11000484,909,1038,130,30,30,22,8
MOT20-02,259,0,485,11000485,684,755,72,10,10,7,3
MOT20-02,261,0,486,11000486,481,594,114,20,20,20,0
MOT20-02,262,0,487,11000487,489,489,1,1,1,0,1
MOT20-02,263,0,488,11000488,507,522,16,7,7,3,4
MOT20-02,263,1,489,11000489,699,715,17,2,2,1,1
MOT20-02,264,0,490,11000490,490,492,3,3,3,3,0
MOT20-02,264,1,491,11000491,861,862,2,2,2,2,0
MOT20-02,264,2,492,11000492,1009,1011,3,2,2,2,0
MOT20-02,265,0,493,11000493,167,231,65,15,15,2,13
MOT20-02,265,1,494,11000494,263,273,11,6,6,2,4
MOT20-02,265,2,495,11000495,409,409,1,1,1,0,1
MOT20-02,265,3,496,11000496,451,451,1,1,1,0,1
MOT20-02,265,4,497,11000497,576,614,39,8,8,3,5
MOT20-02,267,0,498,11000498,1147,1147,1,1,1,0,1
MOT20-02,268,0,499,11000499,143,143,1,1,1,1,0
MOT20-02,268,1,500,11000500,560,591,32,15,15,5,10
MOT20-02,269,0,501,11000501,576,599,24,10,10,3,7
MOT20-02,270,0,502,11000502,309,457,149,55,55,55,0
MOT20-02,270,1,503,11000503,493,493,1,1,1,1,0
MOT20-02,270,2,504,11000504,551,552,2,2,2,2,0
MOT20-02,270,3,505,11000505,590,656,67,19,19,19,0
MOT20-02,270,4,506,11000506,691,789,99,21,21,17,4
MOT20-02,271,0,507,11000507,473,530,58,21,21,4,17
MOT20-02,271,1,508,11000508,702,732,31,15,15,4,11
MOT20-02,271,2,509,11000509,763,863,101,35,35,12,23
MOT20-02,272,0,510,11000510,432,619,188,87,87,42,45
MOT20-02,272,1,511,11000511,738,740,3,2,2,2,0
MOT20-02,272,2,512,11000512,796,857,62,20,20,17,3
MOT20-02,272,3,513,11000513,960,1000,41,6,6,1,5
MOT20-02,273,0,514,11000514,448,448,1,1,1,0,1
MOT20-02,273,1,515,11000515,815,856,42,19,19,11,8
MOT20-02,273,2,516,11000516,984,985,2,2,2,2,0
MOT20-02,274,0,517,11000517,672,672,1,1,1,1,0
MOT20-02,274,1,518,11000518,750,788,39,10,10,7,3
MOT20-02,274,2,519,11000519,820,822,3,3,3,1,2
MOT20-02,275,0,520,11000520,593,593,1,1,1,1,0
MOT20-02,275,1,521,11000521,854,892,39,11,11,8,3
MOT20-02,276,0,522,11000522,591,592,2,2,2,0,2
MOT20-02,276,1,523,11000523,925,963,39,22,22,11,11
MOT20-02,277,0,524,11000524,560,611,52,19,19,9,10
MOT20-02,277,1,525,11000525,1014,1064,51,16,16,4,12
MOT20-02,278,0,526,11000526,946,979,34,15,15,13,2
MOT20-02,279,0,527,11000527,645,646,2,2,2,0,2
MOT20-02,279,1,528,11000528,1005,1006,2,2,2,2,0
MOT20-02,280,0,529,11000529,642,643,2,2,2,2,0
MOT20-02,280,1,530,11000530,886,950,65,16,16,10,6
MOT20-02,280,2,531,11000531,1069,1069,1,1,1,1,0
MOT20-02,281,0,532,11000532,869,872,4,4,4,4,0
MOT20-02,281,1,533,11000533,1140,1190,51,28,28,23,5
MOT20-02,282,0,534,11000534,780,780,1,1,1,0,1
MOT20-02,282,1,535,11000535,935,949,15,13,13,8,5
MOT20-02,283,0,536,11000536,768,779,12,7,7,2,5
MOT20-02,283,1,537,11000537,864,866,3,3,3,3,0
MOT20-02,283,2,538,11000538,1129,1172,44,18,18,10,8
MOT20-02,285,0,539,11000539,796,796,1,1,1,1,0
MOT20-02,285,1,540,11000540,939,970,32,11,11,11,0
MOT20-02,285,2,541,11000541,1063,1094,32,19,19,14,5
MOT20-02,285,3,542,11000542,1201,1201,1,1,1,0,1
MOT20-02,286,0,543,11000543,824,824,1,1,1,1,0
MOT20-02,286,1,544,11000544,952,952,1,1,1,1,0
MOT20-02,286,2,545,11000545,1049,1051,3,2,2,1,1
MOT20-02,287,0,546,11000546,915,927,13,10,10,10,0
MOT20-02,289,0,547,11000547,1125,1125,1,1,1,0,1
MOT20-02,289,1,548,11000548,1167,1209,43,5,5,5,0
MOT20-02,289,2,549,11000549,1278,1315,38,6,6,6,0
MOT20-02,290,0,550,11000550,1324,1324,1,1,1,1,0
MOT20-02,291,0,551,11000551,868,875,8,6,6,3,3
MOT20-02,293,0,552,11000552,875,888,14,9,9,5,4
MOT20-02,293,1,553,11000553,1043,1057,15,5,5,4,1
MOT20-02,294,0,554,11000554,960,961,2,2,2,2,0
MOT20-02,294,1,555,11000555,1067,1110,44,9,9,8,1
MOT20-02,294,2,556,11000556,1167,1303,137,23,23,22,1
MOT20-02,295,0,557,11000557,391,422,32,17,17,5,12
MOT20-02,295,1,558,11000558,587,592,6,4,4,0,4
MOT20-02,295,2,559,11000559,800,804,5,3,3,3,0
MOT20-03,2,0,560,12000560,1134,1150,17,9,9,7,2
MOT20-03,3,0,561,12000561,621,621,1,1,1,1,0
MOT20-03,3,1,562,12000562,975,1011,37,7,7,7,0
MOT20-03,3,2,563,12000563,1054,1142,89,45,45,18,27
MOT20-03,4,0,564,12000564,911,911,1,1,1,1,0
MOT20-03,4,1,565,12000565,1134,1148,15,13,13,13,0
MOT20-03,5,0,566,12000566,726,733,8,3,3,2,1
MOT20-03,5,1,567,12000567,781,786,6,4,4,3,1
MOT20-03,5,2,568,12000568,838,838,1,1,1,1,0
MOT20-03,6,0,569,12000569,551,551,1,1,1,1,0
MOT20-03,6,1,570,12000570,834,840,7,2,2,2,0
MOT20-03,7,0,571,12000571,489,495,7,2,2,2,0
MOT20-03,7,1,572,12000572,1147,1170,24,11,11,9,2
MOT20-03,8,0,573,12000573,676,736,61,10,10,8,2
MOT20-03,8,1,574,12000574,1136,1161,26,9,9,8,1
MOT20-03,9,0,575,12000575,442,444,3,2,2,2,0
MOT20-03,9,1,576,12000576,1158,1186,29,6,6,2,4
MOT20-03,10,0,577,12000577,472,475,4,4,4,4,0
MOT20-03,10,1,578,12000578,1073,1122,50,11,11,3,8
MOT20-03,12,0,579,12000579,1142,1166,25,6,6,3,3
MOT20-03,13,0,580,12000580,281,281,1,1,1,1,0
MOT20-03,14,0,581,12000581,746,746,1,1,1,1,0
MOT20-03,14,1,582,12000582,1083,1090,8,5,5,2,3
MOT20-03,15,0,583,12000583,605,609,5,4,4,4,0
MOT20-03,18,0,584,12000584,222,224,3,3,3,3,0
MOT20-03,19,0,585,12000585,168,170,3,3,3,3,0
MOT20-03,21,0,586,12000586,361,361,1,1,1,1,0
MOT20-03,23,0,587,12000587,217,217,1,1,1,1,0
MOT20-03,24,0,588,12000588,84,86,3,3,3,3,0
MOT20-03,25,0,589,12000589,233,233,1,1,1,1,0
MOT20-03,26,0,590,12000590,232,233,2,2,2,2,0
MOT20-03,28,0,591,12000591,736,737,2,2,2,0,2
MOT20-03,29,0,592,12000592,369,370,2,2,2,2,0
MOT20-03,30,0,593,12000593,221,302,82,26,26,26,0
MOT20-03,31,0,594,12000594,858,858,1,1,1,1,0
MOT20-03,31,1,595,12000595,1010,1020,11,3,3,3,0
MOT20-03,32,0,596,12000596,55,67,13,9,9,9,0
MOT20-03,33,0,597,12000597,42,42,1,1,1,1,0
MOT20-03,36,0,598,12000598,1105,1107,3,2,2,1,1
MOT20-03,37,0,599,12000599,405,405,1,1,1,1,0
MOT20-03,38,0,600,12000600,712,713,2,2,2,2,0
MOT20-03,39,0,601,12000601,726,727,2,2,2,2,0
MOT20-03,40,0,602,12000602,1077,1122,46,22,22,11,11
MOT20-03,41,0,603,12000603,1142,1148,7,2,2,2,0
MOT20-03,44,0,604,12000604,612,612,1,1,1,1,0
MOT20-03,45,0,605,12000605,606,606,1,1,1,1,0
MOT20-03,45,1,606,12000606,1080,1080,1,1,1,1,0
MOT20-03,46,0,607,12000607,636,637,2,2,2,2,0
MOT20-03,47,0,608,12000608,457,457,1,1,1,1,0
MOT20-03,48,0,609,12000609,437,437,1,1,1,1,0
MOT20-03,48,1,610,12000610,1015,1017,3,3,3,0,3
MOT20-03,48,2,611,12000611,1159,1178,20,8,8,7,1
MOT20-03,49,0,612,12000612,247,250,4,4,4,4,0
MOT20-03,49,1,613,12000613,924,971,48,22,22,17,5
MOT20-03,50,0,614,12000614,477,477,1,1,1,1,0
MOT20-03,52,0,615,12000615,409,409,1,1,1,1,0
MOT20-03,53,0,616,12000616,2320,2320,1,1,1,1,0
MOT20-03,57,0,617,12000617,329,332,4,3,3,3,0
MOT20-03,58,0,618,12000618,329,329,1,1,1,1,0
MOT20-03,59,0,619,12000619,378,379,2,2,2,2,0
MOT20-03,63,0,620,12000620,2397,2397,1,1,1,1,0
MOT20-03,64,0,621,12000621,16,16,1,1,1,1,0
MOT20-03,67,0,622,12000622,509,512,4,3,3,0,3
MOT20-03,72,0,623,12000623,2332,2332,1,1,1,1,0
MOT20-03,78,0,624,12000624,171,175,5,4,4,4,0
MOT20-03,79,0,625,12000625,672,720,49,16,16,0,16
MOT20-03,82,0,626,12000626,725,737,13,9,9,1,8
MOT20-03,83,0,627,12000627,143,143,1,1,1,1,0
MOT20-03,84,0,628,12000628,633,634,2,2,2,2,0
MOT20-03,87,0,629,12000629,140,166,27,10,10,1,9
MOT20-03,87,1,630,12000630,869,871,3,2,2,2,0
MOT20-03,97,0,631,12000631,260,260,1,1,1,0,1
MOT20-03,99,0,632,12000632,690,690,1,1,1,1,0
MOT20-03,100,0,633,12000633,58,61,4,3,3,3,0
MOT20-03,101,0,634,12000634,33,34,2,2,2,2,0
MOT20-03,101,1,635,12000635,539,541,3,2,2,1,1
MOT20-03,102,0,636,12000636,27,30,4,3,3,3,0
MOT20-03,110,0,637,12000637,272,307,36,9,9,4,5
MOT20-03,110,1,638,12000638,380,436,57,17,17,3,14
MOT20-03,112,0,639,12000639,268,270,3,3,3,3,0
MOT20-03,116,0,640,12000640,2077,2078,2,2,2,2,0
MOT20-03,117,0,641,12000641,2322,2322,1,1,1,1,0
MOT20-03,126,0,642,12000642,2391,2392,2,2,2,2,0
MOT20-03,127,0,643,12000643,2359,2360,2,2,2,2,0
MOT20-03,128,0,644,12000644,2338,2338,1,1,1,1,0
MOT20-03,129,0,645,12000645,2314,2314,1,1,1,0,1
MOT20-03,130,0,646,12000646,2295,2295,1,1,1,1,0
MOT20-03,131,0,647,12000647,2178,2181,4,4,4,4,0
MOT20-03,134,0,648,12000648,2141,2141,1,1,1,1,0
MOT20-03,136,0,649,12000649,2364,2366,3,2,2,1,1
MOT20-03,137,0,650,12000650,2216,2228,13,6,6,5,1
MOT20-03,137,1,651,12000651,2365,2365,1,1,1,0,1
MOT20-03,139,0,652,12000652,2083,2083,1,1,1,1,0
MOT20-03,139,1,653,12000653,2388,2388,1,1,1,0,1
MOT20-03,140,0,654,12000654,2389,2395,7,5,5,0,5
MOT20-03,141,0,655,12000655,2079,2079,1,1,1,1,0
MOT20-03,145,0,656,12000656,2137,2137,1,1,1,1,0
MOT20-03,147,0,657,12000657,2386,2386,1,1,1,1,0
MOT20-03,150,0,658,12000658,690,690,1,1,1,1,0
MOT20-03,152,0,659,12000659,578,578,1,1,1,1,0
MOT20-03,154,0,660,12000660,2110,2112,3,2,2,2,0
MOT20-03,155,0,661,12000661,2076,2076,1,1,1,1,0
MOT20-03,156,0,662,12000662,2079,2104,26,14,14,2,12
MOT20-03,157,0,663,12000663,2319,2320,2,2,2,0,2
MOT20-03,158,0,664,12000664,2064,2064,1,1,1,1,0
MOT20-03,159,0,665,12000665,1880,1880,1,1,1,1,0
MOT20-03,160,0,666,12000666,210,242,33,18,18,17,1
MOT20-03,162,0,667,12000667,2037,2044,8,4,4,4,0
MOT20-03,163,0,668,12000668,2040,2040,1,1,1,1,0
MOT20-03,164,0,669,12000669,2368,2369,2,2,2,2,0
MOT20-03,165,0,670,12000670,2338,2338,1,1,1,1,0
MOT20-03,166,0,671,12000671,2307,2307,1,1,1,1,0
MOT20-03,167,0,672,12000672,2279,2283,5,2,2,2,0
MOT20-03,168,0,673,12000673,231,235,5,2,2,2,0
MOT20-03,168,1,674,12000674,300,306,7,5,5,3,2
MOT20-03,169,0,675,12000675,90,90,1,1,1,1,0
MOT20-03,169,1,676,12000676,268,268,1,1,1,1,0
MOT20-03,169,2,677,12000677,415,415,1,1,1,1,0
MOT20-03,172,0,678,12000678,2226,2228,3,3,3,3,0
MOT20-03,174,0,679,12000679,2219,2222,4,2,2,2,0
MOT20-03,176,0,680,12000680,2059,2062,4,3,3,3,0
MOT20-03,177,0,681,12000681,2186,2186,1,1,1,1,0
MOT20-03,178,0,682,12000682,2128,2132,5,3,3,3,0
MOT20-03,180,0,683,12000683,408,413,6,3,3,3,0
MOT20-03,180,1,684,12000684,600,645,46,33,33,33,0
MOT20-03,183,0,685,12000685,2353,2355,3,2,2,2,0
MOT20-03,184,0,686,12000686,2346,2348,3,2,2,2,0
MOT20-03,186,0,687,12000687,614,647,34,9,9,0,9
MOT20-03,186,1,688,12000688,787,802,16,7,7,6,1
MOT20-03,189,0,689,12000689,2221,2221,1,1,1,1,0
MOT20-03,193,0,690,12000690,361,401,41,20,20,2,18
MOT20-03,193,1,691,12000691,445,464,20,13,13,4,9
MOT20-03,193,2,692,12000692,514,529,16,11,11,1,10
MOT20-03,193,3,693,12000693,760,793,34,12,12,8,4
MOT20-03,194,0,694,12000694,1846,1850,5,3,3,3,0
MOT20-03,195,0,695,12000695,2231,2245,15,6,6,4,2
MOT20-03,195,1,696,12000696,2368,2373,6,2,2,2,0
MOT20-03,195,2,697,12000697,2405,2405,1,1,1,0,1
MOT20-03,196,0,698,12000698,1980,1981,2,2,2,2,0
MOT20-03,196,1,699,12000699,2397,2401,5,2,2,2,0
MOT20-03,197,0,700,12000700,1906,1906,1,1,1,1,0
MOT20-03,198,0,701,12000701,1892,1892,1,1,1,1,0
MOT20-03,201,0,702,12000702,1754,1757,4,3,3,2,1
MOT20-03,202,0,703,12000703,1631,1631,1,1,1,1,0
MOT20-03,207,0,704,12000704,1716,1716,1,1,1,1,0
MOT20-03,211,0,705,12000705,2235,2235,1,1,1,1,0
MOT20-03,212,0,706,12000706,1956,1957,2,2,2,2,0
MOT20-03,213,0,707,12000707,2078,2078,1,1,1,1,0
MOT20-03,213,1,708,12000708,2381,2389,9,3,3,3,0
MOT20-03,214,0,709,12000709,2240,2240,1,1,1,1,0
MOT20-03,214,1,710,12000710,2396,2396,1,1,1,1,0
MOT20-03,216,0,711,12000711,2237,2237,1,1,1,1,0
MOT20-03,219,0,712,12000712,1560,1560,1,1,1,1,0
MOT20-03,221,0,713,12000713,1696,1698,3,2,2,1,1
MOT20-03,222,0,714,12000714,2115,2115,1,1,1,1,0
MOT20-03,222,1,715,12000715,2367,2385,19,8,8,8,0
MOT20-03,223,0,716,12000716,2064,2064,1,1,1,1,0
MOT20-03,223,1,717,12000717,2374,2385,12,8,8,8,0
MOT20-03,226,0,718,12000718,2398,2403,6,2,2,2,0
MOT20-03,228,0,719,12000719,1515,1519,5,3,3,3,0
MOT20-03,228,1,720,12000720,2391,2396,6,4,4,4,0
MOT20-03,229,0,721,12000721,2394,2394,1,1,1,1,0
MOT20-03,230,0,722,12000722,1814,1814,1,1,1,1,0
MOT20-03,230,1,723,12000723,2402,2402,1,1,1,0,1
MOT20-03,231,0,724,12000724,1807,1807,1,1,1,1,0
MOT20-03,232,0,725,12000725,2108,2108,1,1,1,1,0
MOT20-03,234,0,726,12000726,2356,2371,16,9,9,9,0
MOT20-03,236,0,727,12000727,2360,2367,8,6,6,6,0
MOT20-03,237,0,728,12000728,1393,1629,237,41,41,40,1
MOT20-03,238,0,729,12000729,1419,1420,2,2,2,2,0
MOT20-03,241,0,730,12000730,1540,1635,96,33,33,33,0
MOT20-03,243,0,731,12000731,2094,2107,14,5,5,5,0
MOT20-03,243,1,732,12000732,2397,2400,4,4,4,3,1
MOT20-03,244,0,733,12000733,1760,1760,1,1,1,1,0
MOT20-03,244,1,734,12000734,2100,2156,57,13,13,7,6
MOT20-03,245,0,735,12000735,1738,1740,3,2,2,2,0
MOT20-03,251,0,736,12000736,1336,1338,3,3,3,3,0
MOT20-03,253,0,737,12000737,2395,2395,1,1,1,1,0
MOT20-03,254,0,738,12000738,2321,2324,4,2,2,2,0
MOT20-03,254,1,739,12000739,2398,2401,4,2,2,1,1
MOT20-03,255,0,740,12000740,2244,2245,2,2,2,2,0
MOT20-03,255,1,741,12000741,2295,2400,106,14,14,10,4
MOT20-03,257,0,742,12000742,1902,1902,1,1,1,1,0
MOT20-03,260,0,743,12000743,1410,1415,6,3,3,3,0
MOT20-03,261,0,744,12000744,795,795,1,1,1,1,0
MOT20-03,263,0,745,12000745,1389,1404,16,2,2,1,1
MOT20-03,265,0,746,12000746,1325,1353,29,14,14,5,9
MOT20-03,266,0,747,12000747,1182,1182,1,1,1,0,1
MOT20-03,266,1,748,12000748,1478,1478,1,1,1,1,0
MOT20-03,269,0,749,12000749,490,492,3,3,3,3,0
MOT20-03,270,0,750,12000750,1103,1103,1,1,1,1,0
MOT20-03,270,1,751,12000751,1457,1467,11,3,3,1,2
MOT20-03,270,2,752,12000752,1501,1502,2,2,2,2,0
MOT20-03,272,0,753,12000753,1248,1279,32,12,12,4,8
MOT20-03,274,0,754,12000754,1100,1104,5,5,5,2,3
MOT20-03,274,1,755,12000755,1196,1201,6,3,3,2,1
MOT20-03,275,0,756,12000756,1181,1185,5,3,3,0,3
MOT20-03,275,1,757,12000757,1259,1259,1,1,1,1,0
MOT20-03,276,0,758,12000758,1240,1240,1,1,1,1,0
MOT20-03,277,0,759,12000759,282,291,10,2,2,2,0
MOT20-03,277,1,760,12000760,924,1079,156,52,52,40,12
MOT20-03,277,2,761,12000761,1132,1249,118,34,34,16,18
MOT20-03,278,0,762,12000762,1372,1385,14,5,5,4,1
MOT20-03,279,0,763,12000763,1373,1373,1,1,1,1,0
MOT20-03,280,0,764,12000764,1370,1388,19,5,5,5,0
MOT20-03,281,0,765,12000765,843,843,1,1,1,0,1
MOT20-03,281,1,766,12000766,1443,1451,9,4,4,4,0
MOT20-03,282,0,767,12000767,556,556,1,1,1,1,0
MOT20-03,282,1,768,12000768,1412,1430,19,13,13,13,0
MOT20-03,283,0,769,12000769,1409,1415,7,4,4,4,0
MOT20-03,284,0,770,12000770,580,580,1,1,1,1,0
MOT20-03,284,1,771,12000771,842,844,3,2,2,0,2
MOT20-03,284,2,772,12000772,1347,1358,12,5,5,5,0
MOT20-03,285,0,773,12000773,1099,1099,1,1,1,0,1
MOT20-03,285,1,774,12000774,1309,1323,15,10,10,10,0
MOT20-03,286,0,775,12000775,1422,1443,22,16,16,16,0
MOT20-03,287,0,776,12000776,1430,1434,5,3,3,2,1
MOT20-03,288,0,777,12000777,1324,1329,6,6,6,6,0
MOT20-03,289,0,778,12000778,1074,1075,2,2,2,2,0
MOT20-03,289,1,779,12000779,1301,1317,17,9,9,9,0
MOT20-03,290,0,780,12000780,1318,1350,33,6,6,5,1
MOT20-03,291,0,781,12000781,554,554,1,1,1,1,0
MOT20-03,291,1,782,12000782,1360,1384,25,8,8,8,0
MOT20-03,292,0,783,12000783,567,567,1,1,1,1,0
MOT20-03,292,1,784,12000784,1325,1325,1,1,1,1,0
MOT20-03,292,2,785,12000785,1360,1387,28,14,14,13,1
MOT20-03,293,0,786,12000786,1014,1014,1,1,1,1,0
MOT20-03,293,1,787,12000787,1271,1302,32,10,10,8,2
MOT20-03,294,0,788,12000788,1059,1060,2,2,2,2,0
MOT20-03,294,1,789,12000789,1233,1239,7,5,5,5,0
MOT20-03,295,0,790,12000790,1047,1047,1,1,1,1,0
MOT20-03,295,1,791,12000791,1248,1264,17,11,11,11,0
MOT20-03,296,0,792,12000792,742,749,8,4,4,4,0
MOT20-03,296,1,793,12000793,1269,1269,1,1,1,1,0
MOT20-03,297,0,794,12000794,1344,1344,1,1,1,1,0
MOT20-03,298,0,795,12000795,531,534,4,2,2,2,0
MOT20-03,298,1,796,12000796,1306,1316,11,7,7,7,0
MOT20-03,299,0,797,12000797,406,406,1,1,1,1,0
MOT20-03,299,1,798,12000798,1315,1322,8,6,6,3,3
MOT20-03,300,0,799,12000799,942,946,5,4,4,4,0
MOT20-03,303,0,800,12000800,697,699,3,3,3,3,0
MOT20-03,304,0,801,12000801,390,394,5,3,3,3,0
MOT20-03,305,0,802,12000802,277,277,1,1,1,1,0
MOT20-03,305,1,803,12000803,701,776,76,26,26,26,0
MOT20-03,305,2,804,12000804,834,834,1,1,1,1,0
MOT20-03,305,3,805,12000805,962,1101,140,31,31,31,0
MOT20-03,305,4,806,12000806,1154,1240,87,28,28,28,0
MOT20-03,306,0,807,12000807,517,520,4,4,4,4,0
MOT20-03,306,1,808,12000808,1232,1244,13,10,10,10,0
MOT20-03,309,0,809,12000809,1238,1242,5,2,2,2,0
MOT20-03,310,0,810,12000810,565,565,1,1,1,1,0
MOT20-03,310,1,811,12000811,1208,1232,25,2,2,2,0
MOT20-03,311,0,812,12000812,403,403,1,1,1,1,0
MOT20-03,312,0,813,12000813,1197,1200,4,4,4,4,0
MOT20-03,313,0,814,12000814,1039,1040,2,2,2,0,2
MOT20-03,313,1,815,12000815,1135,1167,33,11,11,4,7
MOT20-03,314,0,816,12000816,335,336,2,2,2,2,0
MOT20-03,314,1,817,12000817,1219,1232,14,4,4,3,1
MOT20-03,316,0,818,12000818,1195,1206,12,3,3,3,0
MOT20-03,317,0,819,12000819,1040,1042,3,3,3,3,0
MOT20-03,318,0,820,12000820,1215,1248,34,17,17,3,14
MOT20-03,319,0,821,12000821,979,979,1,1,1,1,0
MOT20-03,319,1,822,12000822,1142,1246,105,40,40,33,7
MOT20-03,320,0,823,12000823,1038,1038,1,1,1,1,0
MOT20-03,320,1,824,12000824,1218,1239,22,3,3,3,0
MOT20-03,321,0,825,12000825,1030,1031,2,2,2,2,0
MOT20-03,321,1,826,12000826,1257,1267,11,8,8,2,6
MOT20-03,322,0,827,12000827,106,109,4,3,3,3,0
MOT20-03,322,1,828,12000828,1204,1217,14,6,6,6,0
MOT20-03,323,0,829,12000829,142,142,1,1,1,1,0
MOT20-03,323,1,830,12000830,1096,1121,26,16,16,7,9
MOT20-03,323,2,831,12000831,1176,1192,17,5,5,5,0
MOT20-03,324,0,832,12000832,465,467,3,2,2,2,0
MOT20-03,324,1,833,12000833,1233,1235,3,2,2,2,0
MOT20-03,325,0,834,12000834,1165,1241,77,29,29,26,3
MOT20-03,326,0,835,12000835,1051,1069,19,8,8,6,2
MOT20-03,326,1,836,12000836,1101,1113,13,2,2,2,0
MOT20-03,327,0,837,12000837,336,342,7,3,3,2,1
MOT20-03,327,1,838,12000838,1197,1219,23,10,10,9,1
MOT20-03,328,0,839,12000839,615,621,7,5,5,5,0
MOT20-03,328,1,840,12000840,1079,1167,89,34,34,21,13
MOT20-03,329,0,841,12000841,2113,2113,1,1,1,1,0
MOT20-03,332,0,842,12000842,1239,1240,2,2,2,2,0
MOT20-03,333,0,843,12000843,2137,2139,3,2,2,1,1
MOT20-03,336,0,844,12000844,1106,1106,1,1,1,1,0
MOT20-03,336,1,845,12000845,1583,1591,9,5,5,5,0
MOT20-03,337,0,846,12000846,1586,1590,5,3,3,2,1
MOT20-03,338,0,847,12000847,1908,1959,52,19,19,19,0
MOT20-03,342,0,848,12000848,1644,1648,5,4,4,4,0
MOT20-03,342,1,849,12000849,1688,1743,56,11,11,9,2
MOT20-03,342,2,850,12000850,1819,1819,1,1,1,1,0
MOT20-03,343,0,851,12000851,1419,1516,98,60,60,60,0
MOT20-03,343,1,852,12000852,1563,1564,2,2,2,2,0
MOT20-03,343,2,853,12000853,1839,1839,1,1,1,1,0
MOT20-03,344,0,854,12000854,1581,1587,7,7,7,7,0
MOT20-03,344,1,855,12000855,1817,1833,17,12,12,12,0
MOT20-03,345,0,856,12000856,1129,1262,134,73,73,73,0
MOT20-03,345,1,857,12000857,1302,1302,1,1,1,1,0
MOT20-03,345,2,858,12000858,1953,1953,1,1,1,1,0
MOT20-03,346,0,859,12000859,830,858,29,4,4,4,0
