sequence,frame,crop_start,crop_end,crops,norm_min,norm_max,norm_mean
MOT20-02,1748,42839,42860,21,0.999642550945282,1.0004074573516846,0.9999983906745911
MOT20-02,1749,42860,42881,21,0.9996534585952759,1.0004117488861084,1.0000799894332886
MOT20-02,1750,42881,42902,21,0.9996039271354675,1.0003939867019653,1.0000243186950684
MOT20-02,1751,42902,42923,21,0.9996187090873718,1.0004009008407593,1.0000288486480713
MOT20-02,1752,42923,42944,21,0.9995760917663574,1.0003738403320312,1.0000243186950684
MOT20-02,1753,42944,42965,21,0.9996910691261292,1.000352144241333,1.0000189542770386
MOT20-02,1754,42965,42986,21,0.9996057152748108,1.000391960144043,0.999980092048645
MOT20-02,1755,42986,43007,21,0.9996421933174133,1.0003968477249146,1.0001486539840698
MOT20-02,1756,43007,43028,21,0.999558687210083,1.0004057884216309,1.000001072883606
MOT20-02,1757,43028,43049,21,0.9997096061706543,1.0003234148025513,0.9999884366989136
MOT20-02,1758,43049,43070,21,0.9996286630630493,1.00029718875885,0.9999647736549377
MOT20-02,1759,43070,43091,21,0.9996219873428345,1.000395655632019,1.0000338554382324
MOT20-02,1760,43091,43112,21,0.9996360540390015,1.000372290611267,0.99998939037323
MOT20-02,1761,43112,43133,21,0.999594509601593,1.000330924987793,0.9999727606773376
MOT20-02,1762,43133,43154,21,0.9996970891952515,1.0003992319107056,1.000029444694519
MOT20-02,1763,43154,43175,21,0.9996342062950134,1.000383973121643,0.9999693632125854
MOT20-02,1764,43175,43196,21,0.9996811151504517,1.0004425048828125,1.000032901763916
MOT20-02,1765,43196,43217,21,0.9995840787887573,1.0003715753555298,0.9999979734420776
MOT20-02,1766,43217,43238,21,0.9996956586837769,1.0002683401107788,1.0000107288360596
MOT20-02,1767,43238,43259,21,0.9996607899665833,1.0003615617752075,0.9999606013298035
MOT20-02,1768,43259,43280,21,0.9995943903923035,1.0003814697265625,0.9999811053276062
MOT20-02,1769,43280,43301,21,0.9996748566627502,1.000364065170288,1.0000296831130981
MOT20-02,1770,43301,43322,21,0.9996068477630615,1.0003796815872192,0.9999533891677856
MOT20-02,1771,43322,43343,21,0.9996150732040405,1.0003724098205566,1.000069260597229
MOT20-02,1772,43343,43364,21,0.9996120929718018,1.0003777742385864,0.9999547004699707
MOT20-02,1773,43364,43385,21,0.9996545314788818,1.0003247261047363,0.9999511241912842
MOT20-02,1774,43385,43406,21,0.9996086359024048,1.000313639640808,0.9999449849128723
MOT20-02,1775,43406,43427,21,0.999604344367981,1.0003865957260132,0.9999575018882751
MOT20-02,1776,43427,43448,21,0.9995952248573303,1.0003695487976074,1.0000040531158447
MOT20-02,1777,43448,43469,21,0.9996106028556824,1.000335931777954,0.999992847442627
MOT20-02,1778,43469,43490,21,0.9997991323471069,1.000379204750061,1.0001379251480103
MOT20-02,1779,43490,43511,21,0.9997656941413879,1.0003710985183716,1.0000497102737427
MOT20-02,1780,43511,43532,21,0.9996323585510254,1.0002593994140625,0.9999701976776123
MOT20-02,1781,43532,43553,21,0.9995624423027039,1.0003827810287476,1.0000218152999878
MOT20-02,1782,43553,43574,21,0.9996765851974487,1.000379204750061,1.00002920627594
MOT20-02,1783,43574,43595,21,0.9996261596679688,1.000322937965393,1.0000276565551758
MOT20-02,1784,43595,43616,21,0.9996058344841003,1.0003563165664673,1.000032663345337
MOT20-02,1785,43616,43637,21,0.999634861946106,1.0003881454467773,1.000003457069397
MOT20-02,1786,43637,43658,21,0.9996752738952637,1.000302791595459,0.9999172687530518
MOT20-02,1787,43658,43679,21,0.9996100068092346,1.0003621578216553,1.0000264644622803
MOT20-02,1788,43679,43700,21,0.9996519088745117,1.0003900527954102,1.0000571012496948
MOT20-02,1789,43700,43721,21,0.9996762871742249,1.0003993511199951,1.000060796737671
MOT20-02,1790,43721,43742,21,0.9996151328086853,1.000410795211792,1.0000433921813965
MOT20-02,1791,43742,43763,21,0.9996106028556824,1.000388503074646,0.9999470710754395
MOT20-02,1792,43763,43784,21,0.9996814727783203,1.0003671646118164,0.9999647736549377
MOT20-02,1793,43784,43805,21,0.9996111392974854,1.0004050731658936,1.0000615119934082
MOT20-02,1794,43805,43826,21,0.9995792508125305,1.000401496887207,1.0000200271606445
MOT20-02,1795,43826,43847,21,0.9996846914291382,1.0004075765609741,1.0000133514404297
MOT20-02,1796,43847,43868,21,0.9996696710586548,1.0003200769424438,1.00003182888031
MOT20-02,1797,43868,43889,21,0.9996415376663208,1.000403642654419,1.0000324249267578
MOT20-02,1798,43889,43910,21,0.9996148347854614,1.0004353523254395,0.9999592304229736
MOT20-02,1799,43910,43931,21,0.9995694160461426,1.0003145933151245,0.9999072551727295
MOT20-02,1800,43931,43952,21,0.9995843768119812,1.0003989934921265,0.9999918937683105
MOT20-02,1801,43952,43973,21,0.9995986223220825,1.0003429651260376,0.999993622303009
MOT20-02,1802,43973,43994,21,0.9996210336685181,1.0002119541168213,0.9999674558639526
MOT20-02,1803,43994,44015,21,0.9996224641799927,1.000373125076294,0.9999985694885254
MOT20-02,1804,44015,44036,21,0.9996010065078735,1.000317931175232,0.9999871253967285
MOT20-02,1805,44036,44057,21,0.9996416568756104,1.0003968477249146,0.9999942779541016
MOT20-02,1806,44057,44078,21,0.9996009469032288,1.000327706336975,0.9999186992645264
MOT20-02,1807,44078,44099,21,0.9996091723442078,1.0002998113632202,1.0000113248825073
MOT20-02,1808,44099,44120,21,0.9995726943016052,1.0003414154052734,0.9999292492866516
MOT20-02,1809,44120,44141,21,0.9996008276939392,1.0004174709320068,1.0000114440917969
MOT20-02,1810,44141,44162,21,0.9996245503425598,1.0003377199172974,0.9999436736106873
MOT20-02,1811,44162,44183,21,0.9996064901351929,1.0002555847167969,0.9999571442604065
MOT20-02,1812,44183,44204,21,0.9996191263198853,1.0003690719604492,1.0000016689300537
MOT20-02,1813,44204,44225,21,0.9996564984321594,1.000412106513977,1.00002920627594
MOT20-02,1814,44225,44246,21,0.9996472001075745,1.0003966093063354,0.9999862909317017
MOT20-02,1815,44246,44267,21,0.9996526837348938,1.0003950595855713,1.0000362396240234
MOT20-02,1816,44267,44288,21,0.9996258616447449,1.0001720190048218,0.9998722076416016
MOT20-02,1817,44288,44309,21,0.9996066689491272,1.0003854036331177,0.9999111890792847
MOT20-02,1818,44309,44330,21,0.9997135400772095,1.0004210472106934,1.0001128911972046
MOT20-02,1819,44330,44351,21,0.9997455477714539,1.0003688335418701,1.0000383853912354
MOT20-02,1820,44351,44372,21,0.9995619654655457,1.000370979309082,0.9999102354049683
MOT20-02,1821,44372,44393,21,0.9997047781944275,1.0003840923309326,1.0000063180923462
MOT20-02,1822,44393,44414,21,0.999582052230835,1.00032377243042,0.9999790191650391
MOT20-02,1823,44414,44435,21,0.9996017217636108,1.0003608465194702,0.9999563097953796
MOT20-02,1824,44435,44456,21,0.9996229410171509,1.0002963542938232,1.000016212463379
MOT20-02,1825,44456,44477,21,0.9996508955955505,1.0002819299697876,0.9999281764030457
MOT20-02,1826,44477,44498,21,0.9996141791343689,1.0003384351730347,0.9999783039093018
MOT20-02,1827,44498,44519,21,0.9996318221092224,1.0003718137741089,1.0000216960906982
MOT20-02,1828,44519,44540,21,0.9996586441993713,1.0004229545593262,0.9999776482582092
MOT20-02,1829,44540,44561,21,0.9995523691177368,1.0002624988555908,0.9999611377716064
MOT20-02,1830,44561,44582,21,0.9996140003204346,1.0003639459609985,1.0000338554382324
MOT20-02,1831,44582,44603,21,0.9996232390403748,1.0003803968429565,1.0000108480453491
MOT20-02,1832,44603,44624,21,0.9996239542961121,1.0003927946090698,1.0000295639038086
MOT20-02,1833,44624,44645,21,0.9996451735496521,1.0003737211227417,1.0000211000442505
MOT20-02,1834,44645,44666,21,0.9995900988578796,1.0003657341003418,0.9999781847000122
MOT20-02,1835,44666,44687,21,0.9995943307876587,1.0004149675369263,1.0000120401382446
MOT20-02,1836,44687,44708,21,0.9996198415756226,1.0004024505615234,0.9999626874923706
MOT20-02,1837,44708,44729,21,0.9996184706687927,1.0003619194030762,0.99998539686203
MOT20-02,1838,44729,44750,21,0.999648928642273,1.0003437995910645,0.9999328851699829
MOT20-02,1839,44750,44771,21,0.9996412396430969,1.000411868095398,0.9999070763587952
MOT20-02,1840,44771,44792,21,0.9996867775917053,1.0004017353057861,0.9999949336051941
MOT20-02,1841,44792,44813,21,0.9995766878128052,1.000392198562622,0.9999925494194031
MOT20-02,1842,44813,44834,21,0.9996123313903809,1.0004026889801025,0.9999898076057434
MOT20-02,1843,44834,44855,21,0.9997248649597168,1.0004222393035889,1.00009286403656
MOT20-02,1844,44855,44876,21,0.9996016025543213,1.0003600120544434,0.999989926815033
MOT20-02,1845,44876,44897,21,0.9996620416641235,1.000390887260437,0.9999793171882629
MOT20-02,1846,44897,44918,21,0.9995905756950378,1.0003916025161743,1.0000436305999756
MOT20-02,1847,44918,44939,21,0.9996488094329834,1.0003445148468018,1.0000035762786865
MOT20-02,1848,44939,44960,21,0.9996326565742493,1.0003806352615356,0.9999892711639404
MOT20-02,1849,44960,44981,21,0.99961256980896,1.0003628730773926,0.9999861121177673
MOT20-02,1850,44981,45002,21,0.9995921850204468,1.0004072189331055,0.9999897480010986
MOT20-02,1851,45002,45023,21,0.9995951652526855,1.000368595123291,0.9999980926513672
MOT20-02,1852,45023,45044,21,0.9996060729026794,1.0003104209899902,0.9998999834060669
MOT20-02,1853,45044,45065,21,0.9996157884597778,1.0003786087036133,0.9999563097953796
MOT20-02,1854,45065,45086,21,0.9996189475059509,1.0004159212112427,0.9999752044677734
MOT20-02,1855,45086,45107,21,0.9996240139007568,1.0003076791763306,0.9999780058860779
MOT20-02,1856,45107,45128,21,0.9996553659439087,1.0003881454467773,1.0000065565109253
MOT20-02,1857,45128,45149,21,0.9996671676635742,1.0003252029418945,1.000038504600525
MOT20-02,1858,45149,45170,21,0.9996037483215332,1.0003960132598877,1.000006079673767
MOT20-02,1859,45170,45191,21,0.9997192025184631,1.0003912448883057,1.0000524520874023
MOT20-02,1860,45191,45212,21,0.999683678150177,1.0004247426986694,1.0000263452529907
MOT20-02,1861,45212,45233,21,0.9996017813682556,1.0003397464752197,0.9999676942825317
MOT20-02,1862,45233,45254,21,0.999606192111969,1.000322937965393,0.9999479651451111
MOT20-02,1863,45254,45275,21,0.99969482421875,1.0003933906555176,1.0001134872436523
MOT20-02,1864,45275,45296,21,0.999659538269043,1.000413179397583,1.0000993013381958
MOT20-02,1865,45296,45317,21,0.9996005296707153,1.0002374649047852,0.9998998045921326
MOT20-02,1866,45317,45338,21,0.9996365308761597,1.0003433227539062,0.9999743700027466
MOT20-02,1867,45338,45359,21,0.9996646642684937,1.0003726482391357,1.000012755393982
MOT20-02,1868,45359,45380,21,0.9996148347854614,1.0003910064697266,0.9999904632568359
MOT20-02,1869,45380,45401,21,0.9997607469558716,1.0004041194915771,1.0000818967819214
MOT20-02,1870,45401,45422,21,0.9996104836463928,1.0003992319107056,1.0000715255737305
MOT20-02,1871,45422,45443,21,0.9996729493141174,1.000271201133728,0.9999701380729675
MOT20-02,1872,45443,45464,21,0.9996873736381531,1.0003591775894165,1.000027060508728
MOT20-02,1873,45464,45485,21,0.9995980858802795,1.0003224611282349,0.9999938011169434
MOT20-02,1874,45485,45506,21,0.999660074710846,1.0003536939620972,0.9999018311500549
MOT20-02,1875,45506,45527,21,0.9996333122253418,1.0004137754440308,1.000022292137146
MOT20-02,1876,45527,45548,21,0.9996550679206848,1.0003747940063477,0.9999871253967285
MOT20-02,1877,45548,45569,21,0.9995906949043274,1.0003786087036133,0.9999839067459106
MOT20-02,1878,45569,45590,21,0.9996548295021057,1.0002959966659546,0.9999431371688843
MOT20-02,1879,45590,45611,21,0.9997255802154541,1.0003796815872192,1.0000816583633423
MOT20-02,1880,45611,45632,21,0.999657392501831,1.0003724098205566,0.9999825358390808
MOT20-02,1881,45632,45653,21,0.9996187090873718,1.0003302097320557,0.9999608397483826
MOT20-02,1882,45653,45674,21,0.9996145963668823,1.0003851652145386,0.9999852180480957
MOT20-02,1883,45674,45695,21,0.9996557831764221,1.0003241300582886,0.9999747276306152
MOT20-02,1884,45695,45716,21,0.9995832443237305,1.0003736019134521,0.9999963045120239
MOT20-02,1885,45716,45737,21,0.9996001720428467,1.0003777742385864,0.999914824962616
MOT20-02,1886,45737,45758,21,0.9996094107627869,1.0003597736358643,0.9999459385871887
MOT20-02,1887,45758,45779,21,0.9997282028198242,1.0003832578659058,1.0000425577163696
MOT20-02,1888,45779,45800,21,0.9996727705001831,1.000394582748413,1.0000962018966675
MOT20-02,1889,45800,45821,21,0.9996039867401123,1.000411033630371,0.9999136924743652
MOT20-02,1890,45821,45842,21,0.9996565580368042,1.0003641843795776,1.0000102519989014
MOT20-02,1891,45842,45863,21,0.999610185623169,1.0003747940063477,1.000072956085205
MOT20-02,1892,45863,45884,21,0.9996461272239685,1.0003950595855713,1.0000369548797607
MOT20-02,1893,45884,45905,21,0.999637246131897,1.0003379583358765,1.0000150203704834
MOT20-02,1894,45905,45926,21,0.9996298551559448,1.0003598928451538,1.0000463724136353
MOT20-02,1895,45926,45947,21,0.9996322393417358,1.0003856420516968,1.0000451803207397
MOT20-02,1896,45947,45968,21,0.9996023774147034,1.0003646612167358,0.9999958872795105
MOT20-02,1897,45968,45989,21,0.9996125102043152,1.0003468990325928,0.9999585747718811
MOT20-02,1898,45989,46010,21,0.9996129870414734,1.0003178119659424,0.9999890923500061
MOT20-02,1899,46010,46031,21,0.9996224045753479,1.0003784894943237,1.0000627040863037
MOT20-02,1900,46031,46052,21,0.9995986223220825,1.000327229499817,0.9999693632125854
MOT20-02,1901,46052,46073,21,0.9996720552444458,1.0004050731658936,1.0000247955322266
MOT20-02,1902,46073,46094,21,0.9995884895324707,1.0003728866577148,1.0000110864639282
MOT20-02,1903,46094,46115,21,0.9997202754020691,1.000364899635315,0.999997079372406
MOT20-02,1904,46115,46136,21,0.9996329545974731,1.000280737876892,0.9999726414680481
MOT20-02,1905,46136,46157,21,0.9996026754379272,1.000282645225525,0.9999409914016724
MOT20-02,1906,46157,46178,21,0.9996039867401123,1.0003670454025269,1.0000609159469604
MOT20-02,1907,46178,46199,21,0.9996330738067627,1.0003981590270996,1.0001084804534912
MOT20-02,1908,46199,46220,21,0.9996580481529236,1.0003533363342285,0.9999747276306152
MOT20-02,1909,46220,46241,21,0.9996242523193359,1.0004206895828247,1.000043272972107
MOT20-02,1910,46241,46262,21,0.9996180534362793,1.0003843307495117,0.9999880194664001
MOT20-02,1911,46262,46283,21,0.9995819926261902,1.0003694295883179,0.9999445080757141
MOT20-02,1912,46283,46304,21,0.9995807409286499,1.000346064567566,0.9999729990959167
MOT20-02,1913,46304,46325,21,0.9996348023414612,1.0003985166549683,1.0000368356704712
MOT20-02,1914,46325,46346,21,0.9996834397315979,1.0003924369812012,1.000083565711975
MOT20-02,1915,46346,46367,21,0.9996289014816284,1.0003639459609985,1.0000416040420532
MOT20-02,1916,46367,46388,21,0.9995866417884827,1.0003424882888794,0.9999611973762512
MOT20-02,1917,46388,46409,21,0.9996338486671448,1.0003377199172974,0.9999581575393677
MOT20-02,1918,46409,46430,21,0.9995907545089722,1.0003823041915894,1.000025749206543
MOT20-02,1919,46430,46451,21,0.9996146559715271,1.000370740890503,0.9998869299888611
MOT20-02,1920,46451,46472,21,0.9996219277381897,1.0003790855407715,0.9999743700027466
MOT20-02,1921,46472,46493,21,0.9996435642242432,1.0003587007522583,1.0000005960464478
MOT20-02,1922,46493,46514,21,0.9996547698974609,1.0003620386123657,0.9999957084655762
MOT20-02,1923,46514,46535,21,0.9996803402900696,1.0003809928894043,0.9999924898147583
MOT20-02,1924,46535,46556,21,0.9996540546417236,1.0003485679626465,1.000041127204895
MOT20-02,1925,46556,46577,21,0.9996090531349182,1.0003879070281982,0.9999297261238098
MOT20-02,1926,46577,46598,21,0.9996464848518372,1.0003782510757446,0.9999477863311768
MOT20-02,1927,46598,46619,21,0.9996232390403748,1.0003643035888672,1.0000478029251099
MOT20-02,1928,46619,46640,21,0.999619722366333,1.0003782510757446,0.9999682307243347
MOT20-02,1929,46640,46661,21,0.9996297955513,1.0003525018692017,0.9999688267707825
MOT20-02,1930,46661,46682,21,0.9996533393859863,1.0003149509429932,1.000077724456787
MOT20-02,1931,46682,46703,21,0.9996079206466675,1.0003818273544312,0.9999592304229736
MOT20-02,1932,46703,46724,21,0.99964839220047,1.0003327131271362,1.000008225440979
MOT20-02,1933,46724,46745,21,0.999659538269043,1.000351071357727,0.9999998807907104
MOT20-02,1934,46745,46766,21,0.9996063113212585,1.0003880262374878,0.999910831451416
MOT20-02,1935,46766,46787,21,0.9996097683906555,1.0003966093063354,0.9999051094055176
MOT20-02,1936,46787,46808,21,0.999634325504303,1.0003427267074585,0.9999966621398926
MOT20-02,1937,46808,46829,21,0.9996726512908936,1.0003525018692017,1.000010371208191
MOT20-02,1938,46829,46850,21,0.9996798038482666,1.0004068613052368,1.0001147985458374
MOT20-02,1939,46850,46871,21,0.9996005296707153,1.0003691911697388,0.9999788999557495
MOT20-02,1940,46871,46892,21,0.9996755123138428,1.0003889799118042,1.0000636577606201
MOT20-02,1941,46892,46913,21,0.999605655670166,1.0003255605697632,1.0000249147415161
MOT20-02,1942,46913,46934,21,0.9996163845062256,1.0003832578659058,1.0000593662261963
MOT20-02,1943,46934,46955,21,0.9996439814567566,1.0003662109375,0.9999703168869019
MOT20-02,1944,46955,46976,21,0.9996539950370789,1.000390648841858,1.0000752210617065
MOT20-02,1945,46976,46997,21,0.9996042251586914,1.0003713369369507,0.9999299645423889
MOT20-02,1946,46997,47018,21,0.999624490737915,1.00039803981781,1.000074028968811
MOT20-02,1947,47018,47039,21,0.9997450113296509,1.0003873109817505,1.0000314712524414
MOT20-02,1948,47039,47060,21,0.9996689558029175,1.0004510879516602,1.0000014305114746
MOT20-02,1949,47060,47081,21,0.9995605945587158,1.0003043413162231,0.99994957447052
MOT20-02,1950,47081,47102,21,0.9996047019958496,1.0003029108047485,0.9999852776527405
MOT20-02,1951,47102,47123,21,0.9996190667152405,1.0003684759140015,0.9999374151229858
MOT20-02,1952,47123,47144,21,0.999681830406189,1.0004183053970337,1.0000700950622559
MOT20-02,1953,47144,47165,21,0.9996501207351685,1.0003479719161987,1.0000253915786743
MOT20-02,1954,47165,47186,21,0.999614417552948,1.0003762245178223,1.000072717666626
MOT20-02,1955,47186,47207,21,0.9996351003646851,1.0004165172576904,1.0000195503234863
MOT20-02,1956,47207,47228,21,0.9996474981307983,1.0004067420959473,1.000022292137146
MOT20-02,1957,47228,47249,21,0.9996702671051025,1.0003515481948853,0.9999980926513672
MOT20-02,1958,47249,47270,21,0.9996492266654968,1.0003679990768433,1.0000044107437134
MOT20-02,1959,47270,47291,21,0.9996399283409119,1.000427007675171,0.9999599456787109
MOT20-02,1960,47291,47312,21,0.9996500015258789,1.0003726482391357,1.0000063180923462
MOT20-02,1961,47312,47333,21,0.9996711015701294,1.000412940979004,1.0000795125961304
MOT20-02,1962,47333,47354,21,0.9997101426124573,1.0003459453582764,0.9999890327453613
MOT20-02,1963,47354,47375,21,0.9996058344841003,1.0003349781036377,0.9999324083328247
MOT20-02,1964,47375,47396,21,0.9996263980865479,1.0003831386566162,1.0000388622283936
MOT20-02,1965,47396,47417,21,0.9996092915534973,1.000359058380127,1.000048279762268
MOT20-02,1966,47417,47438,21,0.9996403455734253,1.0004000663757324,1.0000158548355103
MOT20-02,1967,47438,47459,21,0.9996429085731506,1.0004026889801025,1.0000442266464233
MOT20-02,1968,47459,47480,21,0.999649703502655,1.0003999471664429,1.000058889389038
MOT20-02,1969,47480,47501,21,0.9997118711471558,1.0003710985183716,1.000101089477539
MOT20-02,1970,47501,47522,21,0.9996393322944641,1.0003883838653564,0.9999327659606934
MOT20-02,1971,47522,47543,21,0.9996939897537231,1.0003050565719604,1.000012755393982
MOT20-02,1972,47543,47564,21,0.9996377825737,1.000375509262085,0.9999146461486816
MOT20-02,1973,47564,47585,21,0.9996131062507629,1.0003812313079834,0.9999825358390808
MOT20-02,1974,47585,47606,21,0.9996070265769958,1.0003039836883545,0.9999673962593079
MOT20-02,1975,47606,47627,21,0.9996089935302734,1.0003796815872192,0.999958872795105
MOT20-02,1976,47627,47648,21,0.999628484249115,1.0004061460494995,1.0000284910202026
MOT20-02,1977,47648,47669,21,0.999630331993103,1.0003008842468262,0.9999377131462097
MOT20-02,1978,47669,47690,21,0.9996224045753479,1.0003583431243896,1.000015139579773
MOT20-02,1979,47690,47711,21,0.9996102452278137,1.0003790855407715,1.000040888786316
MOT20-02,1980,47711,47732,21,0.9996262192726135,1.0003516674041748,1.0000371932983398
MOT20-02,1981,47732,47753,21,0.9996410012245178,1.0003668069839478,1.0000693798065186
MOT20-02,1982,47753,47774,21,0.9995983839035034,1.0003185272216797,0.9999039173126221
MOT20-02,1983,47774,47795,21,0.9996008276939392,1.0003830194473267,1.0000207424163818
MOT20-02,1984,47795,47816,21,0.9995920658111572,1.0003232955932617,0.9999502897262573
MOT20-02,1985,47816,47837,21,0.9996317028999329,1.0004116296768188,1.0000832080841064
MOT20-02,1986,47837,47858,21,0.9995795488357544,1.0004148483276367,0.999985933303833
MOT20-02,1987,47858,47879,21,0.9996144771575928,1.000329613685608,1.0000027418136597
MOT20-02,1988,47879,47900,21,0.9996182918548584,1.000359058380127,0.9999940991401672
MOT20-02,1989,47900,47921,21,0.9995793700218201,1.0003474950790405,0.9999025464057922
MOT20-02,1990,47921,47942,21,0.9995929002761841,1.0003503561019897,0.9998962879180908
MOT20-02,1991,47942,47963,21,0.9996198415756226,1.0003366470336914,0.9999079704284668
MOT20-02,1992,47963,47984,21,0.999626874923706,1.000392198562622,1.0000160932540894
MOT20-02,1993,47984,48005,21,0.999631404876709,1.0003962516784668,0.9999265074729919
MOT20-02,1994,48005,48026,21,0.9995783567428589,1.0003297328948975,0.9999477863311768
MOT20-02,1995,48026,48047,21,0.9996039271354675,1.0003844499588013,1.000072717666626
MOT20-02,1996,48047,48068,21,0.9996452331542969,1.000305414199829,0.9999337792396545
MOT20-02,1997,48068,48089,21,0.9995878338813782,1.0003504753112793,0.9999615550041199
MOT20-02,1998,48089,48110,21,0.9996997714042664,1.00039803981781,1.0000523328781128
MOT20-02,1999,48110,48131,21,0.999608039855957,1.0001574754714966,0.9998992085456848
MOT20-02,2000,48131,48152,21,0.9995917677879333,1.000420331954956,0.999915361404419
MOT20-02,2001,48152,48173,21,0.9996142983436584,1.0003657341003418,0.9999704957008362
MOT20-02,2002,48173,48194,21,0.9996293187141418,1.0003713369369507,0.9999804496765137
MOT20-02,2003,48194,48215,21,0.9996076822280884,1.000354528427124,0.999921977519989
MOT20-02,2004,48215,48236,21,0.9996076226234436,1.0003832578659058,1.000002145767212
MOT20-02,2005,48236,48257,21,0.9996016621589661,1.0002909898757935,0.9999863505363464
MOT20-02,2006,48257,48278,21,0.9995962381362915,1.0004132986068726,0.9999544024467468
MOT20-02,2007,48278,48299,21,0.9996230602264404,1.0003817081451416,1.0000054836273193
MOT20-02,2008,48299,48320,21,0.9996560215950012,1.0003454685211182,0.9999967217445374
MOT20-02,2009,48320,48341,21,0.9996000528335571,1.0003230571746826,0.9999876618385315
MOT20-02,2010,48341,48362,21,0.9995721578598022,1.0003113746643066,0.9999145269393921
MOT20-02,2011,48362,48383,21,0.9996040463447571,1.0003401041030884,0.9999361634254456
MOT20-02,2012,48383,48404,21,0.9997144937515259,1.000378966331482,1.0001022815704346
MOT20-02,2013,48404,48425,21,0.9996330738067627,1.0002745389938354,0.9999269843101501
MOT20-02,2014,48425,48446,21,0.9996230602264404,1.0003883838653564,1.000059962272644
MOT20-02,2015,48446,48467,21,0.999652624130249,1.0003957748413086,1.0000016689300537
MOT20-02,2016,48467,48488,21,0.9996970295906067,1.0003169775009155,0.9999604225158691
MOT20-02,2017,48488,48509,21,0.9996129274368286,1.0003496408462524,0.9999748468399048
MOT20-02,2018,48509,48530,21,0.9996346831321716,1.0003901720046997,1.0000663995742798
MOT20-02,2019,48530,48551,21,0.9996066689491272,1.000441551208496,1.0000475645065308
MOT20-02,2020,48551,48572,21,0.9996779561042786,1.0003445148468018,1.000040054321289
MOT20-02,2021,48572,48593,21,0.9997347593307495,1.0003461837768555,1.0000349283218384
MOT20-02,2022,48593,48614,21,0.9995979070663452,1.0003340244293213,0.9999516010284424
MOT20-02,2023,48614,48635,21,0.999650776386261,1.0003799200057983,0.9999890327453613
MOT20-02,2024,48635,48656,21,0.9996597766876221,1.0003019571304321,1.0000289678573608
MOT20-02,2025,48656,48677,21,0.9995812177658081,1.0003544092178345,1.00007164478302
MOT20-02,2026,48677,48698,21,0.9996994733810425,1.000328540802002,1.0000107288360596
MOT20-02,2027,48698,48719,21,0.9996267557144165,1.0003432035446167,0.9999511241912842
MOT20-02,2028,48719,48740,21,0.999628484249115,1.0003019571304321,0.9998898506164551
MOT20-02,2029,48740,48761,21,0.9996148943901062,1.0003398656845093,0.9999699592590332
MOT20-02,2030,48761,48782,21,0.9995914101600647,1.0004161596298218,0.9999213218688965
MOT20-02,2031,48782,48803,21,0.9995998740196228,1.0003700256347656,1.0000548362731934
MOT20-02,2032,48803,48824,21,0.9996752738952637,1.0003366470336914,0.9999954700469971
MOT20-02,2033,48824,48845,21,0.9996812343597412,1.0002542734146118,0.9999750256538391
MOT20-02,2034,48845,48866,21,0.9996616840362549,1.0003247261047363,0.9999204277992249
MOT20-02,2035,48866,48887,21,0.9996132254600525,1.0004010200500488,1.0000287294387817
MOT20-02,2036,48887,48908,21,0.9996017217636108,1.000369906425476,0.9999566078186035
MOT20-02,2037,48908,48929,21,0.9996581673622131,1.0003790855407715,0.9999909400939941
MOT20-02,2038,48929,48950,21,0.999627947807312,1.000410556793213,1.0000261068344116
MOT20-02,2039,48950,48971,21,0.9996458292007446,1.0003464221954346,1.0000208616256714
MOT20-02,2040,48971,48992,21,0.9996046423912048,1.0003212690353394,0.9999493956565857
MOT20-02,2041,48992,49013,21,0.9996066689491272,1.000417709350586,1.000057578086853
MOT20-02,2042,49013,49034,21,0.9996283054351807,1.0004132986068726,1.0000070333480835
MOT20-02,2043,49034,49055,21,0.9996870160102844,1.0002743005752563,0.9999915361404419
MOT20-02,2044,49055,49076,21,0.9996374249458313,1.0003552436828613,1.0000662803649902
MOT20-02,2045,49076,49097,21,0.9996373653411865,1.0004178285598755,0.9999960660934448
MOT20-02,2046,49097,49118,21,0.9996240139007568,1.000399112701416,0.9999745488166809
MOT20-02,2047,49118,49139,21,0.9996289610862732,1.000429630279541,0.999982476234436
MOT20-02,2048,49139,49160,21,0.9996545910835266,1.0002844333648682,1.0000227689743042
MOT20-02,2049,49160,49181,21,0.9996052980422974,1.00034761428833,1.000124216079712
MOT20-02,2050,49181,49202,21,0.9996315836906433,1.0003645420074463,1.0000277757644653
MOT20-02,2051,49202,49223,21,0.9995867013931274,1.0003583431243896,1.0000207424163818
MOT20-02,2052,49223,49244,21,0.9996427893638611,1.000328779220581,0.9999341368675232
MOT20-02,2053,49244,49265,21,0.9996413588523865,1.0003788471221924,1.0000332593917847
MOT20-02,2054,49265,49286,21,0.9995637536048889,1.0003588199615479,1.0000085830688477
MOT20-02,2055,49286,49307,21,0.9996301531791687,1.0003576278686523,0.9999415278434753
MOT20-02,2056,49307,49328,21,0.9996320009231567,1.000374436378479,1.0000048875808716
MOT20-02,2057,49328,49349,21,0.999575138092041,1.0003116130828857,1.000018835067749
MOT20-02,2058,49349,49370,21,0.9996731281280518,1.0003679990768433,1.0000065565109253
MOT20-02,2059,49370,49391,21,0.9996436834335327,1.0004003047943115,1.0000104904174805
MOT20-02,2060,49391,49412,21,0.999680757522583,1.0003408193588257,1.0000234842300415
