sequence,segment_id,baseline_track_id,local_segment_index,first_frame,last_frame,frames,matched_frames,unique_matched_gt,modal_gt_id,modal_count,modal_purity,modal_tied,mean_match_iou,selected_pure_chain,selected_modal_chain,synthetic_chain_id
MOT20-03,128,114,0,209,1134,926,923,1,313,923,1.0,False,0.8833360108825553,True,True,12000313
MOT20-03,129,115,0,212,1077,866,866,2,328,837,0.9665127020785219,False,0.88595858201178,False,True,12000328
MOT20-03,130,115,1,1079,1087,9,9,2,328,8,0.8888888888888888,False,0.9202635470608311,False,True,12000328
MOT20-03,131,116,0,213,854,642,636,1,35,636,1.0,False,0.8708520523486327,True,True,12000035
MOT20-03,132,117,0,220,1024,805,800,1,23,800,1.0,False,0.8930536675044196,True,True,12000023
MOT20-03,133,119,0,226,1058,833,833,1,18,833,1.0,False,0.900816162124745,True,True,12000018
MOT20-03,134,120,0,237,301,65,64,1,168,64,1.0,False,0.8616430044454709,True,True,12000168
MOT20-03,135,121,0,235,931,697,693,1,26,693,1.0,False,0.9003643811933947,True,True,12000026
MOT20-03,136,122,0,236,934,699,695,1,25,695,1.0,False,0.8968286733760001,True,True,12000025
MOT20-03,137,123,0,257,363,107,107,1,478,107,1.0,False,0.8616206796305279,True,True,12000478
MOT20-03,138,124,0,251,1189,939,936,3,49,673,0.719017094017094,False,0.868122916892497,False,True,12000049
MOT20-03,139,124,1,1191,1210,20,20,2,305,15,0.75,False,0.7078721473765188,False,True,12000305
MOT20-03,140,124,2,1215,1220,6,5,2,325,4,0.8,False,0.5816304804673662,False,False,12000325
MOT20-03,141,125,0,268,1233,966,933,1,308,933,1.0,False,0.8880735106966272,True,True,12000308
MOT20-03,142,126,0,269,1235,967,932,1,307,932,1.0,False,0.8885733357099265,True,True,12000307
MOT20-03,143,127,0,270,519,250,250,1,60,250,1.0,False,0.8957900036152582,True,True,12000060
MOT20-03,144,127,1,521,757,237,220,1,60,220,1.0,False,0.8587725223568021,True,True,12000060
MOT20-03,145,128,0,273,1236,964,964,2,309,962,0.9979253112033195,False,0.9027378754275875,False,True,12000309
MOT20-03,146,129,0,278,698,421,421,1,305,421,1.0,False,0.8815924010855458,True,True,12000305
MOT20-03,147,130,0,282,1155,874,869,1,13,869,1.0,False,0.8745804599413919,True,True,12000013
MOT20-03,148,131,0,292,921,630,630,1,277,630,1.0,False,0.8447988917958593,True,True,12000277
MOT20-03,149,132,0,293,746,454,451,1,77,451,1.0,False,0.8848846702325462,True,True,12000077
MOT20-03,150,134,0,298,298,1,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,151,134,1,300,787,488,456,2,61,455,0.9978070175438597,False,0.8314460094665348,False,True,12000061
MOT20-03,152,137,0,303,978,676,674,1,30,674,1.0,False,0.8669055966264819,True,True,12000030
MOT20-03,153,139,0,307,345,39,32,1,168,32,1.0,False,0.7324070887261509,True,True,12000168
MOT20-03,154,140,0,309,376,68,68,1,110,68,1.0,False,0.8353762327347924,True,True,12000110
MOT20-03,155,141,0,325,1158,834,833,2,428,830,0.9963985594237695,False,0.8644315369757375,False,True,12000428
MOT20-03,156,141,1,1177,1180,4,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,157,142,0,332,847,516,516,1,58,516,1.0,False,0.8312663545957137,True,True,12000058
MOT20-03,158,143,0,334,731,398,385,1,57,385,1.0,False,0.8389432067453781,True,True,12000057
MOT20-03,159,144,0,337,1197,861,861,3,314,841,0.9767711962833914,False,0.8715901091130173,False,True,12000314
MOT20-03,160,144,1,1205,1223,19,7,1,325,7,1.0,False,0.5543061375135552,True,True,12000325
MOT20-03,161,148,0,344,961,618,614,1,28,614,1.0,False,0.8645207889192323,True,True,12000028
MOT20-03,162,149,0,344,1193,850,850,1,327,850,1.0,False,0.8783288483242508,True,True,12000327
MOT20-03,163,150,0,346,1007,662,661,1,20,661,1.0,False,0.888829631099979,True,True,12000020
MOT20-03,164,151,0,346,443,98,98,1,503,98,1.0,False,0.8009395775954853,True,True,12000503
MOT20-03,165,151,1,446,455,10,5,1,503,5,1.0,False,0.8476308668757939,True,True,12000503
MOT20-03,166,152,0,349,1064,716,716,1,22,716,1.0,False,0.8586203069429503,True,True,12000022
MOT20-03,167,156,0,363,364,2,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,168,157,0,364,1080,717,709,1,21,709,1.0,False,0.8820088975784912,True,True,12000021
MOT20-03,169,160,0,371,973,603,597,1,29,597,1.0,False,0.8547585080658484,True,True,12000029
MOT20-03,170,161,0,375,425,51,51,1,475,51,1.0,False,0.8398919434541368,True,True,12000475
MOT20-03,171,162,0,378,495,118,118,1,476,118,1.0,False,0.8026113180795116,True,True,12000476
MOT20-03,172,162,1,497,497,1,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,173,162,2,507,507,1,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,174,162,3,517,517,1,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,175,163,0,382,800,419,407,1,59,407,1.0,False,0.829777909322419,True,True,12000059
MOT20-03,176,164,0,392,793,402,402,1,347,402,1.0,False,0.844918240944185,True,True,12000347
MOT20-03,177,164,1,831,1979,1149,1130,1,347,1130,1.0,False,0.9095747403308904,True,True,12000347
MOT20-03,178,165,0,388,1138,751,751,1,12,751,1.0,False,0.8884021642148126,True,True,12000012
MOT20-03,179,166,0,389,706,318,302,1,8,302,1.0,False,0.8557538225859788,True,True,12000008
MOT20-03,180,168,0,397,1197,801,801,1,304,801,1.0,False,0.8586424375789877,True,True,12000304
MOT20-03,181,169,0,404,1312,909,884,1,311,884,1.0,False,0.8897304415757001,True,True,12000311
MOT20-03,182,170,0,407,1292,886,886,1,299,886,1.0,False,0.8969850567897213,True,True,12000299
MOT20-03,183,171,0,407,846,440,424,1,37,424,1.0,False,0.87266225553409,True,True,12000037
MOT20-03,184,172,0,414,597,184,184,1,180,184,1.0,False,0.8253375028020495,True,True,12000180
MOT20-03,185,172,1,646,676,31,27,1,180,27,1.0,False,0.6763288335121898,True,True,12000180
MOT20-03,186,173,0,410,784,375,368,1,52,368,1.0,False,0.8749568109284617,True,True,12000052
MOT20-03,187,174,0,434,437,4,1,1,9,1,1.0,False,0.5923039229983412,True,True,12000009
MOT20-03,188,174,1,439,1007,569,569,1,48,569,1.0,False,0.8860625448178162,True,True,12000048
MOT20-03,189,174,2,1010,1158,149,149,3,48,138,0.9261744966442953,False,0.8446923161781235,False,True,12000048
MOT20-03,190,174,3,1164,1202,39,39,1,322,39,1.0,False,0.7528705608328302,True,True,12000322
MOT20-03,191,175,0,438,624,187,187,2,110,174,0.93048128342246,False,0.8463248078834708,False,True,12000110
MOT20-03,192,178,0,442,446,5,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,193,180,0,446,1171,726,725,3,9,708,0.976551724137931,False,0.8478100661354488,False,True,12000009
MOT20-03,194,180,1,1174,1175,2,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,195,180,2,1179,1179,1,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,196,181,0,454,859,406,397,1,51,397,1.0,False,0.9037126129311042,True,True,12000051
MOT20-03,197,182,0,460,1046,587,574,1,47,574,1.0,False,0.881912297261196,True,True,12000047
MOT20-03,198,183,0,462,469,8,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,199,184,0,470,1226,757,757,1,324,757,1.0,False,0.8704967462442842,True,True,12000324
MOT20-03,200,185,0,472,1392,921,921,1,283,921,1.0,False,0.8707271695233287,True,True,12000283
MOT20-03,201,186,0,476,1074,599,598,2,10,597,0.9983277591973244,False,0.8789647487950804,False,True,12000010
MOT20-03,202,188,0,481,861,381,375,1,50,375,1.0,False,0.8757872392354447,True,True,12000050
MOT20-03,203,190,0,494,1044,551,547,1,326,547,1.0,False,0.8530541229812357,True,True,12000326
MOT20-03,204,191,0,496,1140,645,645,2,7,620,0.9612403100775194,False,0.8599460202019605,False,True,12000007
MOT20-03,205,193,0,502,559,58,42,1,269,42,1.0,False,0.7755190326481486,True,True,12000269
MOT20-03,206,195,0,518,1441,924,924,1,281,924,1.0,False,0.8840592561527321,True,True,12000281
MOT20-03,207,196,0,524,1227,704,704,1,306,704,1.0,False,0.8856290671574285,True,True,12000306
MOT20-03,208,199,0,535,1305,771,771,1,298,771,1.0,False,0.8958844102910611,True,True,12000298
MOT20-03,209,201,0,537,1163,627,616,3,11,608,0.987012987012987,False,0.8700415120909584,False,True,12000011
MOT20-03,210,201,1,1167,1169,3,1,1,9,1,1.0,False,0.6134062420029536,True,False,12000009
MOT20-03,211,202,0,546,1196,651,651,2,325,610,0.9370199692780338,False,0.8783527460361267,False,True,12000325
MOT20-03,212,202,1,1206,1221,16,16,2,428,15,0.9375,False,0.7781242477839632,False,True,12000428
MOT20-03,213,203,0,551,1417,867,867,1,286,867,1.0,False,0.8799364786026889,True,True,12000286
MOT20-03,214,204,0,552,797,246,243,1,6,243,1.0,False,0.8863472417334107,True,True,12000006
MOT20-03,215,205,0,553,1059,507,502,1,16,502,1.0,False,0.8890378502431424,True,True,12000016
MOT20-03,216,206,0,555,1353,799,799,1,291,799,1.0,False,0.8867047990415781,True,True,12000291
MOT20-03,217,207,0,557,1410,854,854,1,282,854,1.0,False,0.8709618418174471,True,True,12000282
MOT20-03,218,209,0,568,1205,638,638,1,310,638,1.0,False,0.8627360303108111,True,True,12000310
MOT20-03,219,210,0,568,1368,801,801,1,292,801,1.0,False,0.8713960006749816,True,True,12000292
MOT20-03,220,211,0,572,1339,768,768,1,297,768,1.0,False,0.8503878133471189,True,True,12000297
MOT20-03,221,211,1,1351,1353,3,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,222,212,0,579,666,88,87,1,152,87,1.0,False,0.8457701361153063,True,True,12000152
MOT20-03,223,213,0,585,1344,760,760,1,284,760,1.0,False,0.8816134211813311,True,True,12000284
MOT20-03,224,214,0,584,1417,834,834,1,287,834,1.0,False,0.871134795080299,True,True,12000287
MOT20-03,225,215,0,597,970,374,369,1,42,369,1.0,False,0.859493005102085,True,True,12000042
MOT20-03,226,217,0,610,1247,638,589,1,302,589,1.0,False,0.8755945588744246,True,True,12000302
MOT20-03,227,218,0,610,1064,455,455,1,15,455,1.0,False,0.8605788973367511,True,True,12000015
MOT20-03,228,219,0,611,1071,461,461,2,45,460,0.9978308026030369,False,0.8696124902758516,False,True,12000045
MOT20-03,229,220,0,613,731,119,106,1,68,106,1.0,False,0.8616677647487229,True,True,12000068
MOT20-03,230,221,0,613,1116,504,498,1,44,498,1.0,False,0.8907254319579283,True,True,12000044
MOT20-03,231,224,0,620,1043,424,411,1,43,411,1.0,False,0.8455971210719004,True,True,12000043
MOT20-03,232,225,0,621,627,7,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,233,225,1,637,637,1,1,1,83,1,1.0,False,0.8510082011156781,True,False,12000083
MOT20-03,234,226,0,624,973,350,350,1,3,350,1.0,False,0.853102265724355,True,True,12000003
MOT20-03,235,227,0,629,737,109,106,1,69,106,1.0,False,0.8585811608633468,True,True,12000069
MOT20-03,236,228,0,636,638,3,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,237,229,0,638,993,356,344,1,46,344,1.0,False,0.8713342844896005,True,True,12000046
MOT20-03,238,229,1,998,999,2,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,239,230,0,654,841,188,188,1,463,188,1.0,False,0.8863720892754005,True,True,12000463
MOT20-03,240,230,1,843,1464,622,622,1,463,622,1.0,False,0.8559157579575906,True,True,12000463
MOT20-03,241,231,0,659,722,64,63,1,5,63,1.0,False,0.7328701346615323,True,True,12000005
MOT20-03,242,234,0,684,1560,877,877,1,425,877,1.0,False,0.8894662323205385,True,True,12000425
MOT20-03,243,234,1,1562,1578,17,17,1,425,17,1.0,False,0.803660938285863,True,True,12000425
MOT20-03,244,235,0,679,1541,863,863,1,426,863,1.0,False,0.8811233318525886,True,True,12000426
MOT20-03,245,237,0,691,776,86,73,1,150,73,1.0,False,0.8297362455091899,True,True,12000150
MOT20-03,246,238,0,693,814,122,107,1,148,107,1.0,False,0.8744726031969152,True,True,12000148
MOT20-03,247,239,0,694,1133,440,421,1,1,421,1.0,False,0.8681716172508589,True,True,12000001
MOT20-03,248,240,0,700,1223,524,501,1,303,501,1.0,False,0.8951347095188484,True,True,12000303
MOT20-03,249,241,0,704,705,2,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,250,243,0,715,971,257,252,1,38,252,1.0,False,0.8939102848045805,True,True,12000038
MOT20-03,251,244,0,715,1564,850,850,1,337,850,1.0,False,0.8918912485210178,True,True,12000337
MOT20-03,252,245,0,721,1569,849,849,1,420,849,1.0,False,0.8749746053603308,True,True,12000420
MOT20-03,253,246,0,729,990,262,254,1,39,254,1.0,False,0.8836358867152343,True,True,12000039
MOT20-03,254,249,0,736,749,14,14,1,5,14,1.0,False,0.7057002150962381,True,True,12000005
MOT20-03,255,249,1,751,767,17,17,1,5,17,1.0,False,0.7818968992779212,True,True,12000005
MOT20-03,256,249,2,781,781,1,1,1,305,1,1.0,False,0.6153416943192731,True,False,12000305
MOT20-03,257,249,3,784,788,5,5,2,5,4,0.8,False,0.6147540487002561,False,True,12000005
MOT20-03,258,249,4,790,995,206,206,2,5,204,0.9902912621359223,False,0.8332753387003627,False,True,12000005
MOT20-03,259,250,0,737,1143,407,407,1,8,407,1.0,False,0.8752742034782202,True,True,12000008
MOT20-03,260,250,1,1209,1220,12,12,1,310,12,1.0,False,0.8503648749475633,True,True,12000310
MOT20-03,261,252,0,746,807,62,54,1,149,54,1.0,False,0.8558317777913743,True,True,12000149
MOT20-03,262,253,0,746,839,94,53,2,305,52,0.9811320754716981,False,0.8198013550951094,False,True,12000305
MOT20-03,263,254,0,747,1080,334,334,1,14,334,1.0,False,0.8821827926800171,True,True,12000014
MOT20-03,264,255,0,750,1260,511,511,1,296,511,1.0,False,0.8744663169166341,True,True,12000296
MOT20-03,265,258,0,774,1237,464,445,1,315,445,1.0,False,0.8936052408385378,True,True,12000315
MOT20-03,266,260,0,796,1451,656,649,1,261,649,1.0,False,0.8903261180136839,True,True,12000261
MOT20-03,267,261,0,821,834,14,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,268,262,0,846,854,9,9,1,346,9,1.0,False,0.7944972546182549,True,True,12000346
MOT20-03,269,262,1,856,1980,1125,1121,1,346,1121,1.0,False,0.8948292298848677,True,True,12000346
MOT20-03,270,265,0,841,1088,248,238,1,6,238,1.0,False,0.8127098178154522,True,True,12000006
MOT20-03,271,267,0,843,947,105,103,2,305,102,0.9902912621359223,False,0.8231575223785281,False,True,12000305
MOT20-03,272,268,0,843,874,32,32,1,421,32,1.0,False,0.8429135986292431,True,True,12000421
MOT20-03,273,268,1,876,1558,683,683,1,421,683,1.0,False,0.8613510612054204,True,True,12000421
MOT20-03,274,269,0,848,1133,286,286,1,2,286,1.0,False,0.8435206801105121,True,True,12000002
MOT20-03,275,271,0,861,1009,149,149,1,31,149,1.0,False,0.866288611226288,True,True,12000031
MOT20-03,276,272,0,864,1315,452,452,2,290,446,0.9867256637168141,False,0.8931863230224868,False,True,12000290
MOT20-03,277,273,0,866,1693,828,827,1,351,827,1.0,False,0.9000982505245151,True,True,12000351
MOT20-03,278,274,0,867,1294,428,428,1,349,428,1.0,False,0.877617565445323,True,True,12000349
MOT20-03,279,277,0,882,1552,671,671,1,451,671,1.0,False,0.8588561336794056,True,True,12000451
MOT20-03,280,278,0,891,1585,695,695,1,419,695,1.0,False,0.8858673711221479,True,True,12000419
MOT20-03,281,278,1,1588,1597,10,10,1,419,10,1.0,False,0.7862364273002457,True,True,12000419
MOT20-03,282,280,0,899,1526,628,628,1,450,628,1.0,False,0.879859991207886,True,True,12000450
MOT20-03,283,283,0,913,1133,221,221,1,4,221,1.0,False,0.8976621911146393,True,True,12000004
MOT20-03,284,285,0,925,1963,1039,1039,1,358,1039,1.0,False,0.872386438469053,True,True,12000358
MOT20-03,285,286,0,925,934,10,10,2,49,9,0.9,False,0.6941327594884713,False,False,12000049
MOT20-03,286,286,1,936,936,1,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,287,288,0,931,934,4,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,288,289,0,931,1758,828,828,1,383,828,1.0,False,0.8884987430822244,True,True,12000383
MOT20-03,289,290,0,934,1402,469,461,1,263,461,1.0,False,0.8866606043466305,True,True,12000263
MOT20-03,290,291,0,936,1630,695,671,3,348,481,0.7168405365126677,False,0.8416340926981197,False,True,12000348
MOT20-03,291,292,0,939,1097,159,159,2,36,140,0.8805031446540881,False,0.8186159471022122,False,True,12000036
MOT20-03,292,293,0,944,1663,720,692,1,339,692,1.0,False,0.8831706750487702,True,True,12000339
MOT20-03,293,294,0,947,1208,262,254,1,300,254,1.0,False,0.8736659858772846,True,True,12000300
MOT20-03,294,295,0,949,1766,818,818,1,350,818,1.0,False,0.874161113364806,True,True,12000350
MOT20-03,295,296,0,951,1431,481,469,1,264,469,1.0,False,0.9037286153227043,True,True,12000264
MOT20-03,296,297,0,961,1339,379,377,2,265,374,0.9920424403183024,False,0.8999380841296878,False,True,12000265
MOT20-03,297,299,0,964,1779,816,813,1,598,813,1.0,False,0.8870628993524523,True,True,12000598
MOT20-03,298,300,0,965,1435,471,471,1,467,471,1.0,False,0.8716861112289208,True,True,12000467
MOT20-03,299,302,0,968,1782,815,815,1,382,815,1.0,False,0.8810156930043003,True,True,12000382
MOT20-03,300,302,1,1831,1831,1,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,301,303,0,968,1144,177,156,1,714,156,1.0,False,0.8415520680605416,True,True,12000714
MOT20-03,302,305,0,971,1747,777,750,1,407,750,1.0,False,0.8640367101064167,True,True,12000407
MOT20-03,303,306,0,974,1910,937,929,2,355,928,0.9989235737351991,False,0.856432659186605,False,True,12000355
MOT20-03,304,307,0,974,1661,688,682,1,464,682,1.0,False,0.8168378477204855,True,True,12000464
MOT20-03,305,308,0,975,1468,494,491,1,267,491,1.0,False,0.891372831535066,True,True,12000267
MOT20-03,306,309,0,975,1489,515,508,1,262,508,1.0,False,0.8868047064009287,True,True,12000262
MOT20-03,307,310,0,975,1003,29,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,308,311,0,982,1137,156,156,1,319,156,1.0,False,0.8426492228901126,True,True,12000319
MOT20-03,309,311,1,1139,1139,1,1,1,319,1,1.0,False,0.7103602183555076,True,True,12000319
MOT20-03,310,311,2,1141,1149,9,9,2,319,8,0.8888888888888888,False,0.831885131880988,False,True,12000319
MOT20-03,311,312,0,984,1788,805,803,1,599,803,1.0,False,0.8966219913063381,True,True,12000599
MOT20-03,312,313,0,989,1562,574,570,1,239,570,1.0,False,0.8736972198137016,True,True,12000239
MOT20-03,313,315,0,992,1101,110,109,1,715,109,1.0,False,0.823923117311439,True,True,12000715
MOT20-03,314,316,0,993,1475,483,483,2,266,470,0.9730848861283644,False,0.8798699626866359,False,True,12000266
MOT20-03,315,316,1,1477,1491,15,10,1,266,10,1.0,False,0.81834538113481,True,True,12000266
MOT20-03,316,316,2,1499,1508,10,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,317,318,0,996,1703,708,708,2,208,620,0.8757062146892656,False,0.8781234161425261,False,True,12000208
MOT20-03,318,319,0,997,1343,347,347,1,460,347,1.0,False,0.8601234487896126,True,True,12000460
MOT20-03,319,319,1,1375,1375,1,1,1,460,1,1.0,False,0.7654249287399615,True,True,12000460
MOT20-03,320,321,0,1005,1087,83,65,1,40,65,1.0,False,0.862593109684699,True,True,12000040
MOT20-03,321,322,0,1008,1590,583,583,1,461,583,1.0,False,0.8984379775631637,True,True,12000461
MOT20-03,322,322,1,1592,1598,7,7,1,461,7,1.0,False,0.7607342450397112,True,True,12000461
MOT20-03,323,324,0,1015,1269,255,255,1,293,255,1.0,False,0.8744470070653321,True,True,12000293
MOT20-03,324,325,0,1017,1686,670,662,1,410,662,1.0,False,0.8889303425440654,True,True,12000410
MOT20-03,325,326,0,1019,1630,612,608,2,260,382,0.6282894736842105,False,0.8609605273160675,False,True,12000260
MOT20-03,326,327,0,1022,1703,682,663,1,411,663,1.0,False,0.8927324639404007,True,True,12000411
MOT20-03,327,328,0,1026,1141,116,116,2,41,94,0.8103448275862069,False,0.833384266586852,False,True,12000041
MOT20-03,328,329,0,1032,1251,220,220,1,321,220,1.0,False,0.8744868831474466,True,True,12000321
MOT20-03,329,330,0,1033,1649,617,617,1,462,617,1.0,False,0.8828313237246973,True,True,12000462
MOT20-03,330,331,0,1038,1196,159,157,1,312,157,1.0,False,0.8420750218318828,True,True,12000312
MOT20-03,331,332,0,1040,1240,201,199,2,320,140,0.7035175879396985,False,0.8333882727998909,False,True,12000320
MOT20-03,332,334,0,1042,1082,41,39,1,316,39,1.0,False,0.8243068873008849,True,True,12000316
MOT20-03,333,334,1,1093,1192,100,100,1,316,100,1.0,False,0.7899896479404777,True,True,12000316
MOT20-03,334,335,0,1045,1896,852,851,1,338,851,1.0,False,0.8847454819541845,True,True,12000338
MOT20-03,335,336,0,1043,1428,386,377,2,317,364,0.9655172413793104,False,0.8658569232734854,False,True,12000317
MOT20-03,336,337,0,1046,1369,324,324,1,280,324,1.0,False,0.8676531822420118,True,True,12000280
MOT20-03,337,338,0,1048,1472,425,406,1,268,406,1.0,False,0.8884968122426041,True,True,12000268
MOT20-03,338,339,0,1050,1245,196,196,1,295,196,1.0,False,0.8705716766268271,True,True,12000295
MOT20-03,339,340,0,1060,1911,852,852,1,595,852,1.0,False,0.8941717750887473,True,True,12000595
MOT20-03,340,341,0,1060,1279,220,220,2,706,218,0.990909090909091,False,0.9001889203992502,False,True,12000706
MOT20-03,341,341,1,1286,1993,708,708,1,706,708,1.0,False,0.8608860088897664,True,True,12000706
MOT20-03,342,341,2,1995,2145,151,150,2,673,136,0.9066666666666666,False,0.7865021200466851,False,False,12000673
MOT20-03,343,344,0,1062,1232,171,171,1,294,171,1.0,False,0.8459336504677545,True,True,12000294
MOT20-03,344,346,0,1068,1894,827,824,2,380,822,0.9975728155339806,False,0.8817312605755449,False,True,12000380
MOT20-03,345,350,0,1071,1190,120,89,2,45,85,0.9550561797752809,False,0.8562601265463485,False,False,12000045
MOT20-03,346,351,0,1074,1924,851,851,1,394,851,1.0,False,0.8820538684164192,True,True,12000394
MOT20-03,347,351,1,1936,1996,61,61,1,675,61,1.0,False,0.7307943934833148,True,True,12000675
MOT20-03,348,351,2,2000,2017,18,15,2,675,11,0.7333333333333333,False,0.7455564913433995,False,True,12000675
MOT20-03,349,351,3,2022,2045,24,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,350,352,0,1076,1300,225,225,1,289,225,1.0,False,0.8824261124758532,True,True,12000289
MOT20-03,351,354,0,1079,1495,417,416,1,424,416,1.0,False,0.8955264143519327,True,True,12000424
MOT20-03,352,355,0,1079,1094,16,16,1,10,16,1.0,False,0.7715866606477255,True,True,12000010
MOT20-03,353,356,0,1088,1316,229,229,1,288,229,1.0,False,0.8548804550872312,True,True,12000288
MOT20-03,354,357,0,1102,1308,207,207,1,285,207,1.0,False,0.8830249136026758,True,True,12000285
MOT20-03,355,358,0,1103,1112,10,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-03,356,359,0,1105,1390,286,286,1,270,286,1.0,False,0.9035436107187654,True,True,12000270
MOT20-03,357,359,1,1394,1456,63,63,1,270,63,1.0,False,0.8443962611799108,True,True,12000270
MOT20-03,358,360,0,1105,1197,93,93,1,274,93,1.0,False,0.7964467671367024,True,True,12000274
MOT20-03,359,360,1,1199,1230,32,23,1,274,23,1.0,False,0.8305326764815502,True,True,12000274
MOT20-03,360,361,0,1107,1581,475,475,1,336,475,1.0,False,0.893091647334388,True,True,12000336
MOT20-03,361,362,0,1112,1786,675,659,2,589,657,0.9969650986342944,False,0.8831606243453398,False,True,12000589
MOT20-03,362,365,0,1120,1283,164,164,1,326,164,1.0,False,0.799890216077834,True,True,12000326
MOT20-03,363,366,0,1121,1214,94,94,2,318,79,0.8404255319148937,False,0.8186037559528033,False,True,12000318
MOT20-03,364,367,0,1124,1323,200,196,1,418,196,1.0,False,0.8619334723553375,True,True,12000418
MOT20-03,365,368,0,1124,1580,457,455,1,453,455,1.0,False,0.8958855098720866,True,True,12000453
MOT20-03,366,369,0,1124,1387,264,263,1,438,263,1.0,False,0.8421992325296409,True,True,12000438
MOT20-03,367,369,1,1393,1407,15,15,1,433,15,1.0,False,0.7615355724530876,True,True,12000433
MOT20-03,368,370,0,1125,1504,380,380,1,422,380,1.0,False,0.9012923145513273,True,True,12000422
MOT20-03,369,371,0,1133,1646,514,479,1,452,479,1.0,False,0.8883137862731435,True,True,12000452
MOT20-03,370,372,0,1137,1525,389,389,1,459,389,1.0,False,0.8964953724814396,True,True,12000459
MOT20-03,371,375,0,1277,1290,14,14,1,345,14,1.0,False,0.8526401605076626,True,True,12000345
MOT20-03,372,375,1,1294,1295,2,2,1,345,2,1.0,False,0.8163110164981433,True,True,12000345
MOT20-03,373,375,2,1297,1298,2,2,1,345,2,1.0,False,0.8470419619161988,True,True,12000345
MOT20-03,374,375,3,1300,1302,3,3,1,345,3,1.0,False,0.8312094087707461,True,True,12000345
MOT20-03,375,375,4,1304,1952,649,649,1,345,649,1.0,False,0.8998412847767789,True,True,12000345
MOT20-03,376,376,0,1144,1180,37,37,1,275,37,1.0,False,0.83089328992663,True,True,12000275
MOT20-03,377,377,0,1145,1592,448,448,1,416,448,1.0,False,0.8609486810499314,True,True,12000416
MOT20-03,378,378,0,1146,1701,556,530,2,465,527,0.9943396226415094,False,0.8854965284571792,False,True,12000465
MOT20-03,379,379,0,1149,1235,87,86,1,457,86,1.0,False,0.8926853191910964,True,True,12000457
MOT20-03,380,379,1,1249,1659,411,411,1,457,411,1.0,False,0.8590279751801555,True,True,12000457
MOT20-03,381,381,0,1152,1162,11,11,1,277,11,1.0,False,0.7186094456447591,True,True,12000277
MOT20-03,382,381,1,1165,1166,2,2,1,277,2,1.0,False,0.5123264708094228,True,True,12000277
MOT20-03,383,381,2,1170,1177,8,8,1,277,8,1.0,False,0.8682436271861433,True,True,12000277
MOT20-03,384,381,3,1217,1231,15,15,1,277,15,1.0,False,0.7871199320320791,True,True,12000277
MOT20-03,385,381,4,1235,1235,1,1,1,318,1,1.0,False,0.816650550174534,True,True,12000318
MOT20-03,386,382,0,1152,1432,281,271,1,271,271,1.0,False,0.8985161403561782,True,True,12000271
MOT20-03,387,383,0,1154,1504,351,351,1,397,351,1.0,False,0.8557150136058433,True,True,12000397
MOT20-03,388,385,0,1157,1341,185,185,1,273,185,1.0,False,0.8689639381576851,True,True,12000273
MOT20-03,389,386,0,1160,1217,58,42,2,314,31,0.7380952380952381,False,0.7390239447880015,False,False,12000314
MOT20-03,390,386,1,1221,1233,13,13,1,310,13,1.0,False,0.6731566981039578,True,True,12000310
MOT20-03,391,387,0,1161,2136,976,965,1,672,965,1.0,False,0.8731312973220965,True,True,12000672
MOT20-03,392,388,0,1161,1247,87,86,2,272,85,0.9883720930232558,False,0.853929314693998,False,True,12000272
MOT20-03,393,388,1,1260,1297,38,22,2,275,17,0.7727272727272727,False,0.7927984248258643,False,True,12000275
MOT20-03,394,389,0,1166,2133,968,956,1,649,956,1.0,False,0.8532463318944056,True,True,12000649
MOT20-03,395,392,0,1181,2045,865,853,2,596,831,0.9742086752637749,False,0.8444384117866633,False,True,12000596
MOT20-03,396,393,0,1181,1934,754,753,1,675,753,1.0,False,0.8868947448097867,True,True,12000675
MOT20-03,397,394,0,1185,1364,180,180,1,279,180,1.0,False,0.8915491709516704,True,True,12000279
MOT20-03,398,395,0,1185,1402,218,196,1,237,196,1.0,False,0.8329361225103875,True,True,12000237
